,AEO US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,0.828
2020-11-26,0.828
2020-11-27,0.828
2020-11-28,0.828
2020-11-29,0.828
2020-11-30,0.851
2020-12-01,0.855
2020-12-02,0.834
2020-12-03,0.811
2020-12-04,0.8
2020-12-05,0.8
2020-12-06,0.8
2020-12-07,0.786
2020-12-08,0.785
2020-12-09,0.78
2020-12-10,0.772
2020-12-11,0.785
2020-12-12,0.785
2020-12-13,0.785
2020-12-14,0.8
2020-12-15,0.787
2020-12-16,0.798
2020-12-17,0.773
2020-12-18,0.793
2020-12-19,0.793
2020-12-20,0.793
2020-12-21,0.784
2020-12-22,0.782
2020-12-23,0.752
2020-12-24,0.767
2020-12-25,0.767
2020-12-26,0.767
2020-12-27,0.767
2020-12-28,0.753
2020-12-29,0.749
2020-12-30,0.756
2020-12-31,0.757
2021-01-01,0.757
2021-01-02,0.757
2021-01-03,0.757
2021-01-04,0.765
2021-01-05,0.735
2021-01-06,0.695
2021-01-07,0.685
2021-01-08,0.683
2021-01-09,0.683
2021-01-10,0.683
2021-01-11,0.664
2021-01-12,0.652
2021-01-13,0.661
2021-01-14,0.655
2021-01-15,0.667
2021-01-16,0.667
2021-01-17,0.667
2021-01-18,0.667
2021-01-19,0.665
2021-01-20,0.669
2021-01-21,0.635
2021-01-22,0.626
2021-01-23,0.626
2021-01-24,0.626
2021-01-25,0.638
2021-01-26,0.64
2021-01-27,0.676
2021-01-28,0.661
2021-01-29,0.67
2021-01-30,0.67
2021-01-31,0.67
2021-02-01,0.672
2021-02-02,0.657
2021-02-03,0.635
2021-02-04,0.612
2021-02-05,0.601
2021-02-06,0.601
2021-02-07,0.601
2021-02-08,0.604
2021-02-09,0.613
2021-02-10,0.612
2021-02-11,0.611
2021-02-12,0.617
2021-02-13,0.617
2021-02-14,0.617
2021-02-15,0.617
2021-02-16,0.601
2021-02-17,0.609
2021-02-18,0.618
2021-02-19,0.609
2021-02-20,0.609
2021-02-21,0.609
2021-02-22,0.602
2021-02-23,0.595
2021-02-24,0.569
2021-02-25,0.589
2021-02-26,0.591
2021-02-27,0.591
2021-02-28,0.591
2021-03-01,0.58
2021-03-02,0.605
2021-03-03,0.598
2021-03-04,1.608
2021-03-05,1.56
2021-03-06,1.56
2021-03-07,1.56
2021-03-08,1.505
2021-03-09,1.539
2021-03-10,1.487
2021-03-11,1.507
2021-03-12,1.486
2021-03-13,1.486
2021-03-14,1.486
2021-03-15,1.447
2021-03-16,1.461
2021-03-17,1.46
2021-03-18,1.49
2021-03-19,1.49
2021-03-20,1.49
2021-03-21,1.49
2021-03-22,1.538
2021-03-23,1.634
2021-03-24,1.665
2021-03-25,1.575
2021-03-26,1.518
2021-03-27,1.518
2021-03-28,1.518
2021-03-29,1.599
2021-03-30,1.52
2021-03-31,1.515
2021-04-01,1.524
2021-04-02,1.524
2021-04-03,1.524
2021-04-04,1.524
2021-04-05,1.483
2021-04-06,1.47
2021-04-07,1.423
2021-04-08,1.407
2021-04-09,1.36
2021-04-10,1.36
2021-04-11,1.36
2021-04-12,1.336
2021-04-13,1.362
2021-04-14,1.344
2021-04-15,1.344
2021-04-16,1.344
2021-04-17,1.344
2021-04-18,1.344
2021-04-19,1.344
2021-04-20,1.344
2021-04-21,1.344
2021-04-22,1.344
2021-04-23,1.344
2021-04-24,1.344
2021-04-25,1.344
2021-04-26,1.344
2021-04-27,1.344
2021-04-28,1.344
2021-04-29,1.344
2021-04-30,1.344
2021-05-01,1.344
2021-05-02,1.344
2021-05-03,1.344
2021-05-04,1.344
2021-05-05,1.344
2021-05-06,1.344
2021-05-07,1.344
2021-05-08,1.344
2021-05-09,1.344
2021-05-10,1.344
2021-05-11,1.344
2021-05-12,1.344
2021-05-13,1.344
2021-05-14,1.344
2021-05-15,1.344
2021-05-16,1.344
2021-05-17,1.344
2021-05-18,1.344
2021-05-19,1.344
2021-05-20,1.344
2021-05-21,1.344
2021-05-22,1.344
2021-05-23,1.344
2021-05-24,1.344
2021-05-25,1.344
2021-05-26,1.344
2021-05-27,1.344
2021-05-28,1.344
2021-05-29,1.344
2021-05-30,1.344
2021-05-31,1.344
2021-06-01,1.344
2021-06-02,1.344
2021-06-03,1.344
2021-06-04,1.344
2021-06-05,1.344
2021-06-06,1.344
2021-06-07,1.344
2021-06-08,1.344
2021-06-09,1.344
2021-06-10,1.344
2021-06-11,1.344
2021-06-12,1.344
2021-06-13,1.344
2021-06-14,1.344
2021-06-15,1.344
2021-06-16,1.344
2021-06-17,1.344
2021-06-18,1.344
2021-06-19,1.344
2021-06-20,1.344
2021-06-21,1.344
2021-06-22,1.344
2021-06-23,1.344
2021-06-24,1.344
2021-06-25,1.344
2021-06-26,1.344
2021-06-27,1.344
2021-06-28,1.344
2021-06-29,1.344
2021-06-30,1.344
2021-07-01,1.344
2021-07-02,1.344
2021-07-03,1.344
2021-07-04,1.344
2021-07-05,1.344
2021-07-06,1.344
2021-07-07,1.344
2021-07-08,1.344
2021-07-09,1.344
2021-07-10,1.344
2021-07-11,1.344
2021-07-12,1.344
2021-07-13,1.344
2021-07-14,1.344
2021-07-15,1.344
2021-07-16,1.344
2021-07-17,1.344
2021-07-18,1.344
2021-07-19,1.344
2021-07-20,1.344
2021-07-21,1.344
2021-07-22,1.344
2021-07-23,1.344
2021-07-24,1.344
2021-07-25,1.344
2021-07-26,1.344
2021-07-27,1.344
2021-07-28,1.344
2021-07-29,1.344
2021-07-30,1.344
2021-07-31,1.344
2021-08-01,1.344
2021-08-02,1.344
2021-08-03,1.344
2021-08-04,1.344
2021-08-05,1.344
2021-08-06,1.344
2021-08-07,1.344
2021-08-08,1.344
2021-08-09,1.344
2021-08-10,1.344
2021-08-11,1.344
2021-08-12,1.344
2021-08-13,1.344
2021-08-14,1.344
2021-08-15,1.344
2021-08-16,1.344
2021-08-17,1.344
2021-08-18,1.344
2021-08-19,1.344
2021-08-20,1.344
2021-08-21,1.344
2021-08-22,1.344
2021-08-23,1.344
2021-08-24,1.344
2021-08-25,1.344
2021-08-26,1.344
2021-08-27,1.344
2021-08-28,1.344
2021-08-29,1.344
2021-08-30,1.344
2021-08-31,1.344
2021-09-01,1.344
2021-09-02,1.344
2021-09-03,1.344
2021-09-04,1.344
2021-09-05,1.344
2021-09-06,1.344
2021-09-07,1.344
2021-09-08,1.344
2021-09-09,1.344
2021-09-10,1.344
2021-09-11,1.344
2021-09-12,1.344
2021-09-13,1.344
2021-09-14,1.344
2021-09-15,1.344
2021-09-16,1.344
2021-09-17,1.344
2021-09-18,1.344
2021-09-19,1.344
2021-09-20,1.344
2021-09-21,1.344
2021-09-22,1.344
2021-09-23,1.344
2021-09-24,1.344
2021-09-25,1.344
2021-09-26,1.344
2021-09-27,1.344
2021-09-28,1.344
2021-09-29,1.344
2021-09-30,1.344
2021-10-01,1.344
2021-10-02,1.344
2021-10-03,1.344
2021-10-04,1.344
2021-10-05,1.344
2021-10-06,1.344
2021-10-07,1.344
2021-10-08,1.344
2021-10-09,1.344
2021-10-10,1.344
2021-10-11,1.344
2021-10-12,1.344
2021-10-13,1.344
2021-10-14,1.344
2021-10-15,1.344
2021-10-16,1.344
2021-10-17,1.344
2021-10-18,1.344
2021-10-19,1.344
2021-10-20,1.344
2021-10-21,1.344
2021-10-22,1.344
2021-10-23,1.344
2021-10-24,1.344
2021-10-25,1.344
2021-10-26,1.344
2021-10-27,1.344
2021-10-28,1.344
2021-10-29,1.344
2021-10-30,1.344
2021-10-31,1.344
2021-11-01,1.344
2021-11-02,1.344
2021-11-03,1.344
2021-11-04,1.344
2021-11-05,2.73
2021-11-06,2.73
2021-11-07,2.73
2021-11-08,2.763
2021-11-09,2.703
2021-11-10,2.795
2021-11-11,2.746
2021-11-12,2.699
2021-11-13,2.699
2021-11-14,2.699
2021-11-15,2.671
2021-11-16,2.619
2021-11-17,2.716
2021-11-18,2.573
2021-11-19,2.695
2021-11-20,2.695
2021-11-21,2.695
2021-11-22,2.643
2021-11-23,2.521
2021-11-24,2.65
2021-11-25,2.65
2021-11-26,2.787
2021-11-27,2.787
2021-11-28,2.787
2021-11-29,2.774
2021-11-30,2.886
2021-12-01,2.892
2021-12-02,2.845
2021-12-03,2.838
2021-12-04,2.838
2021-12-05,2.838
2021-12-06,2.739
2021-12-07,2.683
2021-12-08,2.697
2021-12-09,2.752
2021-12-10,2.845
2021-12-11,2.845
2021-12-12,2.845
2021-12-13,3.15
2021-12-14,3.116
2021-12-15,3.109
2021-12-16,3.267
2021-12-17,3.22
2021-12-18,3.22
2021-12-19,3.22
2021-12-20,3.355
2021-12-21,3.219
2021-12-22,3.221
2021-12-23,3.192
2021-12-24,3.192
2021-12-25,3.192
2021-12-26,3.192
2021-12-27,3.085
2021-12-28,3.048
2021-12-29,2.876
2021-12-30,2.88
2021-12-31,2.931
2022-01-01,2.931
2022-01-02,2.931
2022-01-03,2.937
2022-01-04,2.913
2022-01-05,3.027
2022-01-06,3.046
2022-01-07,3.099
2022-01-08,3.099
2022-01-09,3.099
2022-01-10,3.157
2022-01-11,3.077
2022-01-12,3.176
2022-01-13,3.099
2022-01-14,3.125
2022-01-15,3.125
2022-01-16,3.125
2022-01-17,3.125
2022-01-18,3.203
2022-01-19,3.238
2022-01-20,3.478
2022-01-21,3.496
2022-01-22,3.496
2022-01-23,3.496
2022-01-24,3.202
2022-01-25,3.138
2022-01-26,3.28
2022-01-27,3.254
2022-01-28,3.314
2022-01-29,3.314
2022-01-30,3.314
2022-01-31,3.251
2022-02-01,3.192
2022-02-02,3.234
2022-02-03,3.318
2022-02-04,3.305
2022-02-05,3.305
2022-02-06,3.305
2022-02-07,3.274
2022-02-08,3.157
2022-02-09,3.134
2022-02-10,3.129
2022-02-11,3.275
2022-02-12,3.275
2022-02-13,3.275
2022-02-14,3.274
2022-02-15,3.25
2022-02-16,3.265
2022-02-17,3.443
2022-02-18,3.486
2022-02-19,3.486
2022-02-20,3.486
2022-02-21,3.486
2022-02-22,3.572
2022-02-23,3.707
2022-02-24,3.548
2022-02-25,3.475
2022-02-26,3.475
2022-02-27,3.475
2022-02-28,3.521
2022-03-01,3.622
2022-03-02,3.48
2022-03-03,3.909
2022-03-04,4.181
2022-03-05,4.181
2022-03-06,4.181
2022-03-07,4.579
2022-03-08,4.303
2022-03-09,4.152
2022-03-10,4.131
2022-03-11,4.287
2022-03-12,4.287
2022-03-13,4.287
2022-03-14,4.203
2022-03-15,4.145
2022-03-16,3.992
2022-03-17,3.934
2022-03-18,3.863
2022-03-19,3.863
2022-03-20,3.863
2022-03-21,4.136
2022-03-22,4.091
2022-03-23,4.287
2022-03-24,4.275
2022-03-25,4.302
2022-03-26,4.302
2022-03-27,4.302
2022-03-28,4.284
2022-03-29,4.086
2022-03-30,4.354
2022-03-31,4.468
2022-04-01,4.677
2022-04-02,4.677
2022-04-03,4.677
2022-04-04,4.585
2022-04-05,4.7
2022-04-06,4.775
2022-04-07,4.733
2022-04-08,4.631
2022-04-09,4.631
2022-04-10,4.631
2022-04-11,4.547
2022-04-12,4.514
2022-04-13,4.297
2022-04-14,4.289
2022-04-15,4.289
2022-04-16,4.289
2022-04-17,4.289
2022-04-18,4.25
2022-04-19,4.222
2022-04-20,4.243
2022-04-21,4.416
2022-04-22,4.858
2022-04-23,4.858
2022-04-24,4.858
2022-04-25,4.757
2022-04-26,4.958
2022-04-27,5.048
2022-04-28,4.837
2022-04-29,4.968
2022-04-30,4.968
2022-05-01,4.968
2022-05-02,4.803
2022-05-03,4.909
2022-05-04,4.733
2022-05-05,5.371
2022-05-06,5.617
2022-05-07,5.617
2022-05-08,5.617
2022-05-09,5.777
2022-05-10,5.712
2022-05-11,6.004
2022-05-12,5.7
2022-05-13,5.648
2022-05-14,5.648
2022-05-15,5.648
2022-05-16,5.744
2022-05-17,5.529
2022-05-18,6.012
2022-05-19,6.035
2022-05-20,6.085
2022-05-21,6.085
2022-05-22,6.085
2022-05-23,6.268
2022-05-24,6.693
2022-05-25,5.977
2022-05-26,5.841
2022-05-27,5.951
2022-05-28,5.951
2022-05-29,5.951
2022-05-30,5.951
2022-05-31,6.433
2022-06-01,6.438
2022-06-02,6.502
2022-06-03,6.091
2022-06-04,6.091
2022-06-05,6.091
2022-06-06,6.267
2022-06-07,6.192
2022-06-08,6.048
2022-06-09,6.257
2022-06-10,6.535
2022-06-11,6.535
2022-06-12,6.535
2022-06-13,6.563
2022-06-14,6.727
2022-06-15,6.454
2022-06-16,6.568
2022-06-17,6.579
2022-06-18,6.579
2022-06-19,6.579
2022-06-20,6.579
2022-06-21,6.624
2022-06-22,6.541
2022-06-23,6.552
2022-06-24,6.029
2022-06-25,6.029
2022-06-26,6.029
2022-06-27,6.114
2022-06-28,6.359
2022-06-29,6.641
2022-06-30,6.968
2022-07-01,6.815
2022-07-02,6.815
2022-07-03,6.815
2022-07-04,6.815
2022-07-05,6.692
2022-07-06,6.71
2022-07-07,6.527
2022-07-08,6.538
2022-07-09,6.538
2022-07-10,6.538
2022-07-11,6.466
2022-07-12,6.569
2022-07-13,6.498
2022-07-14,6.688
2022-07-15,6.431
2022-07-16,6.431
2022-07-17,6.431
2022-07-18,6.475
2022-07-19,6.319
2022-07-20,6.195
2022-07-21,6.251
2022-07-22,6.195
2022-07-23,6.195
2022-07-24,6.195
2022-07-25,6.298
2022-07-26,6.894
2022-07-27,6.514
2022-07-28,6.319
2022-07-29,6.292
2022-07-30,6.292
2022-07-31,6.292
2022-08-01,6.256
2022-08-02,6.47
2022-08-03,6.154
2022-08-04,6.23
2022-08-05,6.282
2022-08-06,6.282
2022-08-07,6.282
2022-08-08,5.998
2022-08-09,6.594
2022-08-10,6.334
2022-08-11,6.08
2022-08-12,5.896
2022-08-13,5.896
2022-08-14,5.896
2022-08-15,5.877
2022-08-16,5.49
2022-08-17,5.761
2022-08-18,5.587
2022-08-19,5.792
2022-08-20,5.792
2022-08-21,5.792
2022-08-22,6.046
2022-08-23,6.042
2022-08-24,6.251
2022-08-25,6.185
2022-08-26,6.42
2022-08-27,6.42
2022-08-28,6.42
2022-08-29,6.509
2022-08-30,6.437
2022-08-31,6.728
2022-09-01,6.764
2022-09-02,6.795
2022-09-03,6.795
2022-09-04,6.795
2022-09-05,6.795
2022-09-06,6.716
2022-09-07,6.537
2022-09-08,5.891
2022-09-09,5.83
2022-09-10,5.83
2022-09-11,5.83
2022-09-12,5.605
2022-09-13,5.902
2022-09-14,5.776
2022-09-15,5.787
2022-09-16,4.918
2022-09-17,4.918
2022-09-18,4.918
2022-09-19,4.864
2022-09-20,5.0
2022-09-21,4.977
2022-09-22,5.071
2022-09-23,5.259
2022-09-24,5.259
2022-09-25,5.259
2022-09-26,5.461
2022-09-27,5.332
2022-09-28,5.183
2022-09-29,5.363
2022-09-30,5.534
2022-10-01,5.534
2022-10-02,5.534
2022-10-03,5.316
2022-10-04,5.133
2022-10-05,5.042
2022-10-06,4.991
2022-10-07,5.128
2022-10-08,5.128
2022-10-09,5.128
2022-10-10,5.305
2022-10-11,5.358
2022-10-12,5.434
2022-10-13,5.332
2022-10-14,5.456
2022-10-15,5.456
2022-10-16,5.456
2022-10-17,5.353
2022-10-18,5.259
2022-10-19,5.358
2022-10-20,5.417
2022-10-21,5.193
2022-10-22,5.193
2022-10-23,5.193
2022-10-24,5.014
2022-10-25,4.864
2022-10-26,4.847
2022-10-27,4.812
2022-10-28,4.787
2022-10-29,4.787
2022-10-30,4.787
2022-10-31,4.74
2022-11-01,4.782
2022-11-02,5.183
2022-11-03,4.968
2022-11-04,4.753
2022-11-05,4.753
2022-11-06,4.753
2022-11-07,4.67
2022-11-08,4.67
2022-11-09,4.963
2022-11-10,4.575
2022-11-11,4.35
2022-11-12,4.35
2022-11-13,4.35
2022-11-14,3.972
2022-11-15,3.771
2022-11-16,4.034
2022-11-17,3.909
2022-11-18,3.8
2022-11-19,3.8
2022-11-20,3.8
2022-11-21,3.776
2022-11-22,3.196
2022-11-23,3.107
2022-11-24,3.107
2022-11-25,3.107
2022-11-26,3.107
2022-11-27,3.107
2022-11-28,3.256
2022-11-29,3.278
2022-11-30,3.254
2022-12-01,3.351
2022-12-02,3.219
2022-12-03,3.219
2022-12-04,3.219
2022-12-05,3.201
2022-12-06,3.302
2022-12-07,3.221
2022-12-08,3.166
2022-12-09,3.254
2022-12-10,3.254
2022-12-11,3.254
2022-12-12,3.252
2022-12-13,3.327
2022-12-14,3.369
2022-12-15,3.511
2022-12-16,3.53
2022-12-17,3.53
2022-12-18,3.53
2022-12-19,3.547
2022-12-20,3.622
2022-12-21,3.589
2022-12-22,3.567
2022-12-23,3.528
2022-12-24,3.528
2022-12-25,3.528
2022-12-26,3.528
2022-12-27,3.653
2022-12-28,3.682
2022-12-29,3.679
2022-12-30,3.687
2022-12-31,3.687
2023-01-01,3.687
2023-01-02,3.687
2023-01-03,3.562
2023-01-04,3.362
2023-01-05,3.48
2023-01-06,3.431
2023-01-07,3.431
2023-01-08,3.431
2023-01-09,3.452
2023-01-10,3.382
2023-01-11,3.225
2023-01-12,3.228
2023-01-13,3.327
2023-01-14,3.327
2023-01-15,3.327
2023-01-16,3.327
2023-01-17,3.316
2023-01-18,3.391
2023-01-19,3.487
2023-01-20,3.438
2023-01-21,3.438
2023-01-22,3.438
2023-01-23,3.243
2023-01-24,3.274
2023-01-25,3.276
2023-01-26,3.232
2023-01-27,3.274
2023-01-28,3.274
2023-01-29,3.274
2023-01-30,3.288
2023-01-31,3.176
2023-02-01,3.105
2023-02-02,3.009
2023-02-03,3.107
2023-02-04,3.107
2023-02-05,3.107
2023-02-06,3.202
2023-02-07,3.153
2023-02-08,3.272
2023-02-09,3.299
2023-02-10,3.29
2023-02-11,3.29
2023-02-12,3.29
2023-02-13,3.2
2023-02-14,3.198
2023-02-15,3.295
2023-02-16,3.366
2023-02-17,3.29
2023-02-18,3.29
2023-02-19,3.29
2023-02-20,3.29
2023-02-21,3.523
2023-02-22,3.473
2023-02-23,3.464
2023-02-24,3.504
2023-02-25,3.504
2023-02-26,3.504
2023-02-27,3.511
2023-02-28,3.567
2023-03-01,3.16
2023-03-02,2.335
2023-03-03,2.364
2023-03-04,2.364
2023-03-05,2.364
2023-03-06,2.458
2023-03-07,2.44
2023-03-08,2.374
2023-03-09,2.43
2023-03-10,2.506
2023-03-11,2.506
2023-03-12,2.506
2023-03-13,2.612
2023-03-14,2.521
2023-03-15,2.829
2023-03-16,2.81
2023-03-17,2.939
2023-03-18,2.939
2023-03-19,2.939
2023-03-20,2.892
2023-03-21,2.874
2023-03-22,2.925
2023-03-23,2.969
2023-03-24,2.662
2023-03-25,2.662
2023-03-26,2.662
2023-03-27,2.65
2023-03-28,2.625
2023-03-29,2.621
2023-03-30,2.613
2023-03-31,2.561
2023-04-01,2.561
2023-04-02,2.561
2023-04-03,2.595
2023-04-04,2.567
2023-04-05,2.539
2023-04-06,2.561
2023-04-07,2.561
2023-04-08,2.561
2023-04-09,2.561
2023-04-10,2.49
2023-04-11,2.434
2023-04-12,2.601
2023-04-13,2.641
2023-04-14,2.559
2023-04-15,2.559
2023-04-16,2.559
2023-04-17,2.539
2023-04-18,2.482
2023-04-19,2.458
2023-04-20,2.497
2023-04-21,2.497
2023-04-22,2.497
2023-04-23,2.497
2023-04-24,2.451
2023-04-25,2.603
2023-04-26,2.553
2023-04-27,2.495
2023-04-28,2.513
2023-04-29,2.513
2023-04-30,2.513
2023-05-01,2.546
2023-05-02,2.7
2023-05-03,2.708
2023-05-04,2.747
2023-05-05,2.598
2023-05-06,2.598
2023-05-07,2.598
2023-05-08,2.561
2023-05-09,2.63
2023-05-10,2.664
2023-05-11,2.64
2023-05-12,2.656
2023-05-13,2.656
2023-05-14,2.656
2023-05-15,2.835
2023-05-16,2.891
2023-05-17,2.828
2023-05-18,2.736
2023-05-19,3.012
2023-05-20,3.012
2023-05-21,3.012
2023-05-22,3.109
2023-05-23,3.171
2023-05-24,3.035
2023-05-25,3.465
2023-05-26,3.426
2023-05-27,3.426
2023-05-28,3.426
2023-05-29,3.426
2023-05-30,3.325
2023-05-31,3.541
2023-06-01,3.5
2023-06-02,3.259
2023-06-03,3.259
2023-06-04,3.259
2023-06-05,3.274
2023-06-06,3.488
2023-06-07,3.406
2023-06-08,3.44
2023-06-09,3.411
2023-06-10,3.411
2023-06-11,3.411
2023-06-12,3.455
2023-06-13,3.432
2023-06-14,3.458
2023-06-15,3.4
2023-06-16,3.452
2023-06-17,3.452
2023-06-18,3.452
2023-06-19,3.452
2023-06-20,3.485
2023-06-21,3.479
2023-06-22,3.452
2023-06-23,3.533
2023-06-24,3.533
2023-06-25,3.533
2023-06-26,3.473
2023-06-27,3.414
2023-06-28,3.512
2023-06-29,3.417
2023-06-30,3.435
2023-07-01,3.435
2023-07-02,3.435
2023-07-03,3.322
2023-07-04,3.322
2023-07-05,3.369
2023-07-06,3.377
2023-07-07,3.383
2023-07-08,3.383
2023-07-09,3.383
2023-07-10,3.358
2023-07-11,3.268
2023-07-12,3.297
2023-07-13,3.241
2023-07-14,3.241
2023-07-15,3.241
2023-07-16,3.241
2023-07-17,3.175
2023-07-18,3.128
2023-07-19,3.038
2023-07-20,3.045
2023-07-21,3.118
2023-07-22,3.118
2023-07-23,3.118
2023-07-24,3.015
2023-07-25,3.049
2023-07-26,2.942
2023-07-27,2.942
2023-07-28,2.877
2023-07-29,2.877
2023-07-30,2.877
2023-07-31,2.861
2023-08-01,2.743
2023-08-02,2.785
2023-08-03,2.739
2023-08-04,2.672
2023-08-05,2.672
2023-08-06,2.672
2023-08-07,2.672
2023-08-08,2.645
2023-08-09,2.641
2023-08-10,2.597
2023-08-11,2.589
2023-08-12,2.589
2023-08-13,2.589
2023-08-14,2.557
2023-08-15,2.55
2023-08-16,2.568
2023-08-17,2.611
2023-08-18,2.563
2023-08-19,2.563
2023-08-20,2.563
2023-08-21,2.55
2023-08-22,2.634
2023-08-23,2.571
2023-08-24,2.568
2023-08-25,2.574
2023-08-26,2.574
2023-08-27,2.574
2023-08-28,2.482
2023-08-29,2.456
2023-08-30,2.44
2023-08-31,2.4
2023-09-01,2.45
2023-09-02,2.45
2023-09-03,2.45
2023-09-04,2.45
2023-09-05,2.478
2023-09-06,2.473
2023-09-07,2.542
2023-09-08,2.666
2023-09-09,2.666
2023-09-10,2.666
2023-09-11,2.861
2023-09-12,2.902
2023-09-13,2.738
2023-09-14,2.667
2023-09-15,2.648
2023-09-16,2.648
2023-09-17,2.648
2023-09-18,2.818
2023-09-19,2.818
2023-09-20,2.795
