,AGCO US Equity
2020-10-12,1.16
2020-10-13,1.159
2020-10-14,1.164
2020-10-15,1.16
2020-10-16,1.148
2020-10-17,1.148
2020-10-18,1.148
2020-10-19,1.149
2020-10-20,1.153
2020-10-21,1.148
2020-10-22,1.142
2020-10-23,1.129
2020-10-24,1.129
2020-10-25,1.129
2020-10-26,1.148
2020-10-27,1.199
2020-10-28,1.223
2020-10-29,1.211
2020-10-30,1.214
2020-10-31,1.214
2020-11-01,1.214
2020-11-02,1.167
2020-11-03,1.076
2020-11-04,1.121
2020-11-05,1.07
2020-11-06,1.069
2020-11-07,1.069
2020-11-08,1.069
2020-11-09,1.083
2020-11-10,1.088
2020-11-11,1.099
2020-11-12,1.08
2020-11-13,1.048
2020-11-14,1.048
2020-11-15,1.048
2020-11-16,1.002
2020-11-17,1.038
2020-11-18,1.044
2020-11-19,1.05
2020-11-20,1.053
2020-11-21,1.053
2020-11-22,1.053
2020-11-23,1.03
2020-11-24,1.006
2020-11-25,1.038
2020-11-26,1.038
2020-11-27,1.035
2020-11-28,1.035
2020-11-29,1.035
2020-11-30,1.046
2020-12-01,1.051
2020-12-02,1.053
2020-12-03,1.04
2020-12-04,1.013
2020-12-05,1.013
2020-12-06,1.013
2020-12-07,1.032
2020-12-08,1.031
2020-12-09,1.021
2020-12-10,1.03
2020-12-11,1.024
2020-12-12,1.024
2020-12-13,1.024
2020-12-14,1.032
2020-12-15,0.952
2020-12-16,0.939
2020-12-17,0.92
2020-12-18,0.893
2020-12-19,0.893
2020-12-20,0.893
2020-12-21,0.89
2020-12-22,0.891
2020-12-23,0.886
2020-12-24,0.89
2020-12-25,0.89
2020-12-26,0.89
2020-12-27,0.89
2020-12-28,0.899
2020-12-29,0.907
2020-12-30,0.899
2020-12-31,0.891
2021-01-01,0.891
2021-01-02,0.891
2021-01-03,0.891
2021-01-04,0.896
2021-01-05,0.871
2021-01-06,0.836
2021-01-07,0.8
2021-01-08,0.82
2021-01-09,0.82
2021-01-10,0.82
2021-01-11,0.803
2021-01-12,0.801
2021-01-13,0.801
2021-01-14,0.79
2021-01-15,0.805
2021-01-16,0.805
2021-01-17,0.805
2021-01-18,0.805
2021-01-19,0.793
2021-01-20,0.795
2021-01-21,0.798
2021-01-22,0.805
2021-01-23,0.805
2021-01-24,0.805
2021-01-25,0.819
2021-01-26,0.827
2021-01-27,0.894
2021-01-28,0.817
2021-01-29,0.828
2021-01-30,0.828
2021-01-31,0.828
2021-02-01,0.801
2021-02-02,0.783
2021-02-03,0.78
2021-02-04,0.759
2021-02-05,0.773
2021-02-06,0.773
2021-02-07,0.773
2021-02-08,0.76
2021-02-09,0.761
2021-02-10,0.773
2021-02-11,0.765
2021-02-12,0.779
2021-02-13,0.779
2021-02-14,0.779
2021-02-15,0.779
2021-02-16,0.786
2021-02-17,0.779
2021-02-18,0.803
2021-02-19,0.746
2021-02-20,0.746
2021-02-21,0.746
2021-02-22,0.731
2021-02-23,0.733
2021-02-24,0.712
2021-02-25,0.716
2021-02-26,0.714
2021-02-27,0.714
2021-02-28,0.714
2021-03-01,0.702
2021-03-02,0.716
2021-03-03,0.733
2021-03-04,0.735
2021-03-05,0.693
2021-03-06,0.693
2021-03-07,0.693
2021-03-08,0.693
2021-03-09,0.706
2021-03-10,0.685
2021-03-11,0.677
2021-03-12,0.668
2021-03-13,0.668
2021-03-14,0.668
2021-03-15,0.647
2021-03-16,0.65
2021-03-17,0.641
2021-03-18,0.627
2021-03-19,0.642
2021-03-20,0.642
2021-03-21,0.642
2021-03-22,0.646
2021-03-23,0.684
2021-03-24,0.675
2021-03-25,0.654
2021-03-26,0.646
2021-03-27,0.646
2021-03-28,0.646
2021-03-29,0.654
2021-03-30,0.642
2021-03-31,0.641
2021-04-01,0.638
2021-04-02,0.638
2021-04-03,0.638
2021-04-04,0.638
2021-04-05,0.631
2021-04-06,0.634
2021-04-07,0.639
2021-04-08,0.633
2021-04-09,0.626
2021-04-10,0.626
2021-04-11,0.626
2021-04-12,0.598
2021-04-13,0.599
2021-04-14,0.591
2021-04-15,0.589
2021-04-16,0.586
2021-04-17,0.586
2021-04-18,0.586
2021-04-19,0.587
2021-04-20,0.613
2021-04-21,0.601
2021-04-22,0.601
2021-04-23,0.579
2021-04-24,0.579
2021-04-25,0.579
2021-04-26,0.571
2021-04-27,0.568
2021-04-28,0.57
2021-04-29,0.576
2021-04-30,0.717
2021-05-01,0.717
2021-05-02,0.717
2021-05-03,0.695
2021-05-04,0.686
2021-05-05,0.688
2021-05-06,0.668
2021-05-07,0.663
2021-05-08,0.663
2021-05-09,0.663
2021-05-10,0.674
2021-05-11,0.691
2021-05-12,0.71
2021-05-13,0.702
2021-05-14,0.698
2021-05-15,0.698
2021-05-16,0.698
2021-05-17,0.68
2021-05-18,0.715
2021-05-19,0.753
2021-05-20,0.77
2021-05-21,0.766
2021-05-22,0.766
2021-05-23,0.766
2021-05-24,0.763
2021-05-25,0.752
2021-05-26,0.748
2021-05-27,0.734
2021-05-28,0.736
2021-05-29,0.736
2021-05-30,0.736
2021-05-31,0.736
2021-06-01,0.725
2021-06-02,0.742
2021-06-03,0.748
2021-06-04,0.747
2021-06-05,0.747
2021-06-06,0.747
2021-06-07,0.745
2021-06-08,0.745
2021-06-09,0.764
2021-06-10,0.781
2021-06-11,0.778
2021-06-12,0.778
2021-06-13,0.778
2021-06-14,0.805
2021-06-15,0.803
2021-06-16,0.81
2021-06-17,0.836
2021-06-18,0.832
2021-06-19,0.832
2021-06-20,0.832
2021-06-21,0.816
2021-06-22,0.812
2021-06-23,0.803
2021-06-24,0.799
2021-06-25,0.774
2021-06-26,0.774
2021-06-27,0.774
2021-06-28,0.785
2021-06-29,0.798
2021-06-30,0.781
2021-07-01,0.77
2021-07-02,0.77
2021-07-03,0.77
2021-07-04,0.77
2021-07-05,0.77
2021-07-06,0.79
2021-07-07,0.787
2021-07-08,0.811
2021-07-09,0.782
2021-07-10,0.782
2021-07-11,0.782
2021-07-12,0.775
2021-07-13,2.349
2021-07-14,2.394
2021-07-15,2.409
2021-07-16,2.447
2021-07-17,2.447
2021-07-18,2.447
2021-07-19,2.524
2021-07-20,2.445
2021-07-21,2.401
2021-07-22,2.441
2021-07-23,2.41
2021-07-24,2.41
2021-07-25,2.41
2021-07-26,2.397
2021-07-27,2.416
2021-07-28,2.404
2021-07-29,2.347
2021-07-30,2.278
2021-07-31,2.278
2021-08-01,2.278
2021-08-02,2.322
2021-08-03,2.241
2021-08-04,2.283
2021-08-05,2.253
2021-08-06,2.223
2021-08-07,2.223
2021-08-08,2.223
2021-08-09,2.214
2021-08-10,2.163
2021-08-11,2.105
2021-08-12,2.097
2021-08-13,2.133
2021-08-14,2.133
2021-08-15,2.133
2021-08-16,2.147
2021-08-17,2.238
2021-08-18,2.241
2021-08-19,2.327
2021-08-20,2.323
2021-08-21,2.323
2021-08-22,2.323
2021-08-23,2.277
2021-08-24,2.783
2021-08-25,2.715
2021-08-26,2.703
2021-08-27,2.694
2021-08-28,2.694
2021-08-29,2.694
2021-08-30,2.697
2021-08-31,2.741
2021-09-01,2.778
2021-09-02,2.726
2021-09-03,2.733
2021-09-04,2.733
2021-09-05,2.733
2021-09-06,2.733
2021-09-07,2.81
2021-09-08,2.862
2021-09-09,2.922
2021-09-10,2.947
2021-09-11,2.947
2021-09-12,2.947
2021-09-13,2.928
2021-09-14,2.951
2021-09-15,2.887
2021-09-16,2.917
2021-09-17,2.989
2021-09-18,2.989
2021-09-19,2.989
2021-09-20,3.078
2021-09-21,3.075
2021-09-22,3.022
2021-09-23,2.954
2021-09-24,3.048
2021-09-25,3.048
2021-09-26,3.048
2021-09-27,2.961
2021-09-28,2.966
2021-09-29,2.945
2021-09-30,3.079
2021-10-01,3.005
2021-10-02,3.005
2021-10-03,3.005
2021-10-04,2.98
2021-10-05,2.965
2021-10-06,3.003
2021-10-07,2.949
2021-10-08,2.96
2021-10-09,2.96
2021-10-10,2.96
2021-10-11,3.03
2021-10-12,3.041
2021-10-13,3.011
2021-10-14,2.964
2021-10-15,2.94
2021-10-16,2.94
2021-10-17,2.94
2021-10-18,2.993
2021-10-19,2.911
2021-10-20,2.877
2021-10-21,2.862
2021-10-22,2.888
2021-10-23,2.888
2021-10-24,2.888
2021-10-25,2.83
2021-10-26,2.939
2021-10-27,2.982
2021-10-28,3.038
2021-10-29,3.087
2021-10-30,3.087
2021-10-31,3.087
2021-11-01,3.044
2021-11-02,3.024
2021-11-03,3.094
2021-11-04,3.086
2021-11-05,3.021
2021-11-06,3.021
2021-11-07,3.021
2021-11-08,2.993
2021-11-09,3.089
2021-11-10,3.072
2021-11-11,3.043
2021-11-12,2.941
2021-11-13,2.941
2021-11-14,2.941
2021-11-15,2.955
2021-11-16,2.999
2021-11-17,3.089
2021-11-18,3.122
2021-11-19,3.172
2021-11-20,3.172
2021-11-21,3.172
2021-11-22,3.112
2021-11-23,3.105
2021-11-24,3.035
2021-11-25,3.035
2021-11-26,3.211
2021-11-27,3.211
2021-11-28,3.211
2021-11-29,3.301
2021-11-30,3.417
2021-12-01,3.449
2021-12-02,3.319
2021-12-03,3.325
2021-12-04,3.325
2021-12-05,3.325
2021-12-06,3.224
2021-12-07,3.159
2021-12-08,3.162
2021-12-09,2.497
2021-12-10,2.559
2021-12-11,2.559
2021-12-12,2.559
2021-12-13,2.608
2021-12-14,2.584
2021-12-15,2.604
2021-12-16,2.606
2021-12-17,2.669
2021-12-18,2.669
2021-12-19,2.669
2021-12-20,2.75
2021-12-21,2.635
2021-12-22,2.63
2021-12-23,2.602
2021-12-24,2.602
2021-12-25,2.602
2021-12-26,2.602
2021-12-27,2.569
2021-12-28,2.587
2021-12-29,2.595
2021-12-30,2.621
2021-12-31,2.592
2022-01-01,2.592
2022-01-02,2.592
2022-01-03,2.565
2022-01-04,2.452
2022-01-05,2.468
2022-01-06,2.487
2022-01-07,2.476
2022-01-08,2.476
2022-01-09,2.476
2022-01-10,2.5
2022-01-11,2.43
2022-01-12,2.43
2022-01-13,2.599
2022-01-14,2.62
2022-01-15,2.62
2022-01-16,2.62
2022-01-17,2.62
2022-01-18,2.608
2022-01-19,2.721
2022-01-20,2.784
2022-01-21,2.812
2022-01-22,2.812
2022-01-23,2.812
2022-01-24,2.778
2022-01-25,2.832
2022-01-26,2.838
2022-01-27,2.914
2022-01-28,2.865
2022-01-29,2.865
2022-01-30,2.865
2022-01-31,2.818
2022-02-01,2.795
2022-02-02,2.84
2022-02-03,2.861
2022-02-04,2.885
2022-02-05,2.885
2022-02-06,2.885
2022-02-07,2.853
2022-02-08,2.233
2022-02-09,2.151
2022-02-10,2.552
2022-02-11,2.304
2022-02-12,2.304
2022-02-13,2.304
2022-02-14,2.29
2022-02-15,2.212
2022-02-16,2.234
2022-02-17,2.305
2022-02-18,2.303
2022-02-19,2.303
2022-02-20,2.303
2022-02-21,2.303
2022-02-22,2.41
2022-02-23,2.513
2022-02-24,2.495
2022-02-25,2.49
2022-02-26,2.49
2022-02-27,2.49
2022-02-28,2.453
2022-03-01,2.445
2022-03-02,2.293
2022-03-03,2.247
2022-03-04,2.27
2022-03-05,2.27
2022-03-06,2.27
2022-03-07,2.502
2022-03-08,2.383
2022-03-09,2.304
2022-03-10,2.272
2022-03-11,2.253
2022-03-12,2.253
2022-03-13,2.253
2022-03-14,2.29
2022-03-15,2.322
2022-03-16,2.261
2022-03-17,2.241
2022-03-18,2.225
2022-03-19,2.225
2022-03-20,2.225
2022-03-21,2.153
2022-03-22,2.137
2022-03-23,2.089
2022-03-24,2.061
2022-03-25,1.992
2022-03-26,1.992
2022-03-27,1.992
2022-03-28,1.983
2022-03-29,2.071
2022-03-30,2.031
2022-03-31,2.019
2022-04-01,2.037
2022-04-02,2.037
2022-04-03,2.037
2022-04-04,2.06
2022-04-05,2.106
2022-04-06,2.166
2022-04-07,2.176
2022-04-08,2.168
2022-04-09,2.168
2022-04-10,2.168
2022-04-11,2.147
2022-04-12,2.137
2022-04-13,2.125
2022-04-14,2.078
2022-04-15,2.078
2022-04-16,2.078
2022-04-17,2.078
2022-04-18,1.919
2022-04-19,1.898
2022-04-20,1.879
2022-04-21,1.92
2022-04-22,2.017
2022-04-23,2.017
2022-04-24,2.017
2022-04-25,2.119
2022-04-26,2.219
2022-04-27,2.147
2022-04-28,2.136
2022-04-29,2.135
2022-04-30,2.135
2022-05-01,2.135
2022-05-02,2.111
2022-05-03,2.592
2022-05-04,2.484
2022-05-05,2.582
2022-05-06,2.729
2022-05-07,2.729
2022-05-08,2.729
2022-05-09,2.755
2022-05-10,2.79
2022-05-11,2.839
2022-05-12,2.842
2022-05-13,2.735
2022-05-14,2.735
2022-05-15,2.735
2022-05-16,2.702
2022-05-17,2.62
2022-05-18,2.694
2022-05-19,2.687
2022-05-20,2.87
2022-05-21,2.87
2022-05-22,2.87
2022-05-23,2.678
2022-05-24,2.673
2022-05-25,2.626
2022-05-26,2.596
2022-05-27,2.521
2022-05-28,2.521
2022-05-29,2.521
2022-05-30,2.521
2022-05-31,2.512
2022-06-01,2.552
2022-06-02,2.478
2022-06-03,2.482
2022-06-04,2.482
2022-06-05,2.482
2022-06-06,2.431
2022-06-07,2.418
2022-06-08,2.49
2022-06-09,2.423
2022-06-10,2.513
2022-06-11,2.513
2022-06-12,2.513
2022-06-13,2.67
2022-06-14,2.659
2022-06-15,2.601
2022-06-16,2.752
2022-06-17,2.747
2022-06-18,2.747
2022-06-19,2.747
2022-06-20,2.747
2022-06-21,2.676
2022-06-22,2.788
2022-06-23,3.047
2022-06-24,2.943
2022-06-25,2.943
2022-06-26,2.943
2022-06-27,2.893
2022-06-28,2.891
2022-06-29,2.927
2022-06-30,3.0
2022-07-01,2.943
2022-07-02,2.943
2022-07-03,2.943
2022-07-04,2.943
2022-07-05,3.067
2022-07-06,3.11
2022-07-07,2.994
2022-07-08,3.048
2022-07-09,3.048
2022-07-10,3.048
2022-07-11,3.144
2022-07-12,3.173
2022-07-13,3.226
2022-07-14,3.281
2022-07-15,3.22
2022-07-16,3.22
2022-07-17,3.22
2022-07-18,3.237
2022-07-19,3.051
2022-07-20,3.001
2022-07-21,3.014
2022-07-22,3.04
2022-07-23,3.04
2022-07-24,3.04
2022-07-25,2.961
2022-07-26,2.982
2022-07-27,2.867
2022-07-28,3.166
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.048
2022-08-02,3.099
2022-08-03,3.1
2022-08-04,3.074
2022-08-05,3.076
2022-08-06,3.076
2022-08-07,3.076
2022-08-08,3.049
2022-08-09,2.876
2022-08-10,2.781
2022-08-11,2.732
2022-08-12,2.716
2022-08-13,2.716
2022-08-14,2.716
2022-08-15,2.737
2022-08-16,2.707
2022-08-17,2.758
2022-08-18,2.728
2022-08-19,2.759
2022-08-20,2.759
2022-08-21,2.759
2022-08-22,2.847
2022-08-23,2.765
2022-08-24,2.72
2022-08-25,2.655
2022-08-26,2.767
2022-08-27,2.767
2022-08-28,2.767
2022-08-29,2.747
2022-08-30,2.803
2022-08-31,2.815
2022-09-01,2.867
2022-09-02,2.864
2022-09-03,2.864
2022-09-04,2.864
2022-09-05,2.864
2022-09-06,2.866
2022-09-07,2.808
2022-09-08,2.783
2022-09-09,2.698
2022-09-10,2.698
2022-09-11,2.698
2022-09-12,2.67
2022-09-13,2.825
2022-09-14,2.87
2022-09-15,2.853
2022-09-16,2.952
2022-09-17,2.952
2022-09-18,2.952
2022-09-19,2.871
2022-09-20,2.93
2022-09-21,2.952
2022-09-22,3.029
2022-09-23,3.151
2022-09-24,3.151
2022-09-25,3.151
2022-09-26,3.224
2022-09-27,3.025
2022-09-28,2.929
2022-09-29,2.956
2022-09-30,2.969
2022-10-01,2.969
2022-10-02,2.969
2022-10-03,2.871
2022-10-04,2.706
2022-10-05,2.663
2022-10-06,2.684
2022-10-07,2.69
2022-10-08,2.69
2022-10-09,2.69
2022-10-10,2.643
2022-10-11,2.843
2022-10-12,2.885
2022-10-13,2.747
2022-10-14,2.855
2022-10-15,2.855
2022-10-16,2.855
2022-10-17,2.81
2022-10-18,2.737
2022-10-19,2.755
2022-10-20,2.777
2022-10-21,2.652
2022-10-22,2.652
2022-10-23,2.652
2022-10-24,2.653
2022-10-25,2.585
2022-10-26,2.572
2022-10-27,2.53
2022-10-28,2.478
2022-10-29,2.478
2022-10-30,2.478
2022-10-31,2.472
2022-11-01,2.545
2022-11-02,2.591
2022-11-03,2.537
2022-11-04,2.476
2022-11-05,2.476
2022-11-06,2.476
2022-11-07,2.453
2022-11-08,2.418
2022-11-09,2.488
2022-11-10,2.351
2022-11-11,2.344
2022-11-12,2.344
2022-11-13,2.344
2022-11-14,2.397
2022-11-15,2.403
2022-11-16,2.429
2022-11-17,2.416
2022-11-18,2.432
2022-11-19,2.432
2022-11-20,2.432
2022-11-21,2.408
2022-11-22,2.351
2022-11-23,2.295
2022-11-24,2.295
2022-11-25,2.257
2022-11-26,2.257
2022-11-27,2.257
2022-11-28,2.305
2022-11-29,2.311
2022-11-30,2.259
2022-12-01,2.279
2022-12-02,2.212
2022-12-03,2.212
2022-12-04,2.212
2022-12-05,2.273
2022-12-06,2.255
2022-12-07,2.226
2022-12-08,2.219
2022-12-09,2.259
2022-12-10,2.259
2022-12-11,2.259
2022-12-12,2.256
2022-12-13,2.245
2022-12-14,2.26
2022-12-15,2.339
2022-12-16,2.105
2022-12-17,2.105
2022-12-18,2.105
2022-12-19,2.101
2022-12-20,2.105
2022-12-21,2.042
2022-12-22,2.045
2022-12-23,2.058
2022-12-24,2.058
2022-12-25,2.058
2022-12-26,2.058
2022-12-27,2.047
2022-12-28,2.025
2022-12-29,1.992
2022-12-30,1.991
2022-12-31,1.991
2023-01-01,1.991
2023-01-02,1.991
2023-01-03,2.012
2023-01-04,2.025
2023-01-05,2.05
2023-01-06,2.026
2023-01-07,2.026
2023-01-08,2.026
2023-01-09,2.021
2023-01-10,1.891
2023-01-11,1.903
2023-01-12,1.874
2023-01-13,1.871
2023-01-14,1.871
2023-01-15,1.871
2023-01-16,1.871
2023-01-17,1.875
2023-01-18,1.901
2023-01-19,1.953
2023-01-20,1.929
2023-01-21,1.929
2023-01-22,1.929
2023-01-23,1.945
2023-01-24,1.923
2023-01-25,1.913
2023-01-26,1.904
2023-01-27,1.908
2023-01-28,1.908
2023-01-29,1.908
2023-01-30,1.928
2023-01-31,1.917
2023-02-01,1.902
2023-02-02,2.01
2023-02-03,2.008
2023-02-04,2.008
2023-02-05,2.008
2023-02-06,1.967
2023-02-07,1.764
2023-02-08,1.781
2023-02-09,1.785
2023-02-10,1.728
2023-02-11,1.728
2023-02-12,1.728
2023-02-13,1.728
2023-02-14,1.769
2023-02-15,1.751
2023-02-16,1.762
2023-02-17,1.724
2023-02-18,1.724
2023-02-19,1.724
2023-02-20,1.724
2023-02-21,1.793
2023-02-22,1.797
2023-02-23,1.755
2023-02-24,1.782
2023-02-25,1.782
2023-02-26,1.782
2023-02-27,1.763
2023-02-28,1.767
2023-03-01,1.749
2023-03-02,1.743
2023-03-03,1.725
2023-03-04,1.725
2023-03-05,1.725
2023-03-06,1.746
2023-03-07,1.775
2023-03-08,1.78
2023-03-09,1.812
2023-03-10,1.916
2023-03-11,1.916
2023-03-12,1.916
2023-03-13,1.97
2023-03-14,1.938
2023-03-15,2.06
2023-03-16,2.037
2023-03-17,2.091
2023-03-18,2.091
2023-03-19,2.091
2023-03-20,1.994
2023-03-21,1.924
2023-03-22,1.972
2023-03-23,1.981
2023-03-24,1.995
2023-03-25,1.995
2023-03-26,1.995
2023-03-27,1.936
2023-03-28,1.926
2023-03-29,1.909
2023-03-30,1.869
2023-03-31,1.84
2023-04-01,1.84
2023-04-02,1.84
2023-04-03,1.866
2023-04-04,1.965
2023-04-05,2.085
2023-04-06,2.093
2023-04-07,2.093
2023-04-08,2.093
2023-04-09,2.093
2023-04-10,2.034
2023-04-11,2.009
2023-04-12,1.994
2023-04-13,1.986
2023-04-14,1.977
2023-04-15,1.977
2023-04-16,1.977
2023-04-17,1.963
2023-04-18,2.175
2023-04-19,2.202
2023-04-20,2.213
2023-04-21,2.242
2023-04-22,2.242
2023-04-23,2.242
2023-04-24,2.226
2023-04-25,2.268
2023-04-26,2.277
2023-04-27,2.268
2023-04-28,2.251
2023-04-29,2.251
2023-04-30,2.251
2023-05-01,2.238
2023-05-02,2.312
2023-05-03,2.633
2023-05-04,2.748
2023-05-05,2.666
2023-05-06,2.666
2023-05-07,2.666
2023-05-08,2.667
2023-05-09,2.66
2023-05-10,2.666
2023-05-11,2.742
2023-05-12,2.758
2023-05-13,2.758
2023-05-14,2.758
2023-05-15,2.734
2023-05-16,2.82
2023-05-17,2.77
2023-05-18,2.788
2023-05-19,2.834
2023-05-20,2.834
2023-05-21,2.834
2023-05-22,2.823
2023-05-23,2.791
2023-05-24,2.889
2023-05-25,2.852
2023-05-26,2.833
2023-05-27,2.833
2023-05-28,2.833
2023-05-29,2.833
2023-05-30,2.874
2023-05-31,2.938
2023-06-01,2.903
2023-06-02,2.713
2023-06-03,2.713
2023-06-04,2.713
2023-06-05,2.776
2023-06-06,2.686
2023-06-07,2.636
2023-06-08,2.639
2023-06-09,2.638
2023-06-10,2.638
2023-06-11,2.638
2023-06-12,2.598
2023-06-13,2.497
2023-06-14,2.495
2023-06-15,2.456
2023-06-16,2.457
2023-06-17,2.457
2023-06-18,2.457
2023-06-19,2.457
2023-06-20,2.448
2023-06-21,2.405
2023-06-22,2.424
2023-06-23,2.497
2023-06-24,2.497
2023-06-25,2.497
2023-06-26,2.459
2023-06-27,2.444
2023-06-28,2.481
2023-06-29,2.336
2023-06-30,2.297
2023-07-01,2.297
2023-07-02,2.297
2023-07-03,2.276
2023-07-04,2.276
2023-07-05,2.324
2023-07-06,2.335
2023-07-07,2.309
2023-07-08,2.309
2023-07-09,2.309
2023-07-10,2.289
2023-07-11,2.243
2023-07-12,2.259
2023-07-13,2.237
2023-07-14,2.24
2023-07-15,2.24
2023-07-16,2.24
2023-07-17,2.216
2023-07-18,2.176
2023-07-19,2.158
2023-07-20,2.172
2023-07-21,2.215
2023-07-22,2.215
2023-07-23,2.215
2023-07-24,2.187
2023-07-25,2.167
2023-07-26,2.207
2023-07-27,2.295
2023-07-28,2.296
2023-07-29,2.296
2023-07-30,2.296
2023-07-31,2.393
2023-08-01,2.389
2023-08-02,2.421
2023-08-03,2.482
2023-08-04,2.464
2023-08-05,2.464
2023-08-06,2.464
2023-08-07,2.44
2023-08-08,2.472
2023-08-09,2.464
2023-08-10,2.346
2023-08-11,2.37
2023-08-12,2.37
2023-08-13,2.37
2023-08-14,2.415
2023-08-15,2.489
2023-08-16,2.506
2023-08-17,2.481
2023-08-18,2.527
2023-08-19,2.527
2023-08-20,2.527
2023-08-21,2.553
2023-08-22,2.565
2023-08-23,2.507
