,COLB US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,5.382
2020-11-20,5.419
2020-11-21,5.419
2020-11-22,5.419
2020-11-23,5.433
2020-11-24,5.138
2020-11-25,5.271
2020-11-26,5.271
2020-11-27,5.387
2020-11-28,5.387
2020-11-29,5.387
2020-11-30,5.725
2020-12-01,5.51
2020-12-02,5.431
2020-12-03,5.349
2020-12-04,5.213
2020-12-05,5.213
2020-12-06,5.213
2020-12-07,5.185
2020-12-08,5.226
2020-12-09,5.279
2020-12-10,5.3
2020-12-11,5.384
2020-12-12,5.384
2020-12-13,5.384
2020-12-14,5.403
2020-12-15,5.274
2020-12-16,5.266
2020-12-17,5.268
2020-12-18,5.263
2020-12-19,5.263
2020-12-20,5.263
2020-12-21,5.313
2020-12-22,5.428
2020-12-23,5.225
2020-12-24,5.213
2020-12-25,5.213
2020-12-26,5.213
2020-12-27,5.213
2020-12-28,5.131
2020-12-29,5.251
2020-12-30,5.135
2020-12-31,5.041
2021-01-01,5.041
2021-01-02,5.041
2021-01-03,5.041
2021-01-04,5.147
2021-01-05,4.992
2021-01-06,4.559
2021-01-07,4.506
2021-01-08,4.518
2021-01-09,4.518
2021-01-10,4.518
2021-01-11,4.42
2021-01-12,4.318
2021-01-13,4.373
2021-01-14,4.259
2021-01-15,4.321
2021-01-16,4.321
2021-01-17,4.321
2021-01-18,4.321
2021-01-19,4.309
2021-01-20,4.326
2021-01-21,4.403
2021-01-22,4.308
2021-01-23,4.308
2021-01-24,4.308
2021-01-25,4.32
2021-01-26,4.357
2021-01-27,4.482
2021-01-28,4.436
2021-01-29,4.698
2021-01-30,4.698
2021-01-31,4.698
2021-02-01,4.556
2021-02-02,4.487
2021-02-03,4.537
2021-02-04,4.383
2021-02-05,4.354
2021-02-06,4.354
2021-02-07,4.354
2021-02-08,4.203
2021-02-09,4.198
2021-02-10,4.223
2021-02-11,4.213
2021-02-12,4.172
2021-02-13,4.172
2021-02-14,4.172
2021-02-15,4.172
2021-02-16,4.13
2021-02-17,4.123
2021-02-18,4.146
2021-02-19,4.047
2021-02-20,4.047
2021-02-21,4.047
2021-02-22,3.914
2021-02-23,3.865
2021-02-24,3.734
2021-02-25,3.902
2021-02-26,4.059
2021-02-27,4.059
2021-02-28,4.059
2021-03-01,3.981
2021-03-02,4.008
2021-03-03,3.938
2021-03-04,3.943
2021-03-05,3.802
2021-03-06,3.802
2021-03-07,3.802
2021-03-08,3.666
2021-03-09,3.815
2021-03-10,3.682
2021-03-11,3.641
2021-03-12,3.563
2021-03-13,3.563
2021-03-14,3.563
2021-03-15,3.694
2021-03-16,3.723
2021-03-17,3.738
2021-03-18,3.751
2021-03-19,3.783
2021-03-20,3.783
2021-03-21,3.783
2021-03-22,3.939
2021-03-23,4.035
2021-03-24,4.142
2021-03-25,4.105
2021-03-26,3.985
2021-03-27,3.985
2021-03-28,3.985
2021-03-29,4.148
2021-03-30,4.083
2021-03-31,4.172
2021-04-01,4.165
2021-04-02,4.165
2021-04-03,4.165
2021-04-04,4.165
2021-04-05,4.138
2021-04-06,4.137
2021-04-07,4.267
2021-04-08,4.207
2021-04-09,4.137
2021-04-10,4.137
2021-04-11,4.137
2021-04-12,4.12
2021-04-13,4.211
2021-04-14,4.162
2021-04-15,4.191
2021-04-16,4.18
2021-04-17,4.18
2021-04-18,4.18
2021-04-19,4.215
2021-04-20,4.399
2021-04-21,4.272
2021-04-22,4.281
2021-04-23,4.15
2021-04-24,4.15
2021-04-25,4.15
2021-04-26,4.207
2021-04-27,4.222
2021-04-28,4.166
2021-04-29,4.178
2021-04-30,4.13
2021-05-01,4.13
2021-05-02,4.13
2021-05-03,4.096
2021-05-04,4.074
2021-05-05,4.095
2021-05-06,4.028
2021-05-07,4.058
2021-05-08,4.058
2021-05-09,4.058
2021-05-10,4.12
2021-05-11,4.182
2021-05-12,4.332
2021-05-13,4.134
2021-05-14,4.06
2021-05-15,4.06
2021-05-16,4.06
2021-05-17,4.088
2021-05-18,4.201
2021-05-19,4.16
2021-05-20,4.123
2021-05-21,4.103
2021-05-22,4.103
2021-05-23,4.103
2021-05-24,4.168
2021-05-25,4.317
2021-05-26,4.259
2021-05-27,4.174
2021-05-28,4.139
2021-05-29,4.139
2021-05-30,4.139
2021-05-31,4.139
2021-06-01,4.112
2021-06-02,4.178
2021-06-03,4.164
2021-06-04,4.154
2021-06-05,4.154
2021-06-06,4.154
2021-06-07,4.14
2021-06-08,4.147
2021-06-09,4.245
2021-06-10,4.351
2021-06-11,4.322
2021-06-12,4.322
2021-06-13,4.322
2021-06-14,4.377
2021-06-15,4.314
2021-06-16,4.244
2021-06-17,4.459
2021-06-18,4.637
2021-06-19,4.637
2021-06-20,4.637
2021-06-21,4.449
2021-06-22,4.497
2021-06-23,4.545
2021-06-24,4.05
2021-06-25,3.986
2021-06-26,3.986
2021-06-27,3.986
2021-06-28,4.101
2021-06-29,4.126
2021-06-30,4.098
2021-07-01,4.113
2021-07-02,4.213
2021-07-03,4.213
2021-07-04,4.213
2021-07-05,4.213
2021-07-06,4.34
2021-07-07,4.541
2021-07-08,4.643
2021-07-09,4.476
2021-07-10,4.476
2021-07-11,4.476
2021-07-12,4.467
2021-07-13,4.593
2021-07-14,4.629
2021-07-15,4.561
2021-07-16,4.649
2021-07-17,4.649
2021-07-18,4.649
2021-07-19,4.795
2021-07-20,4.684
2021-07-21,4.621
2021-07-22,4.772
2021-07-23,4.674
2021-07-24,4.674
2021-07-25,4.674
2021-07-26,4.631
2021-07-27,4.665
2021-07-28,4.635
2021-07-29,5.101
2021-07-30,5.08
2021-07-31,5.08
2021-08-01,5.08
2021-08-02,5.065
2021-08-03,5.004
2021-08-04,5.081
2021-08-05,4.984
2021-08-06,4.837
2021-08-07,4.837
2021-08-08,4.837
2021-08-09,4.874
2021-08-10,4.737
2021-08-11,4.705
2021-08-12,4.741
2021-08-13,4.733
2021-08-14,4.733
2021-08-15,4.733
2021-08-16,4.706
2021-08-17,4.799
2021-08-18,4.877
2021-08-19,4.917
2021-08-20,4.822
2021-08-21,4.822
2021-08-22,4.822
2021-08-23,4.799
2021-08-24,4.817
2021-08-25,4.86
2021-08-26,4.921
2021-08-27,4.771
2021-08-28,4.771
2021-08-29,4.771
2021-08-30,4.876
2021-08-31,4.844
2021-09-01,4.879
2021-09-02,4.91
2021-09-03,4.91
2021-09-04,4.91
2021-09-05,4.91
2021-09-06,4.91
2021-09-07,4.91
2021-09-08,4.91
2021-09-09,4.91
2021-09-10,4.91
2021-09-11,4.91
2021-09-12,4.91
2021-09-13,4.91
2021-09-14,4.91
2021-09-15,4.91
2021-09-16,4.91
2021-09-17,4.91
2021-09-18,4.91
2021-09-19,4.91
2021-09-20,4.91
2021-09-21,4.91
2021-09-22,4.91
2021-09-23,4.91
2021-09-24,4.91
2021-09-25,4.91
2021-09-26,4.91
2021-09-27,4.91
2021-09-28,4.91
2021-09-29,4.91
2021-09-30,4.91
2021-10-01,4.91
2021-10-02,4.91
2021-10-03,4.91
2021-10-04,4.91
2021-10-05,4.91
2021-10-06,4.91
2021-10-07,4.91
2021-10-08,4.91
2021-10-09,4.91
2021-10-10,4.91
2021-10-11,4.91
2021-10-12,4.91
2021-10-13,3.931
2021-10-14,3.947
2021-10-15,3.888
2021-10-16,3.888
2021-10-17,3.888
2021-10-18,3.862
2021-10-19,3.861
2021-10-20,3.812
2021-10-21,3.861
2021-10-22,3.82
2021-10-23,3.82
2021-10-24,3.82
2021-10-25,3.827
2021-10-26,3.882
2021-10-27,3.989
2021-10-28,3.965
2021-10-29,3.965
2021-10-30,3.965
2021-10-31,3.965
2021-11-01,7.477
2021-11-02,7.554
2021-11-03,7.205
2021-11-04,7.346
2021-11-05,7.159
2021-11-06,7.159
2021-11-07,7.159
2021-11-08,7.181
2021-11-09,7.217
2021-11-10,7.183
2021-11-11,7.221
2021-11-12,7.267
2021-11-13,7.267
2021-11-14,7.267
2021-11-15,7.265
2021-11-16,7.332
2021-11-17,7.468
2021-11-18,7.592
2021-11-19,7.685
2021-11-20,7.685
2021-11-21,7.685
2021-11-22,7.701
2021-11-23,7.589
2021-11-24,7.609
2021-11-25,7.609
2021-11-26,8.003
2021-11-27,8.003
2021-11-28,8.003
2021-11-29,7.927
2021-11-30,7.961
2021-12-01,8.107
2021-12-02,7.889
2021-12-03,8.04
2021-12-04,8.04
2021-12-05,8.04
2021-12-06,7.742
2021-12-07,7.828
2021-12-08,7.802
2021-12-09,7.882
2021-12-10,7.861
2021-12-11,7.861
2021-12-12,7.861
2021-12-13,7.981
2021-12-14,7.923
2021-12-15,7.937
2021-12-16,8.012
2021-12-17,8.361
2021-12-18,8.361
2021-12-19,8.361
2021-12-20,8.472
2021-12-21,8.219
2021-12-22,8.16
2021-12-23,8.089
2021-12-24,8.089
2021-12-25,8.089
2021-12-26,8.089
2021-12-27,7.981
2021-12-28,7.952
2021-12-29,7.983
2021-12-30,7.939
2021-12-31,7.995
2022-01-01,7.995
2022-01-02,7.995
2022-01-03,7.83
2022-01-04,7.749
2022-01-05,7.76
2022-01-06,7.365
2022-01-07,7.257
2022-01-08,7.257
2022-01-09,7.257
2022-01-10,7.128
2022-01-11,7.122
2022-01-12,7.078
2022-01-13,7.103
2022-01-14,7.08
2022-01-15,7.08
2022-01-16,7.08
2022-01-17,7.08
2022-01-18,7.209
2022-01-19,7.455
2022-01-20,7.496
2022-01-21,7.468
2022-01-22,7.468
2022-01-23,7.468
2022-01-24,7.377
2022-01-25,7.377
2022-01-26,7.377
2022-01-27,7.377
2022-01-28,7.377
2022-01-29,7.377
2022-01-30,7.377
2022-01-31,7.377
2022-02-01,7.377
2022-02-02,7.377
2022-02-03,7.377
2022-02-04,7.377
2022-02-05,7.377
2022-02-06,7.377
2022-02-07,7.377
2022-02-08,7.377
2022-02-09,7.377
2022-02-10,7.377
2022-02-11,7.377
2022-02-12,7.377
2022-02-13,7.377
2022-02-14,7.377
2022-02-15,7.377
2022-02-16,7.377
2022-02-17,7.377
2022-02-18,7.377
2022-02-19,7.377
2022-02-20,7.377
2022-02-21,7.377
2022-02-22,7.377
2022-02-23,7.377
2022-02-24,7.377
2022-02-25,7.377
2022-02-26,7.377
2022-02-27,7.377
2022-02-28,7.377
2022-03-01,7.377
2022-03-02,7.377
2022-03-03,7.377
2022-03-04,7.377
2022-03-05,7.377
2022-03-06,7.377
2022-03-07,7.377
2022-03-08,7.377
2022-03-09,7.377
2022-03-10,7.377
2022-03-11,7.377
2022-03-12,7.377
2022-03-13,7.377
2022-03-14,7.377
2022-03-15,7.377
2022-03-16,7.377
2022-03-17,7.377
2022-03-18,7.377
2022-03-19,7.377
2022-03-20,7.377
2022-03-21,7.377
2022-03-22,7.377
2022-03-23,7.377
2022-03-24,7.377
2022-03-25,7.377
2022-03-26,7.377
2022-03-27,7.377
2022-03-28,7.377
2022-03-29,7.377
2022-03-30,7.377
2022-03-31,7.377
2022-04-01,7.377
2022-04-02,7.377
2022-04-03,7.377
2022-04-04,7.377
2022-04-05,7.377
2022-04-06,7.377
2022-04-07,7.377
2022-04-08,7.377
2022-04-09,7.377
2022-04-10,7.377
2022-04-11,7.377
2022-04-12,7.377
2022-04-13,7.377
2022-04-14,7.377
2022-04-15,7.377
2022-04-16,7.377
2022-04-17,7.377
2022-04-18,7.377
2022-04-19,7.377
2022-04-20,7.377
2022-04-21,2.137
2022-04-22,2.138
2022-04-23,2.138
2022-04-24,2.138
2022-04-25,2.153
2022-04-26,2.239
2022-04-27,2.259
2022-04-28,4.555
2022-04-29,4.777
2022-04-30,4.777
2022-05-01,4.777
2022-05-02,4.627
2022-05-03,4.494
2022-05-04,4.366
2022-05-05,4.456
2022-05-06,4.594
2022-05-07,4.594
2022-05-08,4.594
2022-05-09,4.6
2022-05-10,4.645
2022-05-11,4.752
2022-05-12,4.668
2022-05-13,4.665
2022-05-14,4.665
2022-05-15,4.665
2022-05-16,4.721
2022-05-17,4.542
2022-05-18,4.578
2022-05-19,4.691
2022-05-20,4.613
2022-05-21,4.613
2022-05-22,4.613
2022-05-23,4.545
2022-05-24,4.655
2022-05-25,4.583
2022-05-26,4.505
2022-05-27,4.374
2022-05-28,4.374
2022-05-29,4.374
2022-05-30,4.374
2022-05-31,4.403
2022-06-01,4.447
2022-06-02,4.334
2022-06-03,4.384
2022-06-04,4.384
2022-06-05,4.384
2022-06-06,4.308
2022-06-07,4.246
2022-06-08,4.379
2022-06-09,4.568
2022-06-10,4.676
2022-06-11,4.676
2022-06-12,4.676
2022-06-13,4.758
2022-06-14,4.671
2022-06-15,4.671
2022-06-16,4.863
2022-06-17,4.807
2022-06-18,4.807
2022-06-19,4.807
2022-06-20,4.807
2022-06-21,4.731
2022-06-22,4.696
2022-06-23,4.808
2022-06-24,4.548
2022-06-25,4.548
2022-06-26,4.548
2022-06-27,4.631
2022-06-28,4.61
2022-06-29,4.61
2022-06-30,4.634
2022-07-01,4.452
2022-07-02,4.452
2022-07-03,4.452
2022-07-04,4.452
2022-07-05,4.546
2022-07-06,4.534
2022-07-07,4.497
2022-07-08,4.496
2022-07-09,4.496
2022-07-10,4.496
2022-07-11,4.556
2022-07-12,4.536
2022-07-13,4.661
2022-07-14,4.666
2022-07-15,4.548
2022-07-16,4.548
2022-07-17,4.548
2022-07-18,4.579
2022-07-19,4.415
2022-07-20,4.38
2022-07-21,4.434
2022-07-22,4.526
2022-07-23,4.526
2022-07-24,4.526
2022-07-25,4.54
2022-07-26,4.55
2022-07-27,4.437
2022-07-28,4.442
2022-07-29,4.4
2022-07-30,4.4
2022-07-31,4.4
2022-08-01,4.381
2022-08-02,4.454
2022-08-03,4.395
2022-08-04,4.451
2022-08-05,4.36
2022-08-06,4.36
2022-08-07,4.36
2022-08-08,4.324
2022-08-09,4.293
2022-08-10,4.237
2022-08-11,4.153
2022-08-12,4.091
2022-08-13,4.091
2022-08-14,4.091
2022-08-15,4.071
2022-08-16,4.012
2022-08-17,4.052
2022-08-18,4.067
2022-08-19,4.096
2022-08-20,4.096
2022-08-21,4.096
2022-08-22,4.218
2022-08-23,4.251
2022-08-24,4.233
2022-08-25,4.165
2022-08-26,4.25
2022-08-27,4.25
2022-08-28,4.25
2022-08-29,4.376
2022-08-30,4.329
2022-08-31,4.389
2022-09-01,4.392
2022-09-02,4.469
2022-09-03,4.469
2022-09-04,4.469
2022-09-05,4.469
2022-09-06,4.575
2022-09-07,4.501
2022-09-08,4.337
2022-09-09,4.265
2022-09-10,4.265
2022-09-11,4.265
2022-09-12,4.273
2022-09-13,4.423
2022-09-14,4.412
2022-09-15,4.277
2022-09-16,4.365
2022-09-17,4.365
2022-09-18,4.365
2022-09-19,4.287
2022-09-20,4.276
2022-09-21,4.269
2022-09-22,4.37
2022-09-23,4.415
2022-09-24,4.415
2022-09-25,4.415
2022-09-26,4.442
2022-09-27,4.494
2022-09-28,4.48
2022-09-29,4.537
2022-09-30,4.55
2022-10-01,4.55
2022-10-02,4.55
2022-10-03,4.483
2022-10-04,4.311
2022-10-05,4.332
2022-10-06,4.429
2022-10-07,4.592
2022-10-08,4.592
2022-10-09,4.592
2022-10-10,4.569
2022-10-11,4.512
2022-10-12,4.567
2022-10-13,4.4
2022-10-14,4.442
2022-10-15,4.442
2022-10-16,4.442
2022-10-17,4.328
2022-10-18,4.32
2022-10-19,4.428
2022-10-20,4.364
2022-10-21,4.246
2022-10-22,4.246
2022-10-23,4.246
2022-10-24,4.253
2022-10-25,4.21
2022-10-26,4.127
2022-10-27,4.086
2022-10-28,3.943
2022-10-29,3.943
2022-10-30,3.943
2022-10-31,3.953
2022-11-01,3.913
2022-11-02,3.977
2022-11-03,3.949
2022-11-04,3.869
2022-11-05,3.869
2022-11-06,3.869
2022-11-07,3.893
2022-11-08,3.891
2022-11-09,3.922
2022-11-10,3.75
2022-11-11,3.78
2022-11-12,3.78
2022-11-13,3.78
2022-11-14,3.83
2022-11-15,3.844
2022-11-16,3.916
2022-11-17,3.937
2022-11-18,3.887
2022-11-19,3.887
2022-11-20,3.887
2022-11-21,3.89
2022-11-22,3.888
2022-11-23,3.906
2022-11-24,3.906
2022-11-25,3.88
2022-11-26,3.88
2022-11-27,3.88
2022-11-28,3.952
2022-11-29,3.941
2022-11-30,3.872
2022-12-01,3.908
2022-12-02,3.887
2022-12-03,3.887
2022-12-04,3.887
2022-12-05,4.16
2022-12-06,4.2
2022-12-07,4.215
2022-12-08,4.249
2022-12-09,4.28
2022-12-10,4.28
2022-12-11,4.28
2022-12-12,4.251
2022-12-13,4.321
2022-12-14,4.384
2022-12-15,4.417
2022-12-16,4.467
2022-12-17,4.467
2022-12-18,4.467
2022-12-19,4.421
2022-12-20,4.335
2022-12-21,4.271
2022-12-22,4.426
2022-12-23,4.469
2022-12-24,4.469
2022-12-25,4.469
2022-12-26,4.469
2022-12-27,4.475
2022-12-28,4.445
2022-12-29,4.389
2022-12-30,4.377
2022-12-31,4.377
2023-01-01,4.377
2023-01-02,4.377
2023-01-03,4.507
2023-01-04,4.532
2023-01-05,4.611
2023-01-06,4.467
2023-01-07,4.467
2023-01-08,4.467
2023-01-09,4.487
2023-01-10,4.503
2023-01-11,4.52
2023-01-12,4.469
2023-01-13,4.521
2023-01-14,4.521
2023-01-15,4.521
2023-01-16,4.521
2023-01-17,4.543
2023-01-18,4.663
2023-01-19,4.778
2023-01-20,4.629
2023-01-21,4.629
2023-01-22,4.629
2023-01-23,4.608
2023-01-24,4.482
2023-01-25,4.394
2023-01-26,4.426
2023-01-27,4.378
2023-01-28,4.378
2023-01-29,4.378
2023-01-30,4.405
2023-01-31,4.267
2023-02-01,4.121
2023-02-02,4.013
2023-02-03,4.008
2023-02-04,4.008
2023-02-05,4.008
2023-02-06,3.957
2023-02-07,3.985
2023-02-08,4.053
2023-02-09,4.089
2023-02-10,4.091
2023-02-11,4.091
2023-02-12,4.091
2023-02-13,4.077
2023-02-14,4.111
2023-02-15,4.067
2023-02-16,4.151
2023-02-17,4.126
2023-02-18,4.126
2023-02-19,4.126
2023-02-20,4.126
2023-02-21,4.236
2023-02-22,4.28
2023-02-23,4.272
2023-02-24,4.281
2023-02-25,4.281
2023-02-26,4.281
2023-02-27,4.325
2023-02-28,4.385
2023-03-01,4.363
2023-03-02,4.262
2023-03-03,4.343
2023-03-04,4.343
2023-03-05,4.343
2023-03-06,4.441
2023-03-07,4.57
2023-03-08,4.556
2023-03-09,5.047
2023-03-10,5.211
2023-03-11,5.211
2023-03-12,5.211
2023-03-13,6.069
2023-03-14,5.79
2023-03-15,5.875
2023-03-16,5.682
2023-03-17,5.893
2023-03-18,5.893
2023-03-19,5.893
2023-03-20,6.04
2023-03-21,5.648
2023-03-22,5.975
2023-03-23,6.339
2023-03-24,6.237
2023-03-25,6.237
2023-03-26,6.237
2023-03-27,6.15
2023-03-28,6.112
2023-03-29,6.095
2023-03-30,6.101
2023-03-31,5.975
2023-04-01,5.975
2023-04-02,5.975
2023-04-03,6.086
2023-04-04,6.174
2023-04-05,6.359
2023-04-06,5.981
2023-04-07,5.981
2023-04-08,5.981
2023-04-09,5.981
2023-04-10,5.951
2023-04-11,5.857
2023-04-12,5.918
2023-04-13,5.838
2023-04-14,6.031
2023-04-15,6.031
2023-04-16,6.031
2023-04-17,5.818
2023-04-18,6.047
2023-04-19,5.846
2023-04-20,5.926
2023-04-21,6.093
2023-04-22,6.093
2023-04-23,6.093
2023-04-24,6.053
2023-04-25,6.481
2023-04-26,6.517
2023-04-27,6.368
2023-04-28,6.535
2023-04-29,6.535
2023-04-30,6.535
2023-05-01,6.773
2023-05-02,7.638
2023-05-03,7.836
2023-05-04,7.778
2023-05-05,7.402
2023-05-06,7.402
2023-05-07,7.402
2023-05-08,7.674
2023-05-09,7.65
2023-05-10,7.811
2023-05-11,8.044
2023-05-12,8.048
2023-05-13,8.048
2023-05-14,8.048
2023-05-15,7.355
2023-05-16,7.538
2023-05-17,7.089
2023-05-18,7.059
2023-05-19,7.269
2023-05-20,7.269
2023-05-21,7.269
2023-05-22,6.986
2023-05-23,6.924
2023-05-24,7.066
2023-05-25,7.14
2023-05-26,7.072
2023-05-27,7.072
2023-05-28,7.072
2023-05-29,7.072
2023-05-30,7.072
2023-05-31,7.309
2023-06-01,7.155
2023-06-02,6.633
2023-06-03,6.633
2023-06-04,6.633
2023-06-05,6.784
2023-06-06,6.324
2023-06-07,6.175
2023-06-08,6.297
2023-06-09,6.385
2023-06-10,6.385
2023-06-11,6.385
2023-06-12,6.362
2023-06-13,6.297
2023-06-14,6.464
2023-06-15,6.387
2023-06-16,6.529
2023-06-17,6.529
2023-06-18,6.529
2023-06-19,6.529
2023-06-20,6.623
2023-06-21,6.788
2023-06-22,7.037
2023-06-23,7.205
2023-06-24,7.205
2023-06-25,7.205
2023-06-26,7.188
2023-06-27,7.191
2023-06-28,7.305
2023-06-29,7.265
2023-06-30,7.276
2023-07-01,7.276
2023-07-02,7.276
2023-07-03,7.067
2023-07-04,7.067
2023-07-05,7.198
2023-07-06,7.393
2023-07-07,7.115
2023-07-08,7.115
2023-07-09,7.115
2023-07-10,7.115
2023-07-11,7.013
2023-07-12,6.841
2023-07-13,6.564
2023-07-14,6.835
2023-07-15,6.835
2023-07-16,6.835
2023-07-17,6.692
2023-07-18,6.416
2023-07-19,6.302
2023-07-20,6.555
2023-07-21,6.791
2023-07-22,6.791
2023-07-23,6.791
2023-07-24,6.586
2023-07-25,6.701
2023-07-26,6.446
2023-07-27,6.688
2023-07-28,6.559
2023-07-29,6.559
2023-07-30,6.559
2023-07-31,6.527
2023-08-01,6.611
2023-08-02,6.679
2023-08-03,6.67
2023-08-04,6.544
2023-08-05,6.544
2023-08-06,6.544
2023-08-07,6.518
2023-08-08,6.562
2023-08-09,6.756
2023-08-10,6.756
2023-08-11,6.794
2023-08-12,6.794
2023-08-13,6.794
2023-08-14,6.989
2023-08-15,7.349
2023-08-16,7.45
2023-08-17,7.465
2023-08-18,7.431
2023-08-19,7.431
2023-08-20,7.431
2023-08-21,7.507
2023-08-22,7.726
2023-08-23,7.446
2023-08-24,7.254
2023-08-25,7.261
2023-08-26,7.261
2023-08-27,7.261
2023-08-28,7.012
2023-08-29,6.948
2023-08-30,6.971
2023-08-31,6.992
2023-09-01,6.77
2023-09-02,6.77
2023-09-03,6.77
2023-09-04,6.77
2023-09-05,6.904
2023-09-06,7.068
2023-09-07,7.239
2023-09-08,7.029
2023-09-09,7.029
2023-09-10,7.029
2023-09-11,7.064
2023-09-12,6.971
2023-09-13,7.057
2023-09-14,6.874
2023-09-15,6.854
2023-09-16,6.854
2023-09-17,6.854
2023-09-18,7.005
2023-09-19,7.075
