,DK US Equity
2020-10-02,11.644
2020-10-03,11.644
2020-10-04,11.644
2020-10-05,11.035
2020-10-06,11.269
2020-10-07,10.917
2020-10-08,10.22
2020-10-09,10.22
2020-10-10,10.22
2020-10-11,10.22
2020-10-12,10.22
2020-10-13,10.22
2020-10-14,10.22
2020-10-15,10.22
2020-10-16,10.22
2020-10-17,10.22
2020-10-18,10.22
2020-10-19,10.22
2020-10-20,10.22
2020-10-21,10.22
2020-10-22,10.22
2020-10-23,10.22
2020-10-24,10.22
2020-10-25,10.22
2020-10-26,10.22
2020-10-27,10.22
2020-10-28,10.22
2020-10-29,10.22
2020-10-30,10.22
2020-10-31,10.22
2020-11-01,10.22
2020-11-02,10.22
2020-11-03,10.22
2020-11-04,10.22
2020-11-05,10.22
2020-11-06,10.22
2020-11-07,10.22
2020-11-08,10.22
2020-11-09,10.22
2020-11-10,10.22
2020-11-11,10.22
2020-11-12,10.22
2020-11-13,10.22
2020-11-14,10.22
2020-11-15,10.22
2020-11-16,10.22
2020-11-17,10.22
2020-11-18,10.22
2020-11-19,10.22
2020-11-20,10.22
2020-11-21,10.22
2020-11-22,10.22
2020-11-23,10.22
2020-11-24,10.22
2020-11-25,10.22
2020-11-26,10.22
2020-11-27,10.22
2020-11-28,10.22
2020-11-29,10.22
2020-11-30,10.22
2020-12-01,10.22
2020-12-02,10.22
2020-12-03,10.22
2020-12-04,10.22
2020-12-05,10.22
2020-12-06,10.22
2020-12-07,10.22
2020-12-08,10.22
2020-12-09,10.22
2020-12-10,10.22
2020-12-11,10.22
2020-12-12,10.22
2020-12-13,10.22
2020-12-14,10.22
2020-12-15,10.22
2020-12-16,10.22
2020-12-17,10.22
2020-12-18,10.22
2020-12-19,10.22
2020-12-20,10.22
2020-12-21,10.22
2020-12-22,10.22
2020-12-23,10.22
2020-12-24,10.22
2020-12-25,10.22
2020-12-26,10.22
2020-12-27,10.22
2020-12-28,10.22
2020-12-29,10.22
2020-12-30,10.22
2020-12-31,10.22
2021-01-01,10.22
2021-01-02,10.22
2021-01-03,10.22
2021-01-04,10.22
2021-01-05,10.22
2021-01-06,10.22
2021-01-07,10.22
2021-01-08,10.22
2021-01-09,10.22
2021-01-10,10.22
2021-01-11,10.22
2021-01-12,10.22
2021-01-13,10.22
2021-01-14,10.22
2021-01-15,10.22
2021-01-16,10.22
2021-01-17,10.22
2021-01-18,10.22
2021-01-19,10.22
2021-01-20,10.22
2021-01-21,10.22
2021-01-22,10.22
2021-01-23,10.22
2021-01-24,10.22
2021-01-25,10.22
2021-01-26,10.22
2021-01-27,10.22
2021-01-28,10.22
2021-01-29,10.22
2021-01-30,10.22
2021-01-31,10.22
2021-02-01,10.22
2021-02-02,10.22
2021-02-03,10.22
2021-02-04,10.22
2021-02-05,10.22
2021-02-06,10.22
2021-02-07,10.22
2021-02-08,10.22
2021-02-09,10.22
2021-02-10,10.22
2021-02-11,10.22
2021-02-12,10.22
2021-02-13,10.22
2021-02-14,10.22
2021-02-15,10.22
2021-02-16,10.22
2021-02-17,10.22
2021-02-18,10.22
2021-02-19,10.22
2021-02-20,10.22
2021-02-21,10.22
2021-02-22,10.22
2021-02-23,10.22
2021-02-24,10.22
2021-02-25,10.22
2021-02-26,10.22
2021-02-27,10.22
2021-02-28,10.22
2021-03-01,10.22
2021-03-02,10.22
2021-03-03,10.22
2021-03-04,10.22
2021-03-05,10.22
2021-03-06,10.22
2021-03-07,10.22
2021-03-08,10.22
2021-03-09,10.22
2021-03-10,10.22
2021-03-11,10.22
2021-03-12,10.22
2021-03-13,10.22
2021-03-14,10.22
2021-03-15,10.22
2021-03-16,10.22
2021-03-17,10.22
2021-03-18,10.22
2021-03-19,10.22
2021-03-20,10.22
2021-03-21,10.22
2021-03-22,10.22
2021-03-23,10.22
2021-03-24,10.22
2021-03-25,10.22
2021-03-26,10.22
2021-03-27,10.22
2021-03-28,10.22
2021-03-29,10.22
2021-03-30,10.22
2021-03-31,10.22
2021-04-01,10.22
2021-04-02,10.22
2021-04-03,10.22
2021-04-04,10.22
2021-04-05,10.22
2021-04-06,10.22
2021-04-07,10.22
2021-04-08,10.22
2021-04-09,10.22
2021-04-10,10.22
2021-04-11,10.22
2021-04-12,10.22
2021-04-13,10.22
2021-04-14,10.22
2021-04-15,10.22
2021-04-16,10.22
2021-04-17,10.22
2021-04-18,10.22
2021-04-19,10.22
2021-04-20,10.22
2021-04-21,10.22
2021-04-22,10.22
2021-04-23,10.22
2021-04-24,10.22
2021-04-25,10.22
2021-04-26,10.22
2021-04-27,10.22
2021-04-28,10.22
2021-04-29,10.22
2021-04-30,10.22
2021-05-01,10.22
2021-05-02,10.22
2021-05-03,10.22
2021-05-04,10.22
2021-05-05,10.22
2021-05-06,10.22
2021-05-07,10.22
2021-05-08,10.22
2021-05-09,10.22
2021-05-10,10.22
2021-05-11,10.22
2021-05-12,10.22
2021-05-13,10.22
2021-05-14,10.22
2021-05-15,10.22
2021-05-16,10.22
2021-05-17,10.22
2021-05-18,10.22
2021-05-19,10.22
2021-05-20,10.22
2021-05-21,10.22
2021-05-22,10.22
2021-05-23,10.22
2021-05-24,10.22
2021-05-25,10.22
2021-05-26,10.22
2021-05-27,10.22
2021-05-28,10.22
2021-05-29,10.22
2021-05-30,10.22
2021-05-31,10.22
2021-06-01,10.22
2021-06-02,10.22
2021-06-03,10.22
2021-06-04,10.22
2021-06-05,10.22
2021-06-06,10.22
2021-06-07,10.22
2021-06-08,10.22
2021-06-09,10.22
2021-06-10,10.22
2021-06-11,10.22
2021-06-12,10.22
2021-06-13,10.22
2021-06-14,10.22
2021-06-15,10.22
2021-06-16,10.22
2021-06-17,10.22
2021-06-18,10.22
2021-06-19,10.22
2021-06-20,10.22
2021-06-21,10.22
2021-06-22,10.22
2021-06-23,10.22
2021-06-24,10.22
2021-06-25,10.22
2021-06-26,10.22
2021-06-27,10.22
2021-06-28,10.22
2021-06-29,10.22
2021-06-30,10.22
2021-07-01,10.22
2021-07-02,10.22
2021-07-03,10.22
2021-07-04,10.22
2021-07-05,10.22
2021-07-06,10.22
2021-07-07,10.22
2021-07-08,10.22
2021-07-09,10.22
2021-07-10,10.22
2021-07-11,10.22
2021-07-12,10.22
2021-07-13,10.22
2021-07-14,10.22
2021-07-15,10.22
2021-07-16,10.22
2021-07-17,10.22
2021-07-18,10.22
2021-07-19,10.22
2021-07-20,10.22
2021-07-21,10.22
2021-07-22,10.22
2021-07-23,10.22
2021-07-24,10.22
2021-07-25,10.22
2021-07-26,10.22
2021-07-27,10.22
2021-07-28,10.22
2021-07-29,10.22
2021-07-30,10.22
2021-07-31,10.22
2021-08-01,10.22
2021-08-02,10.22
2021-08-03,10.22
2021-08-04,10.22
2021-08-05,10.22
2021-08-06,10.22
2021-08-07,10.22
2021-08-08,10.22
2021-08-09,10.22
2021-08-10,10.22
2021-08-11,10.22
2021-08-12,10.22
2021-08-13,10.22
2021-08-14,10.22
2021-08-15,10.22
2021-08-16,10.22
2021-08-17,10.22
2021-08-18,10.22
2021-08-19,10.22
2021-08-20,10.22
2021-08-21,10.22
2021-08-22,10.22
2021-08-23,10.22
2021-08-24,10.22
2021-08-25,10.22
2021-08-26,10.22
2021-08-27,10.22
2021-08-28,10.22
2021-08-29,10.22
2021-08-30,10.22
2021-08-31,10.22
2021-09-01,10.22
2021-09-02,10.22
2021-09-03,10.22
2021-09-04,10.22
2021-09-05,10.22
2021-09-06,10.22
2021-09-07,10.22
2021-09-08,10.22
2021-09-09,10.22
2021-09-10,10.22
2021-09-11,10.22
2021-09-12,10.22
2021-09-13,10.22
2021-09-14,10.22
2021-09-15,10.22
2021-09-16,10.22
2021-09-17,10.22
2021-09-18,10.22
2021-09-19,10.22
2021-09-20,10.22
2021-09-21,10.22
2021-09-22,10.22
2021-09-23,10.22
2021-09-24,10.22
2021-09-25,10.22
2021-09-26,10.22
2021-09-27,10.22
2021-09-28,10.22
2021-09-29,10.22
2021-09-30,10.22
2021-10-01,10.22
2021-10-02,10.22
2021-10-03,10.22
2021-10-04,10.22
2021-10-05,10.22
2021-10-06,10.22
2021-10-07,10.22
2021-10-08,10.22
2021-10-09,10.22
2021-10-10,10.22
2021-10-11,10.22
2021-10-12,10.22
2021-10-13,2.572
2021-10-14,2.761
2021-10-15,2.778
2021-10-16,2.778
2021-10-17,2.778
2021-10-18,2.758
2021-10-19,2.768
2021-10-20,2.785
2021-10-21,2.785
2021-10-22,2.798
2021-10-23,2.798
2021-10-24,2.798
2021-10-25,2.69
2021-10-26,2.809
2021-10-27,2.96
2021-10-28,3.0
2021-10-29,3.057
2021-10-30,3.057
2021-10-31,3.057
2021-11-01,3.028
2021-11-02,3.199
2021-11-03,3.251
2021-11-04,3.331
2021-11-05,3.232
2021-11-06,3.232
2021-11-07,3.232
2021-11-08,3.339
2021-11-09,3.218
2021-11-10,3.339
2021-11-11,3.304
2021-11-12,3.214
2021-11-13,3.214
2021-11-14,3.214
2021-11-15,3.221
2021-11-16,3.255
2021-11-17,3.578
2021-11-18,3.55
2021-11-19,3.847
2021-11-20,3.847
2021-11-21,3.847
2021-11-22,3.81
2021-11-23,3.664
2021-11-24,3.548
2021-11-25,3.548
2021-11-26,3.849
2021-11-27,3.849
2021-11-28,3.849
2021-11-29,3.864
2021-11-30,3.793
2021-12-01,3.75
2021-12-02,3.593
2021-12-03,3.728
2021-12-04,3.728
2021-12-05,3.728
2021-12-06,3.565
2021-12-07,3.504
2021-12-08,3.578
2021-12-09,3.624
2021-12-10,3.565
2021-12-11,3.565
2021-12-12,3.565
2021-12-13,3.691
2021-12-14,3.721
2021-12-15,3.742
2021-12-16,3.938
2021-12-17,3.943
2021-12-18,3.943
2021-12-19,3.943
2021-12-20,4.048
2021-12-21,3.902
2021-12-22,3.959
2021-12-23,4.048
2021-12-24,4.048
2021-12-25,4.048
2021-12-26,4.048
2021-12-27,3.882
2021-12-28,3.869
2021-12-29,3.834
2021-12-30,3.949
2021-12-31,3.967
2022-01-01,3.967
2022-01-02,3.967
2022-01-03,3.684
2022-01-04,3.626
2022-01-05,3.619
2022-01-06,3.48
2022-01-07,3.496
2022-01-08,3.496
2022-01-09,3.496
2022-01-10,3.527
2022-01-11,3.379
2022-01-12,3.429
2022-01-13,1.468
2022-01-14,1.397
2022-01-15,1.397
2022-01-16,1.397
2022-01-17,1.397
2022-01-18,1.407
2022-01-19,1.433
2022-01-20,1.573
2022-01-21,1.652
2022-01-22,1.652
2022-01-23,1.652
2022-01-24,1.632
2022-01-25,1.572
2022-01-26,1.642
2022-01-27,1.631
2022-01-28,1.657
2022-01-29,1.657
2022-01-30,1.657
2022-01-31,1.657
2022-02-01,1.499
2022-02-02,1.454
2022-02-03,1.48
2022-02-04,1.46
2022-02-05,1.46
2022-02-06,1.46
2022-02-07,1.42
2022-02-08,1.447
2022-02-09,1.434
2022-02-10,1.435
2022-02-11,1.347
2022-02-12,1.347
2022-02-13,1.347
2022-02-14,1.358
2022-02-15,1.371
2022-02-16,1.422
2022-02-17,1.433
2022-02-18,1.449
2022-02-19,1.449
2022-02-20,1.449
2022-02-21,1.449
2022-02-22,1.454
2022-02-23,1.53
2022-02-24,2.629
2022-02-25,2.275
2022-02-26,2.275
2022-02-27,2.275
2022-02-28,2.351
2022-03-01,2.374
2022-03-02,2.348
2022-03-03,2.433
2022-03-04,2.213
2022-03-05,2.213
2022-03-06,2.213
2022-03-07,2.25
2022-03-08,1.972
2022-03-09,1.971
2022-03-10,1.851
2022-03-11,1.819
2022-03-12,1.819
2022-03-13,1.819
2022-03-14,1.975
2022-03-15,2.192
2022-03-16,2.27
2022-03-17,2.182
2022-03-18,2.118
2022-03-19,2.118
2022-03-20,2.118
2022-03-21,1.987
2022-03-22,2.016
2022-03-23,2.018
2022-03-24,1.947
2022-03-25,1.947
2022-03-26,1.947
2022-03-27,1.947
2022-03-28,2.007
2022-03-29,1.956
2022-03-30,2.518
2022-03-31,2.54
2022-04-01,2.429
2022-04-02,2.429
2022-04-03,2.429
2022-04-04,2.451
2022-04-05,2.411
2022-04-06,2.399
2022-04-07,2.421
2022-04-08,2.392
2022-04-09,2.392
2022-04-10,2.392
2022-04-11,2.454
2022-04-12,2.404
2022-04-13,2.28
2022-04-14,2.294
2022-04-15,2.294
2022-04-16,2.294
2022-04-17,2.294
2022-04-18,2.14
2022-04-19,2.165
2022-04-20,2.191
2022-04-21,2.3
2022-04-22,2.362
2022-04-23,2.362
2022-04-24,2.362
2022-04-25,2.429
2022-04-26,2.321
2022-04-27,2.259
2022-04-28,2.142
2022-04-29,2.227
2022-04-30,2.227
2022-05-01,2.227
2022-05-02,2.182
2022-05-03,2.087
2022-05-04,1.871
2022-05-05,1.921
2022-05-06,1.939
2022-05-07,1.939
2022-05-08,1.939
2022-05-09,2.196
2022-05-10,2.155
2022-05-11,2.096
2022-05-12,2.032
2022-05-13,1.971
2022-05-14,1.971
2022-05-15,1.971
2022-05-16,1.9
2022-05-17,1.857
2022-05-18,1.881
2022-05-19,1.921
2022-05-20,1.913
2022-05-21,1.913
2022-05-22,1.913
2022-05-23,1.897
2022-05-24,1.905
2022-05-25,1.869
2022-05-26,1.895
2022-05-27,1.821
2022-05-28,1.821
2022-05-29,1.821
2022-05-30,1.821
2022-05-31,1.848
2022-06-01,1.762
2022-06-02,1.772
2022-06-03,1.697
2022-06-04,1.697
2022-06-05,1.697
2022-06-06,1.648
2022-06-07,1.566
2022-06-08,1.586
2022-06-09,1.572
2022-06-10,1.614
2022-06-11,1.614
2022-06-12,1.614
2022-06-13,1.744
2022-06-14,1.695
2022-06-15,1.706
2022-06-16,1.8
2022-06-17,1.979
2022-06-18,1.979
2022-06-19,1.979
2022-06-20,1.979
2022-06-21,1.886
2022-06-22,1.917
2022-06-23,2.118
2022-06-24,2.156
2022-06-25,2.156
2022-06-26,2.156
2022-06-27,1.935
2022-06-28,1.911
2022-06-29,2.015
2022-06-30,2.086
2022-07-01,2.022
2022-07-02,2.022
2022-07-03,2.022
2022-07-04,2.022
2022-07-05,2.194
2022-07-06,2.286
2022-07-07,1.883
2022-07-08,1.931
2022-07-09,1.931
2022-07-10,1.931
2022-07-11,1.958
2022-07-12,1.966
2022-07-13,2.036
2022-07-14,2.076
2022-07-15,2.886
2022-07-16,2.886
2022-07-17,2.886
2022-07-18,3.063
2022-07-19,2.984
2022-07-20,2.94
2022-07-21,3.152
2022-07-22,3.154
2022-07-23,3.154
2022-07-24,3.154
2022-07-25,2.977
2022-07-26,2.969
2022-07-27,2.932
2022-07-28,2.927
2022-07-29,2.806
2022-07-30,2.806
2022-07-31,2.806
2022-08-01,2.878
2022-08-02,2.747
2022-08-03,2.791
2022-08-04,3.079
2022-08-05,3.707
2022-08-06,3.707
2022-08-07,3.707
2022-08-08,3.707
2022-08-09,3.489
2022-08-10,3.454
2022-08-11,3.208
2022-08-12,3.165
2022-08-13,3.165
2022-08-14,3.165
2022-08-15,3.313
2022-08-16,3.275
2022-08-17,3.154
2022-08-18,3.047
2022-08-19,3.071
2022-08-20,3.071
2022-08-21,3.071
2022-08-22,3.054
2022-08-23,2.97
2022-08-24,2.997
2022-08-25,2.935
2022-08-26,2.979
2022-08-27,2.979
2022-08-28,2.979
2022-08-29,2.913
2022-08-30,3.119
2022-08-31,3.13
2022-09-01,3.343
2022-09-02,3.178
2022-09-03,3.178
2022-09-04,3.178
2022-09-05,3.178
2022-09-06,3.061
2022-09-07,3.063
2022-09-08,3.083
2022-09-09,2.992
2022-09-10,2.992
2022-09-11,2.992
2022-09-12,3.029
2022-09-13,3.117
2022-09-14,3.172
2022-09-15,3.312
2022-09-16,3.417
2022-09-17,3.417
2022-09-18,3.417
2022-09-19,3.371
2022-09-20,3.262
2022-09-21,3.39
2022-09-22,3.263
2022-09-23,3.626
2022-09-24,3.626
2022-09-25,3.626
2022-09-26,3.696
2022-09-27,3.445
2022-09-28,3.197
2022-09-29,3.311
2022-09-30,3.289
2022-10-01,3.289
2022-10-02,3.289
2022-10-03,3.119
2022-10-04,2.956
2022-10-05,3.013
2022-10-06,2.926
2022-10-07,2.981
2022-10-08,2.981
2022-10-09,2.981
2022-10-10,3.049
2022-10-11,3.17
2022-10-12,3.184
2022-10-13,3.144
2022-10-14,3.399
2022-10-15,3.399
2022-10-16,3.399
2022-10-17,3.32
2022-10-18,3.269
2022-10-19,3.109
2022-10-20,3.147
2022-10-21,3.064
2022-10-22,3.064
2022-10-23,3.064
2022-10-24,3.068
2022-10-25,3.114
2022-10-26,3.057
2022-10-27,3.017
2022-10-28,3.037
2022-10-29,3.037
2022-10-30,3.037
2022-10-31,2.981
2022-11-01,2.899
2022-11-02,3.0
2022-11-03,2.875
2022-11-04,2.83
2022-11-05,2.83
2022-11-06,2.83
2022-11-07,2.63
2022-11-08,2.664
2022-11-09,2.769
2022-11-10,2.712
2022-11-11,2.655
2022-11-12,2.655
2022-11-13,2.655
2022-11-14,2.719
2022-11-15,2.69
2022-11-16,2.656
2022-11-17,2.599
2022-11-18,2.662
2022-11-19,2.662
2022-11-20,2.662
2022-11-21,2.685
2022-11-22,2.621
2022-11-23,2.694
2022-11-24,2.694
2022-11-25,2.698
2022-11-26,2.698
2022-11-27,2.698
2022-11-28,2.812
2022-11-29,2.875
2022-11-30,2.942
2022-12-01,3.059
2022-12-02,3.15
2022-12-03,3.15
2022-12-04,3.15
2022-12-05,3.339
2022-12-06,3.385
2022-12-07,3.435
2022-12-08,3.523
2022-12-09,3.532
2022-12-10,3.532
2022-12-11,3.532
2022-12-12,3.377
2022-12-13,3.406
2022-12-14,3.525
2022-12-15,3.473
2022-12-16,3.488
2022-12-17,3.488
2022-12-18,3.488
2022-12-19,3.538
2022-12-20,3.48
2022-12-21,3.451
2022-12-22,3.524
2022-12-23,3.319
2022-12-24,3.319
2022-12-25,3.319
2022-12-26,3.319
2022-12-27,3.308
2022-12-28,3.457
2022-12-29,3.363
2022-12-30,3.379
2022-12-31,3.379
2023-01-01,3.379
2023-01-02,3.379
2023-01-03,3.539
2023-01-04,3.558
2023-01-05,3.664
2023-01-06,3.747
2023-01-07,3.747
2023-01-08,3.747
2023-01-09,3.726
2023-01-10,3.736
2023-01-11,3.761
2023-01-12,3.689
2023-01-13,3.679
2023-01-14,3.679
2023-01-15,3.679
2023-01-16,3.679
2023-01-17,3.531
2023-01-18,3.569
2023-01-19,3.449
2023-01-20,3.5
2023-01-21,3.5
2023-01-22,3.5
2023-01-23,3.421
2023-01-24,3.382
2023-01-25,3.44
2023-01-26,3.356
2023-01-27,3.475
2023-01-28,3.475
2023-01-29,3.475
2023-01-30,3.529
2023-01-31,3.445
2023-02-01,3.489
2023-02-02,3.541
2023-02-03,3.586
2023-02-04,3.586
2023-02-05,3.586
2023-02-06,3.638
2023-02-07,3.554
2023-02-08,3.614
2023-02-09,3.652
2023-02-10,3.432
2023-02-11,3.432
2023-02-12,3.432
2023-02-13,3.459
2023-02-14,3.422
2023-02-15,3.44
2023-02-16,3.514
2023-02-17,3.527
2023-02-18,3.527
2023-02-19,3.527
2023-02-20,3.527
2023-02-21,3.479
2023-02-22,3.528
2023-02-23,3.44
2023-02-24,3.423
2023-02-25,3.423
2023-02-26,3.423
2023-02-27,3.387
2023-02-28,3.662
2023-03-01,3.589
2023-03-02,3.643
2023-03-03,3.598
2023-03-04,3.598
2023-03-05,3.598
2023-03-06,3.613
2023-03-07,3.668
2023-03-08,3.786
2023-03-09,3.926
2023-03-10,3.973
2023-03-11,3.973
2023-03-12,3.973
2023-03-13,4.216
2023-03-14,4.188
2023-03-15,4.43
2023-03-16,4.211
2023-03-17,4.222
2023-03-18,4.222
2023-03-19,4.222
2023-03-20,4.14
2023-03-21,4.116
2023-03-22,4.162
2023-03-23,4.212
2023-03-24,4.282
2023-03-25,4.282
2023-03-26,4.282
2023-03-27,4.07
2023-03-28,3.987
2023-03-29,4.056
2023-03-30,4.095
2023-03-31,4.089
2023-04-01,4.089
2023-04-02,4.089
2023-04-03,4.037
2023-04-04,4.199
2023-04-05,3.97
2023-04-06,4.034
2023-04-07,4.034
2023-04-08,4.034
2023-04-09,4.034
2023-04-10,3.918
2023-04-11,3.8
2023-04-12,3.958
2023-04-13,4.021
2023-04-14,4.035
2023-04-15,4.035
2023-04-16,4.035
2023-04-17,4.123
2023-04-18,4.202
2023-04-19,4.243
2023-04-20,4.26
2023-04-21,4.336
2023-04-22,4.336
2023-04-23,4.336
2023-04-24,4.278
2023-04-25,4.429
2023-04-26,4.44
2023-04-27,4.425
2023-04-28,4.372
2023-04-29,4.372
2023-04-30,4.372
2023-05-01,4.403
2023-05-02,4.655
2023-05-03,4.801
2023-05-04,4.847
2023-05-05,4.565
2023-05-06,4.565
2023-05-07,4.565
2023-05-08,4.438
2023-05-09,4.377
2023-05-10,4.297
2023-05-11,4.304
2023-05-12,4.277
2023-05-13,4.277
2023-05-14,4.277
2023-05-15,4.201
2023-05-16,4.445
2023-05-17,4.316
2023-05-18,4.209
2023-05-19,4.273
2023-05-20,4.273
2023-05-21,4.273
2023-05-22,4.165
2023-05-23,4.2
2023-05-24,4.08
2023-05-25,4.135
2023-05-26,4.138
2023-05-27,4.138
2023-05-28,4.138
2023-05-29,4.138
2023-05-30,4.273
2023-05-31,4.358
2023-06-01,4.478
2023-06-02,4.216
2023-06-03,4.216
2023-06-04,4.216
2023-06-05,4.273
2023-06-06,4.115
2023-06-07,3.899
2023-06-08,3.987
2023-06-09,3.976
2023-06-10,3.976
2023-06-11,3.976
2023-06-12,4.061
2023-06-13,4.103
2023-06-14,4.14
2023-06-15,4.042
2023-06-16,4.049
2023-06-17,4.049
2023-06-18,4.049
2023-06-19,4.049
2023-06-20,4.108
2023-06-21,4.025
2023-06-22,4.131
2023-06-23,4.128
2023-06-24,4.128
2023-06-25,4.128
2023-06-26,4.075
2023-06-27,4.015
2023-06-28,4.054
2023-06-29,4.025
2023-06-30,3.99
2023-07-01,3.99
2023-07-02,3.99
2023-07-03,3.993
2023-07-04,3.993
2023-07-05,4.206
2023-07-06,4.292
2023-07-07,4.137
2023-07-08,4.137
2023-07-09,4.137
2023-07-10,4.152
2023-07-11,3.985
2023-07-12,4.043
2023-07-13,4.049
2023-07-14,4.125
2023-07-15,4.125
2023-07-16,4.125
2023-07-17,4.046
2023-07-18,3.965
2023-07-19,3.903
2023-07-20,3.811
2023-07-21,3.723
2023-07-22,3.723
2023-07-23,3.723
2023-07-24,3.68
2023-07-25,3.729
2023-07-26,3.637
2023-07-27,3.599
2023-07-28,3.521
2023-07-29,3.521
2023-07-30,3.521
2023-07-31,3.463
2023-08-01,3.456
2023-08-02,3.419
2023-08-03,3.453
2023-08-04,3.471
2023-08-05,3.471
2023-08-06,3.471
2023-08-07,3.435
2023-08-08,3.492
2023-08-09,3.399
2023-08-10,3.449
2023-08-11,3.361
2023-08-12,3.361
2023-08-13,3.361
2023-08-14,3.384
