,MGY US Equity
2020-10-11,14.89
2020-10-12,15.007
2020-10-13,15.185
2020-10-14,14.948
2020-10-15,14.635
2020-10-16,15.306
2020-10-17,15.306
2020-10-18,15.306
2020-10-19,15.585
2020-10-20,15.398
2020-10-21,15.398
2020-10-22,14.776
2020-10-23,15.306
2020-10-24,15.306
2020-10-25,15.306
2020-10-26,16.279
2020-10-27,16.348
2020-10-28,17.663
2020-10-29,17.266
2020-10-30,17.704
2020-10-31,17.704
2020-11-01,17.704
2020-11-02,16.961
2020-11-03,17.305
2020-11-04,18.559
2020-11-05,18.604
2020-11-06,18.426
2020-11-07,18.426
2020-11-08,18.426
2020-11-09,15.398
2020-11-10,14.919
2020-11-11,14.776
2020-11-12,14.919
2020-11-13,14.124
2020-11-14,14.124
2020-11-15,14.124
2020-11-16,13.134
2020-11-17,12.763
2020-11-18,13.316
2020-11-19,12.87
2020-11-20,12.806
2020-11-21,12.806
2020-11-22,12.806
2020-11-23,11.589
2020-11-24,11.024
2020-11-25,11.135
2020-11-26,11.135
2020-11-27,10.976
2020-11-28,10.976
2020-11-29,10.976
2020-11-30,12.294
2020-12-01,12.333
2020-12-02,11.894
2020-12-03,11.366
2020-12-04,10.369
2020-12-05,10.369
2020-12-06,10.369
2020-12-07,10.482
2020-12-08,10.245
2020-12-09,10.15
2020-12-10,9.545
2020-12-11,9.953
2020-12-12,9.953
2020-12-13,9.953
2020-12-14,10.245
2020-12-15,10.018
2020-12-16,10.177
2020-12-17,10.07
2020-12-18,10.286
2020-12-19,10.286
2020-12-20,10.286
2020-12-21,10.454
2020-12-22,10.93
2020-12-23,10.204
2020-12-24,10.439
2020-12-25,10.439
2020-12-26,10.439
2020-12-27,10.439
2020-12-28,10.511
2020-12-29,10.746
2020-12-30,10.369
2020-12-31,10.883
2021-01-01,10.883
2021-01-02,10.883
2021-01-03,10.883
2021-01-04,10.583
2021-01-05,9.665
2021-01-06,9.191
2021-01-07,9.039
2021-01-08,9.082
2021-01-09,9.082
2021-01-10,9.082
2021-01-11,8.811
2021-01-12,8.575
2021-01-13,8.842
2021-01-14,8.575
2021-01-15,8.791
2021-01-16,8.791
2021-01-17,8.791
2021-01-18,8.791
2021-01-19,8.518
2021-01-20,8.379
2021-01-21,8.614
2021-01-22,8.434
2021-01-23,8.434
2021-01-24,8.434
2021-01-25,8.139
2021-01-26,8.416
2021-01-27,8.481
2021-01-28,8.662
2021-01-29,9.071
2021-01-30,9.071
2021-01-31,9.071
2021-02-01,8.692
2021-02-02,8.633
2021-02-03,8.113
2021-02-04,7.954
2021-02-05,8.079
2021-02-06,8.079
2021-02-07,8.079
2021-02-08,7.761
2021-02-09,7.848
2021-02-10,7.769
2021-02-11,7.937
2021-02-12,7.738
2021-02-13,7.738
2021-02-14,7.738
2021-02-15,7.738
2021-02-16,7.533
2021-02-17,7.452
2021-02-18,7.793
2021-02-19,7.6
2021-02-20,7.6
2021-02-21,7.6
2021-02-22,7.467
2021-02-23,6.601
2021-02-24,6.04
2021-02-25,6.303
2021-02-26,6.371
2021-02-27,6.371
2021-02-28,6.371
2021-03-01,6.371
2021-03-02,6.484
2021-03-03,6.578
2021-03-04,6.419
2021-03-05,5.984
2021-03-06,5.984
2021-03-07,5.984
2021-03-08,6.003
2021-03-09,6.012
2021-03-10,6.074
2021-03-11,5.856
2021-03-12,6.04
2021-03-13,6.04
2021-03-14,6.04
2021-03-15,6.083
2021-03-16,6.334
2021-03-17,6.478
2021-03-18,7.017
2021-03-19,6.573
2021-03-20,6.573
2021-03-21,6.573
2021-03-22,6.699
2021-03-23,7.154
2021-03-24,7.101
2021-03-25,6.782
2021-03-26,6.446
2021-03-27,6.446
2021-03-28,6.446
2021-03-29,6.67
2021-03-30,6.612
2021-03-31,6.693
2021-04-01,6.303
2021-04-02,6.303
2021-04-03,6.303
2021-04-04,6.303
2021-04-05,6.578
2021-04-06,6.545
2021-04-07,6.419
2021-04-08,6.556
2021-04-09,6.595
2021-04-10,6.595
2021-04-11,6.595
2021-04-12,6.812
2021-04-13,7.056
2021-04-14,6.561
2021-04-15,6.67
2021-04-16,6.916
2021-04-17,6.916
2021-04-18,6.916
2021-04-19,6.941
2021-04-20,7.208
2021-04-21,7.108
2021-04-22,7.147
2021-04-23,7.141
2021-04-24,7.141
2021-04-25,7.141
2021-04-26,6.991
2021-04-27,6.979
2021-04-28,6.612
2021-04-29,6.567
2021-04-30,6.824
2021-05-01,6.824
2021-05-02,6.824
2021-05-03,6.728
2021-05-04,6.734
2021-05-05,6.371
2021-05-06,6.403
2021-05-07,6.237
2021-05-08,6.237
2021-05-09,6.237
2021-05-10,6.293
2021-05-11,6.419
2021-05-12,6.414
2021-05-13,6.607
2021-05-14,6.191
2021-05-15,6.191
2021-05-16,6.191
2021-05-17,5.984
2021-05-18,6.298
2021-05-19,6.468
2021-05-20,6.435
2021-05-21,6.506
2021-05-22,6.506
2021-05-23,6.506
2021-05-24,6.324
2021-05-25,6.556
2021-05-26,6.308
2021-05-27,6.122
2021-05-28,5.947
2021-05-29,5.947
2021-05-30,5.947
2021-05-31,5.947
2021-06-01,5.584
2021-06-02,5.339
2021-06-03,5.396
2021-06-04,5.422
2021-06-05,5.422
2021-06-06,5.422
2021-06-07,5.317
2021-06-08,5.181
2021-06-09,5.266
2021-06-10,5.206
2021-06-11,5.075
2021-06-12,5.075
2021-06-13,5.075
2021-06-14,5.062
2021-06-15,4.808
2021-06-16,4.854
2021-06-17,5.153
2021-06-18,5.43
2021-06-19,5.43
2021-06-20,5.43
2021-06-21,5.227
2021-06-22,5.136
2021-06-23,4.996
2021-06-24,4.906
2021-06-25,4.74
2021-06-26,4.74
2021-06-27,4.74
2021-06-28,5.009
2021-06-29,5.025
2021-06-30,4.916
2021-07-01,4.778
2021-07-02,4.814
2021-07-03,4.814
2021-07-04,4.814
2021-07-05,4.814
2021-07-06,5.058
2021-07-07,5.105
2021-07-08,5.122
2021-07-09,4.957
2021-07-10,4.957
2021-07-11,4.957
2021-07-12,4.872
2021-07-13,4.957
2021-07-14,5.209
2021-07-15,5.339
2021-07-16,5.576
2021-07-17,5.576
2021-07-18,5.576
2021-07-19,5.879
2021-07-20,5.621
2021-07-21,5.473
2021-07-22,5.528
2021-07-23,5.608
2021-07-24,5.608
2021-07-25,5.608
2021-07-26,5.369
2021-07-27,5.528
2021-07-28,5.392
2021-07-29,5.434
2021-07-30,5.488
2021-07-31,5.488
2021-08-01,5.488
2021-08-02,5.532
2021-08-03,5.453
2021-08-04,5.76
2021-08-05,5.399
2021-08-06,5.306
2021-08-07,5.306
2021-08-08,5.306
2021-08-09,5.532
2021-08-10,5.328
2021-08-11,5.159
2021-08-12,5.094
2021-08-13,5.302
2021-08-14,5.302
2021-08-15,5.302
2021-08-16,5.473
2021-08-17,5.497
2021-08-18,5.715
2021-08-19,5.842
2021-08-20,5.789
2021-08-21,5.789
2021-08-22,5.789
2021-08-23,5.473
2021-08-24,5.332
2021-08-25,5.266
2021-08-26,5.291
2021-08-27,5.064
2021-08-28,5.064
2021-08-29,5.064
2021-08-30,4.952
2021-08-31,4.873
2021-09-01,4.914
2021-09-02,4.67
2021-09-03,4.806
2021-09-04,4.806
2021-09-05,4.806
2021-09-06,4.806
2021-09-07,4.864
2021-09-08,4.8
2021-09-09,4.749
2021-09-10,4.77
2021-09-11,4.77
2021-09-12,4.77
2021-09-13,4.679
2021-09-14,4.809
2021-09-15,4.513
2021-09-16,4.445
2021-09-17,4.573
2021-09-18,4.573
2021-09-19,4.573
2021-09-20,4.731
2021-09-21,4.767
2021-09-22,4.691
2021-09-23,4.422
2021-09-24,4.597
2021-09-25,4.597
2021-09-26,4.597
2021-09-27,4.283
2021-09-28,4.271
2021-09-29,4.359
2021-09-30,4.295
2021-10-01,4.144
2021-10-02,4.144
2021-10-03,4.144
2021-10-04,3.984
2021-10-05,4.03
2021-10-06,4.075
2021-10-07,4.034
2021-10-08,3.861
2021-10-09,3.861
2021-10-10,3.861
2021-10-11,3.82
2021-10-12,3.847
2021-10-13,3.77
2021-10-14,3.736
2021-10-15,3.771
2021-10-16,3.771
2021-10-17,3.771
2021-10-18,3.689
2021-10-19,3.729
2021-10-20,3.668
2021-10-21,3.707
2021-10-22,3.647
2021-10-23,3.647
2021-10-24,3.647
2021-10-25,3.508
2021-10-26,3.481
2021-10-27,3.581
2021-10-28,3.574
2021-10-29,3.659
2021-10-30,3.659
2021-10-31,3.659
2021-11-01,3.529
2021-11-02,3.698
2021-11-03,3.775
2021-11-04,3.746
2021-11-05,3.693
2021-11-06,3.693
2021-11-07,3.693
2021-11-08,3.628
2021-11-09,3.644
2021-11-10,3.811
2021-11-11,3.794
2021-11-12,3.77
2021-11-13,3.77
2021-11-14,3.77
2021-11-15,3.727
2021-11-16,3.762
2021-11-17,3.888
2021-11-18,3.838
2021-11-19,3.992
2021-11-20,3.992
2021-11-21,3.992
2021-11-22,3.98
2021-11-23,3.859
2021-11-24,3.786
2021-11-25,3.786
2021-11-26,4.06
2021-11-27,4.06
2021-11-28,4.06
2021-11-29,3.949
2021-11-30,4.028
2021-12-01,4.212
2021-12-02,4.112
2021-12-03,4.164
2021-12-04,4.164
2021-12-05,4.164
2021-12-06,3.902
2021-12-07,3.697
2021-12-08,3.635
2021-12-09,3.76
2021-12-10,3.738
2021-12-11,3.738
2021-12-12,3.738
2021-12-13,3.888
2021-12-14,3.982
2021-12-15,4.0
2021-12-16,4.066
2021-12-17,4.128
2021-12-18,4.128
2021-12-19,4.128
2021-12-20,4.276
2021-12-21,4.095
2021-12-22,4.051
2021-12-23,4.079
2021-12-24,4.079
2021-12-25,4.079
2021-12-26,4.079
2021-12-27,3.886
2021-12-28,3.951
2021-12-29,3.939
2021-12-30,4.034
2021-12-31,4.049
2022-01-01,4.049
2022-01-02,4.049
2022-01-03,3.857
2022-01-04,3.628
2022-01-05,3.832
2022-01-06,3.783
2022-01-07,3.842
2022-01-08,3.842
2022-01-09,3.842
2022-01-10,3.877
2022-01-11,3.638
2022-01-12,3.618
2022-01-13,3.628
2022-01-14,3.437
2022-01-15,3.437
2022-01-16,3.437
2022-01-17,3.437
2022-01-18,3.579
2022-01-19,3.562
2022-01-20,3.731
2022-01-21,3.849
2022-01-22,3.849
2022-01-23,3.849
2022-01-24,3.715
2022-01-25,3.519
2022-01-26,3.524
2022-01-27,3.505
2022-01-28,3.518
2022-01-29,3.518
2022-01-30,3.518
2022-01-31,3.533
2022-02-01,3.381
2022-02-02,3.399
2022-02-03,3.348
2022-02-04,3.489
2022-02-05,3.489
2022-02-06,3.489
2022-02-07,3.483
2022-02-08,3.704
2022-02-09,3.552
2022-02-10,3.64
2022-02-11,3.515
2022-02-12,3.515
2022-02-13,3.515
2022-02-14,3.631
2022-02-15,3.763
2022-02-16,3.728
2022-02-17,3.654
2022-02-18,3.688
2022-02-19,3.688
2022-02-20,3.688
2022-02-21,3.688
2022-02-22,3.752
2022-02-23,3.701
2022-02-24,3.633
2022-02-25,3.611
2022-02-26,3.611
2022-02-27,3.611
2022-02-28,3.386
2022-03-01,3.358
2022-03-02,3.306
2022-03-03,3.337
2022-03-04,3.18
2022-03-05,3.18
2022-03-06,3.18
2022-03-07,3.173
2022-03-08,3.21
2022-03-09,3.263
2022-03-10,3.29
2022-03-11,3.182
2022-03-12,3.182
2022-03-13,3.182
2022-03-14,3.405
2022-03-15,3.414
2022-03-16,3.383
2022-03-17,3.163
2022-03-18,3.171
2022-03-19,3.171
2022-03-20,3.171
2022-03-21,3.058
2022-03-22,3.07
2022-03-23,3.015
2022-03-24,3.017
2022-03-25,2.893
2022-03-26,2.893
2022-03-27,2.893
2022-03-28,2.99
2022-03-29,2.973
2022-03-30,2.996
2022-03-31,3.112
2022-04-01,3.085
2022-04-02,3.085
2022-04-03,3.085
2022-04-04,3.044
2022-04-05,3.063
2022-04-06,3.13
2022-04-07,3.025
2022-04-08,2.879
2022-04-09,2.879
2022-04-10,2.879
2022-04-11,2.394
2022-04-12,2.353
2022-04-13,2.31
2022-04-14,2.292
2022-04-15,2.292
2022-04-16,2.292
2022-04-17,2.292
2022-04-18,2.28
2022-04-19,2.315
2022-04-20,2.285
2022-04-21,2.415
2022-04-22,2.504
2022-04-23,2.504
2022-04-24,2.504
2022-04-25,2.567
2022-04-26,2.62
2022-04-27,2.609
2022-04-28,2.502
2022-04-29,2.587
2022-04-30,2.587
2022-05-01,2.587
2022-05-02,2.599
2022-05-03,2.469
2022-05-04,2.362
2022-05-05,2.416
2022-05-06,2.342
2022-05-07,2.342
2022-05-08,2.342
2022-05-09,2.615
2022-05-10,2.342
2022-05-11,2.318
2022-05-12,2.306
2022-05-13,2.198
2022-05-14,2.198
2022-05-15,2.198
2022-05-16,2.182
2022-05-17,2.12
2022-05-18,2.194
2022-05-19,2.168
2022-05-20,2.127
2022-05-21,2.127
2022-05-22,2.127
2022-05-23,2.035
2022-05-24,2.044
2022-05-25,1.968
2022-05-26,1.936
2022-05-27,1.849
2022-05-28,1.849
2022-05-29,1.849
2022-05-30,1.849
2022-05-31,1.889
2022-06-01,1.84
2022-06-02,1.905
2022-06-03,1.862
2022-06-04,1.862
2022-06-05,1.862
2022-06-06,1.844
2022-06-07,1.754
2022-06-08,1.774
2022-06-09,1.786
2022-06-10,1.811
2022-06-11,1.811
2022-06-12,1.811
2022-06-13,1.916
2022-06-14,1.911
2022-06-15,1.928
2022-06-16,2.056
2022-06-17,2.194
2022-06-18,2.194
2022-06-19,2.194
2022-06-20,2.194
2022-06-21,2.111
2022-06-22,2.251
2022-06-23,2.385
2022-06-24,2.459
2022-06-25,2.459
2022-06-26,2.459
2022-06-27,2.392
2022-06-28,2.29
2022-06-29,2.359
2022-06-30,2.484
2022-07-01,2.497
2022-07-02,2.497
2022-07-03,2.497
2022-07-04,2.497
2022-07-05,2.738
2022-07-06,2.742
2022-07-07,2.579
2022-07-08,2.602
2022-07-09,2.602
2022-07-10,2.602
2022-07-11,2.635
2022-07-12,2.708
2022-07-13,2.679
2022-07-14,2.715
2022-07-15,2.651
2022-07-16,2.651
2022-07-17,2.651
2022-07-18,2.56
2022-07-19,2.418
2022-07-20,2.355
2022-07-21,2.258
2022-07-22,2.323
2022-07-23,2.323
2022-07-24,2.323
2022-07-25,2.157
2022-07-26,2.176
2022-07-27,2.079
2022-07-28,2.078
2022-07-29,2.011
2022-07-30,2.011
2022-07-31,2.011
2022-08-01,2.047
2022-08-02,2.02
2022-08-03,2.105
2022-08-04,2.226
2022-08-05,2.188
2022-08-06,2.188
2022-08-07,2.188
2022-08-08,2.187
2022-08-09,2.188
2022-08-10,2.139
2022-08-11,2.207
2022-08-12,2.182
2022-08-13,2.182
2022-08-14,2.182
2022-08-15,2.423
2022-08-16,2.469
2022-08-17,2.424
2022-08-18,2.287
2022-08-19,2.336
2022-08-20,2.336
2022-08-21,2.336
2022-08-22,2.428
2022-08-23,2.352
2022-08-24,2.302
2022-08-25,2.312
2022-08-26,2.322
2022-08-27,2.322
2022-08-28,2.322
2022-08-29,2.265
2022-08-30,2.409
2022-08-31,2.404
2022-09-01,2.548
2022-09-02,2.476
2022-09-03,2.476
2022-09-04,2.476
2022-09-05,2.476
2022-09-06,2.529
2022-09-07,2.603
2022-09-08,2.568
2022-09-09,2.476
2022-09-10,2.476
2022-09-11,2.476
2022-09-12,2.43
2022-09-13,2.503
2022-09-14,2.374
2022-09-15,2.501
2022-09-16,2.528
2022-09-17,2.528
2022-09-18,2.528
2022-09-19,2.555
2022-09-20,2.548
2022-09-21,2.663
2022-09-22,2.72
2022-09-23,3.025
2022-09-24,3.025
2022-09-25,3.025
2022-09-26,3.134
2022-09-27,3.067
2022-09-28,2.925
2022-09-29,2.915
2022-09-30,2.897
2022-10-01,2.897
2022-10-02,2.897
2022-10-03,2.665
2022-10-04,2.572
2022-10-05,2.515
2022-10-06,2.433
2022-10-07,2.495
2022-10-08,2.495
2022-10-09,2.495
2022-10-10,2.544
2022-10-11,2.636
2022-10-12,2.53
2022-10-13,2.473
2022-10-14,2.611
2022-10-15,2.611
2022-10-16,2.611
2022-10-17,2.54
2022-10-18,2.494
2022-10-19,2.403
2022-10-20,2.422
2022-10-21,2.305
2022-10-22,2.305
2022-10-23,2.305
2022-10-24,2.281
2022-10-25,2.277
2022-10-26,2.213
2022-10-27,2.284
2022-10-28,2.304
2022-10-29,2.304
2022-10-30,2.304
2022-10-31,2.235
2022-11-01,2.245
2022-11-02,2.42
2022-11-03,2.382
2022-11-04,2.291
2022-11-05,2.291
2022-11-06,2.291
2022-11-07,2.191
2022-11-08,2.212
2022-11-09,2.388
2022-11-10,2.314
2022-11-11,2.225
2022-11-12,2.225
2022-11-13,2.225
2022-11-14,2.142
2022-11-15,2.079
2022-11-16,2.166
2022-11-17,2.187
2022-11-18,2.169
2022-11-19,2.169
2022-11-20,2.169
2022-11-21,2.23
2022-11-22,2.136
2022-11-23,2.223
2022-11-24,2.223
2022-11-25,2.224
2022-11-26,2.224
2022-11-27,2.224
2022-11-28,2.304
2022-11-29,2.273
2022-11-30,2.208
2022-12-01,2.246
2022-12-02,2.234
2022-12-03,2.234
2022-12-04,2.234
2022-12-05,2.374
2022-12-06,2.443
2022-12-07,2.473
2022-12-08,2.561
2022-12-09,2.599
2022-12-10,2.599
2022-12-11,2.599
2022-12-12,2.531
2022-12-13,2.479
2022-12-14,2.481
2022-12-15,2.464
2022-12-16,2.513
2022-12-17,2.513
2022-12-18,2.513
2022-12-19,2.551
2022-12-20,2.535
2022-12-21,2.46
2022-12-22,2.502
2022-12-23,2.392
2022-12-24,2.392
2022-12-25,2.392
2022-12-26,2.392
2022-12-27,2.404
2022-12-28,2.51
2022-12-29,2.467
2022-12-30,2.455
2022-12-31,2.455
2023-01-01,2.455
2023-01-02,2.455
2023-01-03,2.596
2023-01-04,2.572
2023-01-05,2.615
2023-01-06,2.59
2023-01-07,2.59
2023-01-08,2.59
2023-01-09,2.517
2023-01-10,2.463
2023-01-11,2.413
2023-01-12,2.329
2023-01-13,2.337
2023-01-14,2.337
2023-01-15,2.337
2023-01-16,2.337
2023-01-17,2.353
2023-01-18,2.415
2023-01-19,2.363
2023-01-20,2.335
2023-01-21,2.335
2023-01-22,2.335
2023-01-23,2.313
2023-01-24,2.387
2023-01-25,2.407
2023-01-26,2.336
2023-01-27,2.36
2023-01-28,2.36
2023-01-29,2.36
2023-01-30,2.425
2023-01-31,2.356
2023-02-01,2.417
2023-02-02,2.427
2023-02-03,2.408
2023-02-04,2.408
2023-02-05,2.408
2023-02-06,2.491
2023-02-07,2.374
2023-02-08,2.425
2023-02-09,2.492
2023-02-10,2.362
2023-02-11,2.362
2023-02-12,2.362
2023-02-13,2.399
2023-02-14,2.289
2023-02-15,2.347
2023-02-16,2.348
2023-02-17,2.419
2023-02-18,2.419
2023-02-19,2.419
2023-02-20,2.419
2023-02-21,2.45
2023-02-22,2.518
2023-02-23,2.421
2023-02-24,2.421
2023-02-25,2.421
2023-02-26,2.421
2023-02-27,2.415
2023-02-28,2.439
2023-03-01,2.383
2023-03-02,2.333
2023-03-03,2.293
2023-03-04,2.293
2023-03-05,2.293
2023-03-06,2.323
2023-03-07,2.358
2023-03-08,2.42
2023-03-09,2.399
2023-03-10,2.463
2023-03-11,2.463
2023-03-12,2.463
2023-03-13,2.531
2023-03-14,2.501
2023-03-15,2.65
2023-03-16,2.566
2023-03-17,2.63
2023-03-18,2.63
2023-03-19,2.63
2023-03-20,2.517
2023-03-21,2.423
2023-03-22,2.498
2023-03-23,2.577
2023-03-24,2.545
2023-03-25,2.545
2023-03-26,2.545
2023-03-27,2.468
2023-03-28,2.48
2023-03-29,2.439
2023-03-30,2.439
2023-03-31,2.403
2023-04-01,2.403
2023-04-02,2.403
2023-04-03,2.272
2023-04-04,2.31
2023-04-05,2.306
2023-04-06,2.345
2023-04-07,2.345
2023-04-08,2.345
2023-04-09,2.345
2023-04-10,2.311
2023-04-11,2.264
2023-04-12,2.289
2023-04-13,2.257
2023-04-14,2.249
2023-04-15,2.249
2023-04-16,2.249
2023-04-17,2.3
2023-04-18,2.328
2023-04-19,2.365
2023-04-20,2.417
2023-04-21,2.454
2023-04-22,2.454
2023-04-23,2.454
2023-04-24,2.396
2023-04-25,2.522
2023-04-26,2.564
2023-04-27,2.566
2023-04-28,2.48
2023-04-29,2.48
2023-04-30,2.48
2023-05-01,2.498
2023-05-02,2.624
2023-05-03,2.637
2023-05-04,2.768
2023-05-05,2.641
2023-05-06,2.641
2023-05-07,2.641
2023-05-08,2.631
2023-05-09,2.689
2023-05-10,2.695
2023-05-11,2.723
2023-05-12,2.674
2023-05-13,2.674
2023-05-14,2.674
2023-05-15,2.64
2023-05-16,2.685
2023-05-17,2.655
2023-05-18,2.65
2023-05-19,2.351
2023-05-20,2.351
2023-05-21,2.351
2023-05-22,2.259
2023-05-23,2.276
2023-05-24,2.282
2023-05-25,2.357
2023-05-26,2.351
2023-05-27,2.351
2023-05-28,2.351
2023-05-29,2.351
2023-05-30,2.401
2023-05-31,2.42
2023-06-01,2.436
2023-06-02,2.297
2023-06-03,2.297
2023-06-04,2.297
2023-06-05,2.374
2023-06-06,2.323
2023-06-07,2.225
2023-06-08,2.226
2023-06-09,2.266
2023-06-10,2.266
2023-06-11,2.266
2023-06-12,2.321
2023-06-13,2.611
2023-06-14,2.657
2023-06-15,2.592
2023-06-16,2.575
2023-06-17,2.575
2023-06-18,2.575
2023-06-19,2.575
2023-06-20,2.664
2023-06-21,2.659
2023-06-22,2.703
2023-06-23,2.715
2023-06-24,2.715
2023-06-25,2.715
2023-06-26,2.664
2023-06-27,2.679
2023-06-28,2.639
2023-06-29,2.574
2023-06-30,2.554
2023-07-01,2.554
2023-07-02,2.554
2023-07-03,2.565
2023-07-04,2.565
2023-07-05,2.564
2023-07-06,2.611
2023-07-07,2.494
2023-07-08,2.494
2023-07-09,2.494
2023-07-10,2.513
2023-07-11,2.485
2023-07-12,2.476
2023-07-13,2.458
2023-07-14,2.608
2023-07-15,2.608
2023-07-16,2.608
2023-07-17,2.587
2023-07-18,2.545
2023-07-19,2.57
2023-07-20,2.534
2023-07-21,2.53
2023-07-22,2.53
2023-07-23,2.53
2023-07-24,2.484
2023-07-25,2.46
2023-07-26,2.509
2023-07-27,2.539
2023-07-28,2.417
2023-07-29,2.417
2023-07-30,2.417
2023-07-31,2.41
2023-08-01,2.406
2023-08-02,2.42
2023-08-03,2.315
2023-08-04,2.323
2023-08-05,2.323
2023-08-06,2.323
2023-08-07,2.314
2023-08-08,2.323
2023-08-09,2.29
2023-08-10,2.337
2023-08-11,2.336
2023-08-12,2.336
2023-08-13,2.336
2023-08-14,2.324
2023-08-15,2.342
2023-08-16,2.367
2023-08-17,2.34
2023-08-18,2.321
2023-08-19,2.321
2023-08-20,2.321
2023-08-21,2.324
2023-08-22,2.366
2023-08-23,2.39
