,SON US Equity
2020-10-28,4.602
2020-10-29,4.523
2020-10-30,4.602
2020-10-31,4.602
2020-11-01,4.602
2020-11-02,4.426
2020-11-03,4.264
2020-11-04,4.356
2020-11-05,4.25
2020-11-06,4.238
2020-11-07,4.238
2020-11-08,4.238
2020-11-09,4.071
2020-11-10,3.902
2020-11-11,4.005
2020-11-12,4.093
2020-11-13,3.971
2020-11-14,3.971
2020-11-15,3.971
2020-11-16,3.917
2020-11-17,3.866
2020-11-18,3.9
2020-11-19,3.871
2020-11-20,3.887
2020-11-21,3.887
2020-11-22,3.887
2020-11-23,3.885
2020-11-24,3.77
2020-11-25,3.79
2020-11-26,3.79
2020-11-27,3.785
2020-11-28,3.785
2020-11-29,3.785
2020-11-30,3.844
2020-12-01,3.79
2020-12-02,3.815
2020-12-03,3.804
2020-12-04,3.708
2020-12-05,3.708
2020-12-06,3.708
2020-12-07,3.706
2020-12-08,3.672
2020-12-09,3.615
2020-12-10,3.618
2020-12-11,3.643
2020-12-12,3.643
2020-12-13,3.643
2020-12-14,3.731
2020-12-15,3.71
2020-12-16,3.722
2020-12-17,3.723
2020-12-18,3.727
2020-12-19,3.727
2020-12-20,3.727
2020-12-21,3.757
2020-12-22,3.76
2020-12-23,3.763
2020-12-24,3.755
2020-12-25,3.755
2020-12-26,3.755
2020-12-27,3.755
2020-12-28,3.754
2020-12-29,3.799
2020-12-30,3.753
2020-12-31,3.767
2021-01-01,3.767
2021-01-02,3.767
2021-01-03,3.767
2021-01-04,3.821
2021-01-05,3.789
2021-01-06,3.646
2021-01-07,3.624
2021-01-08,3.692
2021-01-09,3.692
2021-01-10,3.692
2021-01-11,3.645
2021-01-12,3.622
2021-01-13,3.675
2021-01-14,3.701
2021-01-15,3.718
2021-01-16,3.718
2021-01-17,3.718
2021-01-18,3.718
2021-01-19,3.713
2021-01-20,3.622
2021-01-21,3.664
2021-01-22,3.686
2021-01-23,3.686
2021-01-24,3.686
2021-01-25,3.645
2021-01-26,3.722
2021-01-27,3.864
2021-01-28,3.814
2021-01-29,3.854
2021-01-30,3.854
2021-01-31,3.854
2021-02-01,3.833
2021-02-02,3.801
2021-02-03,3.816
2021-02-04,3.825
2021-02-05,3.731
2021-02-06,3.731
2021-02-07,3.731
2021-02-08,3.691
2021-02-09,3.678
2021-02-10,3.639
2021-02-11,3.749
2021-02-12,3.874
2021-02-13,3.874
2021-02-14,3.874
2021-02-15,3.874
2021-02-16,3.885
2021-02-17,3.888
2021-02-18,3.895
2021-02-19,3.825
2021-02-20,3.825
2021-02-21,3.825
2021-02-22,3.758
2021-02-23,3.782
2021-02-24,3.78
2021-02-25,3.771
2021-02-26,3.848
2021-02-27,3.848
2021-02-28,3.848
2021-03-01,3.755
2021-03-02,3.734
2021-03-03,3.741
2021-03-04,3.803
2021-03-05,3.685
2021-03-06,3.685
2021-03-07,3.685
2021-03-08,3.619
2021-03-09,3.682
2021-03-10,3.657
2021-03-11,3.702
2021-03-12,3.649
2021-03-13,3.649
2021-03-14,3.649
2021-03-15,3.618
2021-03-16,3.652
2021-03-17,3.631
2021-03-18,3.611
2021-03-19,3.62
2021-03-20,3.62
2021-03-21,3.62
2021-03-22,3.634
2021-03-23,3.738
2021-03-24,3.67
2021-03-25,3.623
2021-03-26,3.569
2021-03-27,3.569
2021-03-28,3.569
2021-03-29,3.59
2021-03-30,3.577
2021-03-31,3.622
2021-04-01,3.582
2021-04-02,3.582
2021-04-03,3.582
2021-04-04,3.582
2021-04-05,3.537
2021-04-06,3.523
2021-04-07,3.584
2021-04-08,3.594
2021-04-09,3.575
2021-04-10,3.575
2021-04-11,3.575
2021-04-12,3.544
2021-04-13,3.583
2021-04-14,3.577
2021-04-15,3.564
2021-04-16,3.533
2021-04-17,3.533
2021-04-18,3.533
2021-04-19,3.532
2021-04-20,3.557
2021-04-21,3.507
2021-04-22,3.563
2021-04-23,3.504
2021-04-24,3.504
2021-04-25,3.504
2021-04-26,3.508
2021-04-27,3.521
2021-04-28,3.5
2021-04-29,3.468
2021-04-30,3.502
2021-05-01,3.502
2021-05-02,3.502
2021-05-03,3.469
2021-05-04,3.393
2021-05-05,3.375
2021-05-06,3.309
2021-05-07,3.331
2021-05-08,3.331
2021-05-09,3.331
2021-05-10,3.325
2021-05-11,3.36
2021-05-12,3.422
2021-05-13,3.329
2021-05-14,3.306
2021-05-15,3.306
2021-05-16,3.306
2021-05-17,3.295
2021-05-18,3.331
2021-05-19,3.368
2021-05-20,3.376
2021-05-21,3.364
2021-05-22,3.364
2021-05-23,3.364
2021-05-24,3.354
2021-05-25,3.388
2021-05-26,3.381
2021-05-27,3.388
2021-05-28,3.373
2021-05-29,3.373
2021-05-30,3.373
2021-05-31,3.373
2021-06-01,3.35
2021-06-02,3.382
2021-06-03,3.391
2021-06-04,3.378
2021-06-05,3.378
2021-06-06,3.378
2021-06-07,3.415
2021-06-08,3.4
2021-06-09,3.414
2021-06-10,3.407
2021-06-11,3.38
2021-06-12,3.38
2021-06-13,3.38
2021-06-14,3.407
2021-06-15,3.382
2021-06-16,3.413
2021-06-17,3.47
2021-06-18,3.505
2021-06-19,3.505
2021-06-20,3.505
2021-06-21,3.461
2021-06-22,3.45
2021-06-23,3.476
2021-06-24,3.449
2021-06-25,3.408
2021-06-26,3.408
2021-06-27,3.408
2021-06-28,3.422
2021-06-29,3.43
2021-06-30,3.405
2021-07-01,3.416
2021-07-02,3.421
2021-07-03,3.421
2021-07-04,3.421
2021-07-05,3.421
2021-07-06,3.428
2021-07-07,3.384
2021-07-08,3.4
2021-07-09,3.384
2021-07-10,3.384
2021-07-11,3.384
2021-07-12,3.375
2021-07-13,3.405
2021-07-14,3.386
2021-07-15,3.401
2021-07-16,3.423
2021-07-17,3.423
2021-07-18,3.423
2021-07-19,3.461
2021-07-20,3.45
2021-07-21,3.47
2021-07-22,3.646
2021-07-23,3.658
2021-07-24,3.658
2021-07-25,3.658
2021-07-26,3.61
2021-07-27,3.616
2021-07-28,3.592
2021-07-29,3.567
2021-07-30,3.571
2021-07-31,3.571
2021-08-01,3.571
2021-08-02,3.58
2021-08-03,3.539
2021-08-04,3.598
2021-08-05,3.613
2021-08-06,3.612
2021-08-07,3.612
2021-08-08,3.612
2021-08-09,3.578
2021-08-10,3.569
2021-08-11,3.528
2021-08-12,3.513
2021-08-13,3.486
2021-08-14,3.486
2021-08-15,3.486
2021-08-16,3.49
2021-08-17,3.505
2021-08-18,3.526
2021-08-19,3.518
2021-08-20,3.502
2021-08-21,3.502
2021-08-22,3.502
2021-08-23,3.51
2021-08-24,3.516
2021-08-25,3.482
2021-08-26,3.497
2021-08-27,3.465
2021-08-28,3.465
2021-08-29,3.465
2021-08-30,3.455
2021-08-31,3.463
2021-09-01,3.456
2021-09-02,3.404
2021-09-03,3.425
2021-09-04,3.425
2021-09-05,3.425
2021-09-06,3.425
2021-09-07,3.484
2021-09-08,3.515
2021-09-09,3.548
2021-09-10,3.597
2021-09-11,3.597
2021-09-12,3.597
2021-09-13,3.611
2021-09-14,3.639
2021-09-15,3.632
2021-09-16,3.685
2021-09-17,3.757
2021-09-18,3.757
2021-09-19,3.757
2021-09-20,3.758
2021-09-21,3.783
2021-09-22,3.755
2021-09-23,3.728
2021-09-24,3.75
2021-09-25,3.75
2021-09-26,3.75
2021-09-27,3.718
2021-09-28,3.738
2021-09-29,3.737
2021-09-30,3.796
2021-10-01,3.759
2021-10-02,3.759
2021-10-03,3.759
2021-10-04,3.737
2021-10-05,3.716
2021-10-06,3.71
2021-10-07,3.687
2021-10-08,3.72
2021-10-09,3.72
2021-10-10,3.72
2021-10-11,3.724
2021-10-12,3.728
2021-10-13,3.715
2021-10-14,3.682
2021-10-15,3.689
2021-10-16,3.689
2021-10-17,3.689
2021-10-18,3.685
2021-10-19,3.713
2021-10-20,3.673
2021-10-21,3.796
2021-10-22,3.799
2021-10-23,3.799
2021-10-24,3.799
2021-10-25,3.855
2021-10-26,3.814
2021-10-27,3.891
2021-10-28,3.871
2021-10-29,3.902
2021-10-30,3.902
2021-10-31,3.902
2021-11-01,3.866
2021-11-02,3.854
2021-11-03,3.837
2021-11-04,3.796
2021-11-05,3.726
2021-11-06,3.726
2021-11-07,3.726
2021-11-08,3.739
2021-11-09,3.694
2021-11-10,3.68
2021-11-11,3.648
2021-11-12,3.62
2021-11-13,3.62
2021-11-14,3.62
2021-11-15,3.63
2021-11-16,3.649
2021-11-17,3.629
2021-11-18,3.677
2021-11-19,3.673
2021-11-20,3.673
2021-11-21,3.673
2021-11-22,3.591
2021-11-23,3.593
2021-11-24,3.624
2021-11-25,3.624
2021-11-26,3.691
2021-11-27,3.691
2021-11-28,3.691
2021-11-29,3.705
2021-11-30,3.861
2021-12-01,3.863
2021-12-02,3.806
2021-12-03,3.805
2021-12-04,3.805
2021-12-05,3.805
2021-12-06,3.721
2021-12-07,3.728
2021-12-08,3.726
2021-12-09,3.765
2021-12-10,3.694
2021-12-11,3.694
2021-12-12,3.694
2021-12-13,3.724
2021-12-14,3.748
2021-12-15,3.746
2021-12-16,3.713
2021-12-17,3.769
2021-12-18,3.769
2021-12-19,3.769
2021-12-20,4.021
2021-12-21,3.938
2021-12-22,3.997
2021-12-23,3.987
2021-12-24,3.987
2021-12-25,3.987
2021-12-26,3.987
2021-12-27,3.879
2021-12-28,3.828
2021-12-29,3.818
2021-12-30,3.833
2021-12-31,3.821
2022-01-01,3.821
2022-01-02,3.821
2022-01-03,3.848
2022-01-04,3.794
2022-01-05,3.785
2022-01-06,3.804
2022-01-07,3.789
2022-01-08,3.789
2022-01-09,3.789
2022-01-10,3.8
2022-01-11,3.787
2022-01-12,3.796
2022-01-13,3.769
2022-01-14,3.78
2022-01-15,3.78
2022-01-16,3.78
2022-01-17,3.78
2022-01-18,3.831
2022-01-19,3.78
2022-01-20,3.834
2022-01-21,3.9
2022-01-22,3.9
2022-01-23,3.9
2022-01-24,3.842
2022-01-25,3.888
2022-01-26,3.945
2022-01-27,3.92
2022-01-28,3.899
2022-01-29,3.899
2022-01-30,3.899
2022-01-31,3.906
2022-02-01,3.834
2022-02-02,3.837
2022-02-03,3.884
2022-02-04,3.923
2022-02-05,3.923
2022-02-06,3.923
2022-02-07,3.954
2022-02-08,3.891
2022-02-09,3.867
2022-02-10,3.969
2022-02-11,3.971
2022-02-12,3.971
2022-02-13,3.971
2022-02-14,3.975
2022-02-15,3.877
2022-02-16,3.848
2022-02-17,3.8
2022-02-18,3.773
2022-02-19,3.773
2022-02-20,3.773
2022-02-21,3.773
2022-02-22,3.775
2022-02-23,3.833
2022-02-24,3.899
2022-02-25,3.758
2022-02-26,3.758
2022-02-27,3.758
2022-02-28,3.762
2022-03-01,3.904
2022-03-02,3.869
2022-03-03,3.841
2022-03-04,3.865
2022-03-05,3.865
2022-03-06,3.865
2022-03-07,3.981
2022-03-08,4.06
2022-03-09,3.984
2022-03-10,3.981
2022-03-11,3.97
2022-03-12,3.97
2022-03-13,3.97
2022-03-14,3.866
2022-03-15,3.835
2022-03-16,3.816
2022-03-17,3.782
2022-03-18,3.747
2022-03-19,3.747
2022-03-20,3.747
2022-03-21,3.789
2022-03-22,3.581
2022-03-23,3.655
2022-03-24,3.649
2022-03-25,3.568
2022-03-26,3.568
2022-03-27,3.568
2022-03-28,3.601
2022-03-29,3.541
2022-03-30,3.522
2022-03-31,3.531
2022-04-01,3.468
2022-04-02,3.468
2022-04-03,3.468
2022-04-04,3.531
2022-04-05,3.543
2022-04-06,3.51
2022-04-07,3.499
2022-04-08,3.492
2022-04-09,3.492
2022-04-10,3.492
2022-04-11,3.472
2022-04-12,3.483
2022-04-13,3.461
2022-04-14,3.462
2022-04-15,3.462
2022-04-16,3.462
2022-04-17,3.462
2022-04-18,3.486
2022-04-19,3.407
2022-04-20,3.339
2022-04-21,3.358
2022-04-22,3.553
2022-04-23,3.553
2022-04-24,3.553
2022-04-25,3.601
2022-04-26,3.713
2022-04-27,3.653
2022-04-28,3.604
2022-04-29,3.615
2022-04-30,3.615
2022-05-01,3.615
2022-05-02,3.704
2022-05-03,3.645
2022-05-04,3.559
2022-05-05,3.658
2022-05-06,3.674
2022-05-07,3.674
2022-05-08,3.674
2022-05-09,3.731
2022-05-10,3.81
2022-05-11,3.848
2022-05-12,3.815
2022-05-13,3.83
2022-05-14,3.83
2022-05-15,3.83
2022-05-16,3.819
2022-05-17,3.744
2022-05-18,3.864
2022-05-19,3.896
2022-05-20,3.942
2022-05-21,3.942
2022-05-22,3.942
2022-05-23,3.879
2022-05-24,3.865
2022-05-25,3.876
2022-05-26,3.835
2022-05-27,3.754
2022-05-28,3.754
2022-05-29,3.754
2022-05-30,3.754
2022-05-31,3.797
2022-06-01,3.748
2022-06-02,3.691
2022-06-03,3.728
2022-06-04,3.728
2022-06-05,3.728
2022-06-06,3.69
2022-06-07,3.654
2022-06-08,3.76
2022-06-09,3.815
2022-06-10,3.901
2022-06-11,3.901
2022-06-12,3.901
2022-06-13,4.011
2022-06-14,4.051
2022-06-15,4.065
2022-06-16,4.293
2022-06-17,4.258
2022-06-18,4.258
2022-06-19,4.258
2022-06-20,4.258
2022-06-21,4.256
2022-06-22,4.052
2022-06-23,4.035
2022-06-24,3.9
2022-06-25,3.9
2022-06-26,3.9
2022-06-27,3.857
2022-06-28,3.905
2022-06-29,3.89
2022-06-30,3.892
2022-07-01,3.696
2022-07-02,3.696
2022-07-03,3.696
2022-07-04,3.696
2022-07-05,3.783
2022-07-06,3.762
2022-07-07,3.716
2022-07-08,3.763
2022-07-09,3.763
2022-07-10,3.763
2022-07-11,3.759
2022-07-12,3.773
2022-07-13,3.765
2022-07-14,3.771
2022-07-15,3.752
2022-07-16,3.752
2022-07-17,3.752
2022-07-18,3.787
2022-07-19,3.671
2022-07-20,3.655
2022-07-21,3.504
2022-07-22,3.519
2022-07-23,3.519
2022-07-24,3.519
2022-07-25,3.506
2022-07-26,3.47
2022-07-27,3.476
2022-07-28,3.469
2022-07-29,3.425
2022-07-30,3.425
2022-07-31,3.425
2022-08-01,3.401
2022-08-02,3.475
2022-08-03,3.482
2022-08-04,3.553
2022-08-05,3.558
2022-08-06,3.558
2022-08-07,3.558
2022-08-08,3.523
2022-08-09,3.468
2022-08-10,3.414
2022-08-11,3.384
2022-08-12,3.325
2022-08-13,3.325
2022-08-14,3.325
2022-08-15,3.304
2022-08-16,3.278
2022-08-17,3.297
2022-08-18,3.294
2022-08-19,3.33
2022-08-20,3.33
2022-08-21,3.33
2022-08-22,3.341
2022-08-23,3.324
2022-08-24,3.325
2022-08-25,3.282
2022-08-26,3.349
2022-08-27,3.349
2022-08-28,3.349
2022-08-29,3.36
2022-08-30,3.362
2022-08-31,3.423
2022-09-01,3.438
2022-09-02,3.449
2022-09-03,3.449
2022-09-04,3.449
2022-09-05,3.449
2022-09-06,3.45
2022-09-07,3.359
2022-09-08,3.371
2022-09-09,3.334
2022-09-10,3.334
2022-09-11,3.334
2022-09-12,3.298
2022-09-13,3.411
2022-09-14,3.437
2022-09-15,3.445
2022-09-16,3.609
2022-09-17,3.609
2022-09-18,3.609
2022-09-19,3.507
2022-09-20,3.605
2022-09-21,3.658
2022-09-22,3.712
2022-09-23,3.797
2022-09-24,3.797
2022-09-25,3.797
2022-09-26,3.84
2022-09-27,3.854
2022-09-28,3.754
2022-09-29,3.819
2022-09-30,3.803
2022-10-01,3.803
2022-10-02,3.803
2022-10-03,3.733
2022-10-04,3.645
2022-10-05,3.661
2022-10-06,3.637
2022-10-07,3.727
2022-10-08,3.727
2022-10-09,3.727
2022-10-10,3.671
2022-10-11,3.656
2022-10-12,3.686
2022-10-13,3.554
2022-10-14,3.582
2022-10-15,3.582
2022-10-16,3.582
2022-10-17,3.516
2022-10-18,3.458
2022-10-19,3.498
2022-10-20,3.57
2022-10-21,3.467
2022-10-22,3.467
2022-10-23,3.467
2022-10-24,3.465
2022-10-25,3.425
2022-10-26,3.444
2022-10-27,3.41
2022-10-28,3.326
2022-10-29,3.326
2022-10-30,3.326
2022-10-31,3.475
2022-11-01,3.681
2022-11-02,3.877
2022-11-03,3.877
2022-11-04,3.76
2022-11-05,3.76
2022-11-06,3.76
2022-11-07,3.729
2022-11-08,3.741
2022-11-09,3.812
2022-11-10,3.696
2022-11-11,3.723
2022-11-12,3.723
2022-11-13,3.723
2022-11-14,3.72
2022-11-15,3.707
2022-11-16,3.651
2022-11-17,3.656
2022-11-18,3.608
2022-11-19,3.608
2022-11-20,3.608
2022-11-21,3.577
2022-11-22,3.542
2022-11-23,3.543
2022-11-24,3.543
2022-11-25,3.532
2022-11-26,3.532
2022-11-27,3.532
2022-11-28,3.602
2022-11-29,3.608
2022-11-30,3.525
2022-12-01,3.493
2022-12-02,3.468
2022-12-03,3.468
2022-12-04,3.468
2022-12-05,3.555
2022-12-06,3.558
2022-12-07,3.569
2022-12-08,3.544
2022-12-09,3.597
2022-12-10,3.597
2022-12-11,3.597
2022-12-12,3.578
2022-12-13,3.567
2022-12-14,3.547
2022-12-15,3.647
2022-12-16,3.699
2022-12-17,3.699
2022-12-18,3.699
2022-12-19,3.697
2022-12-20,3.694
2022-12-21,3.623
2022-12-22,3.653
2022-12-23,3.614
2022-12-24,3.614
2022-12-25,3.614
2022-12-26,3.614
2022-12-27,3.58
2022-12-28,3.642
2022-12-29,3.602
2022-12-30,3.597
2022-12-31,3.597
2023-01-01,3.597
2023-01-02,3.597
2023-01-03,3.62
2023-01-04,3.617
2023-01-05,3.711
2023-01-06,3.632
2023-01-07,3.632
2023-01-08,3.632
2023-01-09,3.666
2023-01-10,3.653
2023-01-11,3.637
2023-01-12,3.571
2023-01-13,3.569
2023-01-14,3.569
2023-01-15,3.569
2023-01-16,3.569
2023-01-17,3.614
2023-01-18,3.687
2023-01-19,3.741
2023-01-20,3.685
2023-01-21,3.685
2023-01-22,3.685
2023-01-23,3.65
2023-01-24,3.645
2023-01-25,3.594
2023-01-26,3.606
2023-01-27,3.624
2023-01-28,3.624
2023-01-29,3.624
2023-01-30,3.65
2023-01-31,3.574
2023-02-01,3.569
2023-02-02,3.514
2023-02-03,3.527
2023-02-04,3.527
2023-02-05,3.527
2023-02-06,3.567
2023-02-07,3.62
2023-02-08,3.666
2023-02-09,3.636
2023-02-10,3.676
2023-02-11,3.676
2023-02-12,3.676
2023-02-13,3.613
2023-02-14,3.616
2023-02-15,3.615
2023-02-16,3.613
2023-02-17,3.583
2023-02-18,3.583
2023-02-19,3.583
2023-02-20,3.583
2023-02-21,3.767
2023-02-22,3.753
2023-02-23,3.69
2023-02-24,3.68
2023-02-25,3.68
2023-02-26,3.68
2023-02-27,3.657
2023-02-28,3.675
2023-03-01,3.624
2023-03-02,3.635
2023-03-03,3.596
2023-03-04,3.596
2023-03-05,3.596
2023-03-06,3.691
2023-03-07,3.723
2023-03-08,3.723
2023-03-09,3.771
2023-03-10,3.852
2023-03-11,3.852
2023-03-12,3.852
2023-03-13,3.836
2023-03-14,3.766
2023-03-15,3.916
2023-03-16,3.895
2023-03-17,3.991
2023-03-18,3.991
2023-03-19,3.991
2023-03-20,3.778
2023-03-21,3.79
2023-03-22,3.725
2023-03-23,3.754
2023-03-24,3.697
2023-03-25,3.697
2023-03-26,3.697
2023-03-27,3.664
2023-03-28,3.634
2023-03-29,3.616
2023-03-30,3.608
2023-03-31,3.511
2023-04-01,3.511
2023-04-02,3.511
2023-04-03,3.525
2023-04-04,3.593
2023-04-05,3.581
2023-04-06,3.574
2023-04-07,3.574
2023-04-08,3.574
2023-04-09,3.574
2023-04-10,3.559
2023-04-11,3.537
2023-04-12,3.537
2023-04-13,3.524
2023-04-14,3.52
2023-04-15,3.52
2023-04-16,3.52
2023-04-17,3.48
2023-04-18,3.42
2023-04-19,3.382
2023-04-20,3.366
2023-04-21,3.399
2023-04-22,3.399
2023-04-23,3.399
2023-04-24,3.396
2023-04-25,3.457
2023-04-26,3.531
2023-04-27,3.515
2023-04-28,3.464
2023-04-29,3.464
2023-04-30,3.464
2023-05-01,3.38
2023-05-02,3.523
2023-05-03,3.57
2023-05-04,3.582
2023-05-05,3.535
2023-05-06,3.535
2023-05-07,3.535
2023-05-08,3.552
2023-05-09,3.585
2023-05-10,3.564
2023-05-11,3.568
2023-05-12,3.532
2023-05-13,3.532
2023-05-14,3.532
2023-05-15,3.557
2023-05-16,3.619
2023-05-17,3.608
2023-05-18,3.558
2023-05-19,3.549
2023-05-20,3.549
2023-05-21,3.549
2023-05-22,3.515
2023-05-23,3.481
2023-05-24,3.523
2023-05-25,3.528
2023-05-26,3.487
2023-05-27,3.487
2023-05-28,3.487
2023-05-29,3.487
2023-05-30,3.452
2023-05-31,3.537
2023-06-01,3.574
2023-06-02,3.433
2023-06-03,3.433
2023-06-04,3.433
2023-06-05,3.438
2023-06-06,3.411
2023-06-07,3.369
2023-06-08,3.379
2023-06-09,3.4
2023-06-10,3.4
2023-06-11,3.4
2023-06-12,3.509
2023-06-13,3.492
2023-06-14,3.576
2023-06-15,3.544
2023-06-16,3.528
2023-06-17,3.528
2023-06-18,3.528
2023-06-19,3.528
2023-06-20,3.621
2023-06-21,3.653
2023-06-22,3.69
2023-06-23,3.732
2023-06-24,3.732
2023-06-25,3.732
2023-06-26,3.707
2023-06-27,3.661
2023-06-28,3.687
2023-06-29,3.635
2023-06-30,3.626
2023-07-01,3.626
2023-07-02,3.626
2023-07-03,3.582
2023-07-04,3.582
2023-07-05,3.751
2023-07-06,3.765
2023-07-07,3.749
2023-07-08,3.749
2023-07-09,3.749
2023-07-10,3.786
2023-07-11,3.769
2023-07-12,3.707
2023-07-13,3.693
2023-07-14,3.7
2023-07-15,3.7
2023-07-16,3.7
2023-07-17,3.704
2023-07-18,3.652
2023-07-19,3.665
2023-07-20,3.653
2023-07-21,3.659
2023-07-22,3.659
2023-07-23,3.659
2023-07-24,3.632
2023-07-25,3.579
2023-07-26,3.606
2023-07-27,3.614
2023-07-28,3.593
2023-07-29,3.593
2023-07-30,3.593
2023-07-31,3.607
2023-08-01,3.522
2023-08-02,3.621
2023-08-03,3.64
2023-08-04,3.656
2023-08-05,3.656
2023-08-06,3.656
2023-08-07,3.646
2023-08-08,3.704
2023-08-09,3.689
2023-08-10,3.677
2023-08-11,3.687
2023-08-12,3.687
2023-08-13,3.687
2023-08-14,3.702
2023-08-15,3.748
2023-08-16,3.77
2023-08-17,3.753
2023-08-18,3.752
2023-08-19,3.752
2023-08-20,3.752
2023-08-21,3.758
2023-08-22,3.735
2023-08-23,3.743
2023-08-24,3.741
2023-08-25,3.698
2023-08-26,3.698
2023-08-27,3.698
2023-08-28,3.661
2023-08-29,3.611
2023-08-30,3.592
2023-08-31,3.642
2023-09-01,3.685
2023-09-02,3.685
2023-09-03,3.685
2023-09-04,3.685
2023-09-05,3.809
2023-09-06,3.841
2023-09-07,3.885
2023-09-08,3.866
2023-09-09,3.866
