,LECO US Equity
2020-10-04,2.252
2020-10-05,2.181
2020-10-06,2.183
2020-10-07,2.164
2020-10-08,2.15
2020-10-09,2.156
2020-10-10,2.156
2020-10-11,2.156
2020-10-12,2.113
2020-10-13,2.112
2020-10-14,2.098
2020-10-15,2.061
2020-10-16,2.052
2020-10-17,2.052
2020-10-18,2.052
2020-10-19,2.054
2020-10-20,2.029
2020-10-21,2.036
2020-10-22,1.992
2020-10-23,1.961
2020-10-24,1.961
2020-10-25,1.961
2020-10-26,2.015
2020-10-27,2.12
2020-10-28,2.154
2020-10-29,2.126
2020-10-30,2.116
2020-10-31,2.116
2020-11-01,2.116
2020-11-02,2.053
2020-11-03,1.997
2020-11-04,2.096
2020-11-05,2.036
2020-11-06,2.05
2020-11-07,2.05
2020-11-08,2.05
2020-11-09,1.99
2020-11-10,1.938
2020-11-11,1.918
2020-11-12,1.937
2020-11-13,1.881
2020-11-14,1.881
2020-11-15,1.881
2020-11-16,1.829
2020-11-17,1.854
2020-11-18,1.88
2020-11-19,1.879
2020-11-20,1.901
2020-11-21,1.901
2020-11-22,1.901
2020-11-23,1.889
2020-11-24,1.863
2020-11-25,1.886
2020-11-26,1.886
2020-11-27,1.873
2020-11-28,1.873
2020-11-29,1.873
2020-11-30,1.873
2020-12-01,1.857
2020-12-02,1.874
2020-12-03,1.886
2020-12-04,1.827
2020-12-05,1.827
2020-12-06,1.827
2020-12-07,1.821
2020-12-08,1.802
2020-12-09,1.794
2020-12-10,1.803
2020-12-11,1.784
2020-12-12,1.784
2020-12-13,1.784
2020-12-14,1.821
2020-12-15,1.793
2020-12-16,1.81
2020-12-17,1.808
2020-12-18,1.814
2020-12-19,1.814
2020-12-20,1.814
2020-12-21,1.813
2020-12-22,1.819
2020-12-23,1.812
2020-12-24,1.813
2020-12-25,1.813
2020-12-26,1.813
2020-12-27,1.813
2020-12-28,1.826
2020-12-29,1.857
2020-12-30,1.839
2020-12-31,1.845
2021-01-01,1.845
2021-01-02,1.845
2021-01-03,1.845
2021-01-04,1.886
2021-01-05,1.864
2021-01-06,1.777
2021-01-07,1.75
2021-01-08,1.765
2021-01-09,1.765
2021-01-10,1.765
2021-01-11,1.759
2021-01-12,1.761
2021-01-13,1.805
2021-01-14,1.81
2021-01-15,1.814
2021-01-16,1.814
2021-01-17,1.814
2021-01-18,1.814
2021-01-19,1.787
2021-01-20,1.756
2021-01-21,1.773
2021-01-22,1.738
2021-01-23,1.738
2021-01-24,1.738
2021-01-25,1.766
2021-01-26,1.8
2021-01-27,1.826
2021-01-28,1.83
2021-01-29,1.873
2021-01-30,1.873
2021-01-31,1.873
2021-02-01,1.852
2021-02-02,1.835
2021-02-03,1.851
2021-02-04,1.876
2021-02-05,1.861
2021-02-06,1.861
2021-02-07,1.861
2021-02-08,1.846
2021-02-09,1.857
2021-02-10,1.838
2021-02-11,1.843
2021-02-12,1.853
2021-02-13,1.853
2021-02-14,1.853
2021-02-15,1.853
2021-02-16,1.84
2021-02-17,1.877
2021-02-18,1.894
2021-02-19,1.858
2021-02-20,1.858
2021-02-21,1.858
2021-02-22,1.847
2021-02-23,1.832
2021-02-24,1.8
2021-02-25,1.823
2021-02-26,1.816
2021-02-27,1.816
2021-02-28,1.816
2021-03-01,1.782
2021-03-02,1.795
2021-03-03,1.794
2021-03-04,1.862
2021-03-05,1.792
2021-03-06,1.792
2021-03-07,1.792
2021-03-08,1.76
2021-03-09,1.795
2021-03-10,1.767
2021-03-11,1.752
2021-03-12,1.736
2021-03-13,1.736
2021-03-14,1.736
2021-03-15,1.693
2021-03-16,1.719
2021-03-17,1.703
2021-03-18,1.708
2021-03-19,1.729
2021-03-20,1.729
2021-03-21,1.729
2021-03-22,1.734
2021-03-23,1.776
2021-03-24,1.761
2021-03-25,1.744
2021-03-26,1.721
2021-03-27,1.721
2021-03-28,1.721
2021-03-29,1.733
2021-03-30,1.72
2021-03-31,1.737
2021-04-01,1.726
2021-04-02,1.726
2021-04-03,1.726
2021-04-04,1.726
2021-04-05,1.716
2021-04-06,1.724
2021-04-07,1.756
2021-04-08,1.773
2021-04-09,1.749
2021-04-10,1.749
2021-04-11,1.749
2021-04-12,1.743
2021-04-13,1.776
2021-04-14,1.742
2021-04-15,1.736
2021-04-16,1.726
2021-04-17,1.726
2021-04-18,1.726
2021-04-19,1.705
2021-04-20,1.715
2021-04-21,1.695
2021-04-22,1.706
2021-04-23,1.689
2021-04-24,1.689
2021-04-25,1.689
2021-04-26,1.684
2021-04-27,1.647
2021-04-28,1.768
2021-04-29,1.743
2021-04-30,1.799
2021-05-01,1.799
2021-05-02,1.799
2021-05-03,1.778
2021-05-04,1.747
2021-05-05,1.745
2021-05-06,1.724
2021-05-07,1.72
2021-05-08,1.72
2021-05-09,1.72
2021-05-10,1.707
2021-05-11,1.743
2021-05-12,1.811
2021-05-13,1.752
2021-05-14,1.741
2021-05-15,1.741
2021-05-16,1.741
2021-05-17,1.756
2021-05-18,1.794
2021-05-19,1.794
2021-05-20,1.801
2021-05-21,1.797
2021-05-22,1.797
2021-05-23,1.797
2021-05-24,1.791
2021-05-25,1.81
2021-05-26,1.795
2021-05-27,1.785
2021-05-28,1.791
2021-05-29,1.791
2021-05-30,1.791
2021-05-31,1.791
2021-06-01,1.759
2021-06-02,1.781
2021-06-03,1.773
2021-06-04,1.761
2021-06-05,1.761
2021-06-06,1.761
2021-06-07,1.787
2021-06-08,1.767
2021-06-09,1.787
2021-06-10,1.792
2021-06-11,1.787
2021-06-12,1.787
2021-06-13,1.787
2021-06-14,1.819
2021-06-15,1.8
2021-06-16,1.83
2021-06-17,1.865
2021-06-18,1.863
2021-06-19,1.863
2021-06-20,1.863
2021-06-21,1.804
2021-06-22,1.788
2021-06-23,1.773
2021-06-24,1.745
2021-06-25,1.743
2021-06-26,1.743
2021-06-27,1.743
2021-06-28,1.745
2021-06-29,1.737
2021-06-30,1.742
2021-07-01,1.735
2021-07-02,1.706
2021-07-03,1.706
2021-07-04,1.706
2021-07-05,1.706
2021-07-06,1.72
2021-07-07,1.705
2021-07-08,1.727
2021-07-09,1.703
2021-07-10,1.703
2021-07-11,1.703
2021-07-12,1.69
2021-07-13,1.702
2021-07-14,1.704
2021-07-15,1.698
2021-07-16,1.709
2021-07-17,1.709
2021-07-18,1.709
2021-07-19,1.748
2021-07-20,1.699
2021-07-21,1.69
2021-07-22,1.704
2021-07-23,1.688
2021-07-24,1.688
2021-07-25,1.688
2021-07-26,1.672
2021-07-27,1.689
2021-07-28,1.678
2021-07-29,1.656
2021-07-30,1.646
2021-07-31,1.646
2021-08-01,1.646
2021-08-02,1.669
2021-08-03,1.644
2021-08-04,1.672
2021-08-05,1.653
2021-08-06,1.645
2021-08-07,1.645
2021-08-08,1.645
2021-08-09,1.642
2021-08-10,1.616
2021-08-11,1.609
2021-08-12,1.61
2021-08-13,1.617
2021-08-14,1.617
2021-08-15,1.617
2021-08-16,1.62
2021-08-17,1.638
2021-08-18,1.665
2021-08-19,1.68
2021-08-20,1.683
2021-08-21,1.683
2021-08-22,1.683
2021-08-23,1.677
2021-08-24,1.659
2021-08-25,1.654
2021-08-26,1.66
2021-08-27,1.635
2021-08-28,1.635
2021-08-29,1.635
2021-08-30,1.622
2021-08-31,1.643
2021-09-01,1.673
2021-09-02,1.665
2021-09-03,1.682
2021-09-04,1.682
2021-09-05,1.682
2021-09-06,1.682
2021-09-07,1.711
2021-09-08,1.691
2021-09-09,1.71
2021-09-10,1.721
2021-09-11,1.721
2021-09-12,1.721
2021-09-13,1.711
2021-09-14,1.746
2021-09-15,1.706
2021-09-16,1.72
2021-09-17,1.732
2021-09-18,1.732
2021-09-19,1.732
2021-09-20,1.749
2021-09-21,1.758
2021-09-22,1.738
2021-09-23,1.717
2021-09-24,1.723
2021-09-25,1.723
2021-09-26,1.723
2021-09-27,1.717
2021-09-28,1.742
2021-09-29,1.73
2021-09-30,1.775
2021-10-01,1.749
2021-10-02,1.749
2021-10-03,1.749
2021-10-04,1.728
2021-10-05,1.703
2021-10-06,1.7
2021-10-07,1.68
2021-10-08,1.684
2021-10-09,1.684
2021-10-10,1.684
2021-10-11,1.715
2021-10-12,1.734
2021-10-13,1.725
2021-10-14,1.676
2021-10-15,1.632
2021-10-16,1.632
2021-10-17,1.632
2021-10-18,1.623
2021-10-19,1.616
2021-10-20,1.566
2021-10-21,1.554
2021-10-22,1.567
2021-10-23,1.567
2021-10-24,1.567
2021-10-25,1.555
2021-10-26,1.556
2021-10-27,1.573
2021-10-28,1.65
2021-10-29,1.627
2021-10-30,1.627
2021-10-31,1.627
2021-11-01,1.621
2021-11-02,1.608
2021-11-03,1.638
2021-11-04,1.628
2021-11-05,1.617
2021-11-06,1.617
2021-11-07,1.617
2021-11-08,1.609
2021-11-09,1.609
2021-11-10,1.616
2021-11-11,1.622
2021-11-12,1.606
2021-11-13,1.606
2021-11-14,1.606
2021-11-15,1.59
2021-11-16,1.593
2021-11-17,1.591
2021-11-18,1.601
2021-11-19,1.586
2021-11-20,1.586
2021-11-21,1.586
2021-11-22,1.591
2021-11-23,1.59
2021-11-24,1.594
2021-11-25,1.594
2021-11-26,1.652
2021-11-27,1.652
2021-11-28,1.652
2021-11-29,1.656
2021-11-30,1.717
2021-12-01,1.753
2021-12-02,1.708
2021-12-03,1.721
2021-12-04,1.721
2021-12-05,1.721
2021-12-06,1.703
2021-12-07,1.703
2021-12-08,1.697
2021-12-09,1.705
2021-12-10,1.704
2021-12-11,1.704
2021-12-12,1.704
2021-12-13,1.734
2021-12-14,1.745
2021-12-15,1.728
2021-12-16,1.72
2021-12-17,1.714
2021-12-18,1.714
2021-12-19,1.714
2021-12-20,1.763
2021-12-21,1.713
2021-12-22,1.706
2021-12-23,1.684
2021-12-24,1.684
2021-12-25,1.684
2021-12-26,1.684
2021-12-27,1.66
2021-12-28,1.652
2021-12-29,1.644
2021-12-30,1.658
2021-12-31,1.654
2022-01-01,1.654
2022-01-02,1.654
2022-01-03,1.659
2022-01-04,1.651
2022-01-05,1.662
2022-01-06,1.651
2022-01-07,1.651
2022-01-08,1.651
2022-01-09,1.651
2022-01-10,1.67
2022-01-11,1.672
2022-01-12,1.677
2022-01-13,1.683
2022-01-14,1.702
2022-01-15,1.702
2022-01-16,1.702
2022-01-17,1.702
2022-01-18,1.724
2022-01-19,1.743
2022-01-20,1.782
2022-01-21,1.79
2022-01-22,1.79
2022-01-23,1.79
2022-01-24,1.741
2022-01-25,1.777
2022-01-26,1.812
2022-01-27,1.848
2022-01-28,1.833
2022-01-29,1.833
2022-01-30,1.833
2022-01-31,1.805
2022-02-01,1.788
2022-02-02,1.797
2022-02-03,1.805
2022-02-04,1.822
2022-02-05,1.822
2022-02-06,1.822
2022-02-07,1.821
2022-02-08,1.78
2022-02-09,1.772
2022-02-10,1.807
2022-02-11,1.815
2022-02-12,1.815
2022-02-13,1.815
2022-02-14,1.804
2022-02-15,1.795
2022-02-16,1.786
2022-02-17,1.802
2022-02-18,1.795
2022-02-19,1.795
2022-02-20,1.795
2022-02-21,1.795
2022-02-22,1.797
2022-02-23,1.822
2022-02-24,1.813
2022-02-25,1.817
2022-02-26,1.817
2022-02-27,1.817
2022-02-28,1.817
2022-03-01,1.846
2022-03-02,1.804
2022-03-03,1.78
2022-03-04,1.803
2022-03-05,1.803
2022-03-06,1.803
2022-03-07,1.838
2022-03-08,1.831
2022-03-09,1.824
2022-03-10,1.839
2022-03-11,1.842
2022-03-12,1.842
2022-03-13,1.842
2022-03-14,1.82
2022-03-15,1.79
2022-03-16,1.758
2022-03-17,1.748
2022-03-18,1.726
2022-03-19,1.726
2022-03-20,1.726
2022-03-21,1.725
2022-03-22,1.714
2022-03-23,1.736
2022-03-24,1.735
2022-03-25,1.719
2022-03-26,1.719
2022-03-27,1.719
2022-03-28,1.716
2022-03-29,1.66
2022-03-30,1.665
2022-03-31,1.674
2022-04-01,1.678
2022-04-02,1.678
2022-04-03,1.678
2022-04-04,1.699
2022-04-05,1.753
2022-04-06,1.76
2022-04-07,1.768
2022-04-08,1.776
2022-04-09,1.776
2022-04-10,1.776
2022-04-11,1.812
2022-04-12,1.808
2022-04-13,1.781
2022-04-14,1.781
2022-04-15,1.781
2022-04-16,1.781
2022-04-17,1.781
2022-04-18,1.783
2022-04-19,1.739
2022-04-20,1.731
2022-04-21,1.732
2022-04-22,1.773
2022-04-23,1.773
2022-04-24,1.773
2022-04-25,1.775
2022-04-26,1.817
2022-04-27,1.797
2022-04-28,1.698
2022-04-29,1.739
2022-04-30,1.739
2022-05-01,1.739
2022-05-02,1.761
2022-05-03,1.734
2022-05-04,1.682
2022-05-05,1.726
2022-05-06,1.722
2022-05-07,1.722
2022-05-08,1.722
2022-05-09,1.715
2022-05-10,1.748
2022-05-11,1.751
2022-05-12,1.759
2022-05-13,1.759
2022-05-14,1.759
2022-05-15,1.759
2022-05-16,1.751
2022-05-17,1.727
2022-05-18,1.774
2022-05-19,1.775
2022-05-20,1.792
2022-05-21,1.792
2022-05-22,1.792
2022-05-23,1.794
2022-05-24,1.804
2022-05-25,1.794
2022-05-26,1.756
2022-05-27,1.724
2022-05-28,1.724
2022-05-29,1.724
2022-05-30,1.724
2022-05-31,1.725
2022-06-01,1.726
2022-06-02,1.691
2022-06-03,1.703
2022-06-04,1.703
2022-06-05,1.703
2022-06-06,1.683
2022-06-07,1.67
2022-06-08,1.693
2022-06-09,1.691
2022-06-10,1.74
2022-06-11,1.74
2022-06-12,1.74
2022-06-13,1.831
2022-06-14,1.858
2022-06-15,1.86
2022-06-16,1.916
2022-06-17,1.942
2022-06-18,1.942
2022-06-19,1.942
2022-06-20,1.942
2022-06-21,1.916
2022-06-22,1.911
2022-06-23,1.951
2022-06-24,1.889
2022-06-25,1.889
2022-06-26,1.889
2022-06-27,1.862
2022-06-28,1.901
2022-06-29,1.926
2022-06-30,1.917
2022-07-01,1.903
2022-07-02,1.903
2022-07-03,1.903
2022-07-04,1.903
2022-07-05,1.943
2022-07-06,1.937
2022-07-07,1.892
2022-07-08,1.915
2022-07-09,1.915
2022-07-10,1.915
2022-07-11,1.925
2022-07-12,1.936
2022-07-13,1.953
2022-07-14,1.977
2022-07-15,1.928
2022-07-16,1.928
2022-07-17,1.928
2022-07-18,1.936
2022-07-19,1.87
2022-07-20,1.833
2022-07-21,1.815
2022-07-22,1.828
2022-07-23,1.828
2022-07-24,1.828
2022-07-25,1.807
2022-07-26,1.792
2022-07-27,1.745
2022-07-28,1.708
2022-07-29,1.649
2022-07-30,1.649
2022-07-31,1.649
2022-08-01,1.651
2022-08-02,1.674
2022-08-03,1.664
2022-08-04,1.643
2022-08-05,1.629
2022-08-06,1.629
2022-08-07,1.629
2022-08-08,1.637
2022-08-09,1.641
2022-08-10,1.613
2022-08-11,1.604
2022-08-12,1.577
2022-08-13,1.577
2022-08-14,1.577
2022-08-15,1.569
2022-08-16,1.57
2022-08-17,1.576
2022-08-18,1.572
2022-08-19,1.578
2022-08-20,1.578
2022-08-21,1.578
2022-08-22,1.613
2022-08-23,1.617
2022-08-24,1.616
2022-08-25,1.596
2022-08-26,1.649
2022-08-27,1.649
2022-08-28,1.649
2022-08-29,1.66
2022-08-30,1.684
2022-08-31,1.699
2022-09-01,1.694
2022-09-02,1.714
2022-09-03,1.714
2022-09-04,1.714
2022-09-05,1.714
2022-09-06,1.711
2022-09-07,1.682
2022-09-08,1.676
2022-09-09,1.662
2022-09-10,1.662
2022-09-11,1.662
2022-09-12,1.642
2022-09-13,1.664
2022-09-14,1.665
2022-09-15,1.697
2022-09-16,1.733
2022-09-17,1.733
2022-09-18,1.733
2022-09-19,1.691
2022-09-20,1.71
2022-09-21,1.725
2022-09-22,1.789
2022-09-23,1.821
2022-09-24,1.821
2022-09-25,1.821
2022-09-26,1.833
2022-09-27,1.848
2022-09-28,1.816
2022-09-29,1.819
2022-09-30,1.839
2022-10-01,1.839
2022-10-02,1.839
2022-10-03,1.817
2022-10-04,1.776
2022-10-05,1.778
2022-10-06,1.818
2022-10-07,1.861
2022-10-08,1.861
2022-10-09,1.861
2022-10-10,1.885
2022-10-11,1.871
2022-10-12,1.885
2022-10-13,1.852
2022-10-14,1.884
2022-10-15,1.884
2022-10-16,1.884
2022-10-17,1.827
2022-10-18,1.778
2022-10-19,1.776
2022-10-20,1.822
2022-10-21,1.758
2022-10-22,1.758
2022-10-23,1.758
2022-10-24,1.736
2022-10-25,1.685
2022-10-26,1.669
2022-10-27,1.728
2022-10-28,1.722
2022-10-29,1.722
2022-10-30,1.722
2022-10-31,1.784
2022-11-01,1.773
2022-11-02,1.825
2022-11-03,1.799
2022-11-04,1.777
2022-11-05,1.777
2022-11-06,1.777
2022-11-07,1.783
2022-11-08,1.758
2022-11-09,1.775
2022-11-10,1.755
2022-11-11,1.759
2022-11-12,1.759
2022-11-13,1.759
2022-11-14,1.754
2022-11-15,1.724
2022-11-16,1.724
2022-11-17,1.755
2022-11-18,1.732
2022-11-19,1.732
2022-11-20,1.732
2022-11-21,1.717
2022-11-22,1.71
2022-11-23,1.726
2022-11-24,1.726
2022-11-25,1.718
2022-11-26,1.718
2022-11-27,1.718
2022-11-28,1.758
2022-11-29,1.767
2022-11-30,1.73
2022-12-01,1.727
2022-12-02,1.726
2022-12-03,1.726
2022-12-04,1.726
2022-12-05,1.746
2022-12-06,1.779
2022-12-07,1.745
2022-12-08,1.731
2022-12-09,1.755
2022-12-10,1.755
2022-12-11,1.755
2022-12-12,1.733
2022-12-13,1.732
2022-12-14,1.751
2022-12-15,1.789
2022-12-16,1.801
2022-12-17,1.801
2022-12-18,1.801
2022-12-19,1.821
2022-12-20,1.821
2022-12-21,1.775
2022-12-22,1.778
2022-12-23,1.764
2022-12-24,1.764
2022-12-25,1.764
2022-12-26,1.764
2022-12-27,1.746
2022-12-28,1.794
2022-12-29,1.751
2022-12-30,1.763
2022-12-31,1.763
2023-01-01,1.763
2023-01-02,1.763
2023-01-03,1.743
2023-01-04,1.711
2023-01-05,1.717
2023-01-06,1.658
2023-01-07,1.658
2023-01-08,1.658
2023-01-09,1.651
2023-01-10,1.641
2023-01-11,1.621
2023-01-12,1.621
2023-01-13,1.611
2023-01-14,1.611
2023-01-15,1.611
2023-01-16,1.611
2023-01-17,1.602
2023-01-18,1.627
2023-01-19,1.651
2023-01-20,1.625
2023-01-21,1.625
2023-01-22,1.625
2023-01-23,1.613
2023-01-24,1.61
2023-01-25,1.613
2023-01-26,1.585
2023-01-27,1.562
2023-01-28,1.562
2023-01-29,1.562
2023-01-30,1.565
2023-01-31,1.526
2023-02-01,1.502
2023-02-02,1.48
2023-02-03,1.46
2023-02-04,1.46
2023-02-05,1.46
2023-02-06,1.477
2023-02-07,1.466
2023-02-08,1.478
2023-02-09,1.481
2023-02-10,1.478
2023-02-11,1.478
2023-02-12,1.478
2023-02-13,1.465
2023-02-14,1.461
2023-02-15,1.448
2023-02-16,1.461
2023-02-17,1.44
2023-02-18,1.44
2023-02-19,1.44
2023-02-20,1.44
2023-02-21,1.625
2023-02-22,1.615
2023-02-23,1.593
2023-02-24,1.587
2023-02-25,1.587
2023-02-26,1.587
2023-02-27,1.567
2023-02-28,1.568
2023-03-01,1.556
2023-03-02,1.532
2023-03-03,1.518
2023-03-04,1.518
2023-03-05,1.518
2023-03-06,1.54
2023-03-07,1.544
2023-03-08,1.531
2023-03-09,1.535
2023-03-10,1.579
2023-03-11,1.579
2023-03-12,1.579
2023-03-13,1.589
2023-03-14,1.552
2023-03-15,1.613
2023-03-16,1.615
2023-03-17,1.637
2023-03-18,1.637
2023-03-19,1.637
2023-03-20,1.604
2023-03-21,1.574
2023-03-22,1.613
2023-03-23,1.603
2023-03-24,1.632
2023-03-25,1.632
2023-03-26,1.632
2023-03-27,1.617
2023-03-28,1.592
2023-03-29,1.573
2023-03-30,1.558
2023-03-31,1.546
2023-04-01,1.546
2023-04-02,1.546
2023-04-03,1.546
2023-04-04,1.608
2023-04-05,1.646
2023-04-06,1.696
2023-04-07,1.696
2023-04-08,1.696
2023-04-09,1.696
2023-04-10,1.639
2023-04-11,1.63
2023-04-12,1.632
2023-04-13,1.639
2023-04-14,1.644
2023-04-15,1.644
2023-04-16,1.644
2023-04-17,1.632
2023-04-18,1.623
2023-04-19,1.631
2023-04-20,1.636
2023-04-21,1.634
2023-04-22,1.634
2023-04-23,1.634
2023-04-24,1.634
2023-04-25,1.658
2023-04-26,1.683
2023-04-27,1.603
2023-04-28,1.562
2023-04-29,1.562
2023-04-30,1.562
2023-05-01,1.555
2023-05-02,1.56
2023-05-03,1.556
2023-05-04,1.586
2023-05-05,1.551
2023-05-06,1.551
2023-05-07,1.551
2023-05-08,1.56
2023-05-09,1.562
2023-05-10,1.573
2023-05-11,1.589
2023-05-12,1.577
2023-05-13,1.577
2023-05-14,1.577
2023-05-15,1.564
2023-05-16,1.585
2023-05-17,1.569
2023-05-18,1.558
2023-05-19,1.559
2023-05-20,1.559
2023-05-21,1.559
2023-05-22,1.55
2023-05-23,1.563
2023-05-24,1.575
2023-05-25,1.552
2023-05-26,1.528
2023-05-27,1.528
2023-05-28,1.528
2023-05-29,1.528
2023-05-30,1.514
2023-05-31,1.564
2023-06-01,1.514
2023-06-02,1.46
2023-06-03,1.46
2023-06-04,1.46
2023-06-05,1.469
2023-06-06,1.445
2023-06-07,1.403
2023-06-08,1.392
2023-06-09,1.393
2023-06-10,1.393
2023-06-11,1.393
2023-06-12,1.382
2023-06-13,1.359
2023-06-14,1.364
2023-06-15,1.353
2023-06-16,1.355
2023-06-17,1.355
2023-06-18,1.355
2023-06-19,1.355
2023-06-20,1.365
2023-06-21,1.361
2023-06-22,1.376
2023-06-23,1.4
2023-06-24,1.4
2023-06-25,1.4
2023-06-26,1.383
2023-06-27,1.367
2023-06-28,1.366
2023-06-29,1.342
2023-06-30,1.333
2023-07-01,1.333
2023-07-02,1.333
2023-07-03,1.331
2023-07-04,1.331
2023-07-05,1.359
2023-07-06,1.37
2023-07-07,1.369
2023-07-08,1.369
2023-07-09,1.369
2023-07-10,1.344
2023-07-11,1.337
2023-07-12,1.33
2023-07-13,1.325
2023-07-14,1.325
2023-07-15,1.325
2023-07-16,1.325
2023-07-17,1.307
2023-07-18,1.275
2023-07-19,1.267
2023-07-20,1.261
2023-07-21,1.274
2023-07-22,1.274
2023-07-23,1.274
2023-07-24,1.28
2023-07-25,1.289
2023-07-26,1.298
2023-07-27,1.321
2023-07-28,1.328
2023-07-29,1.328
2023-07-30,1.328
2023-07-31,1.318
2023-08-01,1.322
2023-08-02,1.338
2023-08-03,1.357
2023-08-04,1.383
2023-08-05,1.383
2023-08-06,1.383
2023-08-07,1.343
2023-08-08,1.358
2023-08-09,1.367
2023-08-10,1.384
2023-08-11,1.388
2023-08-12,1.388
2023-08-13,1.388
2023-08-14,1.378
2023-08-15,1.399
