,HLIO US Equity
2020-10-03,0.984
2020-10-04,0.984
2020-10-05,0.951
2020-10-06,0.946
2020-10-07,0.936
2020-10-08,0.929
2020-10-09,0.921
2020-10-10,0.921
2020-10-11,0.921
2020-10-12,0.875
2020-10-13,0.882
2020-10-14,0.898
2020-10-15,0.864
2020-10-16,0.867
2020-10-17,0.867
2020-10-18,0.867
2020-10-19,0.872
2020-10-20,0.85
2020-10-21,0.832
2020-10-22,0.829
2020-10-23,0.833
2020-10-24,0.833
2020-10-25,0.833
2020-10-26,0.839
2020-10-27,0.846
2020-10-28,0.885
2020-10-29,0.879
2020-10-30,0.878
2020-10-31,0.878
2020-11-01,0.878
2020-11-02,0.844
2020-11-03,0.821
2020-11-04,0.854
2020-11-05,0.823
2020-11-06,0.83
2020-11-07,0.83
2020-11-08,0.83
2020-11-09,0.771
2020-11-10,0.736
2020-11-11,0.736
2020-11-12,0.75
2020-11-13,0.758
2020-11-14,0.758
2020-11-15,0.758
2020-11-16,0.736
2020-11-17,0.74
2020-11-18,0.756
2020-11-19,0.747
2020-11-20,0.759
2020-11-21,0.759
2020-11-22,0.759
2020-11-23,0.743
2020-11-24,0.711
2020-11-25,0.724
2020-11-26,0.724
2020-11-27,0.737
2020-11-28,0.737
2020-11-29,0.737
2020-11-30,0.746
2020-12-01,0.749
2020-12-02,0.749
2020-12-03,0.746
2020-12-04,0.737
2020-12-05,0.737
2020-12-06,0.737
2020-12-07,0.741
2020-12-08,0.725
2020-12-09,0.707
2020-12-10,0.712
2020-12-11,0.699
2020-12-12,0.699
2020-12-13,0.699
2020-12-14,0.708
2020-12-15,0.682
2020-12-16,0.696
2020-12-17,0.694
2020-12-18,0.69
2020-12-19,0.69
2020-12-20,0.69
2020-12-21,0.698
2020-12-22,0.707
2020-12-23,0.704
2020-12-24,0.696
2020-12-25,0.696
2020-12-26,0.696
2020-12-27,0.696
2020-12-28,0.696
2020-12-29,0.704
2020-12-30,0.695
2020-12-31,0.69
2021-01-01,0.69
2021-01-02,0.69
2021-01-03,0.69
2021-01-04,0.707
2021-01-05,0.685
2021-01-06,0.639
2021-01-07,0.629
2021-01-08,0.638
2021-01-09,0.638
2021-01-10,0.638
2021-01-11,0.628
2021-01-12,0.616
2021-01-13,0.633
2021-01-14,0.62
2021-01-15,0.635
2021-01-16,0.635
2021-01-17,0.635
2021-01-18,0.635
2021-01-19,0.638
2021-01-20,0.635
2021-01-21,0.638
2021-01-22,0.627
2021-01-23,0.627
2021-01-24,0.627
2021-01-25,0.641
2021-01-26,0.644
2021-01-27,0.671
2021-01-28,0.667
2021-01-29,0.672
2021-01-30,0.672
2021-01-31,0.672
2021-02-01,0.657
2021-02-02,0.643
2021-02-03,0.639
2021-02-04,0.615
2021-02-05,0.609
2021-02-06,0.609
2021-02-07,0.609
2021-02-08,0.592
2021-02-09,0.592
2021-02-10,0.597
2021-02-11,0.608
2021-02-12,0.605
2021-02-13,0.605
2021-02-14,0.605
2021-02-15,0.605
2021-02-16,0.604
2021-02-17,0.598
2021-02-18,0.597
2021-02-19,0.583
2021-02-20,0.583
2021-02-21,0.583
2021-02-22,0.571
2021-02-23,0.562
2021-02-24,0.548
2021-02-25,0.559
2021-02-26,0.561
2021-02-27,0.561
2021-02-28,0.561
2021-03-01,0.543
2021-03-02,0.533
2021-03-03,0.529
2021-03-04,0.538
2021-03-05,0.523
2021-03-06,0.523
2021-03-07,0.523
2021-03-08,0.498
2021-03-09,0.499
2021-03-10,0.508
2021-03-11,0.501
2021-03-12,0.494
2021-03-13,0.494
2021-03-14,0.494
2021-03-15,0.504
2021-03-16,0.508
2021-03-17,0.499
2021-03-18,0.496
2021-03-19,0.494
2021-03-20,0.494
2021-03-21,0.494
2021-03-22,0.513
2021-03-23,0.529
2021-03-24,0.53
2021-03-25,0.516
2021-03-26,0.501
2021-03-27,0.501
2021-03-28,0.501
2021-03-29,0.515
2021-03-30,0.5
2021-03-31,0.503
2021-04-01,0.502
2021-04-02,0.502
2021-04-03,0.502
2021-04-04,0.502
2021-04-05,0.503
2021-04-06,0.51
2021-04-07,0.532
2021-04-08,0.526
2021-04-09,0.525
2021-04-10,0.525
2021-04-11,0.525
2021-04-12,0.523
2021-04-13,0.533
2021-04-14,0.526
2021-04-15,0.517
2021-04-16,0.519
2021-04-17,0.519
2021-04-18,0.519
2021-04-19,0.52
2021-04-20,0.527
2021-04-21,0.514
2021-04-22,0.52
2021-04-23,0.507
2021-04-24,0.507
2021-04-25,0.507
2021-04-26,0.505
2021-04-27,0.501
2021-04-28,0.504
2021-04-29,0.505
2021-04-30,0.507
2021-05-01,0.507
2021-05-02,0.507
2021-05-03,0.503
2021-05-04,0.498
2021-05-05,0.494
2021-05-06,0.491
2021-05-07,0.482
2021-05-08,0.482
2021-05-09,0.482
2021-05-10,0.489
2021-05-11,0.483
2021-05-12,0.493
2021-05-13,0.472
2021-05-14,0.466
2021-05-15,0.466
2021-05-16,0.466
2021-05-17,0.474
2021-05-18,0.49
2021-05-19,0.498
2021-05-20,0.521
2021-05-21,0.514
2021-05-22,0.514
2021-05-23,0.514
2021-05-24,0.511
2021-05-25,0.519
2021-05-26,0.515
2021-05-27,0.508
2021-05-28,0.516
2021-05-29,0.516
2021-05-30,0.516
2021-05-31,0.516
2021-06-01,0.508
2021-06-02,0.505
2021-06-03,0.497
2021-06-04,0.501
2021-06-05,0.501
2021-06-06,0.501
2021-06-07,0.497
2021-06-08,0.492
2021-06-09,0.501
2021-06-10,0.509
2021-06-11,0.504
2021-06-12,0.504
2021-06-13,0.504
2021-06-14,0.509
2021-06-15,0.495
2021-06-16,0.487
2021-06-17,0.502
2021-06-18,0.498
2021-06-19,0.498
2021-06-20,0.498
2021-06-21,0.48
2021-06-22,0.48
2021-06-23,0.483
2021-06-24,0.474
2021-06-25,0.483
2021-06-26,0.483
2021-06-27,0.483
2021-06-28,0.472
2021-06-29,0.467
2021-06-30,0.469
2021-07-01,0.468
2021-07-02,0.472
2021-07-03,0.472
2021-07-04,0.472
2021-07-05,0.472
2021-07-06,0.474
2021-07-07,0.465
2021-07-08,0.473
2021-07-09,0.464
2021-07-10,0.464
2021-07-11,0.464
2021-07-12,0.46
2021-07-13,0.469
2021-07-14,0.472
2021-07-15,0.475
2021-07-16,0.483
2021-07-17,0.483
2021-07-18,0.483
2021-07-19,0.497
2021-07-20,0.481
2021-07-21,0.471
2021-07-22,0.475
2021-07-23,0.463
2021-07-24,0.463
2021-07-25,0.463
2021-07-26,0.466
2021-07-27,0.463
2021-07-28,0.463
2021-07-29,0.45
2021-07-30,0.453
2021-07-31,0.453
2021-08-01,0.453
2021-08-02,0.456
2021-08-03,0.454
2021-08-04,0.454
2021-08-05,0.449
2021-08-06,0.447
2021-08-07,0.447
2021-08-08,0.447
2021-08-09,0.457
2021-08-10,0.43
2021-08-11,0.43
2021-08-12,0.437
2021-08-13,0.437
2021-08-14,0.437
2021-08-15,0.437
2021-08-16,0.437
2021-08-17,0.446
2021-08-18,0.454
2021-08-19,0.464
2021-08-20,0.463
2021-08-21,0.463
2021-08-22,0.463
2021-08-23,0.457
2021-08-24,0.456
2021-08-25,0.455
2021-08-26,0.465
2021-08-27,0.454
2021-08-28,0.454
2021-08-29,0.454
2021-08-30,0.448
2021-08-31,0.448
2021-09-01,0.438
2021-09-02,0.442
2021-09-03,0.432
2021-09-04,0.432
2021-09-05,0.432
2021-09-06,0.432
2021-09-07,0.438
2021-09-08,0.432
2021-09-09,0.431
2021-09-10,0.432
2021-09-11,0.432
2021-09-12,0.432
2021-09-13,0.429
2021-09-14,0.431
2021-09-15,0.425
2021-09-16,0.434
2021-09-17,0.424
2021-09-18,0.424
2021-09-19,0.424
2021-09-20,0.436
2021-09-21,0.43
2021-09-22,0.426
2021-09-23,0.416
2021-09-24,0.414
2021-09-25,0.414
2021-09-26,0.414
2021-09-27,0.406
2021-09-28,0.42
2021-09-29,0.428
2021-09-30,0.446
2021-10-01,0.444
2021-10-02,0.444
2021-10-03,0.444
2021-10-04,0.44
2021-10-05,0.423
2021-10-06,0.429
2021-10-07,0.416
2021-10-08,0.414
2021-10-09,0.414
2021-10-10,0.414
2021-10-11,0.425
2021-10-12,0.437
2021-10-13,0.443
2021-10-14,0.43
2021-10-15,0.432
2021-10-16,0.432
2021-10-17,0.432
2021-10-18,0.421
2021-10-19,0.415
2021-10-20,0.411
2021-10-21,0.406
2021-10-22,0.407
2021-10-23,0.407
2021-10-24,0.407
2021-10-25,0.405
2021-10-26,0.405
2021-10-27,0.411
2021-10-28,0.398
2021-10-29,0.401
2021-10-30,0.401
2021-10-31,0.401
2021-11-01,0.406
2021-11-02,0.407
2021-11-03,0.407
2021-11-04,0.402
2021-11-05,0.392
2021-11-06,0.392
2021-11-07,0.392
2021-11-08,0.35
2021-11-09,0.338
2021-11-10,0.33
2021-11-11,0.332
2021-11-12,0.34
2021-11-13,0.34
2021-11-14,0.34
2021-11-15,0.338
2021-11-16,0.333
2021-11-17,0.33
2021-11-18,0.32
2021-11-19,0.333
2021-11-20,0.333
2021-11-21,0.333
2021-11-22,0.336
2021-11-23,0.335
2021-11-24,0.338
2021-11-25,0.338
2021-11-26,0.356
2021-11-27,0.356
2021-11-28,0.356
2021-11-29,0.355
2021-11-30,0.364
2021-12-01,0.369
2021-12-02,0.37
2021-12-03,0.372
2021-12-04,0.372
2021-12-05,0.372
2021-12-06,0.367
2021-12-07,0.362
2021-12-08,0.363
2021-12-09,0.359
2021-12-10,0.361
2021-12-11,0.361
2021-12-12,0.361
2021-12-13,0.37
2021-12-14,0.377
2021-12-15,0.369
2021-12-16,0.379
2021-12-17,0.381
2021-12-18,0.381
2021-12-19,0.381
2021-12-20,0.388
2021-12-21,0.378
2021-12-22,0.364
2021-12-23,0.355
2021-12-24,0.355
2021-12-25,0.355
2021-12-26,0.355
2021-12-27,0.345
2021-12-28,0.355
2021-12-29,0.344
2021-12-30,0.349
2021-12-31,0.348
2022-01-01,0.348
2022-01-02,0.348
2022-01-03,0.356
2022-01-04,0.36
2022-01-05,0.37
2022-01-06,0.367
2022-01-07,0.374
2022-01-08,0.374
2022-01-09,0.374
2022-01-10,0.379
2022-01-11,0.383
2022-01-12,0.392
2022-01-13,0.389
2022-01-14,0.415
2022-01-15,0.415
2022-01-16,0.415
2022-01-17,0.415
2022-01-18,0.428
2022-01-19,0.443
2022-01-20,0.46
2022-01-21,0.464
2022-01-22,0.464
2022-01-23,0.464
2022-01-24,0.446
2022-01-25,0.471
2022-01-26,0.478
2022-01-27,0.499
2022-01-28,0.474
2022-01-29,0.474
2022-01-30,0.474
2022-01-31,0.477
2022-02-01,0.474
2022-02-02,0.474
2022-02-03,0.495
2022-02-04,0.495
2022-02-05,0.495
2022-02-06,0.495
2022-02-07,0.474
2022-02-08,0.461
2022-02-09,0.456
2022-02-10,0.466
2022-02-11,0.476
2022-02-12,0.476
2022-02-13,0.476
2022-02-14,0.478
2022-02-15,0.464
2022-02-16,0.468
2022-02-17,0.489
2022-02-18,0.484
2022-02-19,0.484
2022-02-20,0.484
2022-02-21,0.484
2022-02-22,0.49
2022-02-23,0.497
2022-02-24,0.489
2022-02-25,0.477
2022-02-26,0.477
2022-02-27,0.477
2022-02-28,0.466
2022-03-01,0.499
2022-03-02,0.486
2022-03-03,0.487
2022-03-04,0.498
2022-03-05,0.498
2022-03-06,0.498
2022-03-07,0.504
2022-03-08,0.516
2022-03-09,0.506
2022-03-10,0.516
2022-03-11,0.517
2022-03-12,0.517
2022-03-13,0.517
2022-03-14,0.499
2022-03-15,0.502
2022-03-16,0.491
2022-03-17,0.48
2022-03-18,0.474
2022-03-19,0.474
2022-03-20,0.474
2022-03-21,0.478
2022-03-22,0.45
2022-03-23,0.464
2022-03-24,0.458
2022-03-25,0.477
2022-03-26,0.477
2022-03-27,0.477
2022-03-28,0.484
2022-03-29,0.464
2022-03-30,0.468
2022-03-31,0.455
2022-04-01,0.464
2022-04-02,0.464
2022-04-03,0.464
2022-04-04,0.473
2022-04-05,0.48
2022-04-06,0.486
2022-04-07,0.483
2022-04-08,0.485
2022-04-09,0.485
2022-04-10,0.485
2022-04-11,0.49
2022-04-12,0.494
2022-04-13,0.484
2022-04-14,0.491
2022-04-15,0.491
2022-04-16,0.491
2022-04-17,0.491
2022-04-18,0.502
2022-04-19,0.488
2022-04-20,0.49
2022-04-21,0.497
2022-04-22,0.506
2022-04-23,0.506
2022-04-24,0.506
2022-04-25,0.502
2022-04-26,0.531
2022-04-27,0.533
2022-04-28,0.53
2022-04-29,0.543
2022-04-30,0.543
2022-05-01,0.543
2022-05-02,0.526
2022-05-03,0.526
2022-05-04,0.506
2022-05-05,0.529
2022-05-06,0.531
2022-05-07,0.531
2022-05-08,0.531
2022-05-09,0.543
2022-05-10,0.556
2022-05-11,0.56
2022-05-12,0.543
2022-05-13,0.54
2022-05-14,0.54
2022-05-15,0.54
2022-05-16,0.544
2022-05-17,0.532
2022-05-18,0.555
2022-05-19,0.559
2022-05-20,0.56
2022-05-21,0.56
2022-05-22,0.56
2022-05-23,0.559
2022-05-24,0.566
2022-05-25,0.559
2022-05-26,0.544
2022-05-27,0.534
2022-05-28,0.534
2022-05-29,0.534
2022-05-30,0.534
2022-05-31,0.533
2022-06-01,0.525
2022-06-02,0.502
2022-06-03,0.505
2022-06-04,0.505
2022-06-05,0.505
2022-06-06,0.502
2022-06-07,0.501
2022-06-08,0.503
2022-06-09,0.512
2022-06-10,0.52
2022-06-11,0.52
2022-06-12,0.52
2022-06-13,0.535
2022-06-14,0.541
2022-06-15,0.536
2022-06-16,0.588
2022-06-17,0.58
2022-06-18,0.58
2022-06-19,0.58
2022-06-20,0.58
2022-06-21,0.588
2022-06-22,0.586
2022-06-23,0.579
2022-06-24,0.55
2022-06-25,0.55
2022-06-26,0.55
2022-06-27,0.551
2022-06-28,0.557
2022-06-29,0.558
2022-06-30,0.551
2022-07-01,0.562
2022-07-02,0.562
2022-07-03,0.562
2022-07-04,0.562
2022-07-05,0.572
2022-07-06,0.575
2022-07-07,0.561
2022-07-08,0.57
2022-07-09,0.57
2022-07-10,0.57
2022-07-11,0.578
2022-07-12,0.588
2022-07-13,0.588
2022-07-14,0.597
2022-07-15,0.589
2022-07-16,0.589
2022-07-17,0.589
2022-07-18,0.602
2022-07-19,0.582
2022-07-20,0.579
2022-07-21,0.57
2022-07-22,0.576
2022-07-23,0.576
2022-07-24,0.576
2022-07-25,0.57
2022-07-26,0.564
2022-07-27,0.551
2022-07-28,0.544
2022-07-29,0.529
2022-07-30,0.529
2022-07-31,0.529
2022-08-01,0.532
2022-08-02,0.539
2022-08-03,0.534
2022-08-04,0.522
2022-08-05,0.523
2022-08-06,0.523
2022-08-07,0.523
2022-08-08,0.518
2022-08-09,0.596
2022-08-10,0.552
2022-08-11,0.547
2022-08-12,0.521
2022-08-13,0.521
2022-08-14,0.521
2022-08-15,0.52
2022-08-16,0.527
2022-08-17,0.547
2022-08-18,0.544
2022-08-19,0.554
2022-08-20,0.554
2022-08-21,0.554
2022-08-22,0.582
2022-08-23,0.587
2022-08-24,0.594
2022-08-25,0.587
2022-08-26,0.62
2022-08-27,0.62
2022-08-28,0.62
2022-08-29,0.635
2022-08-30,0.649
2022-08-31,0.667
2022-09-01,0.67
2022-09-02,0.676
2022-09-03,0.676
2022-09-04,0.676
2022-09-05,0.676
2022-09-06,0.662
2022-09-07,0.65
2022-09-08,0.651
2022-09-09,0.645
2022-09-10,0.645
2022-09-11,0.645
2022-09-12,0.643
2022-09-13,0.678
2022-09-14,0.709
2022-09-15,0.707
2022-09-16,0.715
2022-09-17,0.715
2022-09-18,0.715
2022-09-19,0.693
2022-09-20,0.698
2022-09-21,0.713
2022-09-22,0.725
2022-09-23,0.739
2022-09-24,0.739
2022-09-25,0.739
2022-09-26,0.736
2022-09-27,0.731
2022-09-28,0.714
2022-09-29,0.71
2022-09-30,0.72
2022-10-01,0.72
2022-10-02,0.72
2022-10-03,0.704
2022-10-04,0.681
2022-10-05,0.682
2022-10-06,0.685
2022-10-07,0.715
2022-10-08,0.715
2022-10-09,0.715
2022-10-10,0.714
2022-10-11,0.7
2022-10-12,0.705
2022-10-13,0.684
2022-10-14,0.7
2022-10-15,0.7
2022-10-16,0.7
2022-10-17,0.686
2022-10-18,0.671
2022-10-19,0.682
2022-10-20,0.714
2022-10-21,0.689
2022-10-22,0.689
2022-10-23,0.689
2022-10-24,0.687
2022-10-25,0.672
2022-10-26,0.662
2022-10-27,0.655
2022-10-28,0.64
2022-10-29,0.64
2022-10-30,0.64
2022-10-31,0.642
2022-11-01,0.639
2022-11-02,0.651
2022-11-03,0.661
2022-11-04,0.639
2022-11-05,0.639
2022-11-06,0.639
2022-11-07,0.717
2022-11-08,0.716
2022-11-09,0.712
2022-11-10,0.668
2022-11-11,0.674
2022-11-12,0.674
2022-11-13,0.674
2022-11-14,0.671
2022-11-15,0.664
2022-11-16,0.676
2022-11-17,0.658
2022-11-18,0.624
2022-11-19,0.624
2022-11-20,0.624
2022-11-21,0.636
2022-11-22,0.65
2022-11-23,0.652
2022-11-24,0.652
2022-11-25,0.652
2022-11-26,0.652
2022-11-27,0.652
2022-11-28,0.67
2022-11-29,0.695
2022-11-30,0.69
2022-12-01,0.678
2022-12-02,0.678
2022-12-03,0.678
2022-12-04,0.678
2022-12-05,0.675
2022-12-06,0.683
2022-12-07,0.68
2022-12-08,0.674
2022-12-09,0.675
2022-12-10,0.675
2022-12-11,0.675
2022-12-12,0.675
2022-12-13,0.655
2022-12-14,0.673
2022-12-15,0.701
2022-12-16,0.7
2022-12-17,0.7
2022-12-18,0.7
2022-12-19,0.692
2022-12-20,0.673
2022-12-21,0.653
2022-12-22,0.67
2022-12-23,0.664
2022-12-24,0.664
2022-12-25,0.664
2022-12-26,0.664
2022-12-27,0.669
2022-12-28,0.687
2022-12-29,0.655
2022-12-30,0.668
2022-12-31,0.668
2023-01-01,0.668
2023-01-02,0.668
2023-01-03,0.668
2023-01-04,0.653
2023-01-05,0.653
2023-01-06,0.639
2023-01-07,0.639
2023-01-08,0.639
2023-01-09,0.637
2023-01-10,0.639
2023-01-11,0.622
2023-01-12,0.608
2023-01-13,0.604
2023-01-14,0.604
2023-01-15,0.604
2023-01-16,0.604
2023-01-17,0.598
2023-01-18,0.616
2023-01-19,0.6
2023-01-20,0.575
2023-01-21,0.575
2023-01-22,0.575
2023-01-23,0.56
2023-01-24,0.555
2023-01-25,0.556
2023-01-26,0.547
2023-01-27,0.549
2023-01-28,0.549
2023-01-29,0.549
2023-01-30,0.552
2023-01-31,0.55
2023-02-01,0.526
2023-02-02,0.522
2023-02-03,0.522
2023-02-04,0.522
2023-02-05,0.522
2023-02-06,0.53
2023-02-07,0.53
2023-02-08,0.544
2023-02-09,0.553
2023-02-10,0.545
2023-02-11,0.545
2023-02-12,0.545
2023-02-13,0.542
2023-02-14,0.546
2023-02-15,0.531
2023-02-16,0.547
2023-02-17,0.529
2023-02-18,0.529
2023-02-19,0.529
2023-02-20,0.529
2023-02-21,0.556
2023-02-22,0.552
2023-02-23,0.549
2023-02-24,0.55
2023-02-25,0.55
2023-02-26,0.55
2023-02-27,0.541
2023-02-28,0.536
2023-03-01,0.519
2023-03-02,0.514
2023-03-03,0.502
2023-03-04,0.502
2023-03-05,0.502
2023-03-06,0.511
2023-03-07,0.513
2023-03-08,0.522
2023-03-09,0.53
2023-03-10,0.546
2023-03-11,0.546
2023-03-12,0.546
2023-03-13,0.55
2023-03-14,0.533
2023-03-15,0.548
2023-03-16,0.54
2023-03-17,0.56
2023-03-18,0.56
2023-03-19,0.56
2023-03-20,0.56
2023-03-21,0.556
2023-03-22,0.568
2023-03-23,0.572
2023-03-24,0.574
2023-03-25,0.574
2023-03-26,0.574
2023-03-27,0.569
2023-03-28,0.56
2023-03-29,0.561
2023-03-30,0.562
2023-03-31,0.555
2023-04-01,0.555
2023-04-02,0.555
2023-04-03,0.557
2023-04-04,0.587
2023-04-05,0.598
2023-04-06,0.609
2023-04-07,0.609
2023-04-08,0.609
2023-04-09,0.609
2023-04-10,0.604
2023-04-11,0.598
2023-04-12,0.601
2023-04-13,0.593
2023-04-14,0.6
2023-04-15,0.6
2023-04-16,0.6
2023-04-17,0.589
2023-04-18,0.584
2023-04-19,0.587
2023-04-20,0.589
2023-04-21,0.588
2023-04-22,0.588
2023-04-23,0.588
2023-04-24,0.587
2023-04-25,0.605
2023-04-26,0.617
2023-04-27,0.603
2023-04-28,0.603
2023-04-29,0.603
2023-04-30,0.603
2023-05-01,0.595
2023-05-02,0.594
2023-05-03,0.59
2023-05-04,0.596
2023-05-05,0.585
2023-05-06,0.585
2023-05-07,0.585
2023-05-08,0.583
2023-05-09,0.633
2023-05-10,0.669
2023-05-11,0.662
2023-05-12,0.667
2023-05-13,0.667
2023-05-14,0.667
2023-05-15,0.662
2023-05-16,0.683
2023-05-17,0.683
2023-05-18,0.688
2023-05-19,0.685
2023-05-20,0.685
2023-05-21,0.685
2023-05-22,0.684
2023-05-23,0.689
2023-05-24,0.713
2023-05-25,0.72
2023-05-26,0.705
2023-05-27,0.705
2023-05-28,0.705
2023-05-29,0.705
2023-05-30,0.724
2023-05-31,0.733
2023-06-01,0.702
2023-06-02,0.652
2023-06-03,0.652
2023-06-04,0.652
2023-06-05,0.653
2023-06-06,0.622
2023-06-07,0.598
2023-06-08,0.581
2023-06-09,0.581
2023-06-10,0.581
2023-06-11,0.581
2023-06-12,0.575
2023-06-13,0.562
2023-06-14,0.569
2023-06-15,0.574
2023-06-16,0.576
2023-06-17,0.576
2023-06-18,0.576
2023-06-19,0.576
2023-06-20,0.574
2023-06-21,0.569
2023-06-22,0.574
2023-06-23,0.579
2023-06-24,0.579
2023-06-25,0.579
2023-06-26,0.574
2023-06-27,0.568
2023-06-28,0.567
2023-06-29,0.556
2023-06-30,0.549
2023-07-01,0.549
2023-07-02,0.549
2023-07-03,0.557
2023-07-04,0.557
2023-07-05,0.568
2023-07-06,0.569
2023-07-07,0.568
2023-07-08,0.568
2023-07-09,0.568
2023-07-10,0.557
2023-07-11,0.551
2023-07-12,0.54
2023-07-13,0.547
2023-07-14,0.56
2023-07-15,0.56
2023-07-16,0.56
2023-07-17,0.561
2023-07-18,0.561
2023-07-19,0.564
2023-07-20,0.569
2023-07-21,0.593
2023-07-22,0.593
2023-07-23,0.593
2023-07-24,0.587
2023-07-25,0.578
2023-07-26,0.583
2023-07-27,0.583
2023-07-28,0.582
2023-07-29,0.582
2023-07-30,0.582
2023-07-31,0.573
2023-08-01,0.568
2023-08-02,0.57
2023-08-03,0.574
2023-08-04,0.579
2023-08-05,0.579
2023-08-06,0.579
2023-08-07,0.581
2023-08-08,0.662
2023-08-09,0.646
2023-08-10,0.633
2023-08-11,0.625
2023-08-12,0.625
2023-08-13,0.625
2023-08-14,0.62
2023-08-15,0.624
