,MA US Equity
2023-08-20,0.635
2023-08-21,0.633
2023-08-22,0.626
2023-08-23,0.621
2023-08-24,0.626
2023-08-25,0.618
2023-08-26,0.618
2023-08-27,0.618
2023-08-28,0.611
2023-08-29,0.605
2023-08-30,0.602
2023-08-31,0.603
2023-09-01,0.599
2023-09-02,0.599
2023-09-03,0.599
2023-09-04,0.599
2023-09-05,0.605
2023-09-06,0.603
2023-09-07,0.601
2023-09-08,0.6
2023-09-09,0.6
2023-09-10,0.6
2023-09-11,0.598
2023-09-12,0.598
2023-09-13,0.598
2023-09-14,0.602
2023-09-15,0.601
2023-09-16,0.601
2023-09-17,0.601
2023-09-18,0.595
2023-09-19,0.6
2023-09-20,0.605
2023-09-21,0.615
2023-09-22,0.617
2023-09-23,0.617
2023-09-24,0.617
2023-09-25,0.617
2023-09-26,0.628
2023-09-27,0.628
2023-09-28,0.621
2023-09-29,0.627
2023-09-30,0.627
2023-10-01,0.627
2023-10-02,0.627
2023-10-03,0.635
2023-10-04,0.63
2023-10-05,0.629
2023-10-06,0.623
2023-10-07,0.623
2023-10-08,0.623
2023-10-09,0.626
2023-10-10,0.62
2023-10-11,0.624
2023-10-12,0.626
2023-10-13,0.629
2023-10-14,0.629
2023-10-15,0.629
2023-10-16,0.636
2023-10-17,0.635
2023-10-18,0.648
2023-10-19,0.657
2023-10-20,0.663
2023-10-21,0.663
2023-10-22,0.663
2023-10-23,0.665
2023-10-24,0.659
2023-10-25,0.66
2023-10-26,0.699
2023-10-27,0.699
2023-10-28,0.699
2023-10-29,0.699
2023-10-30,0.684
2023-10-31,0.677
2023-11-01,0.673
2023-11-02,0.663
2023-11-03,0.658
2023-11-04,0.658
2023-11-05,0.658
2023-11-06,0.657
2023-11-07,0.653
2023-11-08,0.651
2023-11-09,0.655
2023-11-10,0.644
2023-11-11,0.644
2023-11-12,0.644
2023-11-13,0.644
2023-11-14,0.639
2023-11-15,0.64
2023-11-16,0.642
2023-11-17,0.636
2023-11-18,0.636
2023-11-19,0.636
2023-11-20,0.63
2023-11-21,0.623
2023-11-22,0.621
2023-11-23,0.621
2023-11-24,0.618
2023-11-25,0.618
2023-11-26,0.618
2023-11-27,0.623
2023-11-28,0.623
2023-11-29,0.622
2023-11-30,0.616
2023-12-01,0.615
2023-12-02,0.615
2023-12-03,0.615
2023-12-04,0.623
2023-12-05,0.623
2023-12-06,0.62
2023-12-07,0.616
2023-12-08,0.617
2023-12-09,0.617
2023-12-10,0.617
2023-12-11,0.612
2023-12-12,0.601
2023-12-13,0.596
2023-12-14,0.604
2023-12-15,0.604
2023-12-16,0.604
2023-12-17,0.604
2023-12-18,0.596
2023-12-19,0.595
2023-12-20,0.603
2023-12-21,0.597
2023-12-22,0.596
2023-12-23,0.596
2023-12-24,0.596
2023-12-25,0.596
2023-12-26,0.597
2023-12-27,0.596
2023-12-28,0.593
2023-12-29,0.593
2023-12-30,0.593
2023-12-31,0.593
2024-01-01,0.593
2024-01-02,0.6
2024-01-03,0.604
2024-01-04,0.603
2024-01-05,0.606
2024-01-06,0.606
2024-01-07,0.606
2024-01-08,0.602
2024-01-09,0.601
2024-01-10,0.594
2024-01-11,0.596
2024-01-12,0.593
2024-01-13,0.593
2024-01-14,0.593
2024-01-15,0.593
2024-01-16,0.594
2024-01-17,0.595
2024-01-18,0.594
2024-01-19,0.586
2024-01-20,0.586
2024-01-21,0.586
2024-01-22,0.581
2024-01-23,0.583
2024-01-24,0.583
2024-01-25,0.585
2024-01-26,0.583
2024-01-27,0.583
2024-01-28,0.583
2024-01-29,0.58
2024-01-30,0.574
2024-01-31,0.569
2024-02-01,0.553
2024-02-02,0.554
2024-02-03,0.554
2024-02-04,0.554
2024-02-05,0.559
2024-02-06,0.555
2024-02-07,0.553
2024-02-08,0.558
2024-02-09,0.559
2024-02-10,0.559
2024-02-11,0.559
2024-02-12,0.558
2024-02-13,0.556
2024-02-14,0.551
2024-02-15,0.546
2024-02-16,0.55
2024-02-17,0.55
2024-02-18,0.55
2024-02-19,0.55
2024-02-20,0.569
2024-02-21,0.56
2024-02-22,0.546
2024-02-23,0.543
2024-02-24,0.543
2024-02-25,0.543
2024-02-26,0.542
2024-02-27,0.542
2024-02-28,0.537
2024-02-29,0.542
2024-03-01,0.54
2024-03-02,0.54
2024-03-03,0.54
2024-03-04,0.549
2024-03-05,0.55
2024-03-06,0.545
2024-03-07,0.55
2024-03-08,0.548
2024-03-09,0.548
2024-03-10,0.548
2024-03-11,0.549
2024-03-12,0.544
2024-03-13,0.541
2024-03-14,0.538
2024-03-15,0.542
2024-03-16,0.542
2024-03-17,0.542
2024-03-18,0.539
2024-03-19,0.533
2024-03-20,0.529
2024-03-21,0.528
2024-03-22,0.536
2024-03-23,0.536
2024-03-24,0.536
2024-03-25,0.542
2024-03-26,0.541
2024-03-27,0.54
2024-03-28,0.536
2024-03-29,0.536
2024-03-30,0.536
2024-03-31,0.536
2024-04-01,0.54
2024-04-02,0.538
2024-04-03,0.541
2024-04-04,0.55
2024-04-05,0.541
2024-04-06,0.541
2024-04-07,0.541
2024-04-08,0.538
