,LUV US Equity
2020-10-31,0.523
2020-11-01,0.523
2020-11-02,0.538
2020-11-03,0.532
2020-11-04,0.531
2020-11-05,0.504
2020-11-06,0.517
2020-11-07,0.517
2020-11-08,0.517
2020-11-09,0.471
2020-11-10,0.461
2020-11-11,0.478
2020-11-12,0.493
2020-11-13,0.471
2020-11-14,0.471
2020-11-15,0.471
2020-11-16,0.453
2020-11-17,0.453
2020-11-18,0.453
2020-11-19,0.449
2020-11-20,0.454
2020-11-21,0.454
2020-11-22,0.454
2020-11-23,0.442
2020-11-24,0.428
2020-11-25,0.428
2020-11-26,0.428
2020-11-27,0.433
2020-11-28,0.433
2020-11-29,0.433
2020-11-30,0.446
2020-12-01,0.437
2020-12-02,0.436
2020-12-03,0.432
2020-12-04,0.434
2020-12-05,0.434
2020-12-06,0.434
2020-12-07,0.928
2020-12-08,0.94
2020-12-09,0.971
2020-12-10,0.95
2020-12-11,0.969
2020-12-12,0.969
2020-12-13,0.969
2020-12-14,0.982
2020-12-15,0.957
2020-12-16,0.972
2020-12-17,0.958
2020-12-18,0.965
2020-12-19,0.965
2020-12-20,0.965
2020-12-21,0.97
2020-12-22,0.981
2020-12-23,0.951
2020-12-24,0.96
2020-12-25,0.96
2020-12-26,0.96
2020-12-27,0.96
2020-12-28,0.964
2020-12-29,0.963
2020-12-30,0.958
2020-12-31,0.953
2021-01-01,0.953
2021-01-02,0.953
2021-01-03,0.953
2021-01-04,0.987
2021-01-05,0.974
2021-01-06,0.951
2021-01-07,0.939
2021-01-08,0.946
2021-01-09,0.946
2021-01-10,0.946
2021-01-11,0.937
2021-01-12,0.923
2021-01-13,0.926
2021-01-14,0.91
2021-01-15,0.952
2021-01-16,0.952
2021-01-17,0.952
2021-01-18,0.952
2021-01-19,0.947
2021-01-20,0.922
2021-01-21,0.93
2021-01-22,0.938
2021-01-23,0.938
2021-01-24,0.938
2021-01-25,0.974
2021-01-26,0.97
2021-01-27,1.007
2021-01-28,0.996
2021-01-29,1.552
2021-01-30,1.552
2021-01-31,1.552
2021-02-01,1.523
2021-02-02,1.495
2021-02-03,1.465
2021-02-04,1.388
2021-02-05,1.363
2021-02-06,1.363
2021-02-07,1.363
2021-02-08,1.306
2021-02-09,1.333
2021-02-10,1.33
2021-02-11,1.326
2021-02-12,1.329
2021-02-13,1.329
2021-02-14,1.329
2021-02-15,1.329
2021-02-16,1.313
2021-02-17,1.301
2021-02-18,1.313
2021-02-19,1.292
2021-02-20,1.292
2021-02-21,1.292
2021-02-22,1.245
2021-02-23,1.203
2021-02-24,1.15
2021-02-25,1.17
2021-02-26,1.173
2021-02-27,1.173
2021-02-28,1.173
2021-03-01,1.175
2021-03-02,1.18
2021-03-03,1.18
2021-03-04,1.18
2021-03-05,1.18
2021-03-06,1.18
2021-03-07,1.18
2021-03-08,1.18
2021-03-09,1.18
2021-03-10,1.18
2021-03-11,1.18
2021-03-12,1.18
2021-03-13,1.18
2021-03-14,1.18
2021-03-15,1.18
2021-03-16,1.18
2021-03-17,1.18
2021-03-18,1.18
2021-03-19,1.18
2021-03-20,1.18
2021-03-21,1.18
2021-03-22,1.18
2021-03-23,1.18
2021-03-24,1.18
2021-03-25,1.18
2021-03-26,1.18
2021-03-27,1.18
2021-03-28,1.18
2021-03-29,1.18
2021-03-30,1.18
2021-03-31,1.18
2021-04-01,1.18
2021-04-02,1.18
2021-04-03,1.18
2021-04-04,1.18
2021-04-05,1.18
2021-04-06,1.18
2021-04-07,1.18
2021-04-08,1.18
2021-04-09,1.18
2021-04-10,1.18
2021-04-11,1.18
2021-04-12,1.18
2021-04-13,1.18
2021-04-14,1.18
2021-04-15,1.18
2021-04-16,1.18
2021-04-17,1.18
2021-04-18,1.18
2021-04-19,1.18
2021-04-20,1.18
2021-04-21,1.18
2021-04-22,1.18
2021-04-23,1.18
2021-04-24,1.18
2021-04-25,1.18
2021-04-26,1.18
2021-04-27,1.18
2021-04-28,1.18
2021-04-29,1.18
2021-04-30,1.18
2021-05-01,1.18
2021-05-02,1.18
2021-05-03,1.18
2021-05-04,1.18
2021-05-05,1.18
2021-05-06,1.18
2021-05-07,1.18
2021-05-08,1.18
2021-05-09,1.18
2021-05-10,1.18
2021-05-11,1.18
2021-05-12,1.18
2021-05-13,0.345
2021-05-14,0.332
2021-05-15,0.332
2021-05-16,0.332
2021-05-17,0.333
2021-05-18,0.333
2021-05-19,0.342
2021-05-20,0.345
2021-05-21,0.344
2021-05-22,0.344
2021-05-23,0.344
2021-05-24,0.341
2021-05-25,0.341
2021-05-26,0.338
2021-05-27,0.335
2021-05-28,0.336
2021-05-29,0.336
2021-05-30,0.336
2021-05-31,0.336
2021-06-01,0.337
2021-06-02,0.34
2021-06-03,0.355
2021-06-04,0.353
2021-06-05,0.353
2021-06-06,0.353
2021-06-07,0.355
2021-06-08,0.351
2021-06-09,0.354
2021-06-10,0.359
2021-06-11,0.359
2021-06-12,0.359
2021-06-13,0.359
2021-06-14,0.361
2021-06-15,0.362
2021-06-16,0.365
2021-06-17,0.372
2021-06-18,0.375
2021-06-19,0.375
2021-06-20,0.375
2021-06-21,0.367
2021-06-22,0.371
2021-06-23,0.375
2021-06-24,0.378
2021-06-25,0.379
2021-06-26,0.379
2021-06-27,0.379
2021-06-28,0.388
2021-06-29,0.391
2021-06-30,0.389
2021-07-01,0.384
2021-07-02,0.385
2021-07-03,0.385
2021-07-04,0.385
2021-07-05,0.385
2021-07-06,0.395
2021-07-07,0.402
2021-07-08,0.404
2021-07-09,0.391
2021-07-10,0.391
2021-07-11,0.391
2021-07-12,0.839
2021-07-13,0.401
2021-07-14,0.398
2021-07-15,0.399
2021-07-16,0.414
2021-07-17,0.414
2021-07-18,0.414
2021-07-19,0.426
2021-07-20,0.402
2021-07-21,0.389
2021-07-22,0.403
2021-07-23,0.917
2021-07-24,0.917
2021-07-25,0.917
2021-07-26,0.898
2021-07-27,0.909
2021-07-28,0.898
2021-07-29,0.902
2021-07-30,0.921
2021-07-31,0.921
2021-08-01,0.921
2021-08-02,0.935
2021-08-03,0.918
2021-08-04,1.41
2021-08-05,1.366
2021-08-06,1.359
2021-08-07,1.359
2021-08-08,1.359
2021-08-09,1.387
2021-08-10,1.349
2021-08-11,1.33
2021-08-12,1.352
2021-08-13,1.367
2021-08-14,1.367
2021-08-15,1.367
2021-08-16,1.376
2021-08-17,1.415
2021-08-18,1.423
2021-08-19,1.452
2021-08-20,1.455
2021-08-21,1.455
2021-08-22,1.455
2021-08-23,1.415
2021-08-24,1.357
2021-08-25,1.345
2021-08-26,1.367
2021-08-27,1.351
2021-08-28,1.351
2021-08-29,1.351
2021-08-30,1.398
2021-08-31,1.381
2021-09-01,1.387
2021-09-02,1.386
2021-09-03,1.407
2021-09-04,1.407
2021-09-05,1.407
2021-09-06,1.407
2021-09-07,1.416
2021-09-08,1.428
2021-09-09,1.396
2021-09-10,1.435
2021-09-11,1.435
2021-09-12,1.435
2021-09-13,1.41
2021-09-14,1.431
2021-09-15,1.418
2021-09-16,1.399
2021-09-17,1.4
2021-09-18,1.4
2021-09-19,1.4
2021-09-20,1.386
2021-09-21,1.398
2021-09-22,1.357
2021-09-23,1.314
2021-09-24,1.3
2021-09-25,1.3
2021-09-26,1.3
2021-09-27,1.298
2021-09-28,1.295
2021-09-29,1.308
2021-09-30,1.336
2021-10-01,1.264
2021-10-02,1.264
2021-10-03,1.264
2021-10-04,1.248
2021-10-05,1.262
2021-10-06,1.556
2021-10-07,1.568
2021-10-08,1.572
2021-10-09,1.572
2021-10-10,1.572
2021-10-11,1.64
2021-10-12,1.624
2021-10-13,1.654
2021-10-14,1.645
2021-10-15,1.683
2021-10-16,1.683
2021-10-17,1.683
2021-10-18,1.869
2021-10-19,1.884
2021-10-20,1.88
2021-10-21,1.911
2021-10-22,2.387
2021-10-23,2.387
2021-10-24,2.387
2021-10-25,2.394
2021-10-26,2.389
2021-10-27,2.441
2021-10-28,2.406
2021-10-29,2.404
2021-10-30,2.404
2021-10-31,2.404
2021-11-01,2.314
2021-11-02,2.324
2021-11-03,2.298
2021-11-04,2.317
2021-11-05,2.177
2021-11-06,2.177
2021-11-07,2.177
2021-11-08,2.213
2021-11-09,2.233
2021-11-10,2.233
2021-11-11,2.233
2021-11-12,2.233
2021-11-13,2.233
2021-11-14,2.233
2021-11-15,2.233
2021-11-16,2.233
2021-11-17,2.233
2021-11-18,2.233
2021-11-19,2.233
2021-11-20,2.233
2021-11-21,2.233
2021-11-22,2.233
2021-11-23,2.233
2021-11-24,2.233
2021-11-25,2.233
2021-11-26,2.233
2021-11-27,2.233
2021-11-28,2.233
2021-11-29,2.233
2021-11-30,2.233
2021-12-01,2.233
2021-12-02,2.233
2021-12-03,2.233
2021-12-04,2.233
2021-12-05,2.233
2021-12-06,2.233
2021-12-07,2.233
2021-12-08,2.233
2021-12-09,0.995
2021-12-10,1.034
2021-12-11,1.034
2021-12-12,1.034
2021-12-13,1.072
2021-12-14,1.079
2021-12-15,1.082
2021-12-16,1.098
2021-12-17,1.094
2021-12-18,1.094
2021-12-19,1.094
2021-12-20,1.103
2021-12-21,1.062
2021-12-22,1.056
2021-12-23,1.037
2021-12-24,1.037
2021-12-25,1.037
2021-12-26,1.037
2021-12-27,1.039
2021-12-28,1.026
2021-12-29,1.03
2021-12-30,1.016
2021-12-31,1.013
2022-01-01,1.013
2022-01-02,1.013
2022-01-03,0.986
2022-01-04,0.972
2022-01-05,0.987
2022-01-06,0.989
2022-01-07,0.957
2022-01-08,0.957
2022-01-09,0.957
2022-01-10,0.959
2022-01-11,0.947
2022-01-12,0.96
2022-01-13,0.948
2022-01-14,0.947
2022-01-15,0.947
2022-01-16,0.947
2022-01-17,0.947
2022-01-18,0.955
2022-01-19,0.977
2022-01-20,0.979
2022-01-21,1.001
2022-01-22,1.001
2022-01-23,1.001
2022-01-24,0.989
2022-01-25,0.99
2022-01-26,0.993
2022-01-27,1.014
2022-01-28,1.3
2022-01-29,1.3
2022-01-30,1.3
2022-01-31,1.332
2022-02-01,1.32
2022-02-02,1.346
2022-02-03,1.373
2022-02-04,1.366
2022-02-05,1.366
2022-02-06,1.366
2022-02-07,1.337
2022-02-08,1.294
2022-02-09,1.268
2022-02-10,1.282
2022-02-11,1.31
2022-02-12,1.31
2022-02-13,1.31
2022-02-14,1.314
2022-02-15,1.261
2022-02-16,1.257
2022-02-17,1.286
2022-02-18,1.297
2022-02-19,1.297
2022-02-20,1.297
2022-02-21,1.297
2022-02-22,1.307
2022-02-23,1.355
2022-02-24,1.345
2022-02-25,1.321
2022-02-26,1.321
2022-02-27,1.321
2022-02-28,1.361
2022-03-01,1.421
2022-03-02,1.409
2022-03-03,1.431
2022-03-04,1.466
2022-03-05,1.466
2022-03-06,1.466
2022-03-07,1.603
2022-03-08,1.586
2022-03-09,1.528
2022-03-10,1.514
2022-03-11,1.544
2022-03-12,1.544
2022-03-13,1.544
2022-03-14,1.549
2022-03-15,1.477
2022-03-16,1.44
2022-03-17,1.452
2022-03-18,1.436
2022-03-19,1.436
2022-03-20,1.436
2022-03-21,1.452
2022-03-22,1.442
2022-03-23,1.449
2022-03-24,1.414
2022-03-25,1.4
2022-03-26,1.4
2022-03-27,1.4
2022-03-28,1.398
2022-03-29,1.37
2022-03-30,1.363
2022-03-31,1.356
2022-04-01,1.353
2022-04-02,1.353
2022-04-03,1.353
2022-04-04,1.352
2022-04-05,1.374
2022-04-06,1.42
2022-04-07,1.441
2022-04-08,1.481
2022-04-09,1.481
2022-04-10,1.481
2022-04-11,1.433
2022-04-12,1.105
2022-04-13,1.028
2022-04-14,1.012
2022-04-15,1.012
2022-04-16,1.012
2022-04-17,1.012
2022-04-18,1.023
2022-04-19,1.0
2022-04-20,1.0
2022-04-21,0.978
2022-04-22,1.01
2022-04-23,1.01
2022-04-24,1.01
2022-04-25,1.019
2022-04-26,1.051
2022-04-27,1.03
2022-04-28,1.009
2022-04-29,1.091
2022-04-30,1.091
2022-05-01,1.091
2022-05-02,1.088
2022-05-03,1.072
2022-05-04,1.275
2022-05-05,1.304
2022-05-06,1.329
2022-05-07,1.329
2022-05-08,1.329
2022-05-09,1.398
2022-05-10,1.374
2022-05-11,1.425
2022-05-12,1.448
2022-05-13,1.426
2022-05-14,1.426
2022-05-15,1.426
2022-05-16,1.419
2022-05-17,1.359
2022-05-18,1.386
2022-05-19,1.407
2022-05-20,1.437
2022-05-21,1.437
2022-05-22,1.437
2022-05-23,1.413
2022-05-24,1.469
2022-05-25,1.444
2022-05-26,1.362
2022-05-27,1.381
2022-05-28,1.381
2022-05-29,1.381
2022-05-30,1.381
2022-05-31,1.379
2022-06-01,1.433
2022-06-02,1.419
2022-06-03,1.443
2022-06-04,1.443
2022-06-05,1.443
2022-06-06,1.424
2022-06-07,1.409
2022-06-08,1.458
2022-06-09,1.504
2022-06-10,1.576
2022-06-11,1.576
2022-06-12,1.576
2022-06-13,1.681
2022-06-14,1.699
2022-06-15,1.699
2022-06-16,1.77
2022-06-17,1.737
2022-06-18,1.737
2022-06-19,1.737
2022-06-20,1.737
2022-06-21,1.753
2022-06-22,1.734
2022-06-23,1.722
2022-06-24,1.641
2022-06-25,1.641
2022-06-26,1.641
2022-06-27,1.674
2022-06-28,1.689
2022-06-29,1.711
2022-06-30,1.714
2022-07-01,1.685
2022-07-02,1.685
2022-07-03,1.685
2022-07-04,1.685
2022-07-05,1.696
2022-07-06,1.705
2022-07-07,1.686
2022-07-08,1.687
2022-07-09,1.687
2022-07-10,1.687
2022-07-11,1.681
2022-07-12,1.606
2022-07-13,1.595
2022-07-14,1.61
2022-07-15,1.564
2022-07-16,1.564
2022-07-17,1.564
2022-07-18,1.55
2022-07-19,1.492
2022-07-20,1.492
2022-07-21,1.514
2022-07-22,1.538
2022-07-23,1.538
2022-07-24,1.538
2022-07-25,1.524
2022-07-26,1.563
2022-07-27,1.518
2022-07-28,1.623
2022-07-29,1.624
2022-07-30,1.624
2022-07-31,1.624
2022-08-01,1.616
2022-08-02,1.646
2022-08-03,1.587
2022-08-04,1.596
2022-08-05,1.595
2022-08-06,1.595
2022-08-07,1.595
2022-08-08,1.584
2022-08-09,1.615
2022-08-10,1.576
2022-08-11,1.589
2022-08-12,1.569
2022-08-13,1.569
2022-08-14,1.569
2022-08-15,1.562
2022-08-16,1.553
2022-08-17,1.59
2022-08-18,1.588
2022-08-19,1.634
2022-08-20,1.634
2022-08-21,1.634
2022-08-22,1.652
2022-08-23,1.652
2022-08-24,1.638
2022-08-25,1.606
2022-08-26,1.649
2022-08-27,1.649
2022-08-28,1.649
2022-08-29,1.654
2022-08-30,1.664
2022-08-31,1.687
2022-09-01,1.143
2022-09-02,1.139
2022-09-03,1.139
2022-09-04,1.139
2022-09-05,1.139
2022-09-06,1.139
2022-09-07,1.108
2022-09-08,1.111
2022-09-09,1.091
2022-09-10,1.091
2022-09-11,1.091
2022-09-12,1.08
2022-09-13,1.116
2022-09-14,1.101
2022-09-15,1.134
2022-09-16,1.291
2022-09-17,1.291
2022-09-18,1.291
2022-09-19,1.25
2022-09-20,1.278
2022-09-21,1.315
2022-09-22,1.359
2022-09-23,1.399
2022-09-24,1.399
2022-09-25,1.399
2022-09-26,1.43
2022-09-27,1.424
2022-09-28,1.383
2022-09-29,1.418
2022-09-30,1.454
2022-10-01,1.454
2022-10-02,1.454
2022-10-03,1.797
2022-10-04,1.691
2022-10-05,1.701
2022-10-06,1.725
2022-10-07,1.761
2022-10-08,1.761
2022-10-09,1.761
2022-10-10,1.772
2022-10-11,1.787
2022-10-12,1.776
2022-10-13,1.73
2022-10-14,1.713
2022-10-15,1.713
2022-10-16,1.713
2022-10-17,1.715
2022-10-18,1.685
2022-10-19,1.694
2022-10-20,1.71
2022-10-21,1.695
2022-10-22,1.695
2022-10-23,1.695
2022-10-24,1.664
2022-10-25,1.621
2022-10-26,1.633
2022-10-27,1.59
2022-10-28,1.549
2022-10-29,1.549
2022-10-30,1.549
2022-10-31,1.859
2022-11-01,1.83
2022-11-02,1.852
2022-11-03,1.829
2022-11-04,1.823
2022-11-05,1.823
2022-11-06,1.823
2022-11-07,1.807
2022-11-08,1.805
2022-11-09,1.817
2022-11-10,1.741
2022-11-11,1.762
2022-11-12,1.762
2022-11-13,1.762
2022-11-14,1.79
2022-11-15,1.749
2022-11-16,1.779
2022-11-17,1.796
2022-11-18,1.774
2022-11-19,1.774
2022-11-20,1.774
2022-11-21,1.79
2022-11-22,1.771
2022-11-23,1.75
2022-11-24,1.75
2022-11-25,1.723
2022-11-26,1.723
2022-11-27,1.723
2022-11-28,1.752
2022-11-29,1.722
2022-11-30,1.694
2022-12-01,1.686
2022-12-02,1.7
2022-12-03,1.7
2022-12-04,1.7
2022-12-05,1.711
2022-12-06,1.703
2022-12-07,2.236
2022-12-08,1.88
2022-12-09,1.854
2022-12-10,1.854
2022-12-11,1.854
2022-12-12,1.81
2022-12-13,1.866
2022-12-14,1.848
2022-12-15,1.89
2022-12-16,1.904
2022-12-17,1.904
2022-12-18,1.904
2022-12-19,1.953
2022-12-20,1.951
2022-12-21,1.96
2022-12-22,2.023
2022-12-23,1.987
2022-12-24,1.987
2022-12-25,1.987
2022-12-26,1.987
2022-12-27,2.113
2022-12-28,2.228
2022-12-29,2.149
2022-12-30,2.13
2022-12-31,2.13
2023-01-01,2.13
2023-01-02,2.13
2023-01-03,2.2
2023-01-04,2.133
2023-01-05,2.154
2023-01-06,2.059
2023-01-07,2.059
2023-01-08,2.059
2023-01-09,2.018
2023-01-10,1.985
2023-01-11,2.055
2023-01-12,2.0
2023-01-13,1.998
2023-01-14,1.998
2023-01-15,1.998
2023-01-16,1.998
2023-01-17,1.996
2023-01-18,2.036
2023-01-19,2.028
2023-01-20,1.995
2023-01-21,1.995
2023-01-22,1.995
2023-01-23,2.015
2023-01-24,2.015
2023-01-25,2.005
2023-01-26,2.071
2023-01-27,2.04
2023-01-28,2.04
2023-01-29,2.04
2023-01-30,2.084
2023-01-31,2.067
2023-02-01,2.075
2023-02-02,2.008
2023-02-03,2.034
2023-02-04,2.034
2023-02-05,2.034
2023-02-06,1.838
2023-02-07,1.83
2023-02-08,1.876
2023-02-09,1.9
2023-02-10,1.915
2023-02-11,1.915
2023-02-12,1.915
2023-02-13,1.888
2023-02-14,1.894
2023-02-15,1.882
2023-02-16,1.899
2023-02-17,1.902
2023-02-18,1.902
2023-02-19,1.902
2023-02-20,1.902
2023-02-21,1.992
2023-02-22,2.001
2023-02-23,1.999
2023-02-24,2.003
2023-02-25,2.003
2023-02-26,2.003
2023-02-27,2.005
2023-02-28,2.002
2023-03-01,1.998
2023-03-02,1.982
2023-03-03,1.967
2023-03-04,1.967
2023-03-05,1.967
2023-03-06,1.992
2023-03-07,2.004
2023-03-08,1.973
2023-03-09,2.093
2023-03-10,2.113
2023-03-11,2.113
2023-03-12,2.113
2023-03-13,2.229
2023-03-14,2.268
2023-03-15,2.129
2023-03-16,2.077
2023-03-17,2.108
2023-03-18,2.108
2023-03-19,2.108
2023-03-20,2.105
2023-03-21,2.039
2023-03-22,2.105
2023-03-23,2.137
2023-03-24,2.136
2023-03-25,2.136
2023-03-26,2.136
2023-03-27,2.1
2023-03-28,2.067
2023-03-29,2.013
2023-03-30,1.989
2023-03-31,1.945
2023-04-01,1.945
2023-04-02,1.945
2023-04-03,1.998
2023-04-04,2.218
2023-04-05,2.228
2023-04-06,2.227
2023-04-07,2.227
2023-04-08,2.227
2023-04-09,2.227
2023-04-10,2.187
2023-04-11,2.151
2023-04-12,2.182
2023-04-13,2.184
2023-04-14,2.222
2023-04-15,2.222
2023-04-16,2.222
2023-04-17,2.178
2023-04-18,2.195
2023-04-19,2.168
2023-04-20,2.184
2023-04-21,2.188
2023-04-22,2.188
2023-04-23,2.188
2023-04-24,2.188
2023-04-25,2.249
2023-04-26,2.297
2023-04-27,2.375
2023-04-28,2.336
2023-04-29,2.336
2023-04-30,2.336
2023-05-01,2.313
2023-05-02,2.458
2023-05-03,2.391
2023-05-04,2.514
2023-05-05,2.483
2023-05-06,2.483
2023-05-07,2.483
2023-05-08,2.488
2023-05-09,2.485
2023-05-10,2.518
2023-05-11,2.542
2023-05-12,2.572
2023-05-13,2.572
2023-05-14,2.572
2023-05-15,2.535
2023-05-16,2.569
2023-05-17,2.464
2023-05-18,2.458
2023-05-19,2.498
2023-05-20,2.498
2023-05-21,2.498
2023-05-22,2.511
2023-05-23,2.498
2023-05-24,2.544
2023-05-25,2.518
2023-05-26,2.483
2023-05-27,2.483
2023-05-28,2.483
2023-05-29,2.483
2023-05-30,2.471
2023-05-31,2.465
2023-06-01,2.529
2023-06-02,2.435
2023-06-03,2.435
2023-06-04,2.435
2023-06-05,2.441
2023-06-06,2.191
2023-06-07,2.162
2023-06-08,2.176
2023-06-09,2.174
2023-06-10,2.174
2023-06-11,2.174
2023-06-12,2.116
2023-06-13,2.052
2023-06-14,1.983
2023-06-15,1.96
2023-06-16,1.944
2023-06-17,1.944
2023-06-18,1.944
2023-06-19,1.944
2023-06-20,1.921
2023-06-21,1.928
2023-06-22,1.902
2023-06-23,1.922
2023-06-24,1.922
2023-06-25,1.922
2023-06-26,1.918
2023-06-27,1.85
2023-06-28,1.838
2023-06-29,1.814
2023-06-30,1.801
2023-07-01,1.801
2023-07-02,1.801
2023-07-03,1.761
2023-07-04,1.761
2023-07-05,1.752
2023-07-06,1.952
2023-07-07,2.135
2023-07-08,2.135
2023-07-09,2.135
2023-07-10,2.09
2023-07-11,2.049
2023-07-12,2.082
2023-07-13,2.167
2023-07-14,2.208
2023-07-15,2.208
2023-07-16,2.208
2023-07-17,2.213
2023-07-18,2.185
2023-07-19,2.149
2023-07-20,2.165
2023-07-21,2.155
2023-07-22,2.155
2023-07-23,2.155
2023-07-24,2.158
2023-07-25,2.259
2023-07-26,2.214
2023-07-27,2.431
2023-07-28,2.382
2023-07-29,2.382
2023-07-30,2.382
2023-07-31,2.35
2023-08-01,2.401
2023-08-02,2.405
2023-08-03,2.488
2023-08-04,2.452
2023-08-05,2.452
2023-08-06,2.452
2023-08-07,2.342
2023-08-08,2.288
2023-08-09,2.296
2023-08-10,2.282
2023-08-11,2.291
2023-08-12,2.291
2023-08-13,2.291
2023-08-14,2.303
2023-08-15,2.331
2023-08-16,2.364
2023-08-17,2.415
2023-08-18,2.421
2023-08-19,2.421
2023-08-20,2.421
2023-08-21,2.438
2023-08-22,2.471
2023-08-23,2.465
2023-08-24,2.493
2023-08-25,2.493
2023-08-26,2.493
2023-08-27,2.493
2023-08-28,2.484
2023-08-29,2.427
2023-08-30,2.441
2023-08-31,2.443
2023-09-01,2.457
2023-09-02,2.457
2023-09-03,2.457
2023-09-04,2.457
2023-09-05,2.495
2023-09-06,2.545
2023-09-07,2.591
2023-09-08,2.583
2023-09-09,2.583
2023-09-10,2.583
2023-09-11,2.593
