,PPL US Equity
2020-10-02,6.919
2020-10-03,6.919
2020-10-04,6.919
2020-10-05,6.863
2020-10-06,6.801
2020-10-07,6.787
2020-10-08,6.705
2020-10-09,6.745
2020-10-10,6.745
2020-10-11,6.745
2020-10-12,6.733
2020-10-13,6.856
2020-10-14,6.854
2020-10-15,6.837
2020-10-16,6.827
2020-10-17,6.827
2020-10-18,6.827
2020-10-19,7.029
2020-10-20,6.954
2020-10-21,6.996
2020-10-22,6.866
2020-10-23,6.808
2020-10-24,6.808
2020-10-25,6.808
2020-10-26,6.75
2020-10-27,6.839
2020-10-28,7.15
2020-10-29,7.075
2020-10-30,7.098
2020-10-31,7.098
2020-11-01,7.098
2020-11-02,6.944
2020-11-03,6.768
2020-11-04,6.991
2020-11-05,6.956
2020-11-06,7.07
2020-11-07,7.07
2020-11-08,7.07
2020-11-09,6.789
2020-11-10,6.563
2020-11-11,6.637
2020-11-12,6.757
2020-11-13,6.548
2020-11-14,6.548
2020-11-15,6.548
2020-11-16,6.442
2020-11-17,6.61
2020-11-18,6.673
2020-11-19,6.678
2020-11-20,6.696
2020-11-21,6.696
2020-11-22,6.696
2020-11-23,6.509
2020-11-24,6.362
2020-11-25,6.642
2020-11-26,6.642
2020-11-27,6.705
2020-11-28,6.705
2020-11-29,6.705
2020-11-30,6.868
2020-12-01,6.883
2020-12-02,6.842
2020-12-03,6.859
2020-12-04,6.823
2020-12-05,6.823
2020-12-06,6.823
2020-12-07,6.766
2020-12-08,6.719
2020-12-09,6.662
2020-12-10,6.842
2020-12-11,6.852
2020-12-12,6.852
2020-12-13,6.852
2020-12-14,6.971
2020-12-15,6.889
2020-12-16,7.043
2020-12-17,7.035
2020-12-18,7.139
2020-12-19,7.139
2020-12-20,7.139
2020-12-21,7.204
2020-12-22,7.308
2020-12-23,7.185
2020-12-24,7.155
2020-12-25,7.155
2020-12-26,7.155
2020-12-27,7.155
2020-12-28,7.061
2020-12-29,7.048
2020-12-30,6.974
2020-12-31,6.823
2021-01-01,6.823
2021-01-02,6.823
2021-01-03,6.823
2021-01-04,6.976
2021-01-05,6.969
2021-01-06,6.845
2021-01-07,6.936
2021-01-08,6.919
2021-01-09,6.919
2021-01-10,6.919
2021-01-11,6.929
2021-01-12,6.884
2021-01-13,6.85
2021-01-14,6.821
2021-01-15,6.735
2021-01-16,6.735
2021-01-17,6.735
2021-01-18,6.735
2021-01-19,6.838
2021-01-20,5.548
2021-01-21,5.59
2021-01-22,5.578
2021-01-23,5.578
2021-01-24,5.578
2021-01-25,5.521
2021-01-26,5.493
2021-01-27,5.582
2021-01-28,5.517
2021-01-29,5.608
2021-01-30,5.608
2021-01-31,5.608
2021-02-01,5.552
2021-02-02,5.574
2021-02-03,5.584
2021-02-04,5.562
2021-02-05,5.568
2021-02-06,5.568
2021-02-07,5.568
2021-02-08,5.568
2021-02-09,5.552
2021-02-10,5.531
2021-02-11,5.554
2021-02-12,5.54
2021-02-13,5.54
2021-02-14,5.54
2021-02-15,5.54
2021-02-16,5.54
2021-02-17,5.529
2021-02-18,6.929
2021-02-19,6.951
2021-02-20,6.951
2021-02-21,6.951
2021-02-22,7.002
2021-02-23,7.043
2021-02-24,7.041
2021-02-25,7.171
2021-02-26,7.39
2021-02-27,7.39
2021-02-28,7.39
2021-03-01,7.198
2021-03-02,7.132
2021-03-03,7.043
2021-03-04,6.935
2021-03-05,6.851
2021-03-06,6.851
2021-03-07,6.851
2021-03-08,6.837
2021-03-09,6.991
2021-03-10,6.945
2021-03-11,7.009
2021-03-12,6.883
2021-03-13,6.883
2021-03-14,6.883
2021-03-15,6.751
2021-03-16,6.739
2021-03-17,6.806
2021-03-18,6.424
2021-03-19,6.445
2021-03-20,6.445
2021-03-21,6.445
2021-03-22,6.561
2021-03-23,6.675
2021-03-24,6.711
2021-03-25,6.638
2021-03-26,6.516
2021-03-27,6.516
2021-03-28,6.516
2021-03-29,6.563
2021-03-30,6.561
2021-03-31,6.613
2021-04-01,6.629
2021-04-02,6.629
2021-04-03,6.629
2021-04-04,6.629
2021-04-05,6.62
2021-04-06,6.643
2021-04-07,6.576
2021-04-08,6.641
2021-04-09,6.659
2021-04-10,6.659
2021-04-11,6.659
2021-04-12,6.638
2021-04-13,6.643
2021-04-14,6.636
2021-04-15,6.579
2021-04-16,6.545
2021-04-17,6.545
2021-04-18,6.545
2021-04-19,6.604
2021-04-20,6.576
2021-04-21,6.474
2021-04-22,6.588
2021-04-23,6.54
2021-04-24,6.54
2021-04-25,6.54
2021-04-26,6.536
2021-04-27,6.601
2021-04-28,6.576
2021-04-29,6.516
2021-04-30,6.547
2021-05-01,6.547
2021-05-02,6.547
2021-05-03,6.545
2021-05-04,6.558
2021-05-05,6.595
2021-05-06,5.654
2021-05-07,5.575
2021-05-08,5.575
2021-05-09,5.575
2021-05-10,5.531
2021-05-11,5.558
2021-05-12,5.702
2021-05-13,5.615
2021-05-14,5.573
2021-05-15,5.573
2021-05-16,5.573
2021-05-17,5.592
2021-05-18,5.56
2021-05-19,5.552
2021-05-20,5.558
2021-05-21,5.528
2021-05-22,5.528
2021-05-23,5.528
2021-05-24,5.537
2021-05-25,5.602
2021-05-26,5.594
2021-05-27,5.613
2021-05-28,5.602
2021-05-29,5.602
2021-05-30,5.602
2021-05-31,5.602
2021-06-01,5.623
2021-06-02,5.633
2021-06-03,5.619
2021-06-04,5.625
2021-06-05,5.625
2021-06-06,5.625
2021-06-07,5.608
2021-06-08,5.642
2021-06-09,5.544
2021-06-10,5.527
2021-06-11,5.48
2021-06-12,5.48
2021-06-13,5.48
2021-06-14,5.493
2021-06-15,5.486
2021-06-16,5.604
2021-06-17,5.62
2021-06-18,5.821
2021-06-19,5.821
2021-06-20,5.821
2021-06-21,5.716
2021-06-22,5.742
2021-06-23,5.784
2021-06-24,5.755
2021-06-25,5.679
2021-06-26,5.679
2021-06-27,5.679
2021-06-28,5.689
2021-06-29,5.788
2021-06-30,5.746
2021-07-01,5.687
2021-07-02,5.689
2021-07-03,5.689
2021-07-04,5.689
2021-07-05,5.689
2021-07-06,5.706
2021-07-07,5.708
2021-07-08,5.708
2021-07-09,5.651
2021-07-10,5.651
2021-07-11,5.651
2021-07-12,5.665
2021-07-13,5.755
2021-07-14,5.726
2021-07-15,5.698
2021-07-16,5.622
2021-07-17,5.622
2021-07-18,5.622
2021-07-19,5.738
2021-07-20,5.7
2021-07-21,5.722
2021-07-22,5.726
2021-07-23,5.687
2021-07-24,5.687
2021-07-25,5.687
2021-07-26,5.665
2021-07-27,5.592
2021-07-28,5.622
2021-07-29,5.622
2021-07-30,5.665
2021-07-31,5.665
2021-08-01,5.665
2021-08-02,5.647
2021-08-03,5.628
2021-08-04,5.653
2021-08-05,5.164
2021-08-06,5.099
2021-08-07,5.099
2021-08-08,5.099
2021-08-09,5.132
2021-08-10,4.386
2021-08-11,4.341
2021-08-12,4.36
2021-08-13,4.312
2021-08-14,4.312
2021-08-15,4.312
2021-08-16,4.32
2021-08-17,4.322
2021-08-18,4.345
2021-08-19,4.344
2021-08-20,4.264
2021-08-21,4.264
2021-08-22,4.264
2021-08-23,4.344
2021-08-24,4.338
2021-08-25,4.34
2021-08-26,4.362
2021-08-27,4.34
2021-08-28,4.34
2021-08-29,4.34
2021-08-30,4.345
2021-08-31,4.32
2021-09-01,4.221
2021-09-02,4.168
2021-09-03,4.214
2021-09-04,4.214
2021-09-05,4.214
2021-09-06,4.214
2021-09-07,4.211
2021-09-08,4.163
2021-09-09,4.2
2021-09-10,4.224
2021-09-11,4.224
2021-09-12,4.224
2021-09-13,4.234
2021-09-14,4.257
2021-09-15,4.246
2021-09-16,4.298
2021-09-17,4.361
2021-09-18,4.361
2021-09-19,4.361
2021-09-20,4.37
2021-09-21,4.401
2021-09-22,4.392
2021-09-23,4.381
2021-09-24,4.401
2021-09-25,4.401
2021-09-26,4.401
2021-09-27,4.41
2021-09-28,4.432
2021-09-29,4.374
2021-09-30,4.466
2021-10-01,4.454
2021-10-02,4.454
2021-10-03,4.454
2021-10-04,4.402
2021-10-05,4.406
2021-10-06,4.362
2021-10-07,4.385
2021-10-08,4.391
2021-10-09,4.391
2021-10-10,4.391
2021-10-11,4.417
2021-10-12,4.406
2021-10-13,4.372
2021-10-14,4.337
2021-10-15,4.316
2021-10-16,4.316
2021-10-17,4.316
2021-10-18,4.362
2021-10-19,4.31
2021-10-20,4.262
2021-10-21,4.293
2021-10-22,4.369
2021-10-23,4.369
2021-10-24,4.369
2021-10-25,4.389
2021-10-26,4.375
2021-10-27,4.387
2021-10-28,4.378
2021-10-29,4.419
2021-10-30,4.419
2021-10-31,4.419
2021-11-01,4.344
2021-11-02,4.353
2021-11-03,4.342
2021-11-04,4.481
2021-11-05,4.508
2021-11-06,4.508
2021-11-07,4.508
2021-11-08,4.516
2021-11-09,4.503
2021-11-10,4.498
2021-11-11,4.54
2021-11-12,4.565
2021-11-13,4.565
2021-11-14,4.565
2021-11-15,4.527
2021-11-16,4.549
2021-11-17,4.583
2021-11-18,4.618
2021-11-19,4.597
2021-11-20,4.597
2021-11-21,4.597
2021-11-22,4.579
2021-11-23,4.544
2021-11-24,4.555
2021-11-25,4.555
2021-11-26,4.633
2021-11-27,4.633
2021-11-28,4.633
2021-11-29,4.591
2021-11-30,4.691
2021-12-01,4.681
2021-12-02,4.625
2021-12-03,4.555
2021-12-04,4.555
2021-12-05,4.555
2021-12-06,4.468
2021-12-07,4.453
2021-12-08,4.476
2021-12-09,4.5
2021-12-10,4.48
2021-12-11,4.48
2021-12-12,4.48
2021-12-13,4.456
2021-12-14,4.464
2021-12-15,4.397
2021-12-16,4.366
2021-12-17,4.354
2021-12-18,4.354
2021-12-19,4.354
2021-12-20,4.363
2021-12-21,4.375
2021-12-22,4.376
2021-12-23,4.375
2021-12-24,4.375
2021-12-25,4.375
2021-12-26,4.375
2021-12-27,4.358
2021-12-28,4.323
2021-12-29,4.32
2021-12-30,4.297
2021-12-31,4.282
2022-01-01,4.282
2022-01-02,4.282
2022-01-03,4.27
2022-01-04,4.292
2022-01-05,4.283
2022-01-06,4.289
2022-01-07,4.194
2022-01-08,4.194
2022-01-09,4.194
2022-01-10,4.197
2022-01-11,4.236
2022-01-12,4.234
2022-01-13,4.229
2022-01-14,4.233
2022-01-15,4.233
2022-01-16,4.233
2022-01-17,4.233
2022-01-18,4.244
2022-01-19,4.298
2022-01-20,4.314
2022-01-21,4.321
2022-01-22,4.321
2022-01-23,4.321
2022-01-24,4.361
2022-01-25,4.309
2022-01-26,4.346
2022-01-27,4.337
2022-01-28,4.289
2022-01-29,4.289
2022-01-30,4.289
2022-01-31,4.289
2022-02-01,4.312
2022-02-02,4.285
2022-02-03,4.289
2022-02-04,4.328
2022-02-05,4.328
2022-02-06,4.328
2022-02-07,4.346
2022-02-08,4.311
2022-02-09,4.311
2022-02-10,4.42
2022-02-11,4.442
2022-02-12,4.442
2022-02-13,4.442
2022-02-14,4.49
2022-02-15,4.506
2022-02-16,4.509
2022-02-17,4.524
2022-02-18,4.554
2022-02-19,4.554
2022-02-20,4.554
2022-02-21,4.554
2022-02-22,4.381
2022-02-23,4.488
2022-02-24,4.536
2022-02-25,4.428
2022-02-26,4.428
2022-02-27,4.428
2022-02-28,4.472
2022-03-01,4.598
2022-03-02,4.55
2022-03-03,4.499
2022-03-04,4.424
2022-03-05,4.424
2022-03-06,4.424
2022-03-07,4.475
2022-03-08,4.447
2022-03-09,4.347
2022-03-10,4.365
2022-03-11,4.417
2022-03-12,4.417
2022-03-13,4.417
2022-03-14,4.437
2022-03-15,4.378
2022-03-16,4.359
2022-03-17,4.331
2022-03-18,4.35
2022-03-19,4.35
2022-03-20,4.35
2022-03-21,4.313
2022-03-22,4.32
2022-03-23,4.315
2022-03-24,4.245
2022-03-25,4.205
2022-03-26,4.205
2022-03-27,4.205
2022-03-28,4.178
2022-03-29,4.08
2022-03-30,4.043
2022-03-31,4.062
2022-04-01,3.998
2022-04-02,3.998
2022-04-03,3.998
2022-04-04,4.043
2022-04-05,4.041
2022-04-06,3.948
2022-04-07,3.983
2022-04-08,3.986
2022-04-09,3.986
2022-04-10,3.986
2022-04-11,4.013
2022-04-12,4.024
2022-04-13,4.005
2022-04-14,3.973
2022-04-15,3.973
2022-04-16,3.973
2022-04-17,3.973
2022-04-18,3.971
2022-04-19,3.89
2022-04-20,3.86
2022-04-21,3.834
2022-04-22,3.896
2022-04-23,3.896
2022-04-24,3.896
2022-04-25,3.902
2022-04-26,3.97
2022-04-27,4.018
2022-04-28,3.985
2022-04-29,4.102
2022-04-30,4.102
2022-05-01,4.102
2022-05-02,4.131
2022-05-03,4.123
2022-05-04,4.02
2022-05-05,4.032
2022-05-06,3.973
2022-05-07,3.973
2022-05-08,3.973
2022-05-09,4.034
2022-05-10,4.106
2022-05-11,4.089
2022-05-12,4.098
2022-05-13,4.037
2022-05-14,4.037
2022-05-15,4.037
2022-05-16,4.007
2022-05-17,3.951
2022-05-18,3.954
2022-05-19,3.976
2022-05-20,3.977
2022-05-21,3.977
2022-05-22,3.977
2022-05-23,3.927
2022-05-24,3.889
2022-05-25,3.879
2022-05-26,3.84
2022-05-27,3.811
2022-05-28,3.811
2022-05-29,3.811
2022-05-30,3.811
2022-05-31,3.834
2022-06-01,3.866
2022-06-02,3.864
2022-06-03,3.872
2022-06-04,3.872
2022-06-05,3.872
2022-06-06,3.853
2022-06-07,3.734
2022-06-08,3.779
2022-06-09,3.864
2022-06-10,3.967
2022-06-11,3.967
2022-06-12,3.967
2022-06-13,4.15
2022-06-14,4.317
2022-06-15,4.245
2022-06-16,4.328
2022-06-17,4.355
2022-06-18,4.355
2022-06-19,4.355
2022-06-20,4.355
2022-06-21,4.272
2022-06-22,4.24
2022-06-23,4.17
2022-06-24,4.098
2022-06-25,4.098
2022-06-26,4.098
2022-06-27,4.056
2022-06-28,4.09
2022-06-29,4.101
2022-06-30,4.09
2022-07-01,3.997
2022-07-02,3.997
2022-07-03,3.997
2022-07-04,3.997
2022-07-05,4.136
2022-07-06,4.102
2022-07-07,4.072
2022-07-08,4.083
2022-07-09,4.083
2022-07-10,4.083
2022-07-11,4.063
2022-07-12,4.074
2022-07-13,4.101
2022-07-14,4.092
2022-07-15,4.031
2022-07-16,4.031
2022-07-17,4.031
2022-07-18,4.081
2022-07-19,4.003
2022-07-20,4.042
2022-07-21,4.015
2022-07-22,4.002
2022-07-23,4.002
2022-07-24,4.002
2022-07-25,3.927
2022-07-26,3.901
2022-07-27,3.895
2022-07-28,3.799
2022-07-29,3.761
2022-07-30,3.761
2022-07-31,3.761
2022-08-01,3.771
2022-08-02,3.758
2022-08-03,3.773
2022-08-04,3.824
2022-08-05,3.896
2022-08-06,3.896
2022-08-07,3.896
2022-08-08,3.885
2022-08-09,3.84
2022-08-10,3.771
2022-08-11,3.716
2022-08-12,3.611
2022-08-13,3.611
2022-08-14,3.611
2022-08-15,3.574
2022-08-16,3.538
2022-08-17,3.548
2022-08-18,3.538
2022-08-19,3.55
2022-08-20,3.55
2022-08-21,3.55
2022-08-22,3.618
2022-08-23,3.614
2022-08-24,3.616
2022-08-25,3.601
2022-08-26,3.668
2022-08-27,3.668
2022-08-28,3.668
2022-08-29,3.657
2022-08-30,3.723
2022-08-31,3.757
2022-09-01,3.732
2022-09-02,3.776
2022-09-03,3.776
2022-09-04,3.776
2022-09-05,3.776
2022-09-06,3.799
2022-09-07,3.7
2022-09-08,3.668
2022-09-09,3.64
2022-09-10,3.64
2022-09-11,3.64
2022-09-12,3.599
2022-09-13,3.689
2022-09-14,3.664
2022-09-15,3.758
2022-09-16,3.753
2022-09-17,3.753
2022-09-18,3.753
2022-09-19,3.698
2022-09-20,3.756
2022-09-21,3.818
2022-09-22,3.828
2022-09-23,3.86
2022-09-24,3.86
2022-09-25,3.86
2022-09-26,3.951
2022-09-27,4.008
2022-09-28,3.971
2022-09-29,4.187
2022-09-30,4.286
2022-10-01,4.286
2022-10-02,4.286
2022-10-03,4.169
2022-10-04,4.075
2022-10-05,4.159
2022-10-06,4.271
2022-10-07,4.402
2022-10-08,4.402
2022-10-09,4.402
2022-10-10,4.369
2022-10-11,4.391
2022-10-12,4.531
2022-10-13,4.404
2022-10-14,4.434
2022-10-15,4.434
2022-10-16,4.434
2022-10-17,4.365
2022-10-18,4.279
2022-10-19,4.289
2022-10-20,4.364
2022-10-21,4.246
2022-10-22,4.246
2022-10-23,4.246
2022-10-24,4.271
2022-10-25,4.189
2022-10-26,4.232
2022-10-27,4.197
2022-10-28,4.102
2022-10-29,4.102
2022-10-30,4.102
2022-10-31,4.105
2022-11-01,4.093
2022-11-02,4.164
2022-11-03,4.091
2022-11-04,4.028
2022-11-05,4.028
2022-11-06,4.028
2022-11-07,4.061
2022-11-08,4.013
2022-11-09,4.076
2022-11-10,3.922
2022-11-11,3.968
2022-11-12,3.968
2022-11-13,3.968
2022-11-14,4.013
2022-11-15,3.956
2022-11-16,3.898
2022-11-17,3.93
2022-11-18,3.872
2022-11-19,3.872
2022-11-20,3.872
2022-11-21,3.835
2022-11-22,3.766
2022-11-23,3.718
2022-11-24,3.718
2022-11-25,3.702
2022-11-26,3.702
2022-11-27,3.702
2022-11-28,3.719
2022-11-29,3.729
2022-11-30,3.666
2022-12-01,3.695
2022-12-02,3.709
2022-12-03,3.709
2022-12-04,3.709
2022-12-05,3.722
2022-12-06,3.686
2022-12-07,3.727
2022-12-08,3.692
2022-12-09,3.706
2022-12-10,3.706
2022-12-11,3.706
2022-12-12,3.643
2022-12-13,3.653
2022-12-14,3.643
2022-12-15,3.686
2022-12-16,3.715
2022-12-17,3.715
2022-12-18,3.715
2022-12-19,3.718
2022-12-20,3.711
2022-12-21,3.681
2022-12-22,3.709
2022-12-23,3.664
2022-12-24,3.664
2022-12-25,3.664
2022-12-26,3.664
2022-12-27,3.645
2022-12-28,3.676
2022-12-29,3.649
2022-12-30,3.704
2022-12-31,3.704
2023-01-01,3.704
2023-01-02,3.704
2023-01-03,3.706
2023-01-04,3.616
2023-01-05,3.712
2023-01-06,3.623
2023-01-07,3.623
2023-01-08,3.623
2023-01-09,3.597
2023-01-10,3.597
2023-01-11,3.527
2023-01-12,3.536
2023-01-13,3.549
2023-01-14,3.549
2023-01-15,3.549
2023-01-16,3.549
2023-01-17,3.551
2023-01-18,3.657
2023-01-19,3.727
2023-01-20,3.705
2023-01-21,3.705
2023-01-22,3.705
2023-01-23,3.687
2023-01-24,3.666
2023-01-25,3.665
2023-01-26,3.643
2023-01-27,3.652
2023-01-28,3.652
2023-01-29,3.652
2023-01-30,3.675
2023-01-31,3.656
2023-02-01,3.655
2023-02-02,3.682
2023-02-03,3.776
2023-02-04,3.776
2023-02-05,3.776
2023-02-06,3.752
2023-02-07,3.764
2023-02-08,3.815
2023-02-09,3.857
2023-02-10,3.776
2023-02-11,3.776
2023-02-12,3.776
2023-02-13,3.756
2023-02-14,3.792
2023-02-15,3.773
2023-02-16,3.804
2023-02-17,3.76
2023-02-18,3.76
2023-02-19,3.76
2023-02-20,3.76
2023-02-21,3.898
2023-02-22,3.909
2023-02-23,3.888
2023-02-24,3.912
2023-02-25,3.912
2023-02-26,3.912
2023-02-27,3.932
2023-02-28,4.002
2023-03-01,4.06
2023-03-02,3.994
2023-03-03,3.955
2023-03-04,3.955
2023-03-05,3.955
2023-03-06,3.942
2023-03-07,4.03
2023-03-08,4.012
2023-03-09,4.039
2023-03-10,4.09
2023-03-11,4.09
2023-03-12,4.09
2023-03-13,4.004
2023-03-14,3.97
2023-03-15,3.934
2023-03-16,3.94
2023-03-17,3.986
2023-03-18,3.986
2023-03-19,3.986
2023-03-20,3.922
2023-03-21,3.994
2023-03-22,4.073
2023-03-23,4.128
2023-03-24,3.994
2023-03-25,3.994
2023-03-26,3.994
2023-03-27,3.967
2023-03-28,3.948
2023-03-29,3.885
2023-03-30,3.882
2023-03-31,3.848
2023-04-01,3.848
2023-04-02,3.848
2023-04-03,3.878
2023-04-04,3.882
2023-04-05,3.768
2023-04-06,3.746
2023-04-07,3.746
2023-04-08,3.746
2023-04-09,3.746
2023-04-10,3.734
2023-04-11,3.71
2023-04-12,3.732
2023-04-13,3.719
2023-04-14,3.743
2023-04-15,3.743
2023-04-16,3.743
2023-04-17,3.724
2023-04-18,3.75
2023-04-19,3.723
2023-04-20,3.743
2023-04-21,3.731
2023-04-22,3.731
2023-04-23,3.731
2023-04-24,3.734
2023-04-25,3.73
2023-04-26,3.779
2023-04-27,3.721
2023-04-28,3.727
2023-04-29,3.727
2023-04-30,3.727
2023-05-01,3.721
2023-05-02,3.756
2023-05-03,3.757
2023-05-04,3.73
2023-05-05,3.72
2023-05-06,3.72
2023-05-07,3.72
2023-05-08,3.741
2023-05-09,3.747
2023-05-10,3.719
2023-05-11,3.767
2023-05-12,3.759
2023-05-13,3.759
2023-05-14,3.759
2023-05-15,3.801
2023-05-16,3.879
2023-05-17,3.875
2023-05-18,3.929
2023-05-19,3.952
2023-05-20,3.952
2023-05-21,3.952
2023-05-22,3.957
2023-05-23,3.994
2023-05-24,4.045
2023-05-25,4.113
2023-05-26,4.112
2023-05-27,4.112
2023-05-28,4.112
2023-05-29,4.112
2023-05-30,4.099
2023-05-31,4.082
2023-06-01,4.098
2023-06-02,4.033
2023-06-03,4.033
2023-06-04,4.033
2023-06-05,4.016
2023-06-06,4.014
2023-06-07,3.953
2023-06-08,3.942
2023-06-09,3.944
2023-06-10,3.944
2023-06-11,3.944
2023-06-12,3.946
2023-06-13,3.933
2023-06-14,3.939
2023-06-15,3.917
2023-06-16,3.92
2023-06-17,3.92
2023-06-18,3.92
2023-06-19,3.92
2023-06-20,3.962
2023-06-21,3.934
2023-06-22,3.959
2023-06-23,4.01
2023-06-24,4.01
2023-06-25,4.01
2023-06-26,3.988
2023-06-27,3.973
2023-06-28,4.038
2023-06-29,4.041
2023-06-30,3.998
2023-07-01,3.998
2023-07-02,3.998
2023-07-03,3.967
2023-07-04,3.967
2023-07-05,3.959
2023-07-06,3.983
2023-07-07,4.036
2023-07-08,4.036
2023-07-09,4.036
2023-07-10,4.075
2023-07-11,4.022
2023-07-12,3.964
2023-07-13,3.94
2023-07-14,3.953
2023-07-15,3.953
2023-07-16,3.953
2023-07-17,3.992
2023-07-18,4.012
2023-07-19,3.911
2023-07-20,3.855
2023-07-21,3.801
2023-07-22,3.801
2023-07-23,3.801
2023-07-24,3.813
2023-07-25,3.79
2023-07-26,3.777
2023-07-27,3.856
2023-07-28,3.86
2023-07-29,3.86
2023-07-30,3.86
2023-07-31,3.85
2023-08-01,3.878
2023-08-02,3.878
2023-08-03,3.98
2023-08-04,4.064
2023-08-05,4.064
2023-08-06,4.064
2023-08-07,4.06
2023-08-08,4.061
2023-08-09,4.041
2023-08-10,4.061
2023-08-11,4.049
2023-08-12,4.049
2023-08-13,4.049
2023-08-14,4.074
