,BAH US Equity
2020-10-08,2.045
2020-10-09,2.05
2020-10-10,2.05
2020-10-11,2.05
2020-10-12,2.04
2020-10-13,2.054
2020-10-14,2.019
2020-10-15,2.028
2020-10-16,2.022
2020-10-17,2.022
2020-10-18,2.022
2020-10-19,2.081
2020-10-20,2.091
2020-10-21,2.113
2020-10-22,2.121
2020-10-23,2.104
2020-10-24,2.104
2020-10-25,2.104
2020-10-26,2.136
2020-10-27,2.142
2020-10-28,2.229
2020-10-29,2.209
2020-10-30,2.119
2020-10-31,2.119
2020-11-01,2.119
2020-11-02,2.049
2020-11-03,1.988
2020-11-04,1.895
2020-11-05,1.928
2020-11-06,1.921
2020-11-07,1.921
2020-11-08,1.921
2020-11-09,1.924
2020-11-10,1.921
2020-11-11,1.934
2020-11-12,1.923
2020-11-13,1.893
2020-11-14,1.893
2020-11-15,1.893
2020-11-16,1.854
2020-11-17,1.859
2020-11-18,1.881
2020-11-19,1.88
2020-11-20,1.901
2020-11-21,1.901
2020-11-22,1.901
2020-11-23,1.887
2020-11-24,1.887
2020-11-25,1.884
2020-11-26,1.884
2020-11-27,1.881
2020-11-28,1.881
2020-11-29,1.881
2020-11-30,1.91
2020-12-01,1.858
2020-12-02,1.872
2020-12-03,1.875
2020-12-04,1.874
2020-12-05,1.874
2020-12-06,1.874
2020-12-07,1.87
2020-12-08,1.883
2020-12-09,1.896
2020-12-10,1.891
2020-12-11,1.888
2020-12-12,1.888
2020-12-13,1.888
2020-12-14,1.877
2020-12-15,1.858
2020-12-16,1.828
2020-12-17,1.862
2020-12-18,1.846
2020-12-19,1.846
2020-12-20,1.846
2020-12-21,1.891
2020-12-22,1.901
2020-12-23,1.894
2020-12-24,1.897
2020-12-25,1.897
2020-12-26,1.897
2020-12-27,1.897
2020-12-28,1.891
2020-12-29,1.9
2020-12-30,1.906
2020-12-31,1.901
2021-01-01,1.901
2021-01-02,1.901
2021-01-03,1.901
2021-01-04,1.928
2021-01-05,1.913
2021-01-06,1.869
2021-01-07,1.824
2021-01-08,1.809
2021-01-09,1.809
2021-01-10,1.809
2021-01-11,1.814
2021-01-12,1.788
2021-01-13,1.814
2021-01-14,1.812
2021-01-15,1.798
2021-01-16,1.798
2021-01-17,1.798
2021-01-18,1.798
2021-01-19,1.765
2021-01-20,1.745
2021-01-21,1.749
2021-01-22,1.728
2021-01-23,1.728
2021-01-24,1.728
2021-01-25,1.699
2021-01-26,1.694
2021-01-27,1.699
2021-01-28,1.737
2021-01-29,1.946
2021-01-30,1.946
2021-01-31,1.946
2021-02-01,2.068
2021-02-02,2.077
2021-02-03,2.116
2021-02-04,2.076
2021-02-05,2.109
2021-02-06,2.109
2021-02-07,2.109
2021-02-08,2.113
2021-02-09,2.082
2021-02-10,2.073
2021-02-11,2.038
2021-02-12,2.087
2021-02-13,2.087
2021-02-14,2.087
2021-02-15,2.087
2021-02-16,2.207
2021-02-17,2.221
2021-02-18,2.251
2021-02-19,2.277
2021-02-20,2.277
2021-02-21,2.277
2021-02-22,2.32
2021-02-23,2.329
2021-02-24,2.298
2021-02-25,2.294
2021-02-26,2.324
2021-02-27,2.324
2021-02-28,2.324
2021-03-01,2.258
2021-03-02,2.267
2021-03-03,2.278
2021-03-04,2.338
2021-03-05,2.335
2021-03-06,2.335
2021-03-07,2.335
2021-03-08,2.291
2021-03-09,2.297
2021-03-10,2.286
2021-03-11,2.275
2021-03-12,2.282
2021-03-13,2.282
2021-03-14,2.282
2021-03-15,2.223
2021-03-16,2.256
2021-03-17,2.239
2021-03-18,2.225
2021-03-19,2.248
2021-03-20,2.248
2021-03-21,2.248
2021-03-22,2.245
2021-03-23,2.239
2021-03-24,2.248
2021-03-25,2.23
2021-03-26,2.247
2021-03-27,2.247
2021-03-28,2.247
2021-03-29,2.202
2021-03-30,2.219
2021-03-31,2.226
2021-04-01,2.194
2021-04-02,2.194
2021-04-03,2.194
2021-04-04,2.194
2021-04-05,2.142
2021-04-06,2.173
2021-04-07,2.18
2021-04-08,2.185
2021-04-09,2.179
2021-04-10,2.179
2021-04-11,2.179
2021-04-12,2.159
2021-04-13,2.172
2021-04-14,2.165
2021-04-15,2.15
2021-04-16,2.117
2021-04-17,2.117
2021-04-18,2.117
2021-04-19,2.113
2021-04-20,2.15
2021-04-21,2.135
2021-04-22,2.141
2021-04-23,2.15
2021-04-24,2.15
2021-04-25,2.15
2021-04-26,2.167
2021-04-27,2.162
2021-04-28,2.192
2021-04-29,2.151
2021-04-30,2.161
2021-05-01,2.161
2021-05-02,2.161
2021-05-03,2.137
2021-05-04,2.094
2021-05-05,2.141
2021-05-06,2.132
2021-05-07,2.131
2021-05-08,2.131
2021-05-09,2.131
2021-05-10,2.15
2021-05-11,2.194
2021-05-12,2.221
2021-05-13,2.157
2021-05-14,2.156
2021-05-15,2.156
2021-05-16,2.156
2021-05-17,2.153
2021-05-18,2.176
2021-05-19,2.204
2021-05-20,2.184
2021-05-21,2.236
2021-05-22,2.236
2021-05-23,2.236
2021-05-24,2.23
2021-05-25,2.248
2021-05-26,2.231
2021-05-27,2.237
2021-05-28,2.251
2021-05-29,2.251
2021-05-30,2.251
2021-05-31,2.251
2021-06-01,2.25
2021-06-02,2.221
2021-06-03,2.243
2021-06-04,2.233
2021-06-05,2.233
2021-06-06,2.233
2021-06-07,2.219
2021-06-08,2.298
2021-06-09,2.268
2021-06-10,2.247
2021-06-11,2.249
2021-06-12,2.249
2021-06-13,2.249
2021-06-14,2.255
2021-06-15,2.25
2021-06-16,2.249
2021-06-17,2.252
2021-06-18,2.28
2021-06-19,2.28
2021-06-20,2.28
2021-06-21,2.237
2021-06-22,2.228
2021-06-23,2.265
2021-06-24,2.283
2021-06-25,2.256
2021-06-26,2.256
2021-06-27,2.256
2021-06-28,2.3
2021-06-29,2.319
2021-06-30,2.317
2021-07-01,2.29
2021-07-02,2.275
2021-07-03,2.275
2021-07-04,2.275
2021-07-05,2.275
2021-07-06,2.265
2021-07-07,2.219
2021-07-08,2.236
2021-07-09,2.223
2021-07-10,2.223
2021-07-11,2.223
2021-07-12,2.22
2021-07-13,2.222
2021-07-14,2.222
2021-07-15,2.209
2021-07-16,2.207
2021-07-17,2.207
2021-07-18,2.207
2021-07-19,2.245
2021-07-20,2.213
2021-07-21,2.223
2021-07-22,2.223
2021-07-23,2.201
2021-07-24,2.201
2021-07-25,2.201
2021-07-26,2.198
2021-07-27,2.199
2021-07-28,2.195
2021-07-29,2.2
2021-07-30,2.3
2021-07-31,2.3
2021-08-01,2.3
2021-08-02,2.301
2021-08-03,2.388
2021-08-04,2.41
2021-08-05,2.41
2021-08-06,2.416
2021-08-07,2.416
2021-08-08,2.416
2021-08-09,2.44
2021-08-10,2.434
2021-08-11,2.418
2021-08-12,2.423
2021-08-13,2.441
2021-08-14,2.441
2021-08-15,2.441
2021-08-16,2.414
2021-08-17,2.409
2021-08-18,2.461
2021-08-19,2.419
2021-08-20,2.392
2021-08-21,2.392
2021-08-22,2.392
2021-08-23,2.419
2021-08-24,2.427
2021-08-25,2.417
2021-08-26,2.5
2021-08-27,2.483
2021-08-28,2.483
2021-08-29,2.483
2021-08-30,2.48
2021-08-31,2.476
2021-09-01,2.458
2021-09-02,2.425
2021-09-03,2.439
2021-09-04,2.439
2021-09-05,2.439
2021-09-06,2.439
2021-09-07,2.476
2021-09-08,2.45
2021-09-09,2.462
2021-09-10,2.488
2021-09-11,2.488
2021-09-12,2.488
2021-09-13,2.466
2021-09-14,2.536
2021-09-15,2.518
2021-09-16,2.531
2021-09-17,2.537
2021-09-18,2.537
2021-09-19,2.537
2021-09-20,2.54
2021-09-21,2.597
2021-09-22,2.587
2021-09-23,2.585
2021-09-24,2.562
2021-09-25,2.562
2021-09-26,2.562
2021-09-27,2.552
2021-09-28,2.584
2021-09-29,2.552
2021-09-30,2.555
2021-10-01,2.509
2021-10-02,2.509
2021-10-03,2.509
2021-10-04,2.496
2021-10-05,2.54
2021-10-06,2.526
2021-10-07,2.503
2021-10-08,2.509
2021-10-09,2.509
2021-10-10,2.509
2021-10-11,2.525
2021-10-12,2.529
2021-10-13,2.525
2021-10-14,2.514
2021-10-15,2.504
2021-10-16,2.504
2021-10-17,2.504
2021-10-18,2.508
2021-10-19,2.504
2021-10-20,2.499
2021-10-21,2.44
2021-10-22,2.444
2021-10-23,2.444
2021-10-24,2.444
2021-10-25,2.424
2021-10-26,2.454
2021-10-27,2.544
2021-10-28,2.517
2021-10-29,2.334
2021-10-30,2.334
2021-10-31,2.334
2021-11-01,2.288
2021-11-02,2.284
2021-11-03,2.311
2021-11-04,2.293
2021-11-05,2.31
2021-11-06,2.31
2021-11-07,2.31
2021-11-08,2.285
2021-11-09,2.283
2021-11-10,2.271
2021-11-11,2.259
2021-11-12,2.222
2021-11-13,2.222
2021-11-14,2.222
2021-11-15,2.242
2021-11-16,2.253
2021-11-17,2.248
2021-11-18,2.299
2021-11-19,2.286
2021-11-20,2.286
2021-11-21,2.286
2021-11-22,2.257
2021-11-23,2.269
2021-11-24,2.295
2021-11-25,2.295
2021-11-26,2.343
2021-11-27,2.343
2021-11-28,2.343
2021-11-29,2.319
2021-11-30,2.378
2021-12-01,2.379
2021-12-02,2.31
2021-12-03,2.322
2021-12-04,2.322
2021-12-05,2.322
2021-12-06,2.239
2021-12-07,2.245
2021-12-08,2.265
2021-12-09,2.317
2021-12-10,2.32
2021-12-11,2.32
2021-12-12,2.32
2021-12-13,2.285
2021-12-14,2.301
2021-12-15,2.331
2021-12-16,2.34
2021-12-17,2.363
2021-12-18,2.363
2021-12-19,2.363
2021-12-20,2.385
2021-12-21,2.353
2021-12-22,2.35
2021-12-23,2.333
2021-12-24,2.333
2021-12-25,2.333
2021-12-26,2.333
2021-12-27,2.305
2021-12-28,2.286
2021-12-29,2.273
2021-12-30,2.278
2021-12-31,2.283
2022-01-01,2.283
2022-01-02,2.283
2022-01-03,2.195
2022-01-04,2.144
2022-01-05,2.182
2022-01-06,2.225
2022-01-07,2.215
2022-01-08,2.215
2022-01-09,2.215
2022-01-10,2.238
2022-01-11,2.241
2022-01-12,2.258
2022-01-13,2.244
2022-01-14,2.176
2022-01-15,2.176
2022-01-16,2.176
2022-01-17,2.176
2022-01-18,2.199
2022-01-19,2.224
2022-01-20,2.257
2022-01-21,2.268
2022-01-22,2.268
2022-01-23,2.268
2022-01-24,2.233
2022-01-25,2.267
2022-01-26,2.299
2022-01-27,2.36
2022-01-28,2.598
2022-01-29,2.598
2022-01-30,2.598
2022-01-31,2.575
2022-02-01,2.577
2022-02-02,2.494
2022-02-03,2.58
2022-02-04,2.577
2022-02-05,2.577
2022-02-06,2.577
2022-02-07,2.701
2022-02-08,2.722
2022-02-09,2.7
2022-02-10,2.71
2022-02-11,2.717
2022-02-12,2.717
2022-02-13,2.717
2022-02-14,2.729
2022-02-15,2.752
2022-02-16,2.742
2022-02-17,2.746
2022-02-18,2.778
2022-02-19,2.778
2022-02-20,2.778
2022-02-21,2.778
2022-02-22,2.842
2022-02-23,2.878
2022-02-24,2.7
2022-02-25,2.655
2022-02-26,2.655
2022-02-27,2.655
2022-02-28,2.514
2022-03-01,2.459
2022-03-02,2.486
2022-03-03,2.455
2022-03-04,2.35
2022-03-05,2.35
2022-03-06,2.35
2022-03-07,2.333
2022-03-08,2.433
2022-03-09,2.429
2022-03-10,2.42
2022-03-11,2.435
2022-03-12,2.435
2022-03-13,2.435
2022-03-14,2.43
2022-03-15,2.388
2022-03-16,2.419
2022-03-17,2.378
2022-03-18,2.34
2022-03-19,2.34
2022-03-20,2.34
2022-03-21,2.374
2022-03-22,2.369
2022-03-23,2.361
2022-03-24,2.328
2022-03-25,2.307
2022-03-26,2.307
2022-03-27,2.307
2022-03-28,2.287
2022-03-29,2.34
2022-03-30,2.269
2022-03-31,2.309
2022-04-01,2.271
2022-04-02,2.271
2022-04-03,2.271
2022-04-04,2.298
2022-04-05,2.311
2022-04-06,2.292
2022-04-07,2.27
2022-04-08,2.283
2022-04-09,2.283
2022-04-10,2.283
2022-04-11,2.295
2022-04-12,2.316
2022-04-13,2.303
2022-04-14,2.311
2022-04-15,2.311
2022-04-16,2.311
2022-04-17,2.311
2022-04-18,2.331
2022-04-19,2.321
2022-04-20,2.258
2022-04-21,2.256
2022-04-22,2.305
2022-04-23,2.305
2022-04-24,2.305
2022-04-25,2.322
2022-04-26,2.366
2022-04-27,2.392
2022-04-28,2.43
2022-04-29,2.485
2022-04-30,2.485
2022-05-01,2.485
2022-05-02,2.46
2022-05-03,2.437
2022-05-04,2.34
2022-05-05,2.375
2022-05-06,2.405
2022-05-07,2.405
2022-05-08,2.405
2022-05-09,2.492
2022-05-10,2.483
2022-05-11,2.538
2022-05-12,2.548
2022-05-13,2.519
2022-05-14,2.519
2022-05-15,2.519
2022-05-16,2.467
2022-05-17,2.433
2022-05-18,2.544
2022-05-19,2.509
2022-05-20,2.573
2022-05-21,2.573
2022-05-22,2.573
2022-05-23,2.349
2022-05-24,2.244
2022-05-25,2.228
2022-05-26,2.181
2022-05-27,2.171
2022-05-28,2.171
2022-05-29,2.171
2022-05-30,2.171
2022-05-31,2.196
2022-06-01,2.211
2022-06-02,2.182
2022-06-03,2.188
2022-06-04,2.188
2022-06-05,2.188
2022-06-06,2.175
2022-06-07,2.156
2022-06-08,2.202
2022-06-09,2.223
2022-06-10,2.255
2022-06-11,2.255
2022-06-12,2.255
2022-06-13,2.298
2022-06-14,2.322
2022-06-15,2.29
2022-06-16,2.361
2022-06-17,2.348
2022-06-18,2.348
2022-06-19,2.348
2022-06-20,2.348
2022-06-21,2.261
2022-06-22,2.25
2022-06-23,2.241
2022-06-24,2.127
2022-06-25,2.127
2022-06-26,2.127
2022-06-27,2.147
2022-06-28,2.175
2022-06-29,2.171
2022-06-30,2.127
2022-07-01,2.07
2022-07-02,2.07
2022-07-03,2.07
2022-07-04,2.07
2022-07-05,2.133
2022-07-06,2.088
2022-07-07,2.077
2022-07-08,2.074
2022-07-09,2.074
2022-07-10,2.074
2022-07-11,2.073
2022-07-12,2.107
2022-07-13,2.118
2022-07-14,2.112
2022-07-15,2.11
2022-07-16,2.11
2022-07-17,2.11
2022-07-18,2.117
2022-07-19,2.057
2022-07-20,2.048
2022-07-21,2.043
2022-07-22,2.022
2022-07-23,2.022
2022-07-24,2.022
2022-07-25,2.005
2022-07-26,2.003
2022-07-27,2.023
2022-07-28,1.993
2022-07-29,1.986
2022-07-30,1.986
2022-07-31,1.986
2022-08-01,1.988
2022-08-02,1.983
2022-08-03,1.98
2022-08-04,2.004
2022-08-05,2.004
2022-08-06,2.004
2022-08-07,2.004
2022-08-08,2.018
2022-08-09,1.989
2022-08-10,1.981
2022-08-11,1.993
2022-08-12,1.961
2022-08-13,1.961
2022-08-14,1.961
2022-08-15,1.914
2022-08-16,1.917
2022-08-17,1.915
2022-08-18,1.898
2022-08-19,1.899
2022-08-20,1.899
2022-08-21,1.899
2022-08-22,1.918
2022-08-23,1.921
2022-08-24,1.909
2022-08-25,1.911
2022-08-26,1.94
2022-08-27,1.94
2022-08-28,1.94
2022-08-29,1.965
2022-08-30,1.97
2022-08-31,1.964
2022-09-01,1.953
2022-09-02,1.976
2022-09-03,1.976
2022-09-04,1.976
2022-09-05,1.976
2022-09-06,1.969
2022-09-07,1.943
2022-09-08,1.956
2022-09-09,1.907
2022-09-10,1.907
2022-09-11,1.907
2022-09-12,1.907
2022-09-13,1.957
2022-09-14,1.955
2022-09-15,2.01
2022-09-16,1.951
2022-09-17,1.951
2022-09-18,1.951
2022-09-19,1.957
2022-09-20,1.963
2022-09-21,1.977
2022-09-22,1.986
2022-09-23,2.015
2022-09-24,2.015
2022-09-25,2.015
2022-09-26,2.028
2022-09-27,2.04
2022-09-28,2.011
2022-09-29,2.039
2022-09-30,2.035
2022-10-01,2.035
2022-10-02,2.035
2022-10-03,1.959
2022-10-04,1.934
2022-10-05,1.925
2022-10-06,1.946
2022-10-07,1.933
2022-10-08,1.933
2022-10-09,1.933
2022-10-10,1.943
2022-10-11,1.948
2022-10-12,1.994
2022-10-13,1.955
2022-10-14,1.992
2022-10-15,1.992
2022-10-16,1.992
2022-10-17,1.949
2022-10-18,1.863
2022-10-19,1.906
2022-10-20,1.888
2022-10-21,1.861
2022-10-22,1.861
2022-10-23,1.861
2022-10-24,1.869
2022-10-25,1.852
2022-10-26,1.827
2022-10-27,1.814
2022-10-28,1.73
2022-10-29,1.73
2022-10-30,1.73
2022-10-31,1.727
2022-11-01,1.738
2022-11-02,1.732
2022-11-03,1.729
2022-11-04,1.76
2022-11-05,1.76
2022-11-06,1.76
2022-11-07,1.721
2022-11-08,1.703
2022-11-09,1.71
2022-11-10,1.689
2022-11-11,1.813
2022-11-12,1.813
2022-11-13,1.813
2022-11-14,1.777
2022-11-15,1.775
2022-11-16,1.735
2022-11-17,1.753
2022-11-18,1.727
2022-11-19,1.727
2022-11-20,1.727
2022-11-21,1.726
2022-11-22,1.724
2022-11-23,1.745
2022-11-24,1.745
2022-11-25,1.714
2022-11-26,1.714
2022-11-27,1.714
2022-11-28,1.723
2022-11-29,1.746
2022-11-30,1.74
2022-12-01,1.732
2022-12-02,1.707
2022-12-03,1.707
2022-12-04,1.707
2022-12-05,1.722
2022-12-06,1.721
2022-12-07,1.743
2022-12-08,1.742
2022-12-09,1.766
2022-12-10,1.766
2022-12-11,1.766
2022-12-12,1.762
2022-12-13,1.772
2022-12-14,1.749
2022-12-15,1.775
2022-12-16,1.781
2022-12-17,1.781
2022-12-18,1.781
2022-12-19,1.786
2022-12-20,1.785
2022-12-21,1.763
2022-12-22,1.78
2022-12-23,1.771
2022-12-24,1.771
2022-12-25,1.771
2022-12-26,1.771
2022-12-27,1.768
2022-12-28,1.783
2022-12-29,1.776
2022-12-30,1.77
2022-12-31,1.77
2023-01-01,1.77
2023-01-02,1.77
2023-01-03,1.769
2023-01-04,1.779
2023-01-05,1.805
2023-01-06,1.797
2023-01-07,1.797
2023-01-08,1.797
2023-01-09,1.912
2023-01-10,1.903
2023-01-11,1.908
2023-01-12,1.937
2023-01-13,1.946
2023-01-14,1.946
2023-01-15,1.946
2023-01-16,1.946
2023-01-17,1.948
2023-01-18,1.963
2023-01-19,1.998
2023-01-20,1.972
2023-01-21,1.972
2023-01-22,1.972
2023-01-23,1.96
2023-01-24,1.921
2023-01-25,1.902
2023-01-26,1.902
2023-01-27,2.0
2023-01-28,2.0
2023-01-29,2.0
2023-01-30,1.983
2023-01-31,1.975
2023-02-01,2.082
2023-02-02,2.079
2023-02-03,2.05
2023-02-04,2.05
2023-02-05,2.05
2023-02-06,2.063
2023-02-07,2.049
2023-02-08,2.06
2023-02-09,2.068
2023-02-10,2.034
2023-02-11,2.034
2023-02-12,2.034
2023-02-13,2.052
2023-02-14,2.073
2023-02-15,2.039
2023-02-16,2.038
2023-02-17,2.029
2023-02-18,2.029
2023-02-19,2.029
2023-02-20,2.029
2023-02-21,2.027
2023-02-22,2.036
2023-02-23,2.037
2023-02-24,2.042
2023-02-25,2.042
2023-02-26,2.042
2023-02-27,2.049
2023-02-28,2.063
2023-03-01,2.047
2023-03-02,2.03
2023-03-03,2.027
2023-03-04,2.027
2023-03-05,2.027
2023-03-06,2.03
2023-03-07,2.046
2023-03-08,2.112
2023-03-09,2.135
2023-03-10,2.158
2023-03-11,2.158
2023-03-12,2.158
2023-03-13,2.178
2023-03-14,2.14
2023-03-15,2.166
2023-03-16,2.158
2023-03-17,2.208
2023-03-18,2.208
2023-03-19,2.208
2023-03-20,2.161
2023-03-21,2.138
2023-03-22,2.167
2023-03-23,2.17
2023-03-24,2.15
2023-03-25,2.15
2023-03-26,2.15
2023-03-27,2.131
2023-03-28,2.133
2023-03-29,2.115
2023-03-30,2.13
2023-03-31,2.108
2023-04-01,2.108
2023-04-02,2.108
2023-04-03,2.057
2023-04-04,2.059
2023-04-05,2.057
2023-04-06,2.043
2023-04-07,2.043
2023-04-08,2.043
2023-04-09,2.043
2023-04-10,2.018
2023-04-11,2.031
2023-04-12,2.023
2023-04-13,2.009
2023-04-14,2.015
2023-04-15,2.015
2023-04-16,2.015
2023-04-17,2.016
2023-04-18,2.002
2023-04-19,1.989
2023-04-20,1.984
2023-04-21,1.974
2023-04-22,1.974
2023-04-23,1.974
2023-04-24,2.026
2023-04-25,2.033
2023-04-26,2.077
2023-04-27,2.038
2023-04-28,2.042
2023-04-29,2.042
2023-04-30,2.042
2023-05-01,2.015
2023-05-02,2.109
2023-05-03,2.091
2023-05-04,2.122
2023-05-05,2.099
2023-05-06,2.099
2023-05-07,2.099
2023-05-08,2.137
2023-05-09,2.115
2023-05-10,2.095
2023-05-11,2.121
2023-05-12,2.105
2023-05-13,2.105
2023-05-14,2.105
2023-05-15,2.105
2023-05-16,2.131
2023-05-17,2.1
2023-05-18,2.093
2023-05-19,2.109
2023-05-20,2.109
2023-05-21,2.109
2023-05-22,2.097
2023-05-23,2.09
2023-05-24,2.13
2023-05-25,2.173
2023-05-26,2.028
2023-05-27,2.028
2023-05-28,2.028
2023-05-29,2.028
2023-05-30,1.993
2023-05-31,1.957
2023-06-01,1.954
2023-06-02,1.898
2023-06-03,1.898
2023-06-04,1.898
2023-06-05,1.908
2023-06-06,1.898
2023-06-07,1.897
2023-06-08,1.877
2023-06-09,1.886
2023-06-10,1.886
2023-06-11,1.886
2023-06-12,1.874
2023-06-13,1.837
2023-06-14,1.838
2023-06-15,1.81
2023-06-16,1.789
2023-06-17,1.789
2023-06-18,1.789
2023-06-19,1.789
2023-06-20,1.774
2023-06-21,1.775
2023-06-22,1.771
2023-06-23,1.809
2023-06-24,1.809
2023-06-25,1.809
2023-06-26,1.794
2023-06-27,1.789
2023-06-28,1.796
2023-06-29,1.774
2023-06-30,1.749
2023-07-01,1.749
2023-07-02,1.749
2023-07-03,1.743
2023-07-04,1.743
2023-07-05,1.738
2023-07-06,1.75
2023-07-07,1.742
2023-07-08,1.742
2023-07-09,1.742
2023-07-10,1.733
2023-07-11,1.716
2023-07-12,1.739
2023-07-13,1.733
2023-07-14,1.723
2023-07-15,1.723
2023-07-16,1.723
2023-07-17,1.707
2023-07-18,1.689
2023-07-19,1.682
2023-07-20,1.679
2023-07-21,1.685
2023-07-22,1.685
2023-07-23,1.685
2023-07-24,1.684
2023-07-25,1.679
2023-07-26,1.675
2023-07-27,1.713
2023-07-28,1.614
2023-07-29,1.614
2023-07-30,1.614
2023-07-31,1.605
2023-08-01,1.576
2023-08-02,1.571
2023-08-03,1.561
2023-08-04,1.584
2023-08-05,1.584
2023-08-06,1.584
2023-08-07,1.576
2023-08-08,1.593
2023-08-09,1.599
2023-08-10,1.61
2023-08-11,1.607
2023-08-12,1.607
2023-08-13,1.607
2023-08-14,1.582
2023-08-15,1.586
2023-08-16,1.613
2023-08-17,1.681
2023-08-18,1.698
2023-08-19,1.698
