,ALSN US Equity
2020-10-10,2.056
2020-10-11,2.056
2020-10-12,2.091
2020-10-13,2.127
2020-10-14,2.116
2020-10-15,2.065
2020-10-16,2.123
2020-10-17,2.123
2020-10-18,2.123
2020-10-19,2.159
2020-10-20,2.247
2020-10-21,2.327
2020-10-22,2.286
2020-10-23,2.292
2020-10-24,2.292
2020-10-25,2.292
2020-10-26,2.337
2020-10-27,2.381
2020-10-28,2.448
2020-10-29,2.556
2020-10-30,2.452
2020-10-31,2.452
2020-11-01,2.452
2020-11-02,2.413
2020-11-03,2.346
2020-11-04,2.428
2020-11-05,2.335
2020-11-06,2.34
2020-11-07,2.34
2020-11-08,2.34
2020-11-09,2.264
2020-11-10,2.169
2020-11-11,2.207
2020-11-12,2.207
2020-11-13,2.207
2020-11-14,2.207
2020-11-15,2.207
2020-11-16,2.207
2020-11-17,2.207
2020-11-18,2.207
2020-11-19,2.207
2020-11-20,2.207
2020-11-21,2.207
2020-11-22,2.207
2020-11-23,2.207
2020-11-24,2.207
2020-11-25,2.207
2020-11-26,2.207
2020-11-27,2.207
2020-11-28,2.207
2020-11-29,2.207
2020-11-30,2.207
2020-12-01,2.207
2020-12-02,2.207
2020-12-03,2.207
2020-12-04,2.207
2020-12-05,2.207
2020-12-06,2.207
2020-12-07,2.207
2020-12-08,2.207
2020-12-09,2.207
2020-12-10,2.207
2020-12-11,2.207
2020-12-12,2.207
2020-12-13,2.207
2020-12-14,2.207
2020-12-15,2.207
2020-12-16,2.207
2020-12-17,2.207
2020-12-18,2.207
2020-12-19,2.207
2020-12-20,2.207
2020-12-21,2.207
2020-12-22,2.207
2020-12-23,2.207
2020-12-24,2.207
2020-12-25,2.207
2020-12-26,2.207
2020-12-27,2.207
2020-12-28,2.207
2020-12-29,2.207
2020-12-30,2.207
2020-12-31,2.207
2021-01-01,2.207
2021-01-02,2.207
2021-01-03,2.207
2021-01-04,2.207
2021-01-05,2.207
2021-01-06,2.207
2021-01-07,2.207
2021-01-08,2.207
2021-01-09,2.207
2021-01-10,2.207
2021-01-11,2.207
2021-01-12,2.207
2021-01-13,2.207
2021-01-14,2.207
2021-01-15,2.207
2021-01-16,2.207
2021-01-17,2.207
2021-01-18,2.207
2021-01-19,2.207
2021-01-20,2.12
2021-01-21,2.003
2021-01-22,1.977
2021-01-23,1.977
2021-01-24,1.977
2021-01-25,1.953
2021-01-26,1.948
2021-01-27,1.976
2021-01-28,2.025
2021-01-29,2.168
2021-01-30,2.168
2021-01-31,2.168
2021-02-01,2.139
2021-02-02,2.124
2021-02-03,2.084
2021-02-04,2.068
2021-02-05,2.047
2021-02-06,2.047
2021-02-07,2.047
2021-02-08,2.013
2021-02-09,2.01
2021-02-10,2.046
2021-02-11,2.077
2021-02-12,2.076
2021-02-13,2.076
2021-02-14,2.076
2021-02-15,2.076
2021-02-16,2.073
2021-02-17,2.119
2021-02-18,2.293
2021-02-19,2.293
2021-02-20,2.293
2021-02-21,2.293
2021-02-22,2.293
2021-02-23,2.293
2021-02-24,2.293
2021-02-25,2.293
2021-02-26,2.293
2021-02-27,2.293
2021-02-28,2.293
2021-03-01,2.293
2021-03-02,2.293
2021-03-03,2.293
2021-03-04,2.293
2021-03-05,2.293
2021-03-06,2.293
2021-03-07,2.293
2021-03-08,2.293
2021-03-09,2.293
2021-03-10,2.293
2021-03-11,2.293
2021-03-12,2.293
2021-03-13,2.293
2021-03-14,2.293
2021-03-15,2.293
2021-03-16,2.293
2021-03-17,2.293
2021-03-18,2.293
2021-03-19,2.293
2021-03-20,2.293
2021-03-21,2.293
2021-03-22,2.293
2021-03-23,2.293
2021-03-24,2.293
2021-03-25,2.293
2021-03-26,2.293
2021-03-27,2.293
2021-03-28,2.293
2021-03-29,2.293
2021-03-30,2.293
2021-03-31,2.293
2021-04-01,2.293
2021-04-02,2.293
2021-04-03,2.293
2021-04-04,2.293
2021-04-05,2.293
2021-04-06,2.293
2021-04-07,2.293
2021-04-08,2.293
2021-04-09,2.293
2021-04-10,2.293
2021-04-11,2.293
2021-04-12,2.293
2021-04-13,2.293
2021-04-14,2.293
2021-04-15,2.293
2021-04-16,2.293
2021-04-17,2.293
2021-04-18,2.293
2021-04-19,2.293
2021-04-20,2.293
2021-04-21,2.293
2021-04-22,2.293
2021-04-23,2.293
2021-04-24,2.293
2021-04-25,2.293
2021-04-26,2.293
2021-04-27,2.293
2021-04-28,2.293
2021-04-29,2.293
2021-04-30,2.293
2021-05-01,2.293
2021-05-02,2.293
2021-05-03,2.293
2021-05-04,2.293
2021-05-05,2.293
2021-05-06,2.293
2021-05-07,2.293
2021-05-08,2.293
2021-05-09,2.293
2021-05-10,2.293
2021-05-11,2.293
2021-05-12,2.293
2021-05-13,2.293
2021-05-14,2.293
2021-05-15,2.293
2021-05-16,2.293
2021-05-17,2.293
2021-05-18,2.293
2021-05-19,2.293
2021-05-20,2.293
2021-05-21,2.293
2021-05-22,2.293
2021-05-23,2.293
2021-05-24,2.293
2021-05-25,2.293
2021-05-26,2.293
2021-05-27,2.293
2021-05-28,1.743
2021-05-29,1.743
2021-05-30,1.743
2021-05-31,1.743
2021-06-01,1.735
2021-06-02,1.768
2021-06-03,1.748
2021-06-04,1.725
2021-06-05,1.725
2021-06-06,1.725
2021-06-07,1.756
2021-06-08,1.99
2021-06-09,1.995
2021-06-10,2.021
2021-06-11,1.994
2021-06-12,1.994
2021-06-13,1.994
2021-06-14,2.04
2021-06-15,2.01
2021-06-16,2.051
2021-06-17,2.116
2021-06-18,2.167
2021-06-19,2.167
2021-06-20,2.167
2021-06-21,2.13
2021-06-22,2.141
2021-06-23,2.138
2021-06-24,2.106
2021-06-25,2.078
2021-06-26,2.078
2021-06-27,2.078
2021-06-28,2.105
2021-06-29,2.121
2021-06-30,2.108
2021-07-01,2.103
2021-07-02,2.096
2021-07-03,2.096
2021-07-04,2.096
2021-07-05,2.096
2021-07-06,2.109
2021-07-07,2.082
2021-07-08,2.116
2021-07-09,2.067
2021-07-10,2.067
2021-07-11,2.067
2021-07-12,2.066
2021-07-13,2.109
2021-07-14,2.084
2021-07-15,2.085
2021-07-16,2.082
2021-07-17,2.082
2021-07-18,2.082
2021-07-19,1.881
2021-07-20,1.834
2021-07-21,1.825
2021-07-22,1.869
2021-07-23,1.849
2021-07-24,1.849
2021-07-25,1.849
2021-07-26,1.851
2021-07-27,1.877
2021-07-28,1.88
2021-07-29,1.859
2021-07-30,1.848
2021-07-31,1.848
2021-08-01,1.848
2021-08-02,1.853
2021-08-03,1.834
2021-08-04,1.871
2021-08-05,1.89
2021-08-06,1.918
2021-08-07,1.918
2021-08-08,1.918
2021-08-09,1.913
2021-08-10,1.916
2021-08-11,1.854
2021-08-12,1.878
2021-08-13,1.905
2021-08-14,1.905
2021-08-15,1.905
2021-08-16,1.913
2021-08-17,1.953
2021-08-18,1.976
2021-08-19,2.0
2021-08-20,1.977
2021-08-21,1.977
2021-08-22,1.977
2021-08-23,1.982
2021-08-24,1.97
2021-08-25,1.953
2021-08-26,1.958
2021-08-27,1.948
2021-08-28,1.948
2021-08-29,1.948
2021-08-30,1.959
2021-08-31,1.985
2021-09-01,1.934
2021-09-02,1.897
2021-09-03,1.922
2021-09-04,1.922
2021-09-05,1.922
2021-09-06,1.922
2021-09-07,1.977
2021-09-08,1.971
2021-09-09,2.042
2021-09-10,2.037
2021-09-11,2.037
2021-09-12,2.037
2021-09-13,1.994
2021-09-14,2.015
2021-09-15,1.997
2021-09-16,2.025
2021-09-17,2.053
2021-09-18,2.053
2021-09-19,2.053
2021-09-20,2.08
2021-09-21,2.082
2021-09-22,2.043
2021-09-23,2.046
2021-09-24,2.079
2021-09-25,2.079
2021-09-26,2.079
2021-09-27,2.031
2021-09-28,2.053
2021-09-29,2.043
2021-09-30,2.078
2021-10-01,2.046
2021-10-02,2.046
2021-10-03,2.046
2021-10-04,2.044
2021-10-05,2.038
2021-10-06,2.083
2021-10-07,2.1
2021-10-08,2.06
2021-10-09,2.06
2021-10-10,2.06
2021-10-11,2.073
2021-10-12,2.137
2021-10-13,2.13
2021-10-14,2.087
2021-10-15,2.09
2021-10-16,2.09
2021-10-17,2.09
2021-10-18,2.093
2021-10-19,2.095
2021-10-20,2.073
2021-10-21,2.091
2021-10-22,2.123
2021-10-23,2.123
2021-10-24,2.123
2021-10-25,2.116
2021-10-26,2.191
2021-10-27,2.253
2021-10-28,2.13
2021-10-29,2.2
2021-10-30,2.2
2021-10-31,2.2
2021-11-01,2.143
2021-11-02,2.167
2021-11-03,2.141
2021-11-04,2.137
2021-11-05,2.077
2021-11-06,2.077
2021-11-07,2.077
2021-11-08,2.101
2021-11-09,2.077
2021-11-10,2.026
2021-11-11,2.026
2021-11-12,2.02
2021-11-13,2.02
2021-11-14,2.02
2021-11-15,2.008
2021-11-16,1.987
2021-11-17,1.997
2021-11-18,2.021
2021-11-19,2.017
2021-11-20,2.017
2021-11-21,2.017
2021-11-22,1.934
2021-11-23,1.945
2021-11-24,1.945
2021-11-25,1.945
2021-11-26,1.994
2021-11-27,1.994
2021-11-28,1.994
2021-11-29,2.025
2021-11-30,2.111
2021-12-01,2.088
2021-12-02,2.03
2021-12-03,2.017
2021-12-04,2.017
2021-12-05,2.017
2021-12-06,1.977
2021-12-07,1.984
2021-12-08,2.021
2021-12-09,2.1
2021-12-10,2.093
2021-12-11,2.093
2021-12-12,2.093
2021-12-13,2.077
2021-12-14,2.064
2021-12-15,2.133
2021-12-16,2.094
2021-12-17,2.114
2021-12-18,2.114
2021-12-19,2.114
2021-12-20,2.17
2021-12-21,2.135
2021-12-22,2.135
2021-12-23,2.11
2021-12-24,2.11
2021-12-25,2.11
2021-12-26,2.11
2021-12-27,2.085
2021-12-28,2.057
2021-12-29,2.06
2021-12-30,2.048
2021-12-31,2.008
2022-01-01,2.008
2022-01-02,2.008
2022-01-03,1.986
2022-01-04,1.935
2022-01-05,1.92
2022-01-06,1.919
2022-01-07,1.92
2022-01-08,1.92
2022-01-09,1.92
2022-01-10,1.906
2022-01-11,1.912
2022-01-12,1.945
2022-01-13,2.013
2022-01-14,1.929
2022-01-15,1.929
2022-01-16,1.929
2022-01-17,1.929
2022-01-18,1.905
2022-01-19,1.936
2022-01-20,2.047
2022-01-21,2.043
2022-01-22,2.043
2022-01-23,2.043
2022-01-24,2.009
2022-01-25,2.041
2022-01-26,2.049
2022-01-27,2.05
2022-01-28,2.064
2022-01-29,2.064
2022-01-30,2.064
2022-01-31,2.086
2022-02-01,2.038
2022-02-02,2.025
2022-02-03,2.019
2022-02-04,2.055
2022-02-05,2.055
2022-02-06,2.055
2022-02-07,2.052
2022-02-08,2.017
2022-02-09,2.005
2022-02-10,2.024
2022-02-11,2.019
2022-02-12,2.019
2022-02-13,2.019
2022-02-14,1.989
2022-02-15,1.964
2022-02-16,1.963
2022-02-17,1.912
2022-02-18,1.928
2022-02-19,1.928
2022-02-20,1.928
2022-02-21,1.928
2022-02-22,1.96
2022-02-23,1.984
2022-02-24,2.053
2022-02-25,1.969
2022-02-26,1.969
2022-02-27,1.969
2022-02-28,1.959
2022-03-01,1.993
2022-03-02,1.964
2022-03-03,1.925
2022-03-04,1.903
2022-03-05,1.903
2022-03-06,1.903
2022-03-07,1.989
2022-03-08,1.991
2022-03-09,1.96
2022-03-10,2.122
2022-03-11,2.119
2022-03-12,2.119
2022-03-13,2.119
2022-03-14,2.088
2022-03-15,2.138
2022-03-16,2.126
2022-03-17,2.12
2022-03-18,2.128
2022-03-19,2.128
2022-03-20,2.128
2022-03-21,2.091
2022-03-22,2.088
2022-03-23,2.124
2022-03-24,2.104
2022-03-25,2.04
2022-03-26,2.04
2022-03-27,2.04
2022-03-28,2.077
2022-03-29,2.067
2022-03-30,2.082
2022-03-31,2.135
2022-04-01,2.168
2022-04-02,2.168
2022-04-03,2.168
2022-04-04,2.182
2022-04-05,2.217
2022-04-06,2.245
2022-04-07,2.31
2022-04-08,2.366
2022-04-09,2.366
2022-04-10,2.366
2022-04-11,2.375
2022-04-12,2.394
2022-04-13,2.383
2022-04-14,2.384
2022-04-15,2.384
2022-04-16,2.384
2022-04-17,2.384
2022-04-18,2.335
2022-04-19,2.313
2022-04-20,2.252
2022-04-21,2.223
2022-04-22,2.298
2022-04-23,2.298
2022-04-24,2.298
2022-04-25,2.281
2022-04-26,2.302
2022-04-27,2.359
2022-04-28,2.244
2022-04-29,2.284
2022-04-30,2.284
2022-05-01,2.284
2022-05-02,2.25
2022-05-03,2.128
2022-05-04,2.086
2022-05-05,2.14
2022-05-06,2.148
2022-05-07,2.148
2022-05-08,2.148
2022-05-09,2.14
2022-05-10,2.161
2022-05-11,2.171
2022-05-12,2.165
2022-05-13,2.168
2022-05-14,2.168
2022-05-15,2.168
2022-05-16,2.162
2022-05-17,2.094
2022-05-18,2.129
2022-05-19,2.163
2022-05-20,2.198
2022-05-21,2.198
2022-05-22,2.198
2022-05-23,2.166
2022-05-24,2.184
2022-05-25,2.141
2022-05-26,2.182
2022-05-27,2.147
2022-05-28,2.147
2022-05-29,2.147
2022-05-30,2.147
2022-05-31,2.125
2022-06-01,2.105
2022-06-02,2.091
2022-06-03,2.074
2022-06-04,2.074
2022-06-05,2.074
2022-06-06,2.065
2022-06-07,2.055
2022-06-08,2.067
2022-06-09,2.051
2022-06-10,2.111
2022-06-11,2.111
2022-06-12,2.111
2022-06-13,2.177
2022-06-14,2.155
2022-06-15,2.136
2022-06-16,2.246
2022-06-17,2.259
2022-06-18,2.259
2022-06-19,2.259
2022-06-20,2.259
2022-06-21,2.219
2022-06-22,2.248
2022-06-23,2.352
2022-06-24,2.261
2022-06-25,2.261
2022-06-26,2.261
2022-06-27,2.209
2022-06-28,2.22
2022-06-29,2.227
2022-06-30,2.233
2022-07-01,2.236
2022-07-02,2.236
2022-07-03,2.236
2022-07-04,2.236
2022-07-05,2.278
2022-07-06,2.308
2022-07-07,2.262
2022-07-08,2.266
2022-07-09,2.266
2022-07-10,2.266
2022-07-11,2.316
2022-07-12,2.27
2022-07-13,2.268
2022-07-14,2.315
2022-07-15,2.297
2022-07-16,2.297
2022-07-17,2.297
2022-07-18,2.302
2022-07-19,2.225
2022-07-20,2.21
2022-07-21,2.172
2022-07-22,2.2
2022-07-23,2.2
2022-07-24,2.2
2022-07-25,2.184
2022-07-26,2.164
2022-07-27,2.148
2022-07-28,2.111
2022-07-29,2.05
2022-07-30,2.05
2022-07-31,2.05
2022-08-01,2.074
2022-08-02,2.097
2022-08-03,2.102
2022-08-04,2.289
2022-08-05,2.277
2022-08-06,2.277
2022-08-07,2.277
2022-08-08,2.291
2022-08-09,2.318
2022-08-10,2.256
2022-08-11,2.239
2022-08-12,2.241
2022-08-13,2.241
2022-08-14,2.241
2022-08-15,2.213
2022-08-16,2.225
2022-08-17,2.239
2022-08-18,2.212
2022-08-19,2.234
2022-08-20,2.234
2022-08-21,2.234
2022-08-22,2.306
2022-08-23,2.309
2022-08-24,2.312
2022-08-25,2.252
2022-08-26,2.327
2022-08-27,2.327
2022-08-28,2.327
2022-08-29,2.33
2022-08-30,2.353
2022-08-31,2.383
2022-09-01,2.386
2022-09-02,2.391
2022-09-03,2.391
2022-09-04,2.391
2022-09-05,2.391
2022-09-06,2.407
2022-09-07,2.377
2022-09-08,2.39
2022-09-09,2.334
2022-09-10,2.334
2022-09-11,2.334
2022-09-12,2.313
2022-09-13,2.441
2022-09-14,2.449
2022-09-15,2.448
2022-09-16,2.461
2022-09-17,2.461
2022-09-18,2.461
2022-09-19,2.397
2022-09-20,2.434
2022-09-21,2.475
2022-09-22,2.504
2022-09-23,2.584
2022-09-24,2.584
2022-09-25,2.584
2022-09-26,2.648
2022-09-27,2.571
2022-09-28,2.487
2022-09-29,2.525
2022-09-30,2.56
2022-10-01,2.56
2022-10-02,2.56
2022-10-03,2.502
2022-10-04,2.399
2022-10-05,2.415
2022-10-06,2.44
2022-10-07,2.457
2022-10-08,2.457
2022-10-09,2.457
2022-10-10,2.446
2022-10-11,2.417
2022-10-12,2.417
2022-10-13,2.345
2022-10-14,2.398
2022-10-15,2.398
2022-10-16,2.398
2022-10-17,2.37
2022-10-18,2.335
2022-10-19,2.352
2022-10-20,2.396
2022-10-21,2.298
2022-10-22,2.298
2022-10-23,2.298
2022-10-24,2.25
2022-10-25,2.214
2022-10-26,2.215
2022-10-27,2.094
2022-10-28,2.065
2022-10-29,2.065
2022-10-30,2.065
2022-10-31,2.045
2022-11-01,2.026
2022-11-02,2.077
2022-11-03,2.07
2022-11-04,2.017
2022-11-05,2.017
2022-11-06,2.017
2022-11-07,2.002
2022-11-08,2.033
2022-11-09,2.045
2022-11-10,2.04
2022-11-11,2.02
2022-11-12,2.02
2022-11-13,2.02
2022-11-14,2.022
2022-11-15,2.014
2022-11-16,1.999
2022-11-17,1.962
2022-11-18,1.974
2022-11-19,1.974
2022-11-20,1.974
2022-11-21,1.989
2022-11-22,1.95
2022-11-23,1.933
2022-11-24,1.933
2022-11-25,1.953
2022-11-26,1.953
2022-11-27,1.953
2022-11-28,1.932
2022-11-29,1.926
2022-11-30,1.92
2022-12-01,1.918
2022-12-02,1.919
2022-12-03,1.919
2022-12-04,1.919
2022-12-05,1.956
2022-12-06,1.966
2022-12-07,1.965
2022-12-08,1.997
2022-12-09,2.022
2022-12-10,2.022
2022-12-11,2.022
2022-12-12,2.015
2022-12-13,2.011
2022-12-14,1.999
2022-12-15,2.03
2022-12-16,2.034
2022-12-17,2.034
2022-12-18,2.034
2022-12-19,2.041
2022-12-20,2.034
2022-12-21,2.001
2022-12-22,2.041
2022-12-23,2.036
2022-12-24,2.036
2022-12-25,2.036
2022-12-26,2.036
2022-12-27,2.041
2022-12-28,2.075
2022-12-29,2.071
2022-12-30,2.067
2022-12-31,2.067
2023-01-01,2.067
2023-01-02,2.067
2023-01-03,2.072
2023-01-04,2.068
2023-01-05,2.062
2023-01-06,2.036
2023-01-07,2.036
2023-01-08,2.036
2023-01-09,2.036
2023-01-10,2.013
2023-01-11,1.991
2023-01-12,1.991
2023-01-13,1.985
2023-01-14,1.985
2023-01-15,1.985
2023-01-16,1.985
2023-01-17,1.999
2023-01-18,2.015
2023-01-19,2.07
2023-01-20,2.066
2023-01-21,2.066
2023-01-22,2.066
2023-01-23,2.024
2023-01-24,1.969
2023-01-25,1.964
2023-01-26,1.926
2023-01-27,1.936
2023-01-28,1.936
2023-01-29,1.936
2023-01-30,1.944
2023-01-31,1.908
2023-02-01,1.889
2023-02-02,1.878
2023-02-03,1.872
2023-02-04,1.872
2023-02-05,1.872
2023-02-06,1.868
2023-02-07,1.873
2023-02-08,1.889
2023-02-09,1.897
2023-02-10,1.898
2023-02-11,1.898
2023-02-12,1.898
2023-02-13,1.886
2023-02-14,1.889
2023-02-15,1.887
2023-02-16,1.763
2023-02-17,1.782
2023-02-18,1.782
2023-02-19,1.782
2023-02-20,1.782
2023-02-21,1.823
2023-02-22,1.87
2023-02-23,1.862
2023-02-24,1.863
2023-02-25,1.863
2023-02-26,1.863
2023-02-27,1.855
2023-02-28,1.862
2023-03-01,1.843
2023-03-02,1.815
2023-03-03,1.81
2023-03-04,1.81
2023-03-05,1.81
2023-03-06,1.815
2023-03-07,1.827
2023-03-08,1.83
2023-03-09,1.862
2023-03-10,1.924
2023-03-11,1.924
2023-03-12,1.924
2023-03-13,2.005
2023-03-14,1.982
2023-03-15,2.03
2023-03-16,2.02
2023-03-17,2.103
2023-03-18,2.103
2023-03-19,2.103
2023-03-20,2.062
2023-03-21,2.002
2023-03-22,2.039
2023-03-23,2.058
2023-03-24,2.046
2023-03-25,2.046
2023-03-26,2.046
2023-03-27,2.025
2023-03-28,1.987
2023-03-29,1.974
2023-03-30,1.975
2023-03-31,1.946
2023-04-01,1.946
2023-04-02,1.946
2023-04-03,1.944
2023-04-04,1.974
2023-04-05,2.003
2023-04-06,2.028
2023-04-07,2.028
2023-04-08,2.028
2023-04-09,2.028
2023-04-10,1.983
2023-04-11,1.958
2023-04-12,1.919
2023-04-13,1.904
2023-04-14,1.89
2023-04-15,1.89
2023-04-16,1.89
2023-04-17,1.894
2023-04-18,1.86
2023-04-19,1.881
2023-04-20,1.877
2023-04-21,1.886
2023-04-22,1.886
2023-04-23,1.886
2023-04-24,1.865
2023-04-25,1.881
2023-04-26,1.925
2023-04-27,1.94
2023-04-28,1.813
2023-04-29,1.813
2023-04-30,1.813
2023-05-01,1.848
2023-05-02,1.861
2023-05-03,1.885
2023-05-04,1.942
2023-05-05,1.894
2023-05-06,1.894
2023-05-07,1.894
2023-05-08,1.86
2023-05-09,1.858
2023-05-10,1.86
2023-05-11,1.879
2023-05-12,1.862
2023-05-13,1.862
2023-05-14,1.862
2023-05-15,1.834
2023-05-16,1.859
2023-05-17,1.85
2023-05-18,1.826
2023-05-19,1.823
2023-05-20,1.823
2023-05-21,1.823
2023-05-22,1.833
2023-05-23,1.861
2023-05-24,1.891
2023-05-25,1.858
2023-05-26,1.852
2023-05-27,1.852
2023-05-28,1.852
2023-05-29,1.852
2023-05-30,1.844
2023-05-31,1.902
2023-06-01,1.86
2023-06-02,1.795
2023-06-03,1.795
2023-06-04,1.795
2023-06-05,1.826
2023-06-06,1.782
2023-06-07,1.739
2023-06-08,1.716
2023-06-09,1.722
2023-06-10,1.722
2023-06-11,1.722
2023-06-12,1.706
2023-06-13,1.676
2023-06-14,1.71
2023-06-15,1.688
2023-06-16,1.688
2023-06-17,1.688
2023-06-18,1.688
2023-06-19,1.688
2023-06-20,1.716
2023-06-21,1.706
2023-06-22,1.689
2023-06-23,1.694
2023-06-24,1.694
2023-06-25,1.694
2023-06-26,1.68
2023-06-27,1.642
2023-06-28,1.644
2023-06-29,1.604
2023-06-30,1.602
2023-07-01,1.602
2023-07-02,1.602
2023-07-03,1.583
2023-07-04,1.583
2023-07-05,1.615
2023-07-06,1.615
2023-07-07,1.596
2023-07-08,1.596
2023-07-09,1.596
2023-07-10,1.577
2023-07-11,1.568
2023-07-12,1.561
2023-07-13,1.549
2023-07-14,1.563
2023-07-15,1.563
2023-07-16,1.563
2023-07-17,1.546
2023-07-18,1.527
2023-07-19,1.529
2023-07-20,1.534
2023-07-21,1.553
2023-07-22,1.553
2023-07-23,1.553
2023-07-24,1.549
2023-07-25,1.554
2023-07-26,1.564
2023-07-27,1.554
2023-07-28,1.522
2023-07-29,1.522
2023-07-30,1.522
2023-07-31,1.539
2023-08-01,1.514
2023-08-02,1.518
2023-08-03,1.535
2023-08-04,1.553
2023-08-05,1.553
2023-08-06,1.553
2023-08-07,1.532
2023-08-08,1.531
2023-08-09,1.534
2023-08-10,1.538
2023-08-11,1.509
2023-08-12,1.509
2023-08-13,1.509
2023-08-14,1.491
2023-08-15,1.497
2023-08-16,1.519
2023-08-17,1.535
2023-08-18,1.533
2023-08-19,1.533
2023-08-20,1.533
2023-08-21,1.528
