,HUBB US Equity
2020-10-08,3.609
2020-10-09,3.584
2020-10-10,3.584
2020-10-11,3.584
2020-10-12,3.525
2020-10-13,3.57
2020-10-14,3.573
2020-10-15,3.578
2020-10-16,3.572
2020-10-17,3.572
2020-10-18,3.572
2020-10-19,3.535
2020-10-20,3.501
2020-10-21,3.506
2020-10-22,3.451
2020-10-23,3.367
2020-10-24,3.367
2020-10-25,3.367
2020-10-26,3.466
2020-10-27,3.481
2020-10-28,3.58
2020-10-29,3.57
2020-10-30,3.549
2020-10-31,3.549
2020-11-01,3.549
2020-11-02,3.444
2020-11-03,3.361
2020-11-04,3.451
2020-11-05,3.369
2020-11-06,3.365
2020-11-07,3.365
2020-11-08,3.365
2020-11-09,3.256
2020-11-10,3.226
2020-11-11,3.285
2020-11-12,3.383
2020-11-13,3.322
2020-11-14,3.322
2020-11-15,3.322
2020-11-16,3.245
2020-11-17,3.316
2020-11-18,3.324
2020-11-19,3.274
2020-11-20,3.28
2020-11-21,3.28
2020-11-22,3.28
2020-11-23,3.221
2020-11-24,3.146
2020-11-25,3.177
2020-11-26,3.177
2020-11-27,3.164
2020-11-28,3.164
2020-11-29,3.164
2020-11-30,3.177
2020-12-01,3.175
2020-12-02,3.265
2020-12-03,3.285
2020-12-04,3.178
2020-12-05,3.178
2020-12-06,3.178
2020-12-07,3.23
2020-12-08,3.187
2020-12-09,3.176
2020-12-10,3.209
2020-12-11,3.2
2020-12-12,3.2
2020-12-13,3.2
2020-12-14,3.255
2020-12-15,3.211
2020-12-16,3.28
2020-12-17,3.229
2020-12-18,3.298
2020-12-19,3.298
2020-12-20,3.298
2020-12-21,3.27
2020-12-22,3.251
2020-12-23,3.217
2020-12-24,3.192
2020-12-25,3.192
2020-12-26,3.192
2020-12-27,3.192
2020-12-28,3.243
2020-12-29,3.274
2020-12-30,3.284
2020-12-31,3.274
2021-01-01,3.274
2021-01-02,3.274
2021-01-03,3.274
2021-01-04,3.483
2021-01-05,3.431
2021-01-06,3.234
2021-01-07,3.226
2021-01-08,3.247
2021-01-09,3.247
2021-01-10,3.247
2021-01-11,3.211
2021-01-12,3.162
2021-01-13,3.281
2021-01-14,3.305
2021-01-15,3.344
2021-01-16,3.344
2021-01-17,3.344
2021-01-18,3.344
2021-01-19,3.284
2021-01-20,3.264
2021-01-21,3.284
2021-01-22,3.266
2021-01-23,3.266
2021-01-24,3.266
2021-01-25,3.313
2021-01-26,3.327
2021-01-27,3.373
2021-01-28,3.401
2021-01-29,3.494
2021-01-30,3.494
2021-01-31,3.494
2021-02-01,3.42
2021-02-02,3.431
2021-02-03,3.351
2021-02-04,3.404
2021-02-05,3.341
2021-02-06,3.341
2021-02-07,3.341
2021-02-08,3.294
2021-02-09,3.328
2021-02-10,3.34
2021-02-11,3.291
2021-02-12,3.274
2021-02-13,3.274
2021-02-14,3.274
2021-02-15,3.274
2021-02-16,3.248
2021-02-17,3.213
2021-02-18,3.223
2021-02-19,3.173
2021-02-20,3.173
2021-02-21,3.173
2021-02-22,3.036
2021-02-23,3.001
2021-02-24,3.039
2021-02-25,3.031
2021-02-26,3.031
2021-02-27,3.031
2021-02-28,3.031
2021-03-01,2.954
2021-03-02,2.973
2021-03-03,2.999
2021-03-04,3.076
2021-03-05,2.977
2021-03-06,2.977
2021-03-07,2.977
2021-03-08,2.9
2021-03-09,2.928
2021-03-10,2.867
2021-03-11,2.915
2021-03-12,2.869
2021-03-13,2.869
2021-03-14,2.869
2021-03-15,2.831
2021-03-16,2.845
2021-03-17,2.834
2021-03-18,2.889
2021-03-19,2.932
2021-03-20,2.932
2021-03-21,2.932
2021-03-22,2.918
2021-03-23,3.022
2021-03-24,3.029
2021-03-25,2.955
2021-03-26,2.871
2021-03-27,2.871
2021-03-28,2.871
2021-03-29,2.877
2021-03-30,2.894
2021-03-31,2.905
2021-04-01,2.852
2021-04-02,2.852
2021-04-03,2.852
2021-04-04,2.852
2021-04-05,2.822
2021-04-06,2.818
2021-04-07,2.891
2021-04-08,2.918
2021-04-09,2.897
2021-04-10,2.897
2021-04-11,2.897
2021-04-12,2.896
2021-04-13,2.948
2021-04-14,2.932
2021-04-15,2.896
2021-04-16,2.866
2021-04-17,2.866
2021-04-18,2.866
2021-04-19,2.87
2021-04-20,2.92
2021-04-21,2.856
2021-04-22,2.88
2021-04-23,2.839
2021-04-24,2.839
2021-04-25,2.839
2021-04-26,2.848
2021-04-27,2.795
2021-04-28,2.816
2021-04-29,2.818
2021-04-30,2.875
2021-05-01,2.875
2021-05-02,2.875
2021-05-03,2.851
2021-05-04,2.824
2021-05-05,2.786
2021-05-06,2.763
2021-05-07,2.771
2021-05-08,2.771
2021-05-09,2.771
2021-05-10,2.795
2021-05-11,2.819
2021-05-12,2.924
2021-05-13,2.879
2021-05-14,2.844
2021-05-15,2.844
2021-05-16,2.844
2021-05-17,2.862
2021-05-18,2.92
2021-05-19,2.935
2021-05-20,2.928
2021-05-21,2.931
2021-05-22,2.931
2021-05-23,2.931
2021-05-24,2.922
2021-05-25,2.942
2021-05-26,2.915
2021-05-27,2.894
2021-05-28,2.881
2021-05-29,2.881
2021-05-30,2.881
2021-05-31,2.881
2021-06-01,2.86
2021-06-02,2.884
2021-06-03,2.874
2021-06-04,2.865
2021-06-05,2.865
2021-06-06,2.865
2021-06-07,2.892
2021-06-08,2.893
2021-06-09,2.94
2021-06-10,2.975
2021-06-11,2.977
2021-06-12,2.977
2021-06-13,2.977
2021-06-14,2.997
2021-06-15,2.98
2021-06-16,3.026
2021-06-17,3.111
2021-06-18,3.133
2021-06-19,3.133
2021-06-20,3.133
2021-06-21,3.05
2021-06-22,3.015
2021-06-23,3.007
2021-06-24,2.982
2021-06-25,2.958
2021-06-26,2.958
2021-06-27,2.958
2021-06-28,2.973
2021-06-29,2.966
2021-06-30,2.939
2021-07-01,2.945
2021-07-02,2.948
2021-07-03,2.948
2021-07-04,2.948
2021-07-05,2.948
2021-07-06,2.994
2021-07-07,2.94
2021-07-08,2.967
2021-07-09,2.898
2021-07-10,2.898
2021-07-11,2.898
2021-07-12,2.867
2021-07-13,2.907
2021-07-14,2.879
2021-07-15,2.857
2021-07-16,2.873
2021-07-17,2.873
2021-07-18,2.873
2021-07-19,2.93
2021-07-20,2.793
2021-07-21,2.782
2021-07-22,2.808
2021-07-23,2.809
2021-07-24,2.809
2021-07-25,2.809
2021-07-26,2.826
2021-07-27,2.77
2021-07-28,2.774
2021-07-29,2.747
2021-07-30,2.71
2021-07-31,2.71
2021-08-01,2.71
2021-08-02,2.756
2021-08-03,2.699
2021-08-04,2.719
2021-08-05,2.729
2021-08-06,2.713
2021-08-07,2.713
2021-08-08,2.713
2021-08-09,2.746
2021-08-10,2.693
2021-08-11,2.667
2021-08-12,2.64
2021-08-13,2.625
2021-08-14,2.625
2021-08-15,2.625
2021-08-16,2.65
2021-08-17,2.667
2021-08-18,2.705
2021-08-19,2.738
2021-08-20,2.685
2021-08-21,2.685
2021-08-22,2.685
2021-08-23,2.671
2021-08-24,2.65
2021-08-25,2.609
2021-08-26,2.644
2021-08-27,2.609
2021-08-28,2.609
2021-08-29,2.609
2021-08-30,2.592
2021-08-31,2.623
2021-09-01,2.664
2021-09-02,2.664
2021-09-03,2.674
2021-09-04,2.674
2021-09-05,2.674
2021-09-06,2.674
2021-09-07,2.73
2021-09-08,2.734
2021-09-09,2.778
2021-09-10,2.814
2021-09-11,2.814
2021-09-12,2.814
2021-09-13,2.822
2021-09-14,2.829
2021-09-15,2.826
2021-09-16,2.874
2021-09-17,2.921
2021-09-18,2.921
2021-09-19,2.921
2021-09-20,2.951
2021-09-21,3.015
2021-09-22,2.988
2021-09-23,2.928
2021-09-24,2.952
2021-09-25,2.952
2021-09-26,2.952
2021-09-27,2.924
2021-09-28,2.947
2021-09-29,2.931
2021-09-30,2.999
2021-10-01,3.011
2021-10-02,3.011
2021-10-03,3.011
2021-10-04,3.004
2021-10-05,2.956
2021-10-06,2.946
2021-10-07,2.948
2021-10-08,3.003
2021-10-09,3.003
2021-10-10,3.003
2021-10-11,3.018
2021-10-12,3.029
2021-10-13,2.978
2021-10-14,2.893
2021-10-15,2.879
2021-10-16,2.879
2021-10-17,2.879
2021-10-18,2.871
2021-10-19,2.856
2021-10-20,2.833
2021-10-21,2.841
2021-10-22,2.822
2021-10-23,2.822
2021-10-24,2.822
2021-10-25,2.849
2021-10-26,2.866
2021-10-27,2.874
2021-10-28,2.773
2021-10-29,2.749
2021-10-30,2.749
2021-10-31,2.749
2021-11-01,2.732
2021-11-02,2.705
2021-11-03,2.714
2021-11-04,2.686
2021-11-05,2.665
2021-11-06,2.665
2021-11-07,2.665
2021-11-08,2.636
2021-11-09,2.627
2021-11-10,2.634
2021-11-11,2.635
2021-11-12,2.633
2021-11-13,2.633
2021-11-14,2.633
2021-11-15,2.631
2021-11-16,2.619
2021-11-17,2.62
2021-11-18,2.615
2021-11-19,2.609
2021-11-20,2.609
2021-11-21,2.609
2021-11-22,2.629
2021-11-23,2.623
2021-11-24,2.629
2021-11-25,2.629
2021-11-26,2.689
2021-11-27,2.689
2021-11-28,2.689
2021-11-29,2.708
2021-11-30,2.786
2021-12-01,2.781
2021-12-02,2.693
2021-12-03,2.696
2021-12-04,2.696
2021-12-05,2.696
2021-12-06,2.664
2021-12-07,2.608
2021-12-08,2.609
2021-12-09,2.627
2021-12-10,2.618
2021-12-11,2.618
2021-12-12,2.618
2021-12-13,2.596
2021-12-14,2.643
2021-12-15,2.625
2021-12-16,2.618
2021-12-17,2.707
2021-12-18,2.707
2021-12-19,2.707
2021-12-20,2.747
2021-12-21,2.693
2021-12-22,2.721
2021-12-23,2.715
2021-12-24,2.715
2021-12-25,2.715
2021-12-26,2.715
2021-12-27,2.663
2021-12-28,2.65
2021-12-29,2.641
2021-12-30,2.675
2021-12-31,2.664
2022-01-01,2.664
2022-01-02,2.664
2022-01-03,2.698
2022-01-04,2.644
2022-01-05,2.712
2022-01-06,2.711
2022-01-07,2.769
2022-01-08,2.769
2022-01-09,2.769
2022-01-10,2.821
2022-01-11,2.765
2022-01-12,2.737
2022-01-13,2.768
2022-01-14,2.769
2022-01-15,2.769
2022-01-16,2.769
2022-01-17,2.769
2022-01-18,2.701
2022-01-19,2.724
2022-01-20,2.77
2022-01-21,2.761
2022-01-22,2.761
2022-01-23,2.761
2022-01-24,2.767
2022-01-25,2.87
2022-01-26,2.886
2022-01-27,2.941
2022-01-28,2.941
2022-01-29,2.941
2022-01-30,2.941
2022-01-31,2.87
2022-02-01,2.851
2022-02-02,2.854
2022-02-03,2.906
2022-02-04,2.756
2022-02-05,2.756
2022-02-06,2.756
2022-02-07,2.774
2022-02-08,2.729
2022-02-09,2.678
2022-02-10,2.759
2022-02-11,2.807
2022-02-12,2.807
2022-02-13,2.807
2022-02-14,2.807
2022-02-15,2.777
2022-02-16,2.776
2022-02-17,2.844
2022-02-18,2.869
2022-02-19,2.869
2022-02-20,2.869
2022-02-21,2.869
2022-02-22,2.901
2022-02-23,2.944
2022-02-24,2.921
2022-02-25,2.831
2022-02-26,2.831
2022-02-27,2.831
2022-02-28,2.869
2022-03-01,2.906
2022-03-02,2.82
2022-03-03,2.83
2022-03-04,2.828
2022-03-05,2.828
2022-03-06,2.828
2022-03-07,2.88
2022-03-08,2.854
2022-03-09,2.82
2022-03-10,2.843
2022-03-11,2.869
2022-03-12,2.869
2022-03-13,2.869
2022-03-14,2.859
2022-03-15,2.804
2022-03-16,2.726
2022-03-17,2.717
2022-03-18,2.698
2022-03-19,2.698
2022-03-20,2.698
2022-03-21,2.693
2022-03-22,2.735
2022-03-23,2.834
2022-03-24,2.81
2022-03-25,2.744
2022-03-26,2.744
2022-03-27,2.744
2022-03-28,2.731
2022-03-29,2.666
2022-03-30,2.683
2022-03-31,2.782
2022-04-01,2.755
2022-04-02,2.755
2022-04-03,2.755
2022-04-04,2.76
2022-04-05,2.813
2022-04-06,2.799
2022-04-07,2.773
2022-04-08,2.772
2022-04-09,2.772
2022-04-10,2.772
2022-04-11,2.793
2022-04-12,2.816
2022-04-13,2.755
2022-04-14,2.746
2022-04-15,2.746
2022-04-16,2.746
2022-04-17,2.746
2022-04-18,2.786
2022-04-19,2.693
2022-04-20,2.626
2022-04-21,2.584
2022-04-22,2.616
2022-04-23,2.616
2022-04-24,2.616
2022-04-25,2.649
2022-04-26,2.574
2022-04-27,2.56
2022-04-28,2.467
2022-04-29,2.573
2022-04-30,2.573
2022-05-01,2.573
2022-05-02,2.586
2022-05-03,2.577
2022-05-04,2.511
2022-05-05,2.561
2022-05-06,2.566
2022-05-07,2.566
2022-05-08,2.566
2022-05-09,2.56
2022-05-10,2.628
2022-05-11,2.664
2022-05-12,2.593
2022-05-13,2.597
2022-05-14,2.597
2022-05-15,2.597
2022-05-16,2.616
2022-05-17,2.583
2022-05-18,2.668
2022-05-19,2.67
2022-05-20,2.711
2022-05-21,2.711
2022-05-22,2.711
2022-05-23,2.69
2022-05-24,2.736
2022-05-25,2.756
2022-05-26,2.7
2022-05-27,2.605
2022-05-28,2.605
2022-05-29,2.605
2022-05-30,2.605
2022-05-31,2.641
2022-06-01,2.656
2022-06-02,2.614
2022-06-03,2.592
2022-06-04,2.592
2022-06-05,2.592
2022-06-06,2.533
2022-06-07,2.467
2022-06-08,2.519
2022-06-09,2.527
2022-06-10,2.57
2022-06-11,2.57
2022-06-12,2.57
2022-06-13,2.732
2022-06-14,2.771
2022-06-15,2.765
2022-06-16,2.904
2022-06-17,2.932
2022-06-18,2.932
2022-06-19,2.932
2022-06-20,2.932
2022-06-21,2.885
2022-06-22,2.899
2022-06-23,2.887
2022-06-24,2.741
2022-06-25,2.741
2022-06-26,2.741
2022-06-27,2.699
2022-06-28,2.777
2022-06-29,2.799
2022-06-30,2.813
2022-07-01,2.767
2022-07-02,2.767
2022-07-03,2.767
2022-07-04,2.767
2022-07-05,2.755
2022-07-06,2.745
2022-07-07,2.695
2022-07-08,2.706
2022-07-09,2.706
2022-07-10,2.706
2022-07-11,2.716
2022-07-12,2.715
2022-07-13,2.702
2022-07-14,2.679
2022-07-15,2.804
2022-07-16,2.804
2022-07-17,2.804
2022-07-18,2.908
2022-07-19,2.776
2022-07-20,2.767
2022-07-21,2.728
2022-07-22,2.748
2022-07-23,2.748
2022-07-24,2.748
2022-07-25,2.722
2022-07-26,2.608
2022-07-27,2.538
2022-07-28,2.451
2022-07-29,2.431
2022-07-30,2.431
2022-07-31,2.431
2022-08-01,2.479
2022-08-02,2.506
2022-08-03,2.485
2022-08-04,2.486
2022-08-05,2.493
2022-08-06,2.493
2022-08-07,2.493
2022-08-08,2.486
2022-08-09,2.494
2022-08-10,2.355
2022-08-11,2.343
2022-08-12,2.309
2022-08-13,2.309
2022-08-14,2.309
2022-08-15,2.325
2022-08-16,2.327
2022-08-17,2.323
2022-08-18,2.294
2022-08-19,2.293
2022-08-20,2.293
2022-08-21,2.293
2022-08-22,2.33
2022-08-23,2.35
2022-08-24,2.363
2022-08-25,2.328
2022-08-26,2.435
2022-08-27,2.435
2022-08-28,2.435
2022-08-29,2.431
2022-08-30,2.47
2022-08-31,2.478
2022-09-01,2.455
2022-09-02,2.477
2022-09-03,2.477
2022-09-04,2.477
2022-09-05,2.477
2022-09-06,2.454
2022-09-07,2.382
2022-09-08,2.328
2022-09-09,2.281
2022-09-10,2.281
2022-09-11,2.281
2022-09-12,2.271
2022-09-13,2.324
2022-09-14,2.334
2022-09-15,2.322
2022-09-16,2.333
2022-09-17,2.333
2022-09-18,2.333
2022-09-19,2.252
2022-09-20,2.283
2022-09-21,2.25
2022-09-22,2.302
2022-09-23,2.323
2022-09-24,2.323
2022-09-25,2.323
2022-09-26,2.325
2022-09-27,2.354
2022-09-28,2.303
2022-09-29,2.32
2022-09-30,2.292
2022-10-01,2.292
2022-10-02,2.292
2022-10-03,2.251
2022-10-04,2.165
2022-10-05,2.151
2022-10-06,2.175
2022-10-07,2.231
2022-10-08,2.231
2022-10-09,2.231
2022-10-10,2.221
2022-10-11,2.234
2022-10-12,2.268
2022-10-13,2.257
2022-10-14,2.348
2022-10-15,2.348
2022-10-16,2.348
2022-10-17,2.369
2022-10-18,2.307
2022-10-19,2.428
2022-10-20,2.488
2022-10-21,2.438
2022-10-22,2.438
2022-10-23,2.438
2022-10-24,2.369
2022-10-25,2.218
2022-10-26,2.201
2022-10-27,2.189
2022-10-28,2.211
2022-10-29,2.211
2022-10-30,2.211
2022-10-31,2.207
2022-11-01,2.154
2022-11-02,2.19
2022-11-03,2.189
2022-11-04,2.167
2022-11-05,2.167
2022-11-06,2.167
2022-11-07,2.169
2022-11-08,2.127
2022-11-09,2.151
2022-11-10,2.027
2022-11-11,2.057
2022-11-12,2.057
2022-11-13,2.057
2022-11-14,2.068
2022-11-15,2.065
2022-11-16,2.08
2022-11-17,2.049
2022-11-18,2.019
2022-11-19,2.019
2022-11-20,2.019
2022-11-21,2.017
2022-11-22,1.975
2022-11-23,1.999
2022-11-24,1.999
2022-11-25,1.98
2022-11-26,1.98
2022-11-27,1.98
2022-11-28,2.052
2022-11-29,2.042
2022-11-30,2.006
2022-12-01,2.02
2022-12-02,2.039
2022-12-03,2.039
2022-12-04,2.039
2022-12-05,2.069
2022-12-06,2.076
2022-12-07,2.065
2022-12-08,2.031
2022-12-09,2.038
2022-12-10,2.038
2022-12-11,2.038
2022-12-12,1.998
2022-12-13,1.992
2022-12-14,2.048
2022-12-15,2.113
2022-12-16,2.19
2022-12-17,2.19
2022-12-18,2.19
2022-12-19,2.152
2022-12-20,2.16
2022-12-21,2.127
2022-12-22,2.171
2022-12-23,2.162
2022-12-24,2.162
2022-12-25,2.162
2022-12-26,2.162
2022-12-27,2.151
2022-12-28,2.173
2022-12-29,2.165
2022-12-30,2.171
2022-12-31,2.171
2023-01-01,2.171
2023-01-02,2.171
2023-01-03,2.173
2023-01-04,2.222
2023-01-05,2.271
2023-01-06,2.227
2023-01-07,2.227
2023-01-08,2.227
2023-01-09,2.202
2023-01-10,2.171
2023-01-11,2.152
2023-01-12,2.212
2023-01-13,2.195
2023-01-14,2.195
2023-01-15,2.195
2023-01-16,2.195
2023-01-17,2.256
2023-01-18,2.276
2023-01-19,2.321
2023-01-20,2.309
2023-01-21,2.309
2023-01-22,2.309
2023-01-23,2.31
2023-01-24,2.261
2023-01-25,2.276
2023-01-26,2.247
2023-01-27,2.246
2023-01-28,2.246
2023-01-29,2.246
2023-01-30,2.257
2023-01-31,2.248
2023-02-01,2.155
2023-02-02,2.168
2023-02-03,2.129
2023-02-04,2.129
2023-02-05,2.129
2023-02-06,2.12
2023-02-07,2.099
2023-02-08,2.148
2023-02-09,2.134
2023-02-10,2.115
2023-02-11,2.115
2023-02-12,2.115
2023-02-13,2.093
2023-02-14,2.093
2023-02-15,2.046
2023-02-16,2.052
2023-02-17,2.037
2023-02-18,2.037
2023-02-19,2.037
2023-02-20,2.037
2023-02-21,2.065
2023-02-22,2.076
2023-02-23,2.053
2023-02-24,2.026
2023-02-25,2.026
2023-02-26,2.026
2023-02-27,2.03
2023-02-28,2.033
2023-03-01,2.048
2023-03-02,2.049
2023-03-03,2.021
2023-03-04,2.021
2023-03-05,2.021
2023-03-06,2.023
2023-03-07,2.046
2023-03-08,2.036
2023-03-09,2.071
2023-03-10,2.137
2023-03-11,2.137
2023-03-12,2.137
2023-03-13,2.136
2023-03-14,2.059
2023-03-15,2.16
2023-03-16,2.095
2023-03-17,2.155
2023-03-18,2.155
2023-03-19,2.155
2023-03-20,2.096
2023-03-21,2.092
2023-03-22,2.143
2023-03-23,2.186
2023-03-24,2.199
2023-03-25,2.199
2023-03-26,2.199
2023-03-27,2.168
2023-03-28,2.141
2023-03-29,2.11
2023-03-30,2.108
2023-03-31,2.081
2023-04-01,2.081
2023-04-02,2.081
2023-04-03,2.072
2023-04-04,2.195
2023-04-05,2.26
2023-04-06,2.288
2023-04-07,2.288
2023-04-08,2.288
2023-04-09,2.288
2023-04-10,2.255
2023-04-11,2.255
2023-04-12,2.233
2023-04-13,2.235
2023-04-14,2.223
2023-04-15,2.223
2023-04-16,2.223
2023-04-17,2.187
2023-04-18,2.169
2023-04-19,2.181
2023-04-20,2.191
2023-04-21,2.195
2023-04-22,2.195
2023-04-23,2.195
2023-04-24,2.179
2023-04-25,2.043
2023-04-26,2.039
2023-04-27,1.986
2023-04-28,1.99
2023-04-29,1.99
2023-04-30,1.99
2023-05-01,1.964
2023-05-02,1.915
2023-05-03,1.961
2023-05-04,1.988
2023-05-05,1.969
2023-05-06,1.969
2023-05-07,1.969
2023-05-08,1.981
2023-05-09,1.978
2023-05-10,1.969
2023-05-11,1.965
2023-05-12,1.959
2023-05-13,1.959
2023-05-14,1.959
2023-05-15,1.959
2023-05-16,1.963
2023-05-17,1.928
2023-05-18,1.89
2023-05-19,1.893
2023-05-20,1.893
2023-05-21,1.893
2023-05-22,1.877
2023-05-23,1.922
2023-05-24,1.928
2023-05-25,1.85
2023-05-26,1.822
2023-05-27,1.822
2023-05-28,1.822
2023-05-29,1.822
2023-05-30,1.828
2023-05-31,1.87
2023-06-01,1.839
2023-06-02,1.793
2023-06-03,1.793
2023-06-04,1.793
2023-06-05,1.795
2023-06-06,1.783
2023-06-07,1.734
2023-06-08,1.728
2023-06-09,1.721
2023-06-10,1.721
2023-06-11,1.721
2023-06-12,1.7
2023-06-13,1.674
2023-06-14,1.674
2023-06-15,1.645
2023-06-16,1.648
2023-06-17,1.648
2023-06-18,1.648
2023-06-19,1.648
2023-06-20,1.645
2023-06-21,1.636
2023-06-22,1.643
2023-06-23,1.666
2023-06-24,1.666
2023-06-25,1.666
2023-06-26,1.653
2023-06-27,1.633
2023-06-28,1.641
2023-06-29,1.614
2023-06-30,1.593
2023-07-01,1.593
2023-07-02,1.593
2023-07-03,1.605
2023-07-04,1.605
2023-07-05,1.612
2023-07-06,1.618
2023-07-07,1.611
2023-07-08,1.611
2023-07-09,1.611
2023-07-10,1.574
2023-07-11,1.587
2023-07-12,1.598
2023-07-13,1.591
2023-07-14,1.606
2023-07-15,1.606
2023-07-16,1.606
2023-07-17,1.596
2023-07-18,1.571
2023-07-19,1.571
2023-07-20,1.569
2023-07-21,1.588
2023-07-22,1.588
2023-07-23,1.588
2023-07-24,1.588
2023-07-25,1.609
2023-07-26,1.652
2023-07-27,1.66
2023-07-28,1.652
2023-07-29,1.652
2023-07-30,1.652
2023-07-31,1.642
2023-08-01,1.622
2023-08-02,1.635
2023-08-03,1.671
2023-08-04,1.683
2023-08-05,1.683
2023-08-06,1.683
2023-08-07,1.654
2023-08-08,1.63
2023-08-09,1.675
2023-08-10,1.694
2023-08-11,1.668
2023-08-12,1.668
2023-08-13,1.668
2023-08-14,1.65
2023-08-15,1.67
2023-08-16,1.671
2023-08-17,1.704
2023-08-18,1.687
2023-08-19,1.687
