,LLY US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,2.647
2020-11-10,2.57
2020-11-11,2.602
2020-11-12,2.657
2020-11-13,2.632
2020-11-14,2.632
2020-11-15,2.632
2020-11-16,2.666
2020-11-17,2.654
2020-11-18,2.674
2020-11-19,2.613
2020-11-20,2.576
2020-11-21,2.576
2020-11-22,2.576
2020-11-23,2.614
2020-11-24,2.586
2020-11-25,2.589
2020-11-26,2.589
2020-11-27,2.542
2020-11-28,2.542
2020-11-29,2.542
2020-11-30,2.573
2020-12-01,2.575
2020-12-02,2.582
2020-12-03,2.601
2020-12-04,2.524
2020-12-05,2.524
2020-12-06,2.524
2020-12-07,3.008
2020-12-08,2.97
2020-12-09,2.807
2020-12-10,2.754
2020-12-11,2.771
2020-12-12,2.771
2020-12-13,2.771
2020-12-14,2.808
2020-12-15,2.649
2020-12-16,2.578
2020-12-17,2.569
2020-12-18,2.587
2020-12-19,2.587
2020-12-20,2.587
2020-12-21,2.627
2020-12-22,2.66
2020-12-23,2.68
2020-12-24,2.661
2020-12-25,2.661
2020-12-26,2.661
2020-12-27,2.661
2020-12-28,2.663
2020-12-29,2.662
2020-12-30,2.655
2020-12-31,2.627
2021-01-01,2.627
2021-01-02,2.627
2021-01-03,2.627
2021-01-04,2.906
2021-01-05,2.892
2021-01-06,2.927
2021-01-07,2.9
2021-01-08,2.89
2021-01-09,2.89
2021-01-10,2.89
2021-01-11,2.587
2021-01-12,2.69
2021-01-13,2.593
2021-01-14,2.576
2021-01-15,2.521
2021-01-16,2.521
2021-01-17,2.521
2021-01-18,2.521
2021-01-19,2.423
2021-01-20,2.39
2021-01-21,2.377
2021-01-22,2.333
2021-01-23,2.333
2021-01-24,2.333
2021-01-25,2.265
2021-01-26,2.261
2021-01-27,2.392
2021-01-28,2.363
2021-01-29,2.388
2021-01-30,2.388
2021-01-31,2.388
2021-02-01,2.444
2021-02-02,2.513
2021-02-03,2.5
2021-02-04,2.442
2021-02-05,2.44
2021-02-06,2.44
2021-02-07,2.44
2021-02-08,2.393
2021-02-09,2.441
2021-02-10,2.409
2021-02-11,2.421
2021-02-12,2.366
2021-02-13,2.366
2021-02-14,2.366
2021-02-15,2.366
2021-02-16,2.383
2021-02-17,2.375
2021-02-18,2.438
2021-02-19,2.441
2021-02-20,2.441
2021-02-21,2.441
2021-02-22,2.443
2021-02-23,2.422
2021-02-24,2.398
2021-02-25,2.406
2021-02-26,2.393
2021-02-27,2.393
2021-02-28,2.393
2021-03-01,2.375
2021-03-02,2.402
2021-03-03,2.427
2021-03-04,2.445
2021-03-05,2.37
2021-03-06,2.37
2021-03-07,2.37
2021-03-08,2.368
2021-03-09,2.379
2021-03-10,2.387
2021-03-11,2.389
2021-03-12,2.357
2021-03-13,2.357
2021-03-14,2.357
2021-03-15,2.592
2021-03-16,2.422
2021-03-17,2.476
2021-03-18,2.514
2021-03-19,2.509
2021-03-20,2.509
2021-03-21,2.509
2021-03-22,2.488
2021-03-23,2.517
2021-03-24,2.566
2021-03-25,2.525
2021-03-26,2.495
2021-03-27,2.495
2021-03-28,2.495
2021-03-29,2.481
2021-03-30,2.492
2021-03-31,2.475
2021-04-01,2.496
2021-04-02,2.496
2021-04-03,2.496
2021-04-04,2.496
2021-04-05,2.501
2021-04-06,2.529
2021-04-07,2.536
2021-04-08,2.521
2021-04-09,2.495
2021-04-10,2.495
2021-04-11,2.495
2021-04-12,2.532
2021-04-13,2.522
2021-04-14,2.515
2021-04-15,2.476
2021-04-16,2.432
2021-04-17,2.432
2021-04-18,2.432
2021-04-19,2.427
2021-04-20,2.415
2021-04-21,2.41
2021-04-22,2.461
2021-04-23,2.439
2021-04-24,2.439
2021-04-25,2.439
2021-04-26,2.459
2021-04-27,2.526
2021-04-28,2.549
2021-04-29,2.526
2021-04-30,2.518
2021-05-01,2.518
2021-05-02,2.518
2021-05-03,2.476
2021-05-04,2.446
2021-05-05,2.387
2021-05-06,2.374
2021-05-07,2.355
2021-05-08,2.355
2021-05-09,2.355
2021-05-10,2.363
2021-05-11,2.363
2021-05-12,2.382
2021-05-13,2.351
2021-05-14,2.336
2021-05-15,2.336
2021-05-16,2.336
2021-05-17,2.344
2021-05-18,2.355
2021-05-19,2.332
2021-05-20,2.297
2021-05-21,2.293
2021-05-22,2.293
2021-05-23,2.293
2021-05-24,2.28
2021-05-25,2.3
2021-05-26,2.28
2021-05-27,2.3
2021-05-28,2.294
2021-05-29,2.294
2021-05-30,2.294
2021-05-31,2.294
2021-06-01,2.31
2021-06-02,2.301
2021-06-03,2.261
2021-06-04,2.268
2021-06-05,2.268
2021-06-06,2.268
2021-06-07,2.059
2021-06-08,2.076
2021-06-09,2.028
2021-06-10,1.962
2021-06-11,2.045
2021-06-12,2.045
2021-06-13,2.045
2021-06-14,2.05
2021-06-15,2.073
2021-06-16,2.099
2021-06-17,2.085
2021-06-18,2.12
2021-06-19,2.12
2021-06-20,2.12
2021-06-21,2.081
2021-06-22,2.093
2021-06-23,2.135
2021-06-24,1.989
2021-06-25,2.013
2021-06-26,2.013
2021-06-27,2.013
2021-06-28,2.031
2021-06-29,2.02
2021-06-30,2.019
2021-07-01,2.005
2021-07-02,1.981
2021-07-03,1.981
2021-07-04,1.981
2021-07-05,1.981
2021-07-06,1.968
2021-07-07,1.965
2021-07-08,1.954
2021-07-09,1.972
2021-07-10,1.972
2021-07-11,1.972
2021-07-12,1.964
2021-07-13,1.969
2021-07-14,1.961
2021-07-15,2.002
2021-07-16,1.994
2021-07-17,1.994
2021-07-18,1.994
2021-07-19,1.979
2021-07-20,1.972
2021-07-21,1.953
2021-07-22,1.943
2021-07-23,1.898
2021-07-24,1.898
2021-07-25,1.898
2021-07-26,1.905
2021-07-27,1.903
2021-07-28,1.869
2021-07-29,1.878
2021-07-30,1.893
2021-07-31,1.893
2021-08-01,1.893
2021-08-02,1.869
2021-08-03,1.8
2021-08-04,1.747
2021-08-05,1.736
2021-08-06,1.741
2021-08-07,1.741
2021-08-08,1.741
2021-08-09,1.716
2021-08-10,1.702
2021-08-11,1.736
2021-08-12,1.735
2021-08-13,1.73
2021-08-14,1.73
2021-08-15,1.73
2021-08-16,1.693
2021-08-17,1.676
2021-08-18,1.702
2021-08-19,1.69
2021-08-20,1.687
2021-08-21,1.687
2021-08-22,1.687
2021-08-23,1.707
2021-08-24,1.74
2021-08-25,1.732
2021-08-26,1.749
2021-08-27,1.76
2021-08-28,1.76
2021-08-29,1.76
2021-08-30,1.743
2021-08-31,1.77
2021-09-01,1.776
2021-09-02,1.761
2021-09-03,1.761
2021-09-04,1.761
2021-09-05,1.761
2021-09-06,1.761
2021-09-07,1.794
2021-09-08,1.794
2021-09-09,1.905
2021-09-10,1.909
2021-09-11,1.909
2021-09-12,1.909
2021-09-13,1.921
2021-09-14,1.961
2021-09-15,1.956
2021-09-16,1.941
2021-09-17,1.949
2021-09-18,1.949
2021-09-19,1.949
2021-09-20,1.936
2021-09-21,1.949
2021-09-22,1.965
2021-09-23,1.932
2021-09-24,1.936
2021-09-25,1.936
2021-09-26,1.936
2021-09-27,1.981
2021-09-28,2.024
2021-09-29,1.947
2021-09-30,1.941
2021-10-01,1.954
2021-10-02,1.954
2021-10-03,1.954
2021-10-04,1.995
2021-10-05,1.942
2021-10-06,1.969
2021-10-07,1.924
2021-10-08,1.917
2021-10-09,1.917
2021-10-10,1.917
2021-10-11,1.92
2021-10-12,1.927
2021-10-13,1.897
2021-10-14,1.895
2021-10-15,1.886
2021-10-16,1.886
2021-10-17,1.886
2021-10-18,1.877
2021-10-19,1.851
2021-10-20,1.84
2021-10-21,1.86
2021-10-22,1.84
2021-10-23,1.84
2021-10-24,1.84
2021-10-25,1.83
2021-10-26,1.805
2021-10-27,1.744
2021-10-28,1.722
2021-10-29,1.712
2021-10-30,1.712
2021-10-31,1.712
2021-11-01,1.75
2021-11-02,1.698
2021-11-03,1.638
2021-11-04,1.61
2021-11-05,1.646
2021-11-06,1.646
2021-11-07,1.646
2021-11-08,1.674
2021-11-09,1.665
2021-11-10,1.648
2021-11-11,1.661
2021-11-12,1.675
2021-11-13,1.675
2021-11-14,1.675
2021-11-15,1.682
2021-11-16,1.687
2021-11-17,1.665
2021-11-18,1.664
2021-11-19,1.668
2021-11-20,1.668
2021-11-21,1.668
2021-11-22,1.669
2021-11-23,1.66
2021-11-24,1.66
2021-11-25,1.66
2021-11-26,1.67
2021-11-27,1.67
2021-11-28,1.67
2021-11-29,1.706
2021-11-30,1.753
2021-12-01,1.745
2021-12-02,1.754
2021-12-03,1.77
2021-12-04,1.77
2021-12-05,1.77
2021-12-06,1.765
2021-12-07,1.774
2021-12-08,1.78
2021-12-09,1.79
2021-12-10,1.781
2021-12-11,1.781
2021-12-12,1.781
2021-12-13,1.799
2021-12-14,1.793
2021-12-15,1.624
2021-12-16,1.602
2021-12-17,1.688
2021-12-18,1.688
2021-12-19,1.688
2021-12-20,1.714
2021-12-21,1.705
2021-12-22,1.694
2021-12-23,1.653
2021-12-24,1.653
2021-12-25,1.653
2021-12-26,1.653
2021-12-27,1.622
2021-12-28,1.633
2021-12-29,1.622
2021-12-30,1.629
2021-12-31,1.635
2022-01-01,1.635
2022-01-02,1.635
2022-01-03,1.662
2022-01-04,1.692
2022-01-05,1.732
2022-01-06,1.741
2022-01-07,1.74
2022-01-08,1.74
2022-01-09,1.74
2022-01-10,1.736
2022-01-11,1.721
2022-01-12,1.764
2022-01-13,1.808
2022-01-14,1.85
2022-01-15,1.85
2022-01-16,1.85
2022-01-17,1.85
2022-01-18,1.827
2022-01-19,1.843
2022-01-20,1.857
2022-01-21,1.858
2022-01-22,1.858
2022-01-23,1.858
2022-01-24,1.878
2022-01-25,1.886
2022-01-26,1.898
2022-01-27,1.907
2022-01-28,1.842
2022-01-29,1.842
2022-01-30,1.842
2022-01-31,1.84
2022-02-01,1.819
2022-02-02,1.8
2022-02-03,1.844
2022-02-04,1.864
2022-02-05,1.864
2022-02-06,1.864
2022-02-07,1.854
2022-02-08,1.882
2022-02-09,1.856
2022-02-10,1.884
2022-02-11,1.915
2022-02-12,1.915
2022-02-13,1.915
2022-02-14,1.916
2022-02-15,1.844
2022-02-16,1.831
2022-02-17,1.866
2022-02-18,1.815
2022-02-19,1.815
2022-02-20,1.815
2022-02-21,1.815
2022-02-22,1.823
2022-02-23,1.83
2022-02-24,1.794
2022-02-25,1.738
2022-02-26,1.738
2022-02-27,1.738
2022-02-28,1.745
2022-03-01,1.748
2022-03-02,1.716
2022-03-03,1.711
2022-03-04,1.683
2022-03-05,1.683
2022-03-06,1.683
2022-03-07,1.691
2022-03-08,1.702
2022-03-09,1.684
2022-03-10,1.663
2022-03-11,1.662
2022-03-12,1.662
2022-03-13,1.662
2022-03-14,1.645
2022-03-15,1.606
2022-03-16,1.601
2022-03-17,1.55
2022-03-18,1.52
2022-03-19,1.52
2022-03-20,1.52
2022-03-21,1.509
2022-03-22,1.533
2022-03-23,1.538
2022-03-24,1.519
2022-03-25,1.512
2022-03-26,1.512
2022-03-27,1.512
2022-03-28,1.499
2022-03-29,1.516
2022-03-30,1.508
2022-03-31,1.526
2022-04-01,1.493
2022-04-02,1.493
2022-04-03,1.493
2022-04-04,1.5
2022-04-05,1.494
2022-04-06,1.429
2022-04-07,1.417
2022-04-08,1.402
2022-04-09,1.402
2022-04-10,1.402
2022-04-11,1.415
2022-04-12,1.436
2022-04-13,1.462
2022-04-14,1.466
2022-04-15,1.466
2022-04-16,1.466
2022-04-17,1.466
2022-04-18,1.481
2022-04-19,1.49
2022-04-20,1.511
2022-04-21,1.528
2022-04-22,1.588
2022-04-23,1.588
2022-04-24,1.588
2022-04-25,1.551
2022-04-26,1.564
2022-04-27,1.552
2022-04-28,1.511
2022-04-29,1.547
2022-04-30,1.547
2022-05-01,1.547
2022-05-02,1.591
2022-05-03,1.639
2022-05-04,1.601
2022-05-05,1.615
2022-05-06,1.586
2022-05-07,1.586
2022-05-08,1.586
2022-05-09,1.628
2022-05-10,1.648
2022-05-11,1.642
2022-05-12,1.614
2022-05-13,1.609
2022-05-14,1.609
2022-05-15,1.609
2022-05-16,1.568
2022-05-17,1.557
2022-05-18,1.59
2022-05-19,1.639
2022-05-20,1.57
2022-05-21,1.57
2022-05-22,1.57
2022-05-23,1.551
2022-05-24,1.534
2022-05-25,1.529
2022-05-26,1.497
2022-05-27,1.451
2022-05-28,1.451
2022-05-29,1.451
2022-05-30,1.451
2022-05-31,1.497
2022-06-01,1.509
2022-06-02,1.552
2022-06-03,1.567
2022-06-04,1.567
2022-06-05,1.567
2022-06-06,1.558
2022-06-07,1.514
2022-06-08,1.507
2022-06-09,1.558
2022-06-10,1.591
2022-06-11,1.591
2022-06-12,1.591
2022-06-13,1.622
2022-06-14,1.625
2022-06-15,1.613
2022-06-16,1.64
2022-06-17,1.624
2022-06-18,1.624
2022-06-19,1.624
2022-06-20,1.624
2022-06-21,1.589
2022-06-22,1.541
2022-06-23,1.511
2022-06-24,1.451
2022-06-25,1.451
2022-06-26,1.451
2022-06-27,1.444
2022-06-28,1.488
2022-06-29,1.463
2022-06-30,1.457
2022-07-01,1.487
2022-07-02,1.487
2022-07-03,1.487
2022-07-04,1.487
2022-07-05,1.475
2022-07-06,1.462
2022-07-07,1.461
2022-07-08,1.45
2022-07-09,1.45
2022-07-10,1.45
2022-07-11,1.447
2022-07-12,1.481
2022-07-13,1.476
2022-07-14,1.456
2022-07-15,1.437
2022-07-16,1.437
2022-07-17,1.437
2022-07-18,1.505
2022-07-19,1.484
2022-07-20,1.503
2022-07-21,1.481
2022-07-22,1.473
2022-07-23,1.473
2022-07-24,1.473
2022-07-25,1.46
2022-07-26,1.46
2022-07-27,1.472
2022-07-28,1.464
2022-07-29,1.469
2022-07-30,1.469
2022-07-31,1.469
2022-08-01,1.489
2022-08-02,1.507
2022-08-03,1.538
2022-08-04,1.585
2022-08-05,1.62
2022-08-06,1.62
2022-08-07,1.62
2022-08-08,1.614
2022-08-09,1.611
2022-08-10,1.602
2022-08-11,1.621
2022-08-12,1.579
2022-08-13,1.579
2022-08-14,1.579
2022-08-15,1.55
2022-08-16,1.568
2022-08-17,1.543
2022-08-18,1.544
2022-08-19,1.515
2022-08-20,1.515
2022-08-21,1.515
2022-08-22,1.513
2022-08-23,1.551
2022-08-24,1.533
2022-08-25,1.513
2022-08-26,1.549
2022-08-27,1.549
2022-08-28,1.549
2022-08-29,1.576
2022-08-30,1.592
2022-08-31,1.623
2022-09-01,1.581
2022-09-02,1.622
2022-09-03,1.622
2022-09-04,1.622
2022-09-05,1.622
2022-09-06,1.593
2022-09-07,1.548
2022-09-08,1.529
2022-09-09,1.518
2022-09-10,1.518
2022-09-11,1.518
2022-09-12,1.53
2022-09-13,1.582
2022-09-14,1.566
2022-09-15,1.567
2022-09-16,1.57
2022-09-17,1.57
2022-09-18,1.57
2022-09-19,1.589
2022-09-20,1.634
2022-09-21,1.663
2022-09-22,1.586
2022-09-23,1.583
2022-09-24,1.583
2022-09-25,1.583
2022-09-26,1.604
2022-09-27,1.585
2022-09-28,1.475
2022-09-29,1.494
2022-09-30,1.525
2022-10-01,1.525
2022-10-02,1.525
2022-10-03,1.534
2022-10-04,1.495
2022-10-05,1.486
2022-10-06,1.481
2022-10-07,1.51
2022-10-08,1.51
2022-10-09,1.51
2022-10-10,1.523
2022-10-11,1.505
2022-10-12,1.52
2022-10-13,1.485
2022-10-14,1.488
2022-10-15,1.488
2022-10-16,1.488
2022-10-17,1.482
2022-10-18,1.472
2022-10-19,1.498
2022-10-20,1.499
2022-10-21,1.447
2022-10-22,1.447
2022-10-23,1.447
2022-10-24,1.436
2022-10-25,1.422
2022-10-26,1.396
2022-10-27,1.402
2022-10-28,1.388
2022-10-29,1.388
2022-10-30,1.388
2022-10-31,1.376
2022-11-01,1.389
2022-11-02,1.375
2022-11-03,1.35
2022-11-04,1.391
2022-11-05,1.391
2022-11-06,1.391
2022-11-07,1.362
2022-11-08,1.356
2022-11-09,1.369
2022-11-10,1.348
2022-11-11,1.411
2022-11-12,1.411
2022-11-13,1.411
2022-11-14,1.392
2022-11-15,1.417
2022-11-16,1.405
2022-11-17,1.356
2022-11-18,1.353
2022-11-19,1.353
2022-11-20,1.353
2022-11-21,1.355
2022-11-22,1.381
2022-11-23,1.377
2022-11-24,1.377
2022-11-25,1.364
2022-11-26,1.364
2022-11-27,1.364
2022-11-28,1.362
2022-11-29,1.369
2022-11-30,1.34
2022-12-01,1.342
2022-12-02,1.326
2022-12-03,1.326
2022-12-04,1.326
2022-12-05,1.346
2022-12-06,1.349
2022-12-07,1.336
2022-12-08,1.337
2022-12-09,1.375
2022-12-10,1.375
2022-12-11,1.375
2022-12-12,1.351
2022-12-13,1.378
2022-12-14,1.331
2022-12-15,1.344
2022-12-16,1.336
2022-12-17,1.336
2022-12-18,1.336
2022-12-19,1.344
2022-12-20,1.337
2022-12-21,1.307
2022-12-22,1.316
2022-12-23,1.307
2022-12-24,1.307
2022-12-25,1.307
2022-12-26,1.307
2022-12-27,1.318
2022-12-28,1.317
2022-12-29,1.31
2022-12-30,1.315
2022-12-31,1.315
2023-01-01,1.315
2023-01-02,1.315
2023-01-03,1.318
2023-01-04,1.325
2023-01-05,1.34
2023-01-06,1.325
2023-01-07,1.325
2023-01-08,1.325
2023-01-09,1.375
2023-01-10,1.363
2023-01-11,1.334
2023-01-12,1.339
2023-01-13,1.33
2023-01-14,1.33
2023-01-15,1.33
2023-01-16,1.33
2023-01-17,1.344
2023-01-18,1.366
2023-01-19,1.37
2023-01-20,1.39
2023-01-21,1.39
2023-01-22,1.39
2023-01-23,1.412
2023-01-24,1.395
2023-01-25,1.382
2023-01-26,1.389
2023-01-27,1.413
2023-01-28,1.413
2023-01-29,1.413
2023-01-30,1.419
2023-01-31,1.415
2023-02-01,1.421
2023-02-02,1.479
2023-02-03,1.455
2023-02-04,1.455
2023-02-05,1.455
2023-02-06,1.461
2023-02-07,1.453
2023-02-08,1.454
2023-02-09,1.449
2023-02-10,1.441
2023-02-11,1.441
2023-02-12,1.441
2023-02-13,1.419
2023-02-14,1.426
2023-02-15,1.48
2023-02-16,1.52
2023-02-17,1.528
2023-02-18,1.528
2023-02-19,1.528
2023-02-20,1.528
2023-02-21,1.532
2023-02-22,1.524
2023-02-23,1.532
2023-02-24,1.56
2023-02-25,1.56
2023-02-26,1.56
2023-02-27,1.584
2023-02-28,1.612
2023-03-01,1.597
2023-03-02,1.583
2023-03-03,1.567
2023-03-04,1.567
2023-03-05,1.567
2023-03-06,1.564
2023-03-07,1.606
2023-03-08,1.596
2023-03-09,1.574
2023-03-10,1.59
2023-03-11,1.59
2023-03-12,1.59
2023-03-13,1.543
2023-03-14,1.531
2023-03-15,1.52
2023-03-16,1.52
2023-03-17,1.521
2023-03-18,1.521
2023-03-19,1.521
2023-03-20,1.501
2023-03-21,1.512
2023-03-22,1.513
2023-03-23,1.505
2023-03-24,1.49
2023-03-25,1.49
2023-03-26,1.49
2023-03-27,1.497
2023-03-28,1.483
2023-03-29,1.491
2023-03-30,1.47
2023-03-31,1.458
2023-04-01,1.458
2023-04-02,1.458
2023-04-03,1.428
2023-04-04,1.412
2023-04-05,1.382
2023-04-06,1.36
2023-04-07,1.36
2023-04-08,1.36
2023-04-09,1.36
2023-04-10,1.379
2023-04-11,1.39
2023-04-12,1.371
2023-04-13,1.349
2023-04-14,1.349
2023-04-15,1.349
2023-04-16,1.349
2023-04-17,1.358
2023-04-18,1.367
2023-04-19,1.365
2023-04-20,1.349
2023-04-21,1.313
2023-04-22,1.313
2023-04-23,1.313
2023-04-24,1.319
2023-04-25,1.314
2023-04-26,1.344
2023-04-27,1.295
2023-04-28,1.281
2023-04-29,1.281
2023-04-30,1.281
2023-05-01,1.252
2023-05-02,1.257
2023-05-03,1.178
2023-05-04,1.185
2023-05-05,1.187
2023-05-06,1.187
2023-05-07,1.187
2023-05-08,1.174
2023-05-09,1.185
2023-05-10,1.165
2023-05-11,1.166
2023-05-12,1.171
2023-05-13,1.171
2023-05-14,1.171
2023-05-15,1.173
2023-05-16,1.167
2023-05-17,1.165
2023-05-18,1.164
2023-05-19,1.152
2023-05-20,1.152
2023-05-21,1.152
2023-05-22,1.174
2023-05-23,1.204
2023-05-24,1.197
2023-05-25,1.172
2023-05-26,1.176
2023-05-27,1.176
2023-05-28,1.176
2023-05-29,1.176
2023-05-30,1.172
2023-05-31,1.166
2023-06-01,1.147
2023-06-02,1.132
2023-06-03,1.132
2023-06-04,1.132
2023-06-05,1.127
2023-06-06,1.13
2023-06-07,1.148
2023-06-08,1.124
2023-06-09,1.123
2023-06-10,1.123
2023-06-11,1.123
2023-06-12,1.125
2023-06-13,1.123
2023-06-14,1.118
2023-06-15,1.103
2023-06-16,1.119
2023-06-17,1.119
2023-06-18,1.119
2023-06-19,1.119
2023-06-20,1.108
2023-06-21,1.105
2023-06-22,1.094
2023-06-23,1.091
2023-06-24,1.091
2023-06-25,1.091
2023-06-26,1.106
2023-06-27,1.078
2023-06-28,1.092
2023-06-29,1.078
2023-06-30,1.068
2023-07-01,1.068
2023-07-02,1.068
2023-07-03,1.085
2023-07-04,1.085
2023-07-05,1.071
2023-07-06,1.077
2023-07-07,1.103
2023-07-08,1.103
2023-07-09,1.103
2023-07-10,1.1
2023-07-11,1.135
2023-07-12,1.132
2023-07-13,1.147
2023-07-14,1.118
2023-07-15,1.118
2023-07-16,1.118
2023-07-17,1.124
2023-07-18,1.114
2023-07-19,1.108
2023-07-20,1.081
2023-07-21,1.085
2023-07-22,1.085
2023-07-23,1.085
2023-07-24,1.092
2023-07-25,1.096
2023-07-26,1.103
2023-07-27,1.1
2023-07-28,1.091
2023-07-29,1.091
2023-07-30,1.091
2023-07-31,1.101
2023-08-01,1.104
2023-08-02,1.101
2023-08-03,1.114
2023-08-04,1.113
2023-08-05,1.113
2023-08-06,1.113
2023-08-07,1.104
2023-08-08,0.961
2023-08-09,0.96
2023-08-10,0.961
2023-08-11,0.956
2023-08-12,0.956
2023-08-13,0.956
2023-08-14,0.937
2023-08-15,0.922
2023-08-16,0.923
2023-08-17,0.938
2023-08-18,0.923
2023-08-19,0.923
2023-08-20,0.923
2023-08-21,0.916
2023-08-22,0.911
2023-08-23,0.911
2023-08-24,0.92
2023-08-25,0.911
2023-08-26,0.911
2023-08-27,0.911
2023-08-28,0.91
2023-08-29,0.91
2023-08-30,0.92
2023-08-31,0.91
2023-09-01,0.903
2023-09-02,0.903
2023-09-03,0.903
2023-09-04,0.903
2023-09-05,0.905
2023-09-06,0.902
2023-09-07,0.887
2023-09-08,0.867
2023-09-09,0.867
2023-09-10,0.867
2023-09-11,0.855
2023-09-12,0.85
2023-09-13,0.851
2023-09-14,0.861
2023-09-15,0.885
2023-09-16,0.885
