,GPC US Equity
2020-09-30,4.628
2020-10-01,4.638
2020-10-02,4.596
2020-10-03,4.596
2020-10-04,4.596
2020-10-05,4.522
2020-10-06,4.564
2020-10-07,4.461
2020-10-08,4.355
2020-10-09,4.388
2020-10-10,4.388
2020-10-11,4.388
2020-10-12,4.395
2020-10-13,4.409
2020-10-14,4.364
2020-10-15,4.349
2020-10-16,4.365
2020-10-17,4.365
2020-10-18,4.365
2020-10-19,4.378
2020-10-20,4.325
2020-10-21,4.318
2020-10-22,4.551
2020-10-23,4.459
2020-10-24,4.459
2020-10-25,4.459
2020-10-26,4.616
2020-10-27,4.692
2020-10-28,4.911
2020-10-29,4.877
2020-10-30,4.871
2020-10-31,4.871
2020-11-01,4.871
2020-11-02,4.71
2020-11-03,4.488
2020-11-04,4.646
2020-11-05,4.578
2020-11-06,4.653
2020-11-07,4.653
2020-11-08,4.653
2020-11-09,4.472
2020-11-10,4.413
2020-11-11,4.511
2020-11-12,4.592
2020-11-13,4.448
2020-11-14,4.448
2020-11-15,4.448
2020-11-16,4.424
2020-11-17,4.473
2020-11-18,4.473
2020-11-19,4.473
2020-11-20,4.473
2020-11-21,4.473
2020-11-22,4.473
2020-11-23,4.473
2020-11-24,4.473
2020-11-25,4.473
2020-11-26,4.473
2020-11-27,4.473
2020-11-28,4.473
2020-11-29,4.473
2020-11-30,4.473
2020-12-01,4.473
2020-12-02,4.473
2020-12-03,4.473
2020-12-04,4.473
2020-12-05,4.473
2020-12-06,4.473
2020-12-07,4.473
2020-12-08,4.473
2020-12-09,4.473
2020-12-10,4.473
2020-12-11,4.473
2020-12-12,4.473
2020-12-13,4.473
2020-12-14,4.473
2020-12-15,4.473
2020-12-16,4.473
2020-12-17,4.473
2020-12-18,4.473
2020-12-19,4.473
2020-12-20,4.473
2020-12-21,4.473
2020-12-22,4.473
2020-12-23,4.473
2020-12-24,4.473
2020-12-25,4.473
2020-12-26,4.473
2020-12-27,4.473
2020-12-28,4.473
2020-12-29,4.473
2020-12-30,4.473
2020-12-31,4.473
2021-01-01,4.473
2021-01-02,4.473
2021-01-03,4.473
2021-01-04,4.473
2021-01-05,4.473
2021-01-06,4.473
2021-01-07,4.473
2021-01-08,4.473
2021-01-09,4.473
2021-01-10,4.473
2021-01-11,4.473
2021-01-12,4.473
2021-01-13,4.473
2021-01-14,4.473
2021-01-15,4.473
2021-01-16,4.473
2021-01-17,4.473
2021-01-18,4.473
2021-01-19,4.473
2021-01-20,4.473
2021-01-21,4.473
2021-01-22,4.473
2021-01-23,4.473
2021-01-24,4.473
2021-01-25,4.473
2021-01-26,4.473
2021-01-27,4.473
2021-01-28,4.473
2021-01-29,4.473
2021-01-30,4.473
2021-01-31,4.473
2021-02-01,4.473
2021-02-02,4.473
2021-02-03,4.473
2021-02-04,4.473
2021-02-05,4.473
2021-02-06,4.473
2021-02-07,4.473
2021-02-08,4.473
2021-02-09,4.473
2021-02-10,4.473
2021-02-11,4.473
2021-02-12,4.473
2021-02-13,4.473
2021-02-14,4.473
2021-02-15,4.473
2021-02-16,4.473
2021-02-17,4.473
2021-02-18,4.473
2021-02-19,4.473
2021-02-20,4.473
2021-02-21,4.473
2021-02-22,4.473
2021-02-23,4.473
2021-02-24,4.473
2021-02-25,4.473
2021-02-26,4.473
2021-02-27,4.473
2021-02-28,4.473
2021-03-01,4.473
2021-03-02,4.473
2021-03-03,4.473
2021-03-04,4.473
2021-03-05,4.473
2021-03-06,4.473
2021-03-07,4.473
2021-03-08,4.473
2021-03-09,4.473
2021-03-10,4.473
2021-03-11,4.473
2021-03-12,4.473
2021-03-13,4.473
2021-03-14,4.473
2021-03-15,4.473
2021-03-16,4.473
2021-03-17,4.473
2021-03-18,4.473
2021-03-19,4.473
2021-03-20,4.473
2021-03-21,4.473
2021-03-22,4.473
2021-03-23,4.473
2021-03-24,4.473
2021-03-25,3.595
2021-03-26,3.549
2021-03-27,3.549
2021-03-28,3.549
2021-03-29,3.591
2021-03-30,3.578
2021-03-31,3.64
2021-04-01,3.608
2021-04-02,3.608
2021-04-03,3.608
2021-04-04,3.608
2021-04-05,3.589
2021-04-06,3.582
2021-04-07,3.606
2021-04-08,3.636
2021-04-09,3.599
2021-04-10,3.599
2021-04-11,3.599
2021-04-12,3.573
2021-04-13,3.627
2021-04-14,3.576
2021-04-15,3.552
2021-04-16,3.505
2021-04-17,3.505
2021-04-18,3.505
2021-04-19,3.524
2021-04-20,3.528
2021-04-21,3.47
2021-04-22,3.525
2021-04-23,3.439
2021-04-24,3.439
2021-04-25,3.439
2021-04-26,3.443
2021-04-27,3.443
2021-04-28,3.443
2021-04-29,3.443
2021-04-30,3.443
2021-05-01,3.443
2021-05-02,3.443
2021-05-03,3.443
2021-05-04,3.429
2021-05-05,3.392
2021-05-06,3.374
2021-05-07,3.346
2021-05-08,3.346
2021-05-09,3.346
2021-05-10,3.343
2021-05-11,3.403
2021-05-12,3.504
2021-05-13,3.411
2021-05-14,3.384
2021-05-15,3.384
2021-05-16,3.384
2021-05-17,3.374
2021-05-18,3.405
2021-05-19,3.445
2021-05-20,3.414
2021-05-21,3.398
2021-05-22,3.398
2021-05-23,3.398
2021-05-24,3.399
2021-05-25,3.436
2021-05-26,3.413
2021-05-27,3.423
2021-05-28,3.406
2021-05-29,3.406
2021-05-30,3.406
2021-05-31,3.406
2021-06-01,3.381
2021-06-02,3.414
2021-06-03,3.436
2021-06-04,3.415
2021-06-05,3.415
2021-06-06,3.415
2021-06-07,3.471
2021-06-08,3.429
2021-06-09,3.457
2021-06-10,3.475
2021-06-11,3.44
2021-06-12,3.44
2021-06-13,3.44
2021-06-14,3.478
2021-06-15,3.487
2021-06-16,3.527
2021-06-17,3.612
2021-06-18,3.664
2021-06-19,3.664
2021-06-20,3.664
2021-06-21,3.567
2021-06-22,3.552
2021-06-23,3.542
2021-06-24,3.518
2021-06-25,3.477
2021-06-26,3.477
2021-06-27,3.477
2021-06-28,3.536
2021-06-29,3.503
2021-06-30,3.509
2021-07-01,3.459
2021-07-02,3.439
2021-07-03,3.439
2021-07-04,3.439
2021-07-05,3.439
2021-07-06,3.483
2021-07-07,3.451
2021-07-08,3.491
2021-07-09,3.427
2021-07-10,3.427
2021-07-11,3.427
2021-07-12,3.427
2021-07-13,3.477
2021-07-14,3.446
2021-07-15,3.44
2021-07-16,3.478
2021-07-17,3.478
2021-07-18,3.478
2021-07-19,3.533
2021-07-20,3.459
2021-07-21,3.436
2021-07-22,3.512
2021-07-23,3.438
2021-07-24,3.438
2021-07-25,3.438
2021-07-26,3.448
2021-07-27,3.444
2021-07-28,3.521
2021-07-29,3.47
2021-07-30,3.497
2021-07-31,3.497
2021-08-01,3.497
2021-08-02,3.51
2021-08-03,3.463
2021-08-04,3.554
2021-08-05,3.574
2021-08-06,3.571
2021-08-07,3.571
2021-08-08,3.571
2021-08-09,3.58
2021-08-10,3.557
2021-08-11,3.53
2021-08-12,3.543
2021-08-13,3.561
2021-08-14,3.561
2021-08-15,3.561
2021-08-16,3.524
2021-08-17,3.589
2021-08-18,3.594
2021-08-19,3.623
2021-08-20,3.584
2021-08-21,3.584
2021-08-22,3.584
2021-08-23,3.622
2021-08-24,3.602
2021-08-25,3.558
2021-08-26,3.617
2021-08-27,3.589
2021-08-28,3.589
2021-08-29,3.589
2021-08-30,3.59
2021-08-31,3.632
2021-09-01,3.588
2021-09-02,3.578
2021-09-03,3.587
2021-09-04,3.587
2021-09-05,3.587
2021-09-06,3.587
2021-09-07,3.648
2021-09-08,3.657
2021-09-09,3.677
2021-09-10,3.702
2021-09-11,3.702
2021-09-12,3.702
2021-09-13,3.676
2021-09-14,3.652
2021-09-15,3.53
2021-09-16,3.529
2021-09-17,3.592
2021-09-18,3.592
2021-09-19,3.592
2021-09-20,3.636
2021-09-21,3.618
2021-09-22,3.582
2021-09-23,3.551
2021-09-24,3.562
2021-09-25,3.562
2021-09-26,3.562
2021-09-27,3.516
2021-09-28,3.557
2021-09-29,3.53
2021-09-30,3.615
2021-10-01,3.597
2021-10-02,3.597
2021-10-03,3.597
2021-10-04,3.581
2021-10-05,3.543
2021-10-06,3.558
2021-10-07,3.495
2021-10-08,3.477
2021-10-09,3.477
2021-10-10,3.477
2021-10-11,3.473
2021-10-12,3.502
2021-10-13,3.529
2021-10-14,3.441
2021-10-15,3.445
2021-10-16,3.445
2021-10-17,3.445
2021-10-18,3.457
2021-10-19,3.429
2021-10-20,3.38
2021-10-21,3.258
2021-10-22,3.294
2021-10-23,3.294
2021-10-24,3.294
2021-10-25,3.282
2021-10-26,3.257
2021-10-27,3.309
2021-10-28,3.329
2021-10-29,3.444
2021-10-30,3.444
2021-10-31,3.444
2021-11-01,3.428
2021-11-02,3.372
2021-11-03,3.364
2021-11-04,3.376
2021-11-05,3.311
2021-11-06,3.311
2021-11-07,3.311
2021-11-08,3.342
2021-11-09,3.351
2021-11-10,3.365
2021-11-11,3.342
2021-11-12,3.322
2021-11-13,3.322
2021-11-14,3.322
2021-11-15,3.296
2021-11-16,3.3
2021-11-17,3.302
2021-11-18,3.319
2021-11-19,3.339
2021-11-20,3.339
2021-11-21,3.339
2021-11-22,3.299
2021-11-23,3.275
2021-11-24,2.87
2021-11-25,2.87
2021-11-26,2.956
2021-11-27,2.956
2021-11-28,2.956
2021-11-29,2.945
2021-11-30,3.064
2021-12-01,3.097
2021-12-02,2.994
2021-12-03,3.01
2021-12-04,3.01
2021-12-05,3.01
2021-12-06,2.947
2021-12-07,2.906
2021-12-08,2.902
2021-12-09,2.898
2021-12-10,2.884
2021-12-11,2.884
2021-12-12,2.884
2021-12-13,2.934
2021-12-14,2.948
2021-12-15,2.923
2021-12-16,2.859
2021-12-17,2.918
2021-12-18,2.918
2021-12-19,2.918
2021-12-20,2.96
2021-12-21,2.894
2021-12-22,2.875
2021-12-23,3.134
2021-12-24,3.134
2021-12-25,3.134
2021-12-26,3.134
2021-12-27,3.081
2021-12-28,3.073
2021-12-29,3.039
2021-12-30,3.044
2021-12-31,3.026
2022-01-01,3.026
2022-01-02,3.026
2022-01-03,3.076
2022-01-04,3.023
2022-01-05,3.054
2022-01-06,3.024
2022-01-07,3.054
2022-01-08,3.054
2022-01-09,3.054
2022-01-10,3.074
2022-01-11,3.088
2022-01-12,3.055
2022-01-13,3.052
2022-01-14,3.072
2022-01-15,3.072
2022-01-16,3.072
2022-01-17,3.072
2022-01-18,3.107
2022-01-19,3.158
2022-01-20,3.227
2022-01-21,3.249
2022-01-22,3.249
2022-01-23,3.249
2022-01-24,3.143
2022-01-25,3.223
2022-01-26,3.214
2022-01-27,3.267
2022-01-28,3.256
2022-01-29,3.256
2022-01-30,3.256
2022-01-31,3.185
2022-02-01,3.16
2022-02-02,3.137
2022-02-03,3.196
2022-02-04,3.268
2022-02-05,3.268
2022-02-06,3.268
2022-02-07,3.309
2022-02-08,3.261
2022-02-09,3.212
2022-02-10,3.331
2022-02-11,3.349
2022-02-12,3.349
2022-02-13,3.349
2022-02-14,3.339
2022-02-15,3.289
2022-02-16,3.265
2022-02-17,3.361
2022-02-18,3.289
2022-02-19,3.289
2022-02-20,3.289
2022-02-21,3.289
2022-02-22,3.376
2022-02-23,3.511
2022-02-24,3.452
2022-02-25,3.379
2022-02-26,3.379
2022-02-27,3.379
2022-02-28,3.415
2022-03-01,3.469
2022-03-02,3.34
2022-03-03,3.345
2022-03-04,3.379
2022-03-05,3.379
2022-03-06,3.379
2022-03-07,3.493
2022-03-08,3.459
2022-03-09,3.409
2022-03-10,3.374
2022-03-11,3.326
2022-03-12,3.326
2022-03-13,3.326
2022-03-14,3.315
2022-03-15,3.25
2022-03-16,3.16
2022-03-17,3.161
2022-03-18,3.138
2022-03-19,3.138
2022-03-20,3.138
2022-03-21,3.155
2022-03-22,3.158
2022-03-23,3.175
2022-03-24,3.16
2022-03-25,3.149
2022-03-26,3.149
2022-03-27,3.149
2022-03-28,3.171
2022-03-29,3.107
2022-03-30,3.142
2022-03-31,3.212
2022-04-01,3.214
2022-04-02,3.214
2022-04-03,3.214
2022-04-04,3.131
2022-04-05,3.19
2022-04-06,3.172
2022-04-07,3.133
2022-04-08,3.066
2022-04-09,3.066
2022-04-10,3.066
2022-04-11,3.323
2022-04-12,3.297
2022-04-13,3.301
2022-04-14,3.316
2022-04-15,3.316
2022-04-16,3.316
2022-04-17,3.316
2022-04-18,3.311
2022-04-19,3.313
2022-04-20,3.22
2022-04-21,3.209
2022-04-22,3.36
2022-04-23,3.36
2022-04-24,3.36
2022-04-25,3.359
2022-04-26,3.365
2022-04-27,3.365
2022-04-28,3.384
2022-04-29,3.465
2022-04-30,3.465
2022-05-01,3.465
2022-05-02,3.454
2022-05-03,3.42
2022-05-04,3.334
2022-05-05,3.459
2022-05-06,3.446
2022-05-07,3.446
2022-05-08,3.446
2022-05-09,3.416
2022-05-10,3.441
2022-05-11,3.486
2022-05-12,3.396
2022-05-13,3.344
2022-05-14,3.344
2022-05-15,3.344
2022-05-16,3.307
2022-05-17,3.275
2022-05-18,3.428
2022-05-19,3.414
2022-05-20,3.506
2022-05-21,3.506
2022-05-22,3.506
2022-05-23,3.476
2022-05-24,3.442
2022-05-25,3.384
2022-05-26,3.313
2022-05-27,3.238
2022-05-28,3.238
2022-05-29,3.238
2022-05-30,3.238
2022-05-31,3.296
2022-06-01,3.318
2022-06-02,3.273
2022-06-03,3.293
2022-06-04,3.293
2022-06-05,3.293
2022-06-06,3.206
2022-06-07,3.179
2022-06-08,3.21
2022-06-09,3.207
2022-06-10,3.294
2022-06-11,3.294
2022-06-12,3.294
2022-06-13,3.402
2022-06-14,3.38
2022-06-15,3.381
2022-06-16,3.489
2022-06-17,3.519
2022-06-18,3.519
2022-06-19,3.519
2022-06-20,3.519
2022-06-21,3.422
2022-06-22,3.401
2022-06-23,3.249
2022-06-24,3.167
2022-06-25,3.167
2022-06-26,3.167
2022-06-27,3.158
2022-06-28,3.197
2022-06-29,3.244
2022-06-30,3.366
2022-07-01,3.357
2022-07-02,3.357
2022-07-03,3.357
2022-07-04,3.357
2022-07-05,3.31
2022-07-06,3.309
2022-07-07,3.245
2022-07-08,3.265
2022-07-09,3.265
2022-07-10,3.265
2022-07-11,3.253
2022-07-12,3.269
2022-07-13,3.261
2022-07-14,3.275
2022-07-15,3.232
2022-07-16,3.232
2022-07-17,3.232
2022-07-18,3.241
2022-07-19,3.157
2022-07-20,3.141
2022-07-21,3.141
2022-07-22,3.098
2022-07-23,3.098
2022-07-24,3.098
2022-07-25,3.098
2022-07-26,3.137
2022-07-27,3.059
2022-07-28,3.012
2022-07-29,2.948
2022-07-30,2.948
2022-07-31,2.948
2022-08-01,2.947
2022-08-02,2.989
2022-08-03,2.931
2022-08-04,2.953
2022-08-05,2.932
2022-08-06,2.932
2022-08-07,2.932
2022-08-08,2.914
2022-08-09,2.911
2022-08-10,2.857
2022-08-11,2.827
2022-08-12,2.8
2022-08-13,2.8
2022-08-14,2.8
2022-08-15,2.793
2022-08-16,2.782
2022-08-17,2.757
2022-08-18,2.729
2022-08-19,2.732
2022-08-20,2.732
2022-08-21,2.732
2022-08-22,2.782
2022-08-23,2.768
2022-08-24,2.776
2022-08-25,2.734
2022-08-26,2.791
2022-08-27,2.791
2022-08-28,2.791
2022-08-29,2.778
2022-08-30,2.795
2022-08-31,2.799
2022-09-01,2.769
2022-09-02,2.761
2022-09-03,2.761
2022-09-04,2.761
2022-09-05,2.761
2022-09-06,2.758
2022-09-07,2.681
2022-09-08,2.681
2022-09-09,2.667
2022-09-10,2.667
2022-09-11,2.667
2022-09-12,2.661
2022-09-13,2.749
2022-09-14,2.778
2022-09-15,2.812
2022-09-16,2.807
2022-09-17,2.807
2022-09-18,2.807
2022-09-19,2.738
2022-09-20,2.763
2022-09-21,2.79
2022-09-22,2.813
2022-09-23,2.874
2022-09-24,2.874
2022-09-25,2.874
2022-09-26,2.908
2022-09-27,2.918
2022-09-28,2.841
2022-09-29,2.897
2022-09-30,2.905
2022-10-01,2.905
2022-10-02,2.905
2022-10-03,2.836
2022-10-04,2.772
2022-10-05,2.754
2022-10-06,2.765
2022-10-07,2.819
2022-10-08,2.819
2022-10-09,2.819
2022-10-10,2.807
2022-10-11,2.766
2022-10-12,2.8
2022-10-13,2.771
2022-10-14,2.807
2022-10-15,2.807
2022-10-16,2.807
2022-10-17,2.787
2022-10-18,2.745
2022-10-19,2.774
2022-10-20,2.793
2022-10-21,2.712
2022-10-22,2.712
2022-10-23,2.712
2022-10-24,2.581
2022-10-25,2.565
2022-10-26,2.57
2022-10-27,2.516
2022-10-28,2.461
2022-10-29,2.461
2022-10-30,2.461
2022-10-31,2.475
2022-11-01,2.456
2022-11-02,2.515
2022-11-03,2.487
2022-11-04,2.471
2022-11-05,2.471
2022-11-06,2.471
2022-11-07,2.451
2022-11-08,2.443
2022-11-09,2.473
2022-11-10,2.421
2022-11-11,2.479
2022-11-12,2.479
2022-11-13,2.479
2022-11-14,2.454
2022-11-15,2.432
2022-11-16,2.452
2022-11-17,2.459
2022-11-18,2.442
2022-11-19,2.442
2022-11-20,2.442
2022-11-21,2.42
2022-11-22,2.398
2022-11-23,2.399
2022-11-24,2.399
2022-11-25,2.371
2022-11-26,2.371
2022-11-27,2.371
2022-11-28,2.408
2022-11-29,2.444
2022-11-30,2.406
2022-12-01,2.321
2022-12-02,2.291
2022-12-03,2.291
2022-12-04,2.291
2022-12-05,2.321
2022-12-06,2.349
2022-12-07,2.347
2022-12-08,2.312
2022-12-09,2.354
2022-12-10,2.354
2022-12-11,2.354
2022-12-12,2.358
2022-12-13,2.41
2022-12-14,2.396
2022-12-15,2.401
2022-12-16,2.427
2022-12-17,2.427
2022-12-18,2.427
2022-12-19,2.44
2022-12-20,2.443
2022-12-21,2.411
2022-12-22,2.452
2022-12-23,2.43
2022-12-24,2.43
2022-12-25,2.43
2022-12-26,2.43
2022-12-27,2.42
2022-12-28,2.449
2022-12-29,2.449
2022-12-30,2.473
2022-12-31,2.473
2023-01-01,2.473
2023-01-02,2.473
2023-01-03,2.527
2023-01-04,2.496
2023-01-05,2.546
2023-01-06,2.512
2023-01-07,2.512
2023-01-08,2.512
2023-01-09,2.518
2023-01-10,2.528
2023-01-11,2.537
2023-01-12,2.54
2023-01-13,2.531
2023-01-14,2.531
2023-01-15,2.531
2023-01-16,2.531
2023-01-17,2.546
2023-01-18,2.582
2023-01-19,2.659
2023-01-20,2.666
2023-01-21,2.666
2023-01-22,2.666
2023-01-23,2.65
2023-01-24,2.606
2023-01-25,2.59
2023-01-26,2.567
2023-01-27,2.598
2023-01-28,2.598
2023-01-29,2.598
2023-01-30,2.588
2023-01-31,2.569
2023-02-01,2.558
2023-02-02,2.525
2023-02-03,2.562
2023-02-04,2.562
2023-02-05,2.562
2023-02-06,2.549
2023-02-07,2.552
2023-02-08,2.544
2023-02-09,2.548
2023-02-10,2.492
2023-02-11,2.492
2023-02-12,2.492
2023-02-13,2.453
2023-02-14,2.441
2023-02-15,2.403
2023-02-16,2.41
2023-02-17,2.403
2023-02-18,2.403
2023-02-19,2.403
2023-02-20,2.403
2023-02-21,2.483
2023-02-22,2.489
2023-02-23,2.364
2023-02-24,2.377
2023-02-25,2.377
2023-02-26,2.377
2023-02-27,2.383
2023-02-28,2.403
2023-03-01,2.495
2023-03-02,2.472
2023-03-03,2.465
2023-03-04,2.465
2023-03-05,2.465
2023-03-06,2.439
2023-03-07,2.487
2023-03-08,2.51
2023-03-09,2.592
2023-03-10,2.628
2023-03-11,2.628
2023-03-12,2.628
2023-03-13,2.635
2023-03-14,2.615
2023-03-15,2.625
2023-03-16,2.601
2023-03-17,2.642
2023-03-18,2.642
2023-03-19,2.642
2023-03-20,2.599
2023-03-21,2.581
2023-03-22,2.633
2023-03-23,2.776
2023-03-24,2.73
2023-03-25,2.73
2023-03-26,2.73
2023-03-27,2.693
2023-03-28,2.654
2023-03-29,2.635
2023-03-30,2.605
2023-03-31,2.56
2023-04-01,2.56
2023-04-02,2.56
2023-04-03,2.545
2023-04-04,2.598
2023-04-05,2.641
2023-04-06,2.639
2023-04-07,2.639
2023-04-08,2.639
2023-04-09,2.639
2023-04-10,2.599
2023-04-11,2.59
2023-04-12,2.57
2023-04-13,2.608
2023-04-14,2.594
2023-04-15,2.594
2023-04-16,2.594
2023-04-17,2.575
2023-04-18,2.573
2023-04-19,2.572
2023-04-20,2.547
2023-04-21,2.522
2023-04-22,2.522
2023-04-23,2.522
2023-04-24,2.495
2023-04-25,2.526
2023-04-26,2.553
2023-04-27,2.489
2023-04-28,2.479
2023-04-29,2.479
2023-04-30,2.479
2023-05-01,2.441
2023-05-02,2.44
2023-05-03,2.426
2023-05-04,2.435
2023-05-05,2.401
2023-05-06,2.401
2023-05-07,2.401
2023-05-08,2.417
2023-05-09,2.408
2023-05-10,2.402
2023-05-11,2.431
2023-05-12,2.445
2023-05-13,2.445
2023-05-14,2.445
2023-05-15,2.477
2023-05-16,2.52
2023-05-17,2.508
2023-05-18,2.532
2023-05-19,2.532
2023-05-20,2.532
2023-05-21,2.532
2023-05-22,2.557
2023-05-23,2.6
2023-05-24,2.635
2023-05-25,2.631
2023-05-26,2.654
2023-05-27,2.654
2023-05-28,2.654
2023-05-29,2.654
2023-05-30,2.645
2023-05-31,2.802
2023-06-01,2.779
2023-06-02,2.704
2023-06-03,2.704
2023-06-04,2.704
2023-06-05,2.728
2023-06-06,2.722
2023-06-07,2.704
2023-06-08,2.69
2023-06-09,2.661
2023-06-10,2.661
2023-06-11,2.661
2023-06-12,2.622
2023-06-13,2.606
2023-06-14,2.612
2023-06-15,2.565
2023-06-16,2.568
2023-06-17,2.568
2023-06-18,2.568
2023-06-19,2.568
2023-06-20,2.598
2023-06-21,2.568
2023-06-22,2.567
2023-06-23,2.597
2023-06-24,2.597
2023-06-25,2.597
2023-06-26,2.549
2023-06-27,2.514
2023-06-28,2.511
2023-06-29,2.497
2023-06-30,2.45
2023-07-01,2.45
2023-07-02,2.45
2023-07-03,2.468
2023-07-04,2.468
2023-07-05,2.483
2023-07-06,2.512
2023-07-07,2.506
2023-07-08,2.506
2023-07-09,2.506
2023-07-10,2.485
2023-07-11,2.457
2023-07-12,2.443
2023-07-13,2.516
2023-07-14,2.499
2023-07-15,2.499
2023-07-16,2.499
2023-07-17,2.488
2023-07-18,2.479
2023-07-19,2.467
2023-07-20,2.672
2023-07-21,2.658
2023-07-22,2.658
2023-07-23,2.658
2023-07-24,2.643
2023-07-25,2.638
2023-07-26,2.636
2023-07-27,2.672
2023-07-28,2.663
2023-07-29,2.663
2023-07-30,2.663
2023-07-31,2.674
2023-08-01,2.656
2023-08-02,2.68
2023-08-03,2.674
2023-08-04,2.677
2023-08-05,2.677
2023-08-06,2.677
2023-08-07,2.661
2023-08-08,2.68
2023-08-09,2.66
2023-08-10,2.666
2023-08-11,2.639
