,PDCO US Equity
2020-09-28,5.166
2020-09-29,5.319
2020-09-30,5.201
2020-10-01,5.196
2020-10-02,5.118
2020-10-03,5.118
2020-10-04,5.118
2020-10-05,4.979
2020-10-06,5.052
2020-10-07,5.039
2020-10-08,4.921
2020-10-09,4.962
2020-10-10,4.962
2020-10-11,4.962
2020-10-12,4.88
2020-10-13,4.877
2020-10-14,4.731
2020-10-15,4.566
2020-10-16,4.519
2020-10-17,4.519
2020-10-18,4.519
2020-10-19,4.667
2020-10-20,4.71
2020-10-21,4.762
2020-10-22,4.583
2020-10-23,4.578
2020-10-24,4.578
2020-10-25,4.578
2020-10-26,4.694
2020-10-27,4.683
2020-10-28,5.051
2020-10-29,4.972
2020-10-30,4.991
2020-10-31,4.991
2020-11-01,4.991
2020-11-02,5.041
2020-11-03,4.846
2020-11-04,4.771
2020-11-05,4.729
2020-11-06,4.719
2020-11-07,4.719
2020-11-08,4.719
2020-11-09,4.243
2020-11-10,4.302
2020-11-11,4.415
2020-11-12,4.53
2020-11-13,4.376
2020-11-14,4.376
2020-11-15,4.376
2020-11-16,4.431
2020-11-17,4.485
2020-11-18,4.577
2020-11-19,4.503
2020-11-20,4.469
2020-11-21,4.469
2020-11-22,4.469
2020-11-23,4.451
2020-11-24,4.395
2020-11-25,4.508
2020-11-26,4.508
2020-11-27,4.447
2020-11-28,4.447
2020-11-29,4.447
2020-11-30,4.472
2020-12-01,4.482
2020-12-02,3.887
2020-12-03,3.759
2020-12-04,3.687
2020-12-05,3.687
2020-12-06,3.687
2020-12-07,3.748
2020-12-08,3.632
2020-12-09,3.734
2020-12-10,3.769
2020-12-11,3.825
2020-12-12,3.825
2020-12-13,3.825
2020-12-14,3.85
2020-12-15,3.72
2020-12-16,3.701
2020-12-17,3.696
2020-12-18,3.779
2020-12-19,3.779
2020-12-20,3.779
2020-12-21,3.751
2020-12-22,3.725
2020-12-23,3.736
2020-12-24,3.792
2020-12-25,3.792
2020-12-26,3.792
2020-12-27,3.792
2020-12-28,3.771
2020-12-29,3.8
2020-12-30,3.98
2020-12-31,4.058
2021-01-01,4.058
2021-01-02,4.058
2021-01-03,4.058
2021-01-04,4.126
2021-01-05,4.023
2021-01-06,3.845
2021-01-07,3.841
2021-01-08,3.74
2021-01-09,3.74
2021-01-10,3.74
2021-01-11,3.754
2021-01-12,3.662
2021-01-13,3.623
2021-01-14,3.543
2021-01-15,3.667
2021-01-16,3.667
2021-01-17,3.667
2021-01-18,3.667
2021-01-19,3.756
2021-01-20,3.768
2021-01-21,3.805
2021-01-22,3.671
2021-01-23,3.671
2021-01-24,3.671
2021-01-25,3.641
2021-01-26,3.593
2021-01-27,3.478
2021-01-28,3.68
2021-01-29,3.766
2021-01-30,3.766
2021-01-31,3.766
2021-02-01,3.756
2021-02-02,3.75
2021-02-03,3.792
2021-02-04,3.735
2021-02-05,3.74
2021-02-06,3.74
2021-02-07,3.74
2021-02-08,3.686
2021-02-09,3.624
2021-02-10,3.65
2021-02-11,3.583
2021-02-12,3.574
2021-02-13,3.574
2021-02-14,3.574
2021-02-15,3.574
2021-02-16,3.651
2021-02-17,3.799
2021-02-18,3.846
2021-02-19,3.772
2021-02-20,3.772
2021-02-21,3.772
2021-02-22,3.719
2021-02-23,3.749
2021-02-24,3.69
2021-02-25,3.907
2021-02-26,3.841
2021-02-27,3.841
2021-02-28,3.841
2021-03-01,3.684
2021-03-02,3.686
2021-03-03,3.907
2021-03-04,4.012
2021-03-05,3.846
2021-03-06,3.846
2021-03-07,3.846
2021-03-08,3.764
2021-03-09,3.752
2021-03-10,3.707
2021-03-11,3.733
2021-03-12,3.712
2021-03-13,3.712
2021-03-14,3.712
2021-03-15,3.644
2021-03-16,3.728
2021-03-17,3.599
2021-03-18,3.689
2021-03-19,3.678
2021-03-20,3.678
2021-03-21,3.678
2021-03-22,3.714
2021-03-23,3.814
2021-03-24,3.91
2021-03-25,3.755
2021-03-26,3.675
2021-03-27,3.675
2021-03-28,3.675
2021-03-29,3.683
2021-03-30,3.686
2021-03-31,3.734
2021-04-01,3.721
2021-04-02,3.721
2021-04-03,3.721
2021-04-04,3.721
2021-04-05,3.702
2021-04-06,3.665
2021-04-07,3.766
2021-04-08,3.711
2021-04-09,3.671
2021-04-10,3.671
2021-04-11,3.671
2021-04-12,3.62
2021-04-13,3.667
2021-04-14,3.664
2021-04-15,3.683
2021-04-16,3.663
2021-04-17,3.663
2021-04-18,3.663
2021-04-19,3.683
2021-04-20,3.703
2021-04-21,3.621
2021-04-22,3.62
2021-04-23,3.537
2021-04-24,3.537
2021-04-25,3.537
2021-04-26,3.583
2021-04-27,3.598
2021-04-28,3.616
2021-04-29,3.637
2021-04-30,3.682
2021-05-01,3.682
2021-05-02,3.682
2021-05-03,3.538
2021-05-04,3.339
2021-05-05,3.371
2021-05-06,3.243
2021-05-07,3.287
2021-05-08,3.287
2021-05-09,3.287
2021-05-10,3.324
2021-05-11,3.294
2021-05-12,3.381
2021-05-13,3.386
2021-05-14,3.348
2021-05-15,3.348
2021-05-16,3.348
2021-05-17,3.325
2021-05-18,3.321
2021-05-19,3.31
2021-05-20,3.352
2021-05-21,3.409
2021-05-22,3.409
2021-05-23,3.409
2021-05-24,3.482
2021-05-25,3.538
2021-05-26,3.508
2021-05-27,3.56
2021-05-28,3.637
2021-05-29,3.637
2021-05-30,3.637
2021-05-31,3.637
2021-06-01,3.555
2021-06-02,3.533
2021-06-03,3.46
2021-06-04,3.435
2021-06-05,3.435
2021-06-06,3.435
2021-06-07,3.519
2021-06-08,3.362
2021-06-09,3.341
2021-06-10,3.291
2021-06-11,3.231
2021-06-12,3.231
2021-06-13,3.231
2021-06-14,3.343
2021-06-15,3.286
2021-06-16,3.342
2021-06-17,3.355
2021-06-18,3.425
2021-06-19,3.425
2021-06-20,3.425
2021-06-21,3.354
2021-06-22,3.37
2021-06-23,3.821
2021-06-24,3.854
2021-06-25,3.968
2021-06-26,3.968
2021-06-27,3.968
2021-06-28,3.96
2021-06-29,3.987
2021-06-30,3.966
2021-07-01,3.918
2021-07-02,3.966
2021-07-03,3.966
2021-07-04,3.966
2021-07-05,3.966
2021-07-06,3.978
2021-07-07,4.003
2021-07-08,4.029
2021-07-09,3.956
2021-07-10,3.956
2021-07-11,3.956
2021-07-12,3.969
2021-07-13,4.014
2021-07-14,3.935
2021-07-15,4.011
2021-07-16,4.014
2021-07-17,4.014
2021-07-18,4.014
2021-07-19,4.03
2021-07-20,4.001
2021-07-21,3.953
2021-07-22,3.992
2021-07-23,3.978
2021-07-24,3.978
2021-07-25,3.978
2021-07-26,3.959
2021-07-27,3.938
2021-07-28,3.897
2021-07-29,3.885
2021-07-30,3.839
2021-07-31,3.839
2021-08-01,3.839
2021-08-02,3.867
2021-08-03,3.918
2021-08-04,3.947
2021-08-05,4.082
2021-08-06,4.054
2021-08-07,4.054
2021-08-08,4.054
2021-08-09,4.093
2021-08-10,4.124
2021-08-11,4.069
2021-08-12,4.019
2021-08-13,4.001
2021-08-14,4.001
2021-08-15,4.001
2021-08-16,4.036
2021-08-17,3.997
2021-08-18,4.075
2021-08-19,4.066
2021-08-20,4.065
2021-08-21,4.065
2021-08-22,4.065
2021-08-23,4.023
2021-08-24,4.027
2021-08-25,4.055
2021-08-26,4.062
2021-08-27,3.881
2021-08-28,3.881
2021-08-29,3.881
2021-08-30,3.881
2021-08-31,3.836
2021-09-01,3.904
2021-09-02,3.648
2021-09-03,3.778
2021-09-04,3.778
2021-09-05,3.778
2021-09-06,3.778
2021-09-07,3.737
2021-09-08,3.677
2021-09-09,3.642
2021-09-10,3.637
2021-09-11,3.637
2021-09-12,3.637
2021-09-13,3.676
2021-09-14,3.723
2021-09-15,3.739
2021-09-16,3.729
2021-09-17,3.78
2021-09-18,3.78
2021-09-19,3.78
2021-09-20,3.942
2021-09-21,3.947
2021-09-22,3.904
2021-09-23,3.912
2021-09-24,3.91
2021-09-25,3.91
2021-09-26,3.91
2021-09-27,3.882
2021-09-28,3.928
2021-09-29,3.858
2021-09-30,3.947
2021-10-01,3.803
2021-10-02,3.803
2021-10-03,3.803
2021-10-04,3.768
2021-10-05,3.705
2021-10-06,3.68
2021-10-07,3.659
2021-10-08,3.636
2021-10-09,3.636
2021-10-10,3.636
2021-10-11,3.645
2021-10-12,3.662
2021-10-13,3.667
2021-10-14,3.673
2021-10-15,3.698
2021-10-16,3.698
2021-10-17,3.698
2021-10-18,3.741
2021-10-19,3.729
2021-10-20,3.689
2021-10-21,3.689
2021-10-22,3.703
2021-10-23,3.703
2021-10-24,3.703
2021-10-25,3.762
2021-10-26,3.803
2021-10-27,3.879
2021-10-28,3.81
2021-10-29,3.775
2021-10-30,3.775
2021-10-31,3.775
2021-11-01,3.615
2021-11-02,3.557
2021-11-03,3.526
2021-11-04,3.56
2021-11-05,3.497
2021-11-06,3.497
2021-11-07,3.497
2021-11-08,3.546
2021-11-09,3.534
2021-11-10,3.533
2021-11-11,3.51
2021-11-12,3.471
2021-11-13,3.471
2021-11-14,3.471
2021-11-15,3.505
2021-11-16,3.472
2021-11-17,3.502
2021-11-18,3.489
2021-11-19,3.556
2021-11-20,3.556
2021-11-21,3.556
2021-11-22,3.573
2021-11-23,3.619
2021-11-24,3.677
2021-11-25,3.677
2021-11-26,3.731
2021-11-27,3.731
2021-11-28,3.731
2021-11-29,3.596
2021-11-30,3.75
2021-12-01,3.934
2021-12-02,3.908
2021-12-03,3.984
2021-12-04,3.984
2021-12-05,3.984
2021-12-06,3.916
2021-12-07,3.919
2021-12-08,3.931
2021-12-09,4.033
2021-12-10,4.062
2021-12-11,4.062
2021-12-12,4.062
2021-12-13,4.115
2021-12-14,4.068
2021-12-15,4.05
2021-12-16,4.17
2021-12-17,4.187
2021-12-18,4.187
2021-12-19,4.187
2021-12-20,4.248
2021-12-21,4.139
2021-12-22,4.044
2021-12-23,4.033
2021-12-24,4.033
2021-12-25,4.033
2021-12-26,4.033
2021-12-27,3.944
2021-12-28,3.912
2021-12-29,3.89
2021-12-30,3.908
2021-12-31,3.965
2022-01-01,3.965
2022-01-02,3.965
2022-01-03,3.971
2022-01-04,3.887
2022-01-05,3.919
2022-01-06,3.994
2022-01-07,3.963
2022-01-08,3.963
2022-01-09,3.963
2022-01-10,3.989
2022-01-11,3.937
2022-01-12,4.087
2022-01-13,4.095
2022-01-14,4.038
2022-01-15,4.038
2022-01-16,4.038
2022-01-17,4.038
2022-01-18,4.123
2022-01-19,4.181
2022-01-20,4.152
2022-01-21,4.153
2022-01-22,4.153
2022-01-23,4.153
2022-01-24,4.112
2022-01-25,4.152
2022-01-26,4.177
2022-01-27,4.144
2022-01-28,4.07
2022-01-29,4.07
2022-01-30,4.07
2022-01-31,4.0
2022-02-01,4.041
2022-02-02,4.032
2022-02-03,4.109
2022-02-04,4.103
2022-02-05,4.103
2022-02-06,4.103
2022-02-07,4.173
2022-02-08,4.065
2022-02-09,4.064
2022-02-10,4.118
2022-02-11,4.146
2022-02-12,4.146
2022-02-13,4.146
2022-02-14,4.125
2022-02-15,3.867
2022-02-16,3.752
2022-02-17,3.827
2022-02-18,3.865
2022-02-19,3.865
2022-02-20,3.865
2022-02-21,3.865
2022-02-22,3.909
2022-02-23,3.975
2022-02-24,3.937
2022-02-25,3.783
2022-02-26,3.783
2022-02-27,3.783
2022-02-28,3.838
2022-03-01,3.901
2022-03-02,3.733
2022-03-03,3.61
2022-03-04,3.615
2022-03-05,3.615
2022-03-06,3.615
2022-03-07,3.609
2022-03-08,3.658
2022-03-09,3.59
2022-03-10,3.648
2022-03-11,3.703
2022-03-12,3.703
2022-03-13,3.703
2022-03-14,3.725
2022-03-15,3.707
2022-03-16,3.754
2022-03-17,3.706
2022-03-18,3.678
2022-03-19,3.678
2022-03-20,3.678
2022-03-21,3.649
2022-03-22,3.637
2022-03-23,3.671
2022-03-24,3.658
2022-03-25,3.617
2022-03-26,3.617
2022-03-27,3.617
2022-03-28,3.598
2022-03-29,3.544
2022-03-30,3.593
2022-03-31,3.545
2022-04-01,3.479
2022-04-02,3.479
2022-04-03,3.479
2022-04-04,3.473
2022-04-05,3.524
2022-04-06,3.495
2022-04-07,3.422
2022-04-08,3.335
2022-04-09,3.335
2022-04-10,3.335
2022-04-11,3.414
2022-04-12,3.36
2022-04-13,3.341
2022-04-14,3.278
2022-04-15,3.278
2022-04-16,3.278
2022-04-17,3.278
2022-04-18,3.318
2022-04-19,3.434
2022-04-20,3.35
2022-04-21,3.317
2022-04-22,3.42
2022-04-23,3.42
2022-04-24,3.42
2022-04-25,3.424
2022-04-26,3.551
2022-04-27,3.605
2022-04-28,3.619
2022-04-29,3.701
2022-04-30,3.701
2022-05-01,3.701
2022-05-02,3.776
2022-05-03,3.661
2022-05-04,3.533
2022-05-05,3.632
2022-05-06,3.519
2022-05-07,3.519
2022-05-08,3.519
2022-05-09,3.593
2022-05-10,3.753
2022-05-11,3.724
2022-05-12,3.649
2022-05-13,3.652
2022-05-14,3.652
2022-05-15,3.652
2022-05-16,3.599
2022-05-17,3.487
2022-05-18,3.606
2022-05-19,3.698
2022-05-20,3.614
2022-05-21,3.614
2022-05-22,3.614
2022-05-23,3.6
2022-05-24,3.621
2022-05-25,3.579
2022-05-26,3.598
2022-05-27,3.55
2022-05-28,3.55
2022-05-29,3.55
2022-05-30,3.55
2022-05-31,3.582
2022-06-01,3.659
2022-06-02,3.583
2022-06-03,3.638
2022-06-04,3.638
2022-06-05,3.638
2022-06-06,3.676
2022-06-07,3.601
2022-06-08,3.663
2022-06-09,3.738
2022-06-10,3.798
2022-06-11,3.798
2022-06-12,3.798
2022-06-13,3.902
2022-06-14,4.021
2022-06-15,3.97
2022-06-16,4.079
2022-06-17,4.05
2022-06-18,4.05
2022-06-19,4.05
2022-06-20,4.05
2022-06-21,4.027
2022-06-22,3.991
2022-06-23,4.002
2022-06-24,3.974
2022-06-25,3.974
2022-06-26,3.974
2022-06-27,3.929
2022-06-28,4.047
2022-06-29,3.643
2022-06-30,3.724
2022-07-01,3.688
2022-07-02,3.688
2022-07-03,3.688
2022-07-04,3.688
2022-07-05,3.75
2022-07-06,3.86
2022-07-07,3.827
2022-07-08,3.785
2022-07-09,3.785
2022-07-10,3.785
2022-07-11,3.798
2022-07-12,3.799
2022-07-13,3.766
2022-07-14,3.79
2022-07-15,3.741
2022-07-16,3.741
2022-07-17,3.741
2022-07-18,3.74
2022-07-19,3.673
2022-07-20,3.65
2022-07-21,3.63
2022-07-22,3.649
2022-07-23,3.649
2022-07-24,3.649
2022-07-25,3.689
2022-07-26,3.65
2022-07-27,3.643
2022-07-28,3.597
2022-07-29,3.602
2022-07-30,3.602
2022-07-31,3.602
2022-08-01,3.625
2022-08-02,3.705
2022-08-03,3.723
2022-08-04,3.708
2022-08-05,3.677
2022-08-06,3.677
2022-08-07,3.677
2022-08-08,3.671
2022-08-09,3.7
2022-08-10,3.636
2022-08-11,3.616
2022-08-12,3.566
2022-08-13,3.566
2022-08-14,3.566
2022-08-15,3.649
2022-08-16,3.695
2022-08-17,3.786
2022-08-18,3.777
2022-08-19,3.762
2022-08-20,3.762
2022-08-21,3.762
2022-08-22,3.831
2022-08-23,3.845
2022-08-24,3.921
2022-08-25,3.809
2022-08-26,3.891
2022-08-27,3.891
2022-08-28,3.891
2022-08-29,3.901
2022-08-30,3.959
2022-08-31,4.011
2022-09-01,4.288
2022-09-02,4.405
2022-09-03,4.405
2022-09-04,4.405
2022-09-05,4.405
2022-09-06,4.422
2022-09-07,4.293
2022-09-08,4.235
2022-09-09,4.114
2022-09-10,4.114
2022-09-11,4.114
2022-09-12,4.101
2022-09-13,4.227
2022-09-14,4.293
2022-09-15,4.227
2022-09-16,4.274
2022-09-17,4.274
2022-09-18,4.274
2022-09-19,4.23
2022-09-20,4.321
2022-09-21,4.298
2022-09-22,4.379
2022-09-23,4.417
2022-09-24,4.417
2022-09-25,4.417
2022-09-26,4.458
2022-09-27,4.519
2022-09-28,4.503
2022-09-29,4.603
2022-09-30,4.649
2022-10-01,4.649
2022-10-02,4.649
2022-10-03,4.436
2022-10-04,4.298
2022-10-05,4.29
2022-10-06,4.345
2022-10-07,4.412
2022-10-08,4.412
2022-10-09,4.412
2022-10-10,4.414
2022-10-11,4.301
2022-10-12,4.395
2022-10-13,4.227
2022-10-14,4.259
2022-10-15,4.259
2022-10-16,4.259
2022-10-17,4.189
2022-10-18,4.142
2022-10-19,4.227
2022-10-20,4.258
2022-10-21,4.098
2022-10-22,4.098
2022-10-23,4.098
2022-10-24,4.037
2022-10-25,4.127
2022-10-26,4.025
2022-10-27,4.109
2022-10-28,4.147
2022-10-29,4.147
2022-10-30,4.147
2022-10-31,4.258
2022-11-01,4.081
2022-11-02,4.223
2022-11-03,4.193
2022-11-04,4.072
2022-11-05,4.072
2022-11-06,4.072
2022-11-07,3.947
2022-11-08,3.997
2022-11-09,4.052
2022-11-10,3.869
2022-11-11,3.8
2022-11-12,3.8
2022-11-13,3.8
2022-11-14,3.885
2022-11-15,3.797
2022-11-16,3.806
2022-11-17,3.833
2022-11-18,3.833
2022-11-19,3.833
2022-11-20,3.833
2022-11-21,3.877
2022-11-22,3.83
2022-11-23,3.8
2022-11-24,3.8
2022-11-25,3.775
2022-11-26,3.775
2022-11-27,3.775
2022-11-28,3.899
2022-11-29,3.99
2022-11-30,3.888
2022-12-01,3.849
2022-12-02,3.759
2022-12-03,3.759
2022-12-04,3.759
2022-12-05,3.8
2022-12-06,3.825
2022-12-07,3.858
2022-12-08,3.793
2022-12-09,3.806
2022-12-10,3.806
2022-12-11,3.806
2022-12-12,3.809
2022-12-13,3.785
2022-12-14,3.823
2022-12-15,3.952
2022-12-16,4.001
2022-12-17,4.001
2022-12-18,4.001
2022-12-19,4.029
2022-12-20,4.032
2022-12-21,3.971
2022-12-22,3.969
2022-12-23,3.942
2022-12-24,3.942
2022-12-25,3.942
2022-12-26,3.942
2022-12-27,3.903
2022-12-28,3.988
2022-12-29,3.907
2022-12-30,3.93
2022-12-31,3.93
2023-01-01,3.93
2023-01-02,3.93
2023-01-03,3.952
2023-01-04,3.885
2023-01-05,3.962
2023-01-06,3.891
2023-01-07,3.891
2023-01-08,3.891
2023-01-09,3.898
2023-01-10,3.854
2023-01-11,3.818
2023-01-12,3.88
2023-01-13,3.847
2023-01-14,3.847
2023-01-15,3.847
2023-01-16,3.847
2023-01-17,3.857
2023-01-18,3.805
2023-01-19,3.829
2023-01-20,3.777
2023-01-21,3.777
2023-01-22,3.777
2023-01-23,3.7
2023-01-24,3.714
2023-01-25,3.621
2023-01-26,3.576
2023-01-27,3.587
2023-01-28,3.587
2023-01-29,3.587
2023-01-30,3.656
2023-01-31,3.616
2023-02-01,3.576
2023-02-02,3.518
2023-02-03,3.603
2023-02-04,3.603
2023-02-05,3.603
2023-02-06,3.672
2023-02-07,3.624
2023-02-08,3.687
2023-02-09,3.749
2023-02-10,3.67
2023-02-11,3.67
2023-02-12,3.67
2023-02-13,3.645
2023-02-14,3.652
2023-02-15,3.636
2023-02-16,3.81
2023-02-17,3.788
2023-02-18,3.788
2023-02-19,3.788
2023-02-20,3.788
2023-02-21,3.867
2023-02-22,3.917
2023-02-23,3.929
2023-02-24,3.981
2023-02-25,3.981
2023-02-26,3.981
2023-02-27,4.055
2023-02-28,4.116
2023-03-01,4.04
2023-03-02,4.046
2023-03-03,3.982
2023-03-04,3.982
2023-03-05,3.982
2023-03-06,3.973
2023-03-07,3.993
2023-03-08,4.041
2023-03-09,4.068
2023-03-10,4.116
2023-03-11,4.116
2023-03-12,4.116
2023-03-13,4.16
2023-03-14,4.192
2023-03-15,4.225
2023-03-16,4.207
2023-03-17,4.28
2023-03-18,4.28
2023-03-19,4.28
2023-03-20,4.125
2023-03-21,3.973
2023-03-22,4.085
2023-03-23,4.11
2023-03-24,4.087
2023-03-25,4.087
2023-03-26,4.087
2023-03-27,4.068
2023-03-28,4.076
2023-03-29,4.125
2023-03-30,4.122
2023-03-31,4.055
2023-04-01,4.055
2023-04-02,4.055
2023-04-03,4.064
2023-04-04,4.121
2023-04-05,4.061
2023-04-06,4.096
2023-04-07,4.096
2023-04-08,4.096
2023-04-09,4.096
2023-04-10,4.105
2023-04-11,3.993
2023-04-12,4.068
2023-04-13,4.055
2023-04-14,4.087
2023-04-15,4.087
2023-04-16,4.087
2023-04-17,4.039
2023-04-18,4.082
2023-04-19,4.065
2023-04-20,3.971
2023-04-21,3.92
2023-04-22,3.92
2023-04-23,3.92
2023-04-24,3.939
2023-04-25,4.039
2023-04-26,4.076
2023-04-27,3.965
2023-04-28,3.965
2023-04-29,3.965
2023-04-30,3.965
2023-05-01,3.937
2023-05-02,4.045
2023-05-03,4.02
2023-05-04,4.131
2023-05-05,4.041
2023-05-06,4.041
2023-05-07,4.041
2023-05-08,4.096
2023-05-09,4.126
2023-05-10,4.087
2023-05-11,4.062
2023-05-12,4.044
2023-05-13,4.044
2023-05-14,4.044
2023-05-15,3.973
2023-05-16,4.018
2023-05-17,3.978
2023-05-18,3.94
2023-05-19,3.982
2023-05-20,3.982
2023-05-21,3.982
2023-05-22,3.962
2023-05-23,3.996
2023-05-24,4.045
2023-05-25,4.102
2023-05-26,4.056
2023-05-27,4.056
2023-05-28,4.056
2023-05-29,4.056
2023-05-30,4.121
2023-05-31,4.104
2023-06-01,4.091
2023-06-02,3.976
2023-06-03,3.976
2023-06-04,3.976
2023-06-05,4.002
2023-06-06,3.956
2023-06-07,3.901
2023-06-08,3.89
2023-06-09,3.901
2023-06-10,3.901
2023-06-11,3.901
2023-06-12,3.889
2023-06-13,3.884
2023-06-14,3.96
2023-06-15,3.85
2023-06-16,3.771
2023-06-17,3.771
2023-06-18,3.771
2023-06-19,3.771
2023-06-20,3.803
2023-06-21,3.316
2023-06-22,3.445
2023-06-23,3.458
2023-06-24,3.458
2023-06-25,3.458
2023-06-26,3.418
2023-06-27,3.343
2023-06-28,3.328
2023-06-29,3.258
2023-06-30,3.244
2023-07-01,3.244
2023-07-02,3.244
2023-07-03,3.314
2023-07-04,3.314
2023-07-05,3.347
2023-07-06,3.355
2023-07-07,3.362
2023-07-08,3.362
2023-07-09,3.362
2023-07-10,3.334
2023-07-11,3.287
2023-07-12,3.302
2023-07-13,3.281
2023-07-14,3.358
2023-07-15,3.358
2023-07-16,3.358
2023-07-17,3.31
2023-07-18,3.312
2023-07-19,3.318
2023-07-20,3.301
2023-07-21,3.317
2023-07-22,3.317
2023-07-23,3.317
2023-07-24,3.3
2023-07-25,3.293
2023-07-26,3.315
2023-07-27,3.299
2023-07-28,3.283
2023-07-29,3.283
2023-07-30,3.283
2023-07-31,3.248
2023-08-01,3.229
2023-08-02,3.227
2023-08-03,3.235
2023-08-04,3.208
2023-08-05,3.208
2023-08-06,3.208
2023-08-07,3.182
2023-08-08,3.216
2023-08-09,3.201
