,RSG US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,2.548
2020-11-26,2.548
2020-11-27,2.559
2020-11-28,2.559
2020-11-29,2.559
2020-11-30,2.567
2020-12-01,2.556
2020-12-02,2.593
2020-12-03,2.62
2020-12-04,2.595
2020-12-05,2.595
2020-12-06,2.595
2020-12-07,2.618
2020-12-08,2.622
2020-12-09,2.632
2020-12-10,2.656
2020-12-11,2.614
2020-12-12,2.614
2020-12-13,2.614
2020-12-14,2.616
2020-12-15,2.581
2020-12-16,2.603
2020-12-17,2.563
2020-12-18,2.565
2020-12-19,2.565
2020-12-20,2.565
2020-12-21,2.607
2020-12-22,2.591
2020-12-23,2.613
2020-12-24,2.596
2020-12-25,2.596
2020-12-26,2.596
2020-12-27,2.596
2020-12-28,2.575
2020-12-29,2.597
2020-12-30,2.594
2020-12-31,2.567
2021-01-01,2.567
2021-01-02,2.567
2021-01-03,2.567
2021-01-04,2.642
2021-01-05,2.64
2021-01-06,2.578
2021-01-07,2.554
2021-01-08,2.549
2021-01-09,2.549
2021-01-10,2.549
2021-01-11,2.582
2021-01-12,2.595
2021-01-13,2.617
2021-01-14,2.638
2021-01-15,2.635
2021-01-16,2.635
2021-01-17,2.635
2021-01-18,2.635
2021-01-19,2.611
2021-01-20,2.611
2021-01-21,2.63
2021-01-22,2.618
2021-01-23,2.618
2021-01-24,2.618
2021-01-25,2.626
2021-01-26,2.648
2021-01-27,2.734
2021-01-28,2.69
2021-01-29,2.731
2021-01-30,2.731
2021-01-31,2.731
2021-02-01,2.717
2021-02-02,2.691
2021-02-03,2.701
2021-02-04,2.686
2021-02-05,2.718
2021-02-06,2.718
2021-02-07,2.718
2021-02-08,2.693
2021-02-09,2.7
2021-02-10,2.731
2021-02-11,2.708
2021-02-12,2.709
2021-02-13,2.709
2021-02-14,2.709
2021-02-15,2.709
2021-02-16,2.735
2021-02-17,2.744
2021-02-18,2.695
2021-02-19,2.729
2021-02-20,2.729
2021-02-21,2.729
2021-02-22,2.777
2021-02-23,2.779
2021-02-24,2.689
2021-02-25,2.664
2021-02-26,2.704
2021-02-27,2.704
2021-02-28,2.704
2021-03-01,2.654
2021-03-02,2.63
2021-03-03,2.637
2021-03-04,2.636
2021-03-05,2.55
2021-03-06,2.55
2021-03-07,2.55
2021-03-08,2.519
2021-03-09,2.546
2021-03-10,2.513
2021-03-11,2.53
2021-03-12,2.505
2021-03-13,2.505
2021-03-14,2.505
2021-03-15,2.495
2021-03-16,2.494
2021-03-17,2.556
2021-03-18,2.491
2021-03-19,2.509
2021-03-20,2.509
2021-03-21,2.509
2021-03-22,2.492
2021-03-23,2.488
2021-03-24,2.453
2021-03-25,2.431
2021-03-26,2.378
2021-03-27,2.378
2021-03-28,2.378
2021-03-29,2.382
2021-03-30,2.399
2021-03-31,2.414
2021-04-01,2.405
2021-04-02,2.405
2021-04-03,2.405
2021-04-04,2.405
2021-04-05,2.374
2021-04-06,2.156
2021-04-07,2.139
2021-04-08,2.14
2021-04-09,2.115
2021-04-10,2.115
2021-04-11,2.115
2021-04-12,2.12
2021-04-13,2.113
2021-04-14,2.117
2021-04-15,2.102
2021-04-16,2.099
2021-04-17,2.099
2021-04-18,2.099
2021-04-19,2.092
2021-04-20,2.086
2021-04-21,2.068
2021-04-22,2.074
2021-04-23,2.059
2021-04-24,2.059
2021-04-25,2.059
2021-04-26,2.093
2021-04-27,2.088
2021-04-28,2.092
2021-04-29,2.065
2021-04-30,2.06
2021-05-01,2.06
2021-05-02,2.06
2021-05-03,2.028
2021-05-04,2.015
2021-05-05,2.003
2021-05-06,1.977
2021-05-07,1.975
2021-05-08,1.975
2021-05-09,1.975
2021-05-10,1.955
2021-05-11,1.993
2021-05-12,1.944
2021-05-13,1.901
2021-05-14,1.887
2021-05-15,1.887
2021-05-16,1.887
2021-05-17,1.905
2021-05-18,1.919
2021-05-19,1.938
2021-05-20,1.916
2021-05-21,1.914
2021-05-22,1.914
2021-05-23,1.914
2021-05-24,1.916
2021-05-25,1.93
2021-05-26,1.942
2021-05-27,1.923
2021-05-28,1.92
2021-05-29,1.92
2021-05-30,1.92
2021-05-31,1.92
2021-06-01,1.934
2021-06-02,1.924
2021-06-03,1.925
2021-06-04,1.919
2021-06-05,1.919
2021-06-06,1.919
2021-06-07,1.931
2021-06-08,1.923
2021-06-09,1.919
2021-06-10,1.921
2021-06-11,1.913
2021-06-12,1.913
2021-06-13,1.913
2021-06-14,1.912
2021-06-15,1.895
2021-06-16,1.92
2021-06-17,1.93
2021-06-18,1.968
2021-06-19,1.968
2021-06-20,1.968
2021-06-21,1.933
2021-06-22,1.927
2021-06-23,1.944
2021-06-24,1.935
2021-06-25,1.927
2021-06-26,1.927
2021-06-27,1.927
2021-06-28,1.927
2021-06-29,1.911
2021-06-30,1.898
2021-07-01,1.888
2021-07-02,1.874
2021-07-03,1.874
2021-07-04,1.874
2021-07-05,1.874
2021-07-06,1.861
2021-07-07,1.832
2021-07-08,1.858
2021-07-09,1.853
2021-07-10,1.853
2021-07-11,1.853
2021-07-12,1.854
2021-07-13,1.854
2021-07-14,1.834
2021-07-15,1.823
2021-07-16,1.812
2021-07-17,1.812
2021-07-18,1.812
2021-07-19,1.836
2021-07-20,1.814
2021-07-21,1.818
2021-07-22,1.815
2021-07-23,1.797
2021-07-24,1.797
2021-07-25,1.797
2021-07-26,1.803
2021-07-27,1.798
2021-07-28,1.81
2021-07-29,1.808
2021-07-30,1.764
2021-07-31,1.764
2021-08-01,1.764
2021-08-02,1.77
2021-08-03,1.744
2021-08-04,1.722
2021-08-05,1.735
2021-08-06,1.734
2021-08-07,1.734
2021-08-08,1.734
2021-08-09,1.741
2021-08-10,1.747
2021-08-11,1.715
2021-08-12,1.709
2021-08-13,1.702
2021-08-14,1.702
2021-08-15,1.702
2021-08-16,1.686
2021-08-17,1.69
2021-08-18,1.719
2021-08-19,1.694
2021-08-20,1.68
2021-08-21,1.68
2021-08-22,1.68
2021-08-23,1.688
2021-08-24,1.676
2021-08-25,1.673
2021-08-26,1.667
2021-08-27,1.661
2021-08-28,1.661
2021-08-29,1.661
2021-08-30,1.651
2021-08-31,1.653
2021-09-01,1.644
2021-09-02,1.627
2021-09-03,1.635
2021-09-04,1.635
2021-09-05,1.635
2021-09-06,1.635
2021-09-07,1.664
2021-09-08,1.646
2021-09-09,1.655
2021-09-10,1.651
2021-09-11,1.651
2021-09-12,1.651
2021-09-13,1.644
2021-09-14,1.642
2021-09-15,1.638
2021-09-16,1.654
2021-09-17,1.662
2021-09-18,1.662
2021-09-19,1.662
2021-09-20,1.661
2021-09-21,1.661
2021-09-22,1.648
2021-09-23,1.647
2021-09-24,1.644
2021-09-25,1.644
2021-09-26,1.644
2021-09-27,1.671
2021-09-28,1.698
2021-09-29,1.675
2021-09-30,1.703
2021-10-01,1.693
2021-10-02,1.693
2021-10-03,1.693
2021-10-04,1.703
2021-10-05,1.684
2021-10-06,1.655
2021-10-07,1.635
2021-10-08,1.627
2021-10-09,1.627
2021-10-10,1.627
2021-10-11,1.621
2021-10-12,1.619
2021-10-13,1.615
2021-10-14,1.589
2021-10-15,1.6
2021-10-16,1.6
2021-10-17,1.6
2021-10-18,1.605
2021-10-19,1.592
2021-10-20,1.578
2021-10-21,1.557
2021-10-22,1.534
2021-10-23,1.534
2021-10-24,1.534
2021-10-25,1.557
2021-10-26,1.567
2021-10-27,1.583
2021-10-28,1.573
2021-10-29,1.542
2021-10-30,1.542
2021-10-31,1.542
2021-11-01,1.564
2021-11-02,1.546
2021-11-03,1.567
2021-11-04,1.554
2021-11-05,1.563
2021-11-06,1.563
2021-11-07,1.563
2021-11-08,1.559
2021-11-09,1.559
2021-11-10,1.544
2021-11-11,1.553
2021-11-12,1.534
2021-11-13,1.534
2021-11-14,1.534
2021-11-15,1.534
2021-11-16,1.521
2021-11-17,1.51
2021-11-18,1.51
2021-11-19,1.521
2021-11-20,1.521
2021-11-21,1.521
2021-11-22,1.515
2021-11-23,1.505
2021-11-24,1.5
2021-11-25,1.5
2021-11-26,1.537
2021-11-27,1.537
2021-11-28,1.537
2021-11-29,1.501
2021-11-30,1.569
2021-12-01,1.573
2021-12-02,1.526
2021-12-03,1.533
2021-12-04,1.533
2021-12-05,1.533
2021-12-06,1.534
2021-12-07,1.53
2021-12-08,1.534
2021-12-09,1.543
2021-12-10,1.532
2021-12-11,1.532
2021-12-12,1.532
2021-12-13,1.524
2021-12-14,1.532
2021-12-15,1.513
2021-12-16,1.492
2021-12-17,1.537
2021-12-18,1.537
2021-12-19,1.537
2021-12-20,1.552
2021-12-21,1.556
2021-12-22,1.548
2021-12-23,1.532
2021-12-24,1.532
2021-12-25,1.532
2021-12-26,1.532
2021-12-27,1.512
2021-12-28,1.499
2021-12-29,1.489
2021-12-30,1.497
2021-12-31,1.483
2022-01-01,1.483
2022-01-02,1.483
2022-01-03,1.527
2022-01-04,1.514
2022-01-05,1.542
2022-01-06,1.539
2022-01-07,1.546
2022-01-08,1.546
2022-01-09,1.546
2022-01-10,1.571
2022-01-11,1.566
2022-01-12,1.569
2022-01-13,1.583
2022-01-14,1.593
2022-01-15,1.593
2022-01-16,1.593
2022-01-17,1.593
2022-01-18,1.608
2022-01-19,1.601
2022-01-20,1.611
2022-01-21,1.616
2022-01-22,1.616
2022-01-23,1.616
2022-01-24,1.621
2022-01-25,1.657
2022-01-26,1.653
2022-01-27,1.673
2022-01-28,1.634
2022-01-29,1.634
2022-01-30,1.634
2022-01-31,1.62
2022-02-01,1.642
2022-02-02,1.607
2022-02-03,1.628
2022-02-04,1.636
2022-02-05,1.636
2022-02-06,1.636
2022-02-07,1.636
2022-02-08,1.629
2022-02-09,1.62
2022-02-10,1.686
2022-02-11,1.806
2022-02-12,1.806
2022-02-13,1.806
2022-02-14,1.816
2022-02-15,1.817
2022-02-16,1.831
2022-02-17,1.844
2022-02-18,1.832
2022-02-19,1.832
2022-02-20,1.832
2022-02-21,1.832
2022-02-22,1.838
2022-02-23,1.857
2022-02-24,1.833
2022-02-25,1.781
2022-02-26,1.781
2022-02-27,1.781
2022-02-28,1.79
2022-03-01,1.776
2022-03-02,1.724
2022-03-03,1.705
2022-03-04,1.656
2022-03-05,1.656
2022-03-06,1.656
2022-03-07,1.682
2022-03-08,1.749
2022-03-09,1.712
2022-03-10,1.698
2022-03-11,1.701
2022-03-12,1.701
2022-03-13,1.701
2022-03-14,1.676
2022-03-15,1.668
2022-03-16,1.656
2022-03-17,1.637
2022-03-18,1.637
2022-03-19,1.637
2022-03-20,1.637
2022-03-21,1.637
2022-03-22,1.662
2022-03-23,1.663
2022-03-24,1.654
2022-03-25,1.637
2022-03-26,1.637
2022-03-27,1.637
2022-03-28,1.618
2022-03-29,1.611
2022-03-30,1.598
2022-03-31,1.619
2022-04-01,1.61
2022-04-02,1.61
2022-04-03,1.61
2022-04-04,1.624
2022-04-05,1.61
2022-04-06,1.608
2022-04-07,1.586
2022-04-08,1.58
2022-04-09,1.58
2022-04-10,1.58
2022-04-11,1.58
2022-04-12,1.602
2022-04-13,1.611
2022-04-14,1.617
2022-04-15,1.617
2022-04-16,1.617
2022-04-17,1.617
2022-04-18,1.622
2022-04-19,1.604
2022-04-20,1.597
2022-04-21,1.592
2022-04-22,1.62
2022-04-23,1.62
2022-04-24,1.62
2022-04-25,1.62
2022-04-26,1.59
2022-04-27,1.565
2022-04-28,1.553
2022-04-29,1.598
2022-04-30,1.598
2022-05-01,1.598
2022-05-02,1.638
2022-05-03,1.635
2022-05-04,1.606
2022-05-05,1.674
2022-05-06,1.608
2022-05-07,1.608
2022-05-08,1.608
2022-05-09,1.66
2022-05-10,1.684
2022-05-11,1.684
2022-05-12,1.702
2022-05-13,1.661
2022-05-14,1.661
2022-05-15,1.661
2022-05-16,1.662
2022-05-17,1.643
2022-05-18,1.697
2022-05-19,1.705
2022-05-20,1.68
2022-05-21,1.68
2022-05-22,1.68
2022-05-23,1.66
2022-05-24,1.629
2022-05-25,1.635
2022-05-26,1.621
2022-05-27,1.589
2022-05-28,1.589
2022-05-29,1.589
2022-05-30,1.589
2022-05-31,1.625
2022-06-01,1.623
2022-06-02,1.606
2022-06-03,1.618
2022-06-04,1.618
2022-06-05,1.618
2022-06-06,1.632
2022-06-07,1.606
2022-06-08,1.645
2022-06-09,1.692
2022-06-10,1.718
2022-06-11,1.718
2022-06-12,1.718
2022-06-13,1.751
2022-06-14,1.767
2022-06-15,1.763
2022-06-16,1.786
2022-06-17,1.801
2022-06-18,1.801
2022-06-19,1.801
2022-06-20,1.801
2022-06-21,1.746
2022-06-22,1.74
2022-06-23,1.716
2022-06-24,1.674
2022-06-25,1.674
2022-06-26,1.674
2022-06-27,1.68
2022-06-28,1.7
2022-06-29,1.67
2022-06-30,1.656
2022-07-01,1.629
2022-07-02,1.629
2022-07-03,1.629
2022-07-04,1.629
2022-07-05,1.672
2022-07-06,1.644
2022-07-07,1.668
2022-07-08,1.668
2022-07-09,1.668
2022-07-10,1.668
2022-07-11,1.665
2022-07-12,1.687
2022-07-13,1.697
2022-07-14,1.688
2022-07-15,1.68
2022-07-16,1.68
2022-07-17,1.68
2022-07-18,1.709
2022-07-19,1.681
2022-07-20,1.676
2022-07-21,1.651
2022-07-22,1.654
2022-07-23,1.654
2022-07-24,1.654
2022-07-25,1.641
2022-07-26,1.648
2022-07-27,1.63
2022-07-28,1.578
2022-07-29,1.563
2022-07-30,1.563
2022-07-31,1.563
2022-08-01,1.573
2022-08-02,1.567
2022-08-03,1.543
2022-08-04,1.525
2022-08-05,1.52
2022-08-06,1.52
2022-08-07,1.52
2022-08-08,1.51
2022-08-09,1.51
2022-08-10,1.509
2022-08-11,1.521
2022-08-12,1.49
2022-08-13,1.49
2022-08-14,1.49
2022-08-15,1.477
2022-08-16,1.466
2022-08-17,1.458
2022-08-18,1.464
2022-08-19,1.473
2022-08-20,1.473
2022-08-21,1.473
2022-08-22,1.473
2022-08-23,1.48
2022-08-24,1.47
2022-08-25,1.461
2022-08-26,1.49
2022-08-27,1.49
2022-08-28,1.49
2022-08-29,1.482
2022-08-30,1.499
2022-08-31,1.511
2022-09-01,1.498
2022-09-02,1.51
2022-09-03,1.51
2022-09-04,1.51
2022-09-05,1.51
2022-09-06,1.497
2022-09-07,1.462
2022-09-08,1.457
2022-09-09,1.46
2022-09-10,1.46
2022-09-11,1.46
2022-09-12,1.456
2022-09-13,1.474
2022-09-14,1.477
2022-09-15,1.48
2022-09-16,1.501
2022-09-17,1.501
2022-09-18,1.501
2022-09-19,1.477
2022-09-20,1.494
2022-09-21,1.505
2022-09-22,1.523
2022-09-23,1.535
2022-09-24,1.535
2022-09-25,1.535
2022-09-26,1.545
2022-09-27,1.562
2022-09-28,1.546
2022-09-29,1.575
2022-09-30,1.585
2022-10-01,1.585
2022-10-02,1.585
2022-10-03,1.548
2022-10-04,1.513
2022-10-05,1.528
2022-10-06,1.617
2022-10-07,1.669
2022-10-08,1.669
2022-10-09,1.669
2022-10-10,1.658
2022-10-11,1.664
2022-10-12,1.679
2022-10-13,1.65
2022-10-14,1.692
2022-10-15,1.692
2022-10-16,1.692
2022-10-17,1.649
2022-10-18,1.614
2022-10-19,1.61
2022-10-20,1.63
2022-10-21,1.615
2022-10-22,1.615
2022-10-23,1.615
2022-10-24,1.603
2022-10-25,1.596
2022-10-26,1.614
2022-10-27,1.602
2022-10-28,1.629
2022-10-29,1.629
2022-10-30,1.629
2022-10-31,1.636
2022-11-01,1.654
2022-11-02,1.667
2022-11-03,1.648
2022-11-04,1.672
2022-11-05,1.672
2022-11-06,1.672
2022-11-07,1.652
2022-11-08,1.639
2022-11-09,1.645
2022-11-10,1.611
2022-11-11,1.657
2022-11-12,1.657
2022-11-13,1.657
2022-11-14,1.671
2022-11-15,1.686
2022-11-16,1.66
2022-11-17,1.647
2022-11-18,1.622
2022-11-19,1.622
2022-11-20,1.622
2022-11-21,1.613
2022-11-22,1.604
2022-11-23,1.598
2022-11-24,1.598
2022-11-25,1.587
2022-11-26,1.587
2022-11-27,1.587
2022-11-28,1.591
2022-11-29,1.59
2022-11-30,1.559
2022-12-01,1.554
2022-12-02,1.546
2022-12-03,1.546
2022-12-04,1.546
2022-12-05,1.561
2022-12-06,1.587
2022-12-07,1.602
2022-12-08,1.593
2022-12-09,1.599
2022-12-10,1.599
2022-12-11,1.599
2022-12-12,1.588
2022-12-13,1.592
2022-12-14,1.598
2022-12-15,1.628
2022-12-16,1.651
2022-12-17,1.651
2022-12-18,1.651
2022-12-19,1.675
2022-12-20,1.67
2022-12-21,1.652
2022-12-22,1.678
2022-12-23,1.661
2022-12-24,1.661
2022-12-25,1.661
2022-12-26,1.661
2022-12-27,1.659
2022-12-28,1.678
2022-12-29,1.661
2022-12-30,1.678
2022-12-31,1.678
2023-01-01,1.678
2023-01-02,1.678
2023-01-03,1.682
2023-01-04,1.687
2023-01-05,1.724
2023-01-06,1.694
2023-01-07,1.694
2023-01-08,1.694
2023-01-09,1.703
2023-01-10,1.738
2023-01-11,1.714
2023-01-12,1.764
2023-01-13,1.742
2023-01-14,1.742
2023-01-15,1.742
2023-01-16,1.742
2023-01-17,1.731
2023-01-18,1.781
2023-01-19,1.788
2023-01-20,1.766
2023-01-21,1.766
2023-01-22,1.766
2023-01-23,1.764
2023-01-24,1.765
2023-01-25,1.75
2023-01-26,1.756
2023-01-27,1.756
2023-01-28,1.756
2023-01-29,1.756
2023-01-30,1.752
2023-01-31,1.743
2023-02-01,1.743
2023-02-02,1.775
2023-02-03,1.767
2023-02-04,1.767
2023-02-05,1.767
2023-02-06,1.756
2023-02-07,1.75
2023-02-08,1.748
2023-02-09,1.734
2023-02-10,1.708
2023-02-11,1.708
2023-02-12,1.708
2023-02-13,1.726
2023-02-14,1.742
2023-02-15,1.733
2023-02-16,1.679
2023-02-17,1.654
2023-02-18,1.654
2023-02-19,1.654
2023-02-20,1.654
2023-02-21,1.675
2023-02-22,1.689
2023-02-23,1.696
2023-02-24,1.684
2023-02-25,1.684
2023-02-26,1.684
2023-02-27,1.689
2023-02-28,1.693
2023-03-01,1.696
2023-03-02,1.689
2023-03-03,1.692
2023-03-04,1.692
2023-03-05,1.692
2023-03-06,1.685
2023-03-07,1.709
2023-03-08,1.704
2023-03-09,1.7
2023-03-10,1.717
2023-03-11,1.717
2023-03-12,1.717
2023-03-13,1.699
2023-03-14,1.652
2023-03-15,1.642
2023-03-16,1.633
2023-03-17,1.668
2023-03-18,1.668
2023-03-19,1.668
2023-03-20,1.655
2023-03-21,1.67
2023-03-22,1.685
2023-03-23,1.705
2023-03-24,1.666
2023-03-25,1.666
2023-03-26,1.666
2023-03-27,1.672
2023-03-28,1.661
2023-03-29,1.64
2023-03-30,1.617
2023-03-31,1.607
2023-04-01,1.607
2023-04-02,1.607
2023-04-03,1.596
2023-04-04,1.596
2023-04-05,1.607
2023-04-06,1.601
2023-04-07,1.601
2023-04-08,1.601
2023-04-09,1.601
2023-04-10,1.61
2023-04-11,1.609
2023-04-12,1.586
2023-04-13,1.574
2023-04-14,1.582
2023-04-15,1.582
2023-04-16,1.582
2023-04-17,1.567
2023-04-18,1.579
2023-04-19,1.58
2023-04-20,1.571
2023-04-21,1.568
2023-04-22,1.568
2023-04-23,1.568
2023-04-24,1.562
2023-04-25,1.565
2023-04-26,1.583
2023-04-27,1.577
2023-04-28,1.509
2023-04-29,1.509
2023-04-30,1.509
2023-05-01,1.505
2023-05-02,1.505
2023-05-03,1.494
2023-05-04,1.497
2023-05-05,1.496
2023-05-06,1.496
2023-05-07,1.496
2023-05-08,1.496
2023-05-09,1.485
2023-05-10,1.473
2023-05-11,1.473
2023-05-12,1.472
2023-05-13,1.472
2023-05-14,1.472
2023-05-15,1.476
2023-05-16,1.486
2023-05-17,1.499
2023-05-18,1.507
2023-05-19,1.503
2023-05-20,1.503
2023-05-21,1.503
2023-05-22,1.515
2023-05-23,1.529
2023-05-24,1.531
2023-05-25,1.539
2023-05-26,1.546
2023-05-27,1.546
2023-05-28,1.546
2023-05-29,1.546
2023-05-30,1.536
2023-05-31,1.54
2023-06-01,1.528
2023-06-02,1.509
2023-06-03,1.509
2023-06-04,1.509
2023-06-05,1.517
2023-06-06,1.521
2023-06-07,1.537
2023-06-08,1.52
2023-06-09,1.521
2023-06-10,1.521
2023-06-11,1.521
2023-06-12,1.516
2023-06-13,1.524
2023-06-14,1.519
2023-06-15,1.508
2023-06-16,1.496
2023-06-17,1.496
2023-06-18,1.496
2023-06-19,1.496
2023-06-20,1.495
2023-06-21,1.49
2023-06-22,1.477
2023-06-23,1.488
2023-06-24,1.488
2023-06-25,1.488
2023-06-26,1.475
2023-06-27,1.452
2023-06-28,1.465
2023-06-29,1.44
2023-06-30,1.419
2023-07-01,1.419
2023-07-02,1.419
2023-07-03,1.435
2023-07-04,1.435
2023-07-05,1.438
2023-07-06,1.435
2023-07-07,1.446
2023-07-08,1.446
2023-07-09,1.446
2023-07-10,1.44
2023-07-11,1.45
2023-07-12,1.457
2023-07-13,1.453
2023-07-14,1.449
2023-07-15,1.449
2023-07-16,1.449
2023-07-17,1.447
2023-07-18,1.458
2023-07-19,1.443
2023-07-20,1.396
2023-07-21,1.392
2023-07-22,1.392
2023-07-23,1.392
2023-07-24,1.398
2023-07-25,1.401
2023-07-26,1.411
2023-07-27,1.423
2023-07-28,1.424
2023-07-29,1.424
2023-07-30,1.424
2023-07-31,1.443
2023-08-01,1.439
2023-08-02,1.432
2023-08-03,1.465
2023-08-04,1.471
2023-08-05,1.471
2023-08-06,1.471
2023-08-07,1.468
2023-08-08,1.484
2023-08-09,1.472
2023-08-10,1.482
2023-08-11,1.481
2023-08-12,1.481
2023-08-13,1.481
2023-08-14,1.477
2023-08-15,1.497
2023-08-16,1.48
2023-08-17,1.5
2023-08-18,1.495
2023-08-19,1.495
2023-08-20,1.495
2023-08-21,1.49
2023-08-22,1.493
2023-08-23,1.494
2023-08-24,1.508
2023-08-25,1.497
2023-08-26,1.497
2023-08-27,1.497
2023-08-28,1.503
2023-08-29,1.498
2023-08-30,1.498
2023-08-31,1.517
2023-09-01,1.505
2023-09-02,1.505
2023-09-03,1.505
2023-09-04,1.505
2023-09-05,1.504
2023-09-06,1.513
2023-09-07,1.486
2023-09-08,1.492
2023-09-09,1.492
2023-09-10,1.492
2023-09-11,1.48
2023-09-12,1.468
2023-09-13,1.444
2023-09-14,1.45
2023-09-15,1.453
2023-09-16,1.453
2023-09-17,1.453
2023-09-18,1.464
2023-09-19,1.461
2023-09-20,1.461
