,FHI US Equity
2020-10-11,5.505
2020-10-12,5.383
2020-10-13,5.36
2020-10-14,5.387
2020-10-15,5.239
2020-10-16,5.292
2020-10-17,5.292
2020-10-18,5.292
2020-10-19,5.469
2020-10-20,5.495
2020-10-21,5.606
2020-10-22,5.665
2020-10-23,5.642
2020-10-24,5.642
2020-10-25,5.642
2020-10-26,5.793
2020-10-27,5.973
2020-10-28,6.2
2020-10-29,6.183
2020-10-30,5.883
2020-10-31,5.883
2020-11-01,5.883
2020-11-02,5.753
2020-11-03,5.58
2020-11-04,5.6
2020-11-05,5.514
2020-11-06,5.551
2020-11-07,5.551
2020-11-08,5.551
2020-11-09,5.103
2020-11-10,4.992
2020-11-11,5.022
2020-11-12,5.076
2020-11-13,4.844
2020-11-14,4.844
2020-11-15,4.844
2020-11-16,4.739
2020-11-17,4.699
2020-11-18,4.833
2020-11-19,4.964
2020-11-20,5.045
2020-11-21,5.045
2020-11-22,5.045
2020-11-23,4.856
2020-11-24,4.658
2020-11-25,4.768
2020-11-26,4.768
2020-11-27,4.804
2020-11-28,4.804
2020-11-29,4.804
2020-11-30,4.974
2020-12-01,4.935
2020-12-02,4.899
2020-12-03,4.556
2020-12-04,4.559
2020-12-05,4.559
2020-12-06,4.559
2020-12-07,4.576
2020-12-08,4.444
2020-12-09,4.501
2020-12-10,4.515
2020-12-11,4.511
2020-12-12,4.511
2020-12-13,4.511
2020-12-14,4.659
2020-12-15,4.565
2020-12-16,4.583
2020-12-17,4.55
2020-12-18,4.562
2020-12-19,4.562
2020-12-20,4.562
2020-12-21,4.619
2020-12-22,4.64
2020-12-23,4.696
2020-12-24,4.679
2020-12-25,4.679
2020-12-26,4.679
2020-12-27,4.679
2020-12-28,4.692
2020-12-29,4.744
2020-12-30,4.705
2020-12-31,4.621
2021-01-01,4.621
2021-01-02,4.621
2021-01-03,4.621
2021-01-04,4.761
2021-01-05,4.694
2021-01-06,4.432
2021-01-07,4.377
2021-01-08,4.403
2021-01-09,4.403
2021-01-10,4.403
2021-01-11,4.417
2021-01-12,4.371
2021-01-13,4.377
2021-01-14,4.288
2021-01-15,4.343
2021-01-16,4.343
2021-01-17,4.343
2021-01-18,4.343
2021-01-19,4.322
2021-01-20,4.33
2021-01-21,4.428
2021-01-22,4.457
2021-01-23,4.457
2021-01-24,4.457
2021-01-25,4.501
2021-01-26,4.496
2021-01-27,4.663
2021-01-28,4.556
2021-01-29,4.556
2021-01-30,4.556
2021-01-31,4.556
2021-02-01,4.556
2021-02-02,4.556
2021-02-03,4.556
2021-02-04,4.556
2021-02-05,4.556
2021-02-06,4.556
2021-02-07,4.556
2021-02-08,4.556
2021-02-09,4.556
2021-02-10,4.556
2021-02-11,4.556
2021-02-12,4.556
2021-02-13,4.556
2021-02-14,4.556
2021-02-15,4.556
2021-02-16,4.556
2021-02-17,4.556
2021-02-18,4.556
2021-02-19,4.556
2021-02-20,4.556
2021-02-21,4.556
2021-02-22,4.556
2021-02-23,4.556
2021-02-24,4.556
2021-02-25,4.556
2021-02-26,4.556
2021-02-27,4.556
2021-02-28,4.556
2021-03-01,4.556
2021-03-02,4.556
2021-03-03,4.556
2021-03-04,4.556
2021-03-05,4.556
2021-03-06,4.556
2021-03-07,4.556
2021-03-08,4.556
2021-03-09,4.556
2021-03-10,4.556
2021-03-11,4.556
2021-03-12,4.556
2021-03-13,4.556
2021-03-14,4.556
2021-03-15,4.556
2021-03-16,4.556
2021-03-17,4.556
2021-03-18,4.556
2021-03-19,4.556
2021-03-20,4.556
2021-03-21,4.556
2021-03-22,4.556
2021-03-23,4.556
2021-03-24,4.556
2021-03-25,4.556
2021-03-26,4.556
2021-03-27,4.556
2021-03-28,4.556
2021-03-29,4.556
2021-03-30,4.556
2021-03-31,4.556
2021-04-01,4.556
2021-04-02,4.556
2021-04-03,4.556
2021-04-04,4.556
2021-04-05,4.556
2021-04-06,4.116
2021-04-07,4.11
2021-04-08,4.106
2021-04-09,4.076
2021-04-10,4.076
2021-04-11,4.076
2021-04-12,4.054
2021-04-13,4.134
2021-04-14,4.089
2021-04-15,4.03
2021-04-16,4.106
2021-04-17,4.106
2021-04-18,4.106
2021-04-19,4.236
2021-04-20,4.278
2021-04-21,4.254
2021-04-22,4.317
2021-04-23,4.23
2021-04-24,4.23
2021-04-25,4.23
2021-04-26,4.238
2021-04-27,4.285
2021-04-28,4.244
2021-04-29,4.231
2021-04-30,4.437
2021-05-01,4.437
2021-05-02,4.437
2021-05-03,4.373
2021-05-04,4.183
2021-05-05,4.002
2021-05-06,3.918
2021-05-07,3.872
2021-05-08,3.872
2021-05-09,3.872
2021-05-10,3.802
2021-05-11,3.946
2021-05-12,3.916
2021-05-13,3.811
2021-05-14,3.811
2021-05-15,3.811
2021-05-16,3.811
2021-05-17,3.977
2021-05-18,4.059
2021-05-19,4.014
2021-05-20,4.012
2021-05-21,3.98
2021-05-22,3.98
2021-05-23,3.98
2021-05-24,3.956
2021-05-25,4.002
2021-05-26,4.02
2021-05-27,3.944
2021-05-28,3.985
2021-05-29,3.985
2021-05-30,3.985
2021-05-31,3.985
2021-06-01,3.957
2021-06-02,4.015
2021-06-03,3.977
2021-06-04,3.884
2021-06-05,3.884
2021-06-06,3.884
2021-06-07,3.895
2021-06-08,3.918
2021-06-09,3.922
2021-06-10,3.946
2021-06-11,3.892
2021-06-12,3.892
2021-06-13,3.892
2021-06-14,3.937
2021-06-15,3.89
2021-06-16,3.715
2021-06-17,3.789
2021-06-18,3.87
2021-06-19,3.87
2021-06-20,3.87
2021-06-21,3.777
2021-06-22,3.803
2021-06-23,3.793
2021-06-24,3.732
2021-06-25,3.66
2021-06-26,3.66
2021-06-27,3.66
2021-06-28,3.763
2021-06-29,3.768
2021-06-30,3.737
2021-07-01,3.69
2021-07-02,3.693
2021-07-03,3.693
2021-07-04,3.693
2021-07-05,3.693
2021-07-06,3.791
2021-07-07,3.791
2021-07-08,3.887
2021-07-09,3.79
2021-07-10,3.79
2021-07-11,3.79
2021-07-12,3.7
2021-07-13,3.747
2021-07-14,3.825
2021-07-15,3.811
2021-07-16,3.808
2021-07-17,3.808
2021-07-18,3.808
2021-07-19,4.002
2021-07-20,3.904
2021-07-21,3.851
2021-07-22,3.951
2021-07-23,3.92
2021-07-24,3.92
2021-07-25,3.92
2021-07-26,3.882
2021-07-27,3.935
2021-07-28,3.912
2021-07-29,3.826
2021-07-30,3.906
2021-07-31,3.906
2021-08-01,3.906
2021-08-02,3.945
2021-08-03,3.917
2021-08-04,4.003
2021-08-05,3.944
2021-08-06,3.854
2021-08-07,3.854
2021-08-08,3.854
2021-08-09,3.835
2021-08-10,3.77
2021-08-11,3.696
2021-08-12,3.704
2021-08-13,3.722
2021-08-14,3.722
2021-08-15,3.722
2021-08-16,3.737
2021-08-17,3.799
2021-08-18,3.825
2021-08-19,3.845
2021-08-20,3.748
2021-08-21,3.748
2021-08-22,3.748
2021-08-23,3.721
2021-08-24,3.694
2021-08-25,3.646
2021-08-26,3.729
2021-08-27,3.636
2021-08-28,3.636
2021-08-29,3.636
2021-08-30,3.724
2021-08-31,3.713
2021-09-01,3.783
2021-09-02,3.814
2021-09-03,3.854
2021-09-04,3.854
2021-09-05,3.854
2021-09-06,3.854
2021-09-07,3.967
2021-09-08,3.976
2021-09-09,3.932
2021-09-10,3.979
2021-09-11,3.979
2021-09-12,3.979
2021-09-13,3.942
2021-09-14,4.023
2021-09-15,3.971
2021-09-16,4.072
2021-09-17,4.058
2021-09-18,4.058
2021-09-19,4.058
2021-09-20,4.224
2021-09-21,4.256
2021-09-22,4.172
2021-09-23,4.066
2021-09-24,4.034
2021-09-25,4.034
2021-09-26,4.034
2021-09-27,3.914
2021-09-28,3.944
2021-09-29,3.898
2021-09-30,3.865
2021-10-01,3.85
2021-10-02,3.85
2021-10-03,3.85
2021-10-04,3.88
2021-10-05,3.815
2021-10-06,3.881
2021-10-07,3.801
2021-10-08,3.747
2021-10-09,3.747
2021-10-10,3.747
2021-10-11,3.842
2021-10-12,3.981
2021-10-13,3.899
2021-10-14,3.822
2021-10-15,3.805
2021-10-16,3.805
2021-10-17,3.805
2021-10-18,3.845
2021-10-19,3.845
2021-10-20,3.757
2021-10-21,3.789
2021-10-22,3.792
2021-10-23,3.792
2021-10-24,3.792
2021-10-25,3.776
2021-10-26,3.775
2021-10-27,3.91
2021-10-28,3.928
2021-10-29,3.836
2021-10-30,3.836
2021-10-31,3.836
2021-11-01,3.703
2021-11-02,3.721
2021-11-03,3.676
2021-11-04,3.738
2021-11-05,3.663
2021-11-06,3.663
2021-11-07,3.663
2021-11-08,3.674
2021-11-09,3.673
2021-11-10,3.611
2021-11-11,3.557
2021-11-12,3.546
2021-11-13,3.546
2021-11-14,3.546
2021-11-15,3.55
2021-11-16,3.533
2021-11-17,3.621
2021-11-18,3.657
2021-11-19,3.659
2021-11-20,3.659
2021-11-21,3.659
2021-11-22,3.626
2021-11-23,3.547
2021-11-24,3.557
2021-11-25,3.557
2021-11-26,3.705
2021-11-27,3.705
2021-11-28,3.705
2021-11-29,3.681
2021-11-30,3.761
2021-12-01,3.764
2021-12-02,3.629
2021-12-03,3.677
2021-12-04,3.677
2021-12-05,3.677
2021-12-06,3.617
2021-12-07,3.553
2021-12-08,3.504
2021-12-09,3.536
2021-12-10,3.539
2021-12-11,3.539
2021-12-12,3.539
2021-12-13,3.588
2021-12-14,3.571
2021-12-15,3.538
2021-12-16,3.472
2021-12-17,3.463
2021-12-18,3.463
2021-12-19,3.463
2021-12-20,3.598
2021-12-21,3.523
2021-12-22,3.51
2021-12-23,3.488
2021-12-24,3.488
2021-12-25,3.488
2021-12-26,3.488
2021-12-27,3.442
2021-12-28,3.451
2021-12-29,3.457
2021-12-30,3.453
2021-12-31,3.468
2022-01-01,3.468
2022-01-02,3.468
2022-01-03,3.423
2022-01-04,3.353
2022-01-05,3.406
2022-01-06,3.344
2022-01-07,3.328
2022-01-08,3.328
2022-01-09,3.328
2022-01-10,3.366
2022-01-11,3.379
2022-01-12,3.453
2022-01-13,3.426
2022-01-14,3.425
2022-01-15,3.425
2022-01-16,3.425
2022-01-17,3.425
2022-01-18,3.534
2022-01-19,3.643
2022-01-20,3.78
2022-01-21,3.92
2022-01-22,3.92
2022-01-23,3.92
2022-01-24,3.934
2022-01-25,3.989
2022-01-26,3.943
2022-01-27,4.069
2022-01-28,3.957
2022-01-29,3.957
2022-01-30,3.957
2022-01-31,3.936
2022-02-01,3.973
2022-02-02,4.023
2022-02-03,4.016
2022-02-04,3.958
2022-02-05,3.958
2022-02-06,3.958
2022-02-07,3.899
2022-02-08,3.844
2022-02-09,3.809
2022-02-10,3.823
2022-02-11,3.892
2022-02-12,3.892
2022-02-13,3.892
2022-02-14,3.884
2022-02-15,3.776
2022-02-16,3.751
2022-02-17,3.891
2022-02-18,3.859
2022-02-19,3.859
2022-02-20,3.859
2022-02-21,3.859
2022-02-22,3.903
2022-02-23,4.019
2022-02-24,4.013
2022-02-25,3.899
2022-02-26,3.899
2022-02-27,3.899
2022-02-28,3.957
2022-03-01,4.13
2022-03-02,3.944
2022-03-03,3.938
2022-03-04,4.042
2022-03-05,4.042
2022-03-06,4.042
2022-03-07,4.245
2022-03-08,4.279
2022-03-09,4.178
2022-03-10,4.29
2022-03-11,4.248
2022-03-12,4.248
2022-03-13,4.248
2022-03-14,4.157
2022-03-15,4.095
2022-03-16,3.888
2022-03-17,3.888
2022-03-18,4.002
2022-03-19,4.002
2022-03-20,4.002
2022-03-21,3.978
2022-03-22,3.971
2022-03-23,4.033
2022-03-24,3.964
2022-03-25,3.921
2022-03-26,3.921
2022-03-27,3.921
2022-03-28,3.933
2022-03-29,3.858
2022-03-30,3.915
2022-03-31,3.942
2022-04-01,3.898
2022-04-02,3.898
2022-04-03,3.898
2022-04-04,3.953
2022-04-05,3.969
2022-04-06,4.077
2022-04-07,4.178
2022-04-08,4.145
2022-04-09,4.145
2022-04-10,4.145
2022-04-11,3.973
2022-04-12,4.047
2022-04-13,4.022
2022-04-14,4.102
2022-04-15,4.102
2022-04-16,4.102
2022-04-17,4.102
2022-04-18,4.146
2022-04-19,4.002
2022-04-20,3.999
2022-04-21,4.131
2022-04-22,4.227
2022-04-23,4.227
2022-04-24,4.227
2022-04-25,4.235
2022-04-26,4.34
2022-04-27,4.415
2022-04-28,4.358
2022-04-29,4.505
2022-04-30,4.505
2022-05-01,4.505
2022-05-02,4.521
2022-05-03,4.398
2022-05-04,4.251
2022-05-05,4.37
2022-05-06,4.341
2022-05-07,4.341
2022-05-08,4.341
2022-05-09,4.284
2022-05-10,4.179
2022-05-11,4.063
2022-05-12,3.991
2022-05-13,3.959
2022-05-14,3.959
2022-05-15,3.959
2022-05-16,3.899
2022-05-17,3.76
2022-05-18,3.887
2022-05-19,3.856
2022-05-20,3.814
2022-05-21,3.814
2022-05-22,3.814
2022-05-23,3.801
2022-05-24,3.776
2022-05-25,3.741
2022-05-26,3.675
2022-05-27,3.609
2022-05-28,3.609
2022-05-29,3.609
2022-05-30,3.609
2022-05-31,3.647
2022-06-01,3.622
2022-06-02,3.549
2022-06-03,3.635
2022-06-04,3.635
2022-06-05,3.635
2022-06-06,3.631
2022-06-07,3.578
2022-06-08,3.659
2022-06-09,3.713
2022-06-10,3.823
2022-06-11,3.823
2022-06-12,3.823
2022-06-13,4.014
2022-06-14,4.038
2022-06-15,4.072
2022-06-16,4.259
2022-06-17,4.235
2022-06-18,4.235
2022-06-19,4.235
2022-06-20,4.235
2022-06-21,4.113
2022-06-22,4.171
2022-06-23,4.147
2022-06-24,3.853
2022-06-25,3.853
2022-06-26,3.853
2022-06-27,3.871
2022-06-28,3.883
2022-06-29,3.892
2022-06-30,3.897
2022-07-01,3.857
2022-07-02,3.857
2022-07-03,3.857
2022-07-04,3.857
2022-07-05,3.839
2022-07-06,3.82
2022-07-07,3.731
2022-07-08,3.771
2022-07-09,3.771
2022-07-10,3.771
2022-07-11,3.799
2022-07-12,3.783
2022-07-13,3.835
2022-07-14,3.753
2022-07-15,3.659
2022-07-16,3.659
2022-07-17,3.659
2022-07-18,3.737
2022-07-19,3.66
2022-07-20,3.652
2022-07-21,3.599
2022-07-22,3.602
2022-07-23,3.602
2022-07-24,3.602
2022-07-25,3.56
2022-07-26,3.591
2022-07-27,3.59
2022-07-28,3.537
2022-07-29,3.632
2022-07-30,3.632
2022-07-31,3.632
2022-08-01,3.59
2022-08-02,3.653
2022-08-03,3.611
2022-08-04,3.624
2022-08-05,3.611
2022-08-06,3.611
2022-08-07,3.611
2022-08-08,3.597
2022-08-09,3.589
2022-08-10,3.548
2022-08-11,3.567
2022-08-12,3.478
2022-08-13,3.478
2022-08-14,3.478
2022-08-15,3.45
2022-08-16,3.476
2022-08-17,3.482
2022-08-18,3.441
2022-08-19,3.497
2022-08-20,3.497
2022-08-21,3.497
2022-08-22,3.594
2022-08-23,3.62
2022-08-24,3.574
2022-08-25,3.505
2022-08-26,3.551
2022-08-27,3.551
2022-08-28,3.551
2022-08-29,3.583
2022-08-30,3.605
2022-08-31,3.608
2022-09-01,3.612
2022-09-02,3.662
2022-09-03,3.662
2022-09-04,3.662
2022-09-05,3.662
2022-09-06,3.636
2022-09-07,3.548
2022-09-08,3.478
2022-09-09,3.467
2022-09-10,3.467
2022-09-11,3.467
2022-09-12,3.444
2022-09-13,3.552
2022-09-14,3.574
2022-09-15,3.581
2022-09-16,3.633
2022-09-17,3.633
2022-09-18,3.633
2022-09-19,3.537
2022-09-20,3.549
2022-09-21,3.635
2022-09-22,3.632
2022-09-23,3.715
2022-09-24,3.715
2022-09-25,3.715
2022-09-26,3.787
2022-09-27,3.85
2022-09-28,3.82
2022-09-29,3.833
2022-09-30,3.796
2022-10-01,3.796
2022-10-02,3.796
2022-10-03,3.764
2022-10-04,3.712
2022-10-05,3.77
2022-10-06,3.808
2022-10-07,3.917
2022-10-08,3.917
2022-10-09,3.917
2022-10-10,3.911
2022-10-11,4.004
2022-10-12,4.002
2022-10-13,3.935
2022-10-14,3.968
2022-10-15,3.968
2022-10-16,3.968
2022-10-17,3.93
2022-10-18,3.87
2022-10-19,3.969
2022-10-20,4.072
2022-10-21,3.98
2022-10-22,3.98
2022-10-23,3.98
2022-10-24,3.949
2022-10-25,3.935
2022-10-26,3.925
2022-10-27,3.847
2022-10-28,3.522
2022-10-29,3.522
2022-10-30,3.522
2022-10-31,3.642
2022-11-01,3.597
2022-11-02,3.658
2022-11-03,3.634
2022-11-04,3.575
2022-11-05,3.575
2022-11-06,3.575
2022-11-07,3.542
2022-11-08,3.481
2022-11-09,3.55
2022-11-10,3.526
2022-11-11,3.544
2022-11-12,3.544
2022-11-13,3.544
2022-11-14,3.601
2022-11-15,3.491
2022-11-16,3.457
2022-11-17,3.403
2022-11-18,3.33
2022-11-19,3.33
2022-11-20,3.33
2022-11-21,3.372
2022-11-22,3.332
2022-11-23,3.353
2022-11-24,3.353
2022-11-25,3.332
2022-11-26,3.332
2022-11-27,3.332
2022-11-28,3.358
2022-11-29,3.337
2022-11-30,3.309
2022-12-01,3.303
2022-12-02,3.279
2022-12-03,3.279
2022-12-04,3.279
2022-12-05,3.291
2022-12-06,3.349
2022-12-07,3.371
2022-12-08,3.407
2022-12-09,3.479
2022-12-10,3.479
2022-12-11,3.479
2022-12-12,3.476
2022-12-13,3.48
2022-12-14,3.494
2022-12-15,3.533
2022-12-16,3.545
2022-12-17,3.545
2022-12-18,3.545
2022-12-19,3.527
2022-12-20,3.561
2022-12-21,3.459
2022-12-22,3.559
2022-12-23,3.53
2022-12-24,3.53
2022-12-25,3.53
2022-12-26,3.53
2022-12-27,3.509
2022-12-28,3.559
2022-12-29,3.451
2022-12-30,3.474
2022-12-31,3.474
2023-01-01,3.474
2023-01-02,3.474
2023-01-03,3.382
2023-01-04,3.337
2023-01-05,3.353
2023-01-06,3.282
2023-01-07,3.282
2023-01-08,3.282
2023-01-09,3.315
2023-01-10,3.302
2023-01-11,3.31
2023-01-12,3.251
2023-01-13,3.217
2023-01-14,3.217
2023-01-15,3.217
2023-01-16,3.217
2023-01-17,3.271
2023-01-18,3.278
2023-01-19,3.313
2023-01-20,3.297
2023-01-21,3.297
2023-01-22,3.297
2023-01-23,3.313
2023-01-24,3.355
2023-01-25,3.357
2023-01-26,3.298
2023-01-27,3.304
2023-01-28,3.304
2023-01-29,3.304
2023-01-30,3.325
2023-01-31,3.252
2023-02-01,3.166
2023-02-02,3.163
2023-02-03,3.141
2023-02-04,3.141
2023-02-05,3.141
2023-02-06,3.172
2023-02-07,3.159
2023-02-08,3.209
2023-02-09,3.247
2023-02-10,3.186
2023-02-11,3.186
2023-02-12,3.186
2023-02-13,3.107
2023-02-14,3.146
2023-02-15,3.18
2023-02-16,3.176
2023-02-17,3.175
2023-02-18,3.175
2023-02-19,3.175
2023-02-20,3.175
2023-02-21,3.231
2023-02-22,3.27
2023-02-23,3.267
2023-02-24,3.264
2023-02-25,3.264
2023-02-26,3.264
2023-02-27,3.255
2023-02-28,3.226
2023-03-01,3.184
2023-03-02,3.191
2023-03-03,3.169
2023-03-04,3.169
2023-03-05,3.169
2023-03-06,3.185
2023-03-07,3.165
2023-03-08,3.181
2023-03-09,3.271
2023-03-10,3.275
2023-03-11,3.275
2023-03-12,3.275
2023-03-13,3.297
2023-03-14,3.194
2023-03-15,3.256
2023-03-16,3.167
2023-03-17,3.196
2023-03-18,3.196
2023-03-19,3.196
2023-03-20,3.135
2023-03-21,3.123
2023-03-22,3.181
2023-03-23,3.186
2023-03-24,3.155
2023-03-25,3.155
2023-03-26,3.155
2023-03-27,3.144
2023-03-28,3.138
2023-03-29,3.112
2023-03-30,3.126
2023-03-31,3.113
2023-04-01,3.113
2023-04-02,3.113
2023-04-03,3.109
2023-04-04,3.153
2023-04-05,3.143
2023-04-06,3.099
2023-04-07,3.099
2023-04-08,3.099
2023-04-09,3.099
2023-04-10,3.112
2023-04-11,3.276
2023-04-12,3.286
2023-04-13,3.202
2023-04-14,3.162
2023-04-15,3.162
2023-04-16,3.162
2023-04-17,3.162
2023-04-18,3.134
2023-04-19,3.172
2023-04-20,3.168
2023-04-21,3.215
2023-04-22,3.215
2023-04-23,3.215
2023-04-24,3.237
2023-04-25,3.251
2023-04-26,3.297
2023-04-27,3.253
2023-04-28,3.281
2023-04-29,3.281
2023-04-30,3.281
2023-05-01,3.296
2023-05-02,3.311
2023-05-03,3.361
2023-05-04,3.472
2023-05-05,3.457
2023-05-06,3.457
2023-05-07,3.457
2023-05-08,3.453
2023-05-09,3.514
2023-05-10,3.539
2023-05-11,3.607
2023-05-12,3.645
2023-05-13,3.645
2023-05-14,3.645
2023-05-15,3.614
2023-05-16,3.65
2023-05-17,3.648
2023-05-18,3.69
2023-05-19,3.707
2023-05-20,3.707
2023-05-21,3.707
2023-05-22,3.705
2023-05-23,3.75
2023-05-24,3.828
2023-05-25,3.834
2023-05-26,3.754
2023-05-27,3.754
2023-05-28,3.754
2023-05-29,3.754
2023-05-30,3.856
2023-05-31,3.931
2023-06-01,3.892
2023-06-02,3.773
2023-06-03,3.773
2023-06-04,3.773
2023-06-05,3.757
2023-06-06,3.672
2023-06-07,3.632
2023-06-08,3.619
2023-06-09,3.587
2023-06-10,3.587
2023-06-11,3.587
2023-06-12,3.63
2023-06-13,3.631
2023-06-14,3.566
2023-06-15,3.514
2023-06-16,3.534
2023-06-17,3.534
2023-06-18,3.534
2023-06-19,3.534
2023-06-20,3.586
2023-06-21,3.565
2023-06-22,3.298
2023-06-23,3.34
2023-06-24,3.34
2023-06-25,3.34
2023-06-26,3.425
2023-06-27,3.491
2023-06-28,3.492
2023-06-29,3.41
2023-06-30,3.424
2023-07-01,3.424
2023-07-02,3.424
2023-07-03,3.389
2023-07-04,3.389
2023-07-05,3.571
2023-07-06,3.528
2023-07-07,3.612
2023-07-08,3.612
2023-07-09,3.612
2023-07-10,3.656
2023-07-11,3.588
2023-07-12,3.622
2023-07-13,3.439
2023-07-14,3.458
2023-07-15,3.458
2023-07-16,3.458
2023-07-17,3.421
2023-07-18,3.442
2023-07-19,3.39
2023-07-20,3.366
2023-07-21,3.34
2023-07-22,3.34
2023-07-23,3.34
2023-07-24,3.32
2023-07-25,3.313
2023-07-26,3.374
2023-07-27,3.397
2023-07-28,3.615
2023-07-29,3.615
2023-07-30,3.615
2023-07-31,3.61
2023-08-01,3.635
2023-08-02,3.652
2023-08-03,3.649
2023-08-04,3.685
2023-08-05,3.685
2023-08-06,3.685
2023-08-07,3.635
2023-08-08,3.645
2023-08-09,3.634
2023-08-10,3.633
2023-08-11,3.605
2023-08-12,3.605
2023-08-13,3.605
2023-08-14,3.614
2023-08-15,3.655
2023-08-16,3.719
2023-08-17,3.677
2023-08-18,3.599
2023-08-19,3.599
2023-08-20,3.599
2023-08-21,3.584
2023-08-22,3.573
2023-08-23,3.533
