,XEL US Equity
2023-08-07,3.76
2023-08-08,3.768
2023-08-09,3.765
2023-08-10,3.777
2023-08-11,3.764
2023-08-12,3.764
2023-08-13,3.764
2023-08-14,3.793
2023-08-15,3.866
2023-08-16,3.846
2023-08-17,3.863
2023-08-18,3.862
2023-08-19,3.862
2023-08-20,3.862
2023-08-21,3.877
2023-08-22,3.878
2023-08-23,3.907
2023-08-24,3.942
2023-08-25,3.903
2023-08-26,3.903
2023-08-27,3.903
2023-08-28,3.884
2023-08-29,3.878
2023-08-30,3.926
2023-08-31,3.964
2023-09-01,4.008
2023-09-02,4.008
2023-09-03,4.008
2023-09-04,4.008
2023-09-05,4.074
2023-09-06,4.02
2023-09-07,4.001
2023-09-08,3.968
2023-09-09,3.968
2023-09-10,3.968
2023-09-11,3.943
2023-09-12,3.959
2023-09-13,3.896
2023-09-14,3.825
2023-09-15,3.872
2023-09-16,3.872
2023-09-17,3.872
2023-09-18,3.87
2023-09-19,3.835
2023-09-20,3.743
2023-09-21,3.78
2023-09-22,3.758
2023-09-23,3.758
2023-09-24,3.758
2023-09-25,3.773
2023-09-26,3.888
2023-09-27,3.923
2023-09-28,3.947
2023-09-29,3.922
2023-09-30,3.922
2023-10-01,3.922
2023-10-02,4.079
2023-10-03,4.019
2023-10-04,3.963
2023-10-05,3.974
2023-10-06,3.914
2023-10-07,3.914
2023-10-08,3.914
2023-10-09,3.893
2023-10-10,3.866
2023-10-11,3.816
2023-10-12,3.86
2023-10-13,3.813
2023-10-14,3.813
2023-10-15,3.813
2023-10-16,3.768
2023-10-17,3.771
2023-10-18,3.783
2023-10-19,3.801
2023-10-20,3.863
2023-10-21,3.863
2023-10-22,3.863
2023-10-23,3.866
2023-10-24,3.799
2023-10-25,3.774
2023-10-26,3.755
2023-10-27,3.849
2023-10-28,3.849
2023-10-29,3.849
2023-10-30,3.821
2023-10-31,3.787
2023-11-01,3.707
2023-11-02,3.675
2023-11-03,3.678
2023-11-04,3.678
2023-11-05,3.678
2023-11-06,3.706
2023-11-07,3.751
2023-11-08,3.799
2023-11-09,3.824
2023-11-10,3.791
2023-11-11,3.791
2023-11-12,3.791
2023-11-13,3.852
2023-11-14,3.722
2023-11-15,3.735
2023-11-16,3.698
2023-11-17,3.706
2023-11-18,3.706
2023-11-19,3.706
2023-11-20,3.737
2023-11-21,3.739
2023-11-22,3.714
2023-11-23,3.714
2023-11-24,3.709
2023-11-25,3.709
2023-11-26,3.709
2023-11-27,3.713
2023-11-28,3.681
2023-11-29,3.741
2023-11-30,3.692
2023-12-01,3.657
2023-12-02,3.657
2023-12-03,3.657
2023-12-04,3.655
2023-12-05,3.681
2023-12-06,3.625
2023-12-07,3.65
2023-12-08,3.688
2023-12-09,3.688
2023-12-10,3.688
2023-12-11,3.65
2023-12-12,3.673
2023-12-13,3.547
2023-12-14,3.59
2023-12-15,3.648
2023-12-16,3.648
2023-12-17,3.648
2023-12-18,3.603
2023-12-19,3.616
2023-12-20,3.664
2023-12-21,3.651
2023-12-22,3.62
2023-12-23,3.62
2023-12-24,3.62
2023-12-25,3.62
2023-12-26,3.609
2023-12-27,3.62
2023-12-28,3.599
2023-12-29,3.598
2023-12-30,3.598
2023-12-31,3.598
2024-01-01,3.598
2024-01-02,3.51
2024-01-03,3.504
2024-01-04,3.496
2024-01-05,3.496
2024-01-06,3.496
2024-01-07,3.496
2024-01-08,3.505
2024-01-09,3.523
2024-01-10,3.553
2024-01-11,3.654
2024-01-12,3.635
2024-01-13,3.635
2024-01-14,3.635
2024-01-15,3.635
2024-01-16,3.659
2024-01-17,3.709
2024-01-18,3.736
2024-01-19,3.747
2024-01-20,3.747
2024-01-21,3.747
2024-01-22,3.782
2024-01-23,3.765
2024-01-24,3.828
2024-01-25,3.766
2024-01-26,3.724
2024-01-27,3.724
2024-01-28,3.724
2024-01-29,3.703
2024-01-30,3.697
2024-01-31,3.69
2024-02-01,3.614
2024-02-02,3.694
2024-02-03,3.694
2024-02-04,3.694
2024-02-05,3.776
2024-02-06,3.781
2024-02-07,3.785
2024-02-08,3.809
2024-02-09,3.798
2024-02-10,3.798
2024-02-11,3.798
2024-02-12,3.747
2024-02-13,3.791
2024-02-14,3.765
2024-02-15,3.744
2024-02-16,3.74
2024-02-17,3.74
2024-02-18,3.74
2024-02-19,3.74
2024-02-20,3.733
2024-02-21,3.694
2024-02-22,3.724
2024-02-23,3.724
2024-02-24,3.724
2024-02-25,3.724
2024-02-26,3.806
2024-02-27,3.779
2024-02-28,3.819
2024-02-29,4.18
2024-03-01,4.443
2024-03-02,4.443
2024-03-03,4.443
2024-03-04,4.313
2024-03-05,4.527
2024-03-06,4.547
2024-03-07,4.401
2024-03-08,4.319
2024-03-09,4.319
2024-03-10,4.319
2024-03-11,4.164
2024-03-12,4.247
2024-03-13,4.28
2024-03-14,4.204
2024-03-15,4.195
2024-03-16,4.195
2024-03-17,4.195
2024-03-18,4.191
2024-03-19,4.16
2024-03-20,4.148
2024-03-21,4.17
2024-03-22,4.173
2024-03-23,4.173
2024-03-24,4.173
2024-03-25,4.156
2024-03-26,4.21
2024-03-27,4.086
2024-03-28,4.058
2024-03-29,4.058
2024-03-30,4.058
2024-03-31,4.058
2024-04-01,4.093
2024-04-02,4.033
2024-04-03,4.032
2024-04-04,4.056
2024-04-05,4.08
2024-04-06,4.08
2024-04-07,4.08
2024-04-08,4.038
