,WAFD US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,3.5
2020-11-20,3.507
2020-11-21,3.507
2020-11-22,3.507
2020-11-23,3.514
2020-11-24,3.341
2020-11-25,3.412
2020-11-26,3.412
2020-11-27,3.462
2020-11-28,3.462
2020-11-29,3.462
2020-11-30,3.647
2020-12-01,3.548
2020-12-02,3.486
2020-12-03,3.533
2020-12-04,3.428
2020-12-05,3.428
2020-12-06,3.428
2020-12-07,3.379
2020-12-08,3.382
2020-12-09,3.358
2020-12-10,3.342
2020-12-11,3.351
2020-12-12,3.351
2020-12-13,3.351
2020-12-14,3.378
2020-12-15,3.328
2020-12-16,3.31
2020-12-17,3.32
2020-12-18,3.314
2020-12-19,3.314
2020-12-20,3.314
2020-12-21,3.401
2020-12-22,3.43
2020-12-23,3.316
2020-12-24,3.334
2020-12-25,3.334
2020-12-26,3.334
2020-12-27,3.334
2020-12-28,3.297
2020-12-29,3.355
2020-12-30,3.328
2020-12-31,3.311
2021-01-01,3.311
2021-01-02,3.311
2021-01-03,3.311
2021-01-04,3.333
2021-01-05,3.264
2021-01-06,2.982
2021-01-07,2.963
2021-01-08,2.989
2021-01-09,2.989
2021-01-10,2.989
2021-01-11,2.993
2021-01-12,2.981
2021-01-13,3.048
2021-01-14,3.0
2021-01-15,3.01
2021-01-16,3.01
2021-01-17,3.01
2021-01-18,3.01
2021-01-19,3.125
2021-01-20,3.128
2021-01-21,3.158
2021-01-22,3.138
2021-01-23,3.138
2021-01-24,3.138
2021-01-25,3.16
2021-01-26,3.218
2021-01-27,3.306
2021-01-28,3.309
2021-01-29,3.424
2021-01-30,3.424
2021-01-31,3.424
2021-02-01,3.404
2021-02-02,3.224
2021-02-03,3.378
2021-02-04,3.299
2021-02-05,3.304
2021-02-06,3.304
2021-02-07,3.304
2021-02-08,3.187
2021-02-09,3.102
2021-02-10,3.079
2021-02-11,3.078
2021-02-12,3.091
2021-02-13,3.091
2021-02-14,3.091
2021-02-15,3.091
2021-02-16,3.084
2021-02-17,3.099
2021-02-18,3.093
2021-02-19,3.059
2021-02-20,3.059
2021-02-21,3.059
2021-02-22,3.018
2021-02-23,3.005
2021-02-24,2.975
2021-02-25,3.017
2021-02-26,3.051
2021-02-27,3.051
2021-02-28,3.051
2021-03-01,3.003
2021-03-02,3.01
2021-03-03,2.977
2021-03-04,2.976
2021-03-05,2.952
2021-03-06,2.952
2021-03-07,2.952
2021-03-08,2.831
2021-03-09,2.886
2021-03-10,2.827
2021-03-11,2.823
2021-03-12,2.723
2021-03-13,2.723
2021-03-14,2.723
2021-03-15,2.768
2021-03-16,2.79
2021-03-17,2.799
2021-03-18,2.786
2021-03-19,2.802
2021-03-20,2.802
2021-03-21,2.802
2021-03-22,2.839
2021-03-23,2.921
2021-03-24,2.972
2021-03-25,2.944
2021-03-26,2.877
2021-03-27,2.877
2021-03-28,2.877
2021-03-29,2.973
2021-03-30,2.953
2021-03-31,2.993
2021-04-01,2.986
2021-04-02,2.986
2021-04-03,2.986
2021-04-04,2.986
2021-04-05,2.991
2021-04-06,2.973
2021-04-07,2.973
2021-04-08,2.973
2021-04-09,2.973
2021-04-10,2.973
2021-04-11,2.973
2021-04-12,2.973
2021-04-13,2.973
2021-04-14,2.973
2021-04-15,2.973
2021-04-16,2.973
2021-04-17,2.973
2021-04-18,2.973
2021-04-19,2.973
2021-04-20,2.973
2021-04-21,2.973
2021-04-22,2.973
2021-04-23,2.973
2021-04-24,2.973
2021-04-25,2.973
2021-04-26,2.973
2021-04-27,2.973
2021-04-28,2.973
2021-04-29,2.973
2021-04-30,2.973
2021-05-01,2.973
2021-05-02,2.973
2021-05-03,2.973
2021-05-04,2.973
2021-05-05,2.973
2021-05-06,2.973
2021-05-07,2.973
2021-05-08,2.973
2021-05-09,2.973
2021-05-10,2.973
2021-05-11,2.973
2021-05-12,2.973
2021-05-13,2.973
2021-05-14,2.973
2021-05-15,2.973
2021-05-16,2.973
2021-05-17,2.973
2021-05-18,2.973
2021-05-19,2.973
2021-05-20,2.973
2021-05-21,2.973
2021-05-22,2.973
2021-05-23,2.973
2021-05-24,2.973
2021-05-25,2.973
2021-05-26,2.973
2021-05-27,2.973
2021-05-28,2.973
2021-05-29,2.973
2021-05-30,2.973
2021-05-31,2.973
2021-06-01,2.973
2021-06-02,2.973
2021-06-03,2.973
2021-06-04,2.973
2021-06-05,2.973
2021-06-06,2.973
2021-06-07,2.973
2021-06-08,2.973
2021-06-09,2.973
2021-06-10,2.973
2021-06-11,2.973
2021-06-12,2.973
2021-06-13,2.973
2021-06-14,2.973
2021-06-15,2.973
2021-06-16,2.973
2021-06-17,2.973
2021-06-18,2.973
2021-06-19,2.973
2021-06-20,2.973
2021-06-21,2.973
2021-06-22,2.973
2021-06-23,2.973
2021-06-24,2.973
2021-06-25,2.973
2021-06-26,2.973
2021-06-27,2.973
2021-06-28,2.973
2021-06-29,2.973
2021-06-30,2.973
2021-07-01,2.973
2021-07-02,2.973
2021-07-03,2.973
2021-07-04,2.973
2021-07-05,2.973
2021-07-06,2.973
2021-07-07,3.435
2021-07-08,3.496
2021-07-09,3.355
2021-07-10,3.355
2021-07-11,3.355
2021-07-12,3.348
2021-07-13,3.455
2021-07-14,3.538
2021-07-15,3.455
2021-07-16,3.49
2021-07-17,3.49
2021-07-18,3.49
2021-07-19,3.599
2021-07-20,3.524
2021-07-21,3.487
2021-07-22,3.554
2021-07-23,3.499
2021-07-24,3.499
2021-07-25,3.499
2021-07-26,3.474
2021-07-27,3.497
2021-07-28,3.458
2021-07-29,3.422
2021-07-30,3.445
2021-07-31,3.445
2021-08-01,3.445
2021-08-02,3.486
2021-08-03,3.473
2021-08-04,3.497
2021-08-05,3.429
2021-08-06,3.355
2021-08-07,3.355
2021-08-08,3.355
2021-08-09,3.384
2021-08-10,3.34
2021-08-11,3.275
2021-08-12,3.293
2021-08-13,3.299
2021-08-14,3.299
2021-08-15,3.299
2021-08-16,3.33
2021-08-17,3.35
2021-08-18,3.39
2021-08-19,3.389
2021-08-20,3.298
2021-08-21,3.298
2021-08-22,3.298
2021-08-23,3.299
2021-08-24,3.296
2021-08-25,3.281
2021-08-26,3.326
2021-08-27,3.278
2021-08-28,3.278
2021-08-29,3.278
2021-08-30,3.324
2021-08-31,3.314
2021-09-01,3.331
2021-09-02,3.336
2021-09-03,3.336
2021-09-04,3.336
2021-09-05,3.336
2021-09-06,3.336
2021-09-07,3.336
2021-09-08,3.336
2021-09-09,3.336
2021-09-10,3.336
2021-09-11,3.336
2021-09-12,3.336
2021-09-13,3.336
2021-09-14,3.336
2021-09-15,3.336
2021-09-16,3.336
2021-09-17,3.336
2021-09-18,3.336
2021-09-19,3.336
2021-09-20,3.336
2021-09-21,3.336
2021-09-22,3.336
2021-09-23,3.336
2021-09-24,3.336
2021-09-25,3.336
2021-09-26,3.336
2021-09-27,3.336
2021-09-28,3.336
2021-09-29,3.336
2021-09-30,3.336
2021-10-01,3.336
2021-10-02,3.336
2021-10-03,3.336
2021-10-04,3.336
2021-10-05,3.336
2021-10-06,3.336
2021-10-07,3.336
2021-10-08,3.336
2021-10-09,3.336
2021-10-10,3.336
2021-10-11,3.336
2021-10-12,3.336
2021-10-13,3.336
2021-10-14,3.336
2021-10-15,3.336
2021-10-16,3.336
2021-10-17,3.336
2021-10-18,3.336
2021-10-19,3.336
2021-10-20,3.336
2021-10-21,3.336
2021-10-22,3.336
2021-10-23,3.336
2021-10-24,3.336
2021-10-25,3.336
2021-10-26,3.336
2021-10-27,3.336
2021-10-28,3.336
2021-10-29,3.336
2021-10-30,3.336
2021-10-31,3.336
2021-11-01,3.336
2021-11-02,3.336
2021-11-03,3.336
2021-11-04,3.336
2021-11-05,3.336
2021-11-06,3.336
2021-11-07,3.336
2021-11-08,3.336
2021-11-09,3.336
2021-11-10,3.336
2021-11-11,3.336
2021-11-12,3.336
2021-11-13,3.336
2021-11-14,3.336
2021-11-15,3.336
2021-11-16,3.336
2021-11-17,3.336
2021-11-18,3.336
2021-11-19,3.336
2021-11-20,3.336
2021-11-21,3.336
2021-11-22,3.336
2021-11-23,3.336
2021-11-24,3.336
2021-11-25,3.336
2021-11-26,3.336
2021-11-27,3.336
2021-11-28,3.336
2021-11-29,3.336
2021-11-30,3.336
2021-12-01,3.336
2021-12-02,3.336
2021-12-03,3.336
2021-12-04,3.336
2021-12-05,3.336
2021-12-06,3.336
2021-12-07,3.336
2021-12-08,3.336
2021-12-09,3.336
2021-12-10,3.336
2021-12-11,3.336
2021-12-12,3.336
2021-12-13,3.336
2021-12-14,3.336
2021-12-15,3.336
2021-12-16,3.336
2021-12-17,3.336
2021-12-18,3.336
2021-12-19,3.336
2021-12-20,3.336
2021-12-21,3.336
2021-12-22,3.336
2021-12-23,3.336
2021-12-24,3.336
2021-12-25,3.336
2021-12-26,3.336
2021-12-27,3.336
2021-12-28,3.336
2021-12-29,3.336
2021-12-30,3.336
2021-12-31,3.336
2022-01-01,3.336
2022-01-02,3.336
2022-01-03,3.336
2022-01-04,3.336
2022-01-05,3.336
2022-01-06,3.336
2022-01-07,3.336
2022-01-08,3.336
2022-01-09,3.336
2022-01-10,3.336
2022-01-11,3.336
2022-01-12,3.336
2022-01-13,3.336
2022-01-14,3.336
2022-01-15,3.336
2022-01-16,3.336
2022-01-17,3.336
2022-01-18,3.336
2022-01-19,3.415
2022-01-20,3.525
2022-01-21,3.584
2022-01-22,3.584
2022-01-23,3.584
2022-01-24,3.511
2022-01-25,3.51
2022-01-26,3.553
2022-01-27,3.588
2022-01-28,3.566
2022-01-29,3.566
2022-01-30,3.566
2022-01-31,3.561
2022-02-01,3.565
2022-02-02,3.563
2022-02-03,3.548
2022-02-04,3.539
2022-02-05,3.539
2022-02-06,3.539
2022-02-07,3.527
2022-02-08,3.445
2022-02-09,3.471
2022-02-10,3.495
2022-02-11,3.487
2022-02-12,3.487
2022-02-13,3.487
2022-02-14,3.533
2022-02-15,3.424
2022-02-16,3.403
2022-02-17,3.494
2022-02-18,3.451
2022-02-19,3.451
2022-02-20,3.451
2022-02-21,3.451
2022-02-22,3.466
2022-02-23,3.486
2022-02-24,3.621
2022-02-25,3.446
2022-02-26,3.446
2022-02-27,3.446
2022-02-28,3.481
2022-03-01,3.6
2022-03-02,3.489
2022-03-03,3.504
2022-03-04,3.56
2022-03-05,3.56
2022-03-06,3.56
2022-03-07,3.715
2022-03-08,3.701
2022-03-09,3.631
2022-03-10,3.657
2022-03-11,3.596
2022-03-12,3.596
2022-03-13,3.596
2022-03-14,3.651
2022-03-15,3.603
2022-03-16,3.547
2022-03-17,3.595
2022-03-18,3.637
2022-03-19,3.637
2022-03-20,3.637
2022-03-21,3.634
2022-03-22,3.618
2022-03-23,3.742
2022-03-24,3.716
2022-03-25,3.649
2022-03-26,3.649
2022-03-27,3.649
2022-03-28,3.689
2022-03-29,3.635
2022-03-30,3.745
2022-03-31,3.807
2022-04-01,3.795
2022-04-02,3.795
2022-04-03,3.795
2022-04-04,3.845
2022-04-05,3.905
2022-04-06,3.947
2022-04-07,3.991
2022-04-08,3.985
2022-04-09,3.985
2022-04-10,3.985
2022-04-11,3.997
2022-04-12,4.035
2022-04-13,3.929
2022-04-14,3.725
2022-04-15,3.725
2022-04-16,3.725
2022-04-17,3.725
2022-04-18,3.681
2022-04-19,3.621
2022-04-20,3.571
2022-04-21,3.59
2022-04-22,3.683
2022-04-23,3.683
2022-04-24,3.683
2022-04-25,3.695
2022-04-26,3.796
2022-04-27,3.81
2022-04-28,3.738
2022-04-29,3.86
2022-04-30,3.86
2022-05-01,3.86
2022-05-02,3.849
2022-05-03,3.809
2022-05-04,3.665
2022-05-05,3.744
2022-05-06,3.771
2022-05-07,3.771
2022-05-08,3.771
2022-05-09,3.805
2022-05-10,3.826
2022-05-11,3.827
2022-05-12,3.779
2022-05-13,3.82
2022-05-14,3.82
2022-05-15,3.82
2022-05-16,3.835
2022-05-17,3.697
2022-05-18,3.725
2022-05-19,3.769
2022-05-20,3.756
2022-05-21,3.756
2022-05-22,3.756
2022-05-23,3.71
2022-05-24,3.691
2022-05-25,3.31
2022-05-26,3.282
2022-05-27,3.241
2022-05-28,3.241
2022-05-29,3.241
2022-05-30,3.241
2022-05-31,3.249
2022-06-01,3.253
2022-06-02,3.192
2022-06-03,3.246
2022-06-04,3.246
2022-06-05,3.246
2022-06-06,3.219
2022-06-07,3.176
2022-06-08,3.242
2022-06-09,3.313
2022-06-10,3.364
2022-06-11,3.364
2022-06-12,3.364
2022-06-13,3.443
2022-06-14,3.427
2022-06-15,3.424
2022-06-16,3.52
2022-06-17,3.532
2022-06-18,3.532
2022-06-19,3.532
2022-06-20,3.532
2022-06-21,3.472
2022-06-22,3.477
2022-06-23,3.539
2022-06-24,3.458
2022-06-25,3.458
2022-06-26,3.458
2022-06-27,3.424
2022-06-28,3.469
2022-06-29,3.484
2022-06-30,3.512
2022-07-01,3.451
2022-07-02,3.451
2022-07-03,3.451
2022-07-04,3.451
2022-07-05,3.439
2022-07-06,3.486
2022-07-07,3.468
2022-07-08,3.468
2022-07-09,3.468
2022-07-10,3.468
2022-07-11,3.476
2022-07-12,3.483
2022-07-13,3.526
2022-07-14,3.446
2022-07-15,3.327
2022-07-16,3.327
2022-07-17,3.327
2022-07-18,3.317
2022-07-19,3.261
2022-07-20,3.266
2022-07-21,3.249
2022-07-22,3.269
2022-07-23,3.269
2022-07-24,3.269
2022-07-25,3.186
2022-07-26,3.194
2022-07-27,3.133
2022-07-28,3.142
2022-07-29,3.089
2022-07-30,3.089
2022-07-31,3.089
2022-08-01,3.045
2022-08-02,3.097
2022-08-03,3.078
2022-08-04,3.1
2022-08-05,3.066
2022-08-06,3.066
2022-08-07,3.066
2022-08-08,3.069
2022-08-09,3.053
2022-08-10,3.022
2022-08-11,3.044
2022-08-12,3.012
2022-08-13,3.012
2022-08-14,3.012
2022-08-15,2.984
2022-08-16,2.964
2022-08-17,2.992
2022-08-18,2.992
2022-08-19,3.016
2022-08-20,3.016
2022-08-21,3.016
2022-08-22,3.067
2022-08-23,3.109
2022-08-24,3.123
2022-08-25,3.096
2022-08-26,3.155
2022-08-27,3.155
2022-08-28,3.155
2022-08-29,3.202
2022-08-30,3.202
2022-08-31,3.271
2022-09-01,3.29
2022-09-02,3.321
2022-09-03,3.321
2022-09-04,3.321
2022-09-05,3.321
2022-09-06,3.39
2022-09-07,3.361
2022-09-08,3.327
2022-09-09,3.272
2022-09-10,3.272
2022-09-11,3.272
2022-09-12,3.245
2022-09-13,3.367
2022-09-14,3.374
2022-09-15,3.346
2022-09-16,3.346
2022-09-17,3.346
2022-09-18,3.346
2022-09-19,3.28
2022-09-20,3.281
2022-09-21,3.324
2022-09-22,3.376
2022-09-23,3.428
2022-09-24,3.428
2022-09-25,3.428
2022-09-26,3.453
2022-09-27,3.479
2022-09-28,3.421
2022-09-29,3.444
2022-09-30,3.493
2022-10-01,3.493
2022-10-02,3.493
2022-10-03,3.418
2022-10-04,3.299
2022-10-05,3.315
2022-10-06,3.341
2022-10-07,3.359
2022-10-08,3.359
2022-10-09,3.359
2022-10-10,3.329
2022-10-11,3.327
2022-10-12,3.286
2022-10-13,3.171
2022-10-14,2.99
2022-10-15,2.99
2022-10-16,2.99
2022-10-17,2.903
2022-10-18,2.82
2022-10-19,2.831
2022-10-20,2.915
2022-10-21,2.873
2022-10-22,2.873
2022-10-23,2.873
2022-10-24,2.841
2022-10-25,2.809
2022-10-26,2.825
2022-10-27,2.819
2022-10-28,2.748
2022-10-29,2.748
2022-10-30,2.748
2022-10-31,2.739
2022-11-01,2.747
2022-11-02,2.816
2022-11-03,2.834
2022-11-04,2.775
2022-11-05,2.775
2022-11-06,2.775
2022-11-07,2.784
2022-11-08,2.783
2022-11-09,2.837
2022-11-10,2.716
2022-11-11,2.778
2022-11-12,2.778
2022-11-13,2.778
2022-11-14,2.96
2022-11-15,2.968
2022-11-16,3.019
2022-11-17,3.076
2022-11-18,3.073
2022-11-19,3.073
2022-11-20,3.073
2022-11-21,2.996
2022-11-22,2.984
2022-11-23,3.024
2022-11-24,3.024
2022-11-25,3.004
2022-11-26,3.004
2022-11-27,3.004
2022-11-28,3.053
2022-11-29,3.032
2022-11-30,2.984
2022-12-01,3.004
2022-12-02,3.014
2022-12-03,3.014
2022-12-04,3.014
2022-12-05,3.155
2022-12-06,3.147
2022-12-07,3.163
2022-12-08,3.114
2022-12-09,3.135
2022-12-10,3.135
2022-12-11,3.135
2022-12-12,3.122
2022-12-13,3.096
2022-12-14,3.147
2022-12-15,3.2
2022-12-16,3.211
2022-12-17,3.211
2022-12-18,3.211
2022-12-19,3.177
2022-12-20,3.141
2022-12-21,3.066
2022-12-22,3.099
2022-12-23,3.091
2022-12-24,3.091
2022-12-25,3.091
2022-12-26,3.091
2022-12-27,3.084
2022-12-28,3.109
2022-12-29,3.098
2022-12-30,3.137
2022-12-31,3.137
2023-01-01,3.137
2023-01-02,3.137
2023-01-03,3.158
2023-01-04,3.202
2023-01-05,3.26
2023-01-06,3.146
2023-01-07,3.146
2023-01-08,3.146
2023-01-09,3.132
2023-01-10,3.082
2023-01-11,3.026
2023-01-12,3.007
2023-01-13,2.896
2023-01-14,2.896
2023-01-15,2.896
2023-01-16,2.896
2023-01-17,2.925
2023-01-18,3.089
2023-01-19,3.135
2023-01-20,3.111
2023-01-21,3.111
2023-01-22,3.111
2023-01-23,3.117
2023-01-24,3.13
2023-01-25,3.105
2023-01-26,3.095
2023-01-27,3.082
2023-01-28,3.082
2023-01-29,3.082
2023-01-30,3.08
2023-01-31,2.968
2023-02-01,2.933
2023-02-02,2.866
2023-02-03,2.892
2023-02-04,2.892
2023-02-05,2.892
2023-02-06,2.96
2023-02-07,2.921
2023-02-08,2.929
2023-02-09,2.957
2023-02-10,2.945
2023-02-11,2.945
2023-02-12,2.945
2023-02-13,2.922
2023-02-14,2.879
2023-02-15,2.835
2023-02-16,2.89
2023-02-17,2.853
2023-02-18,2.853
2023-02-19,2.853
2023-02-20,2.853
2023-02-21,2.958
2023-02-22,2.976
2023-02-23,2.962
2023-02-24,2.958
2023-02-25,2.958
2023-02-26,2.958
2023-02-27,2.949
2023-02-28,2.98
2023-03-01,2.976
2023-03-02,3.02
2023-03-03,3.034
2023-03-04,3.034
2023-03-05,3.034
2023-03-06,2.963
2023-03-07,3.051
2023-03-08,3.039
2023-03-09,3.296
2023-03-10,3.298
2023-03-11,3.298
2023-03-12,3.298
2023-03-13,3.242
2023-03-14,3.261
2023-03-15,3.316
2023-03-16,3.305
2023-03-17,3.469
2023-03-18,3.469
2023-03-19,3.469
2023-03-20,3.426
2023-03-21,3.252
2023-03-22,3.492
2023-03-23,3.608
2023-03-24,3.507
2023-03-25,3.507
2023-03-26,3.507
2023-03-27,3.437
2023-03-28,3.445
2023-03-29,3.449
2023-03-30,3.569
2023-03-31,3.497
2023-04-01,3.497
2023-04-02,3.497
2023-04-03,3.541
2023-04-04,3.52
2023-04-05,3.537
2023-04-06,3.524
2023-04-07,3.524
2023-04-08,3.524
2023-04-09,3.524
2023-04-10,3.478
2023-04-11,3.533
2023-04-12,3.582
2023-04-13,3.546
2023-04-14,3.669
2023-04-15,3.669
2023-04-16,3.669
2023-04-17,3.581
2023-04-18,3.587
2023-04-19,3.583
2023-04-20,3.633
2023-04-21,3.66
2023-04-22,3.66
2023-04-23,3.66
2023-04-24,3.664
2023-04-25,3.813
2023-04-26,3.804
2023-04-27,3.821
2023-04-28,3.757
2023-04-29,3.757
2023-04-30,3.757
2023-05-01,3.821
2023-05-02,4.105
2023-05-03,4.104
2023-05-04,4.182
2023-05-05,4.013
2023-05-06,4.013
2023-05-07,4.013
2023-05-08,4.115
2023-05-09,4.149
2023-05-10,4.131
2023-05-11,4.195
2023-05-12,4.164
2023-05-13,4.164
2023-05-14,4.164
2023-05-15,4.074
2023-05-16,4.118
2023-05-17,3.889
2023-05-18,3.925
2023-05-19,3.952
2023-05-20,3.952
2023-05-21,3.952
2023-05-22,3.812
2023-05-23,3.809
2023-05-24,3.896
2023-05-25,3.945
2023-05-26,3.899
2023-05-27,3.899
2023-05-28,3.899
2023-05-29,3.899
2023-05-30,3.909
2023-05-31,4.013
2023-06-01,3.916
2023-06-02,3.691
2023-06-03,3.691
2023-06-04,3.691
2023-06-05,3.833
2023-06-06,3.599
2023-06-07,3.476
2023-06-08,3.543
2023-06-09,3.584
2023-06-10,3.584
2023-06-11,3.584
2023-06-12,3.569
2023-06-13,3.513
2023-06-14,3.615
2023-06-15,3.593
2023-06-16,3.567
2023-06-17,3.567
2023-06-18,3.567
2023-06-19,3.567
2023-06-20,3.622
2023-06-21,3.742
2023-06-22,3.863
2023-06-23,3.969
2023-06-24,3.969
2023-06-25,3.969
2023-06-26,3.93
2023-06-27,3.861
2023-06-28,3.934
2023-06-29,3.881
2023-06-30,3.936
2023-07-01,3.936
2023-07-02,3.936
2023-07-03,3.844
2023-07-04,3.844
2023-07-05,3.952
2023-07-06,4.031
2023-07-07,3.919
2023-07-08,3.919
2023-07-09,3.919
2023-07-10,3.867
2023-07-11,3.826
2023-07-12,3.819
2023-07-13,3.76
2023-07-14,3.899
2023-07-15,3.899
2023-07-16,3.899
2023-07-17,3.687
2023-07-18,3.605
2023-07-19,3.43
2023-07-20,3.493
2023-07-21,3.527
2023-07-22,3.527
2023-07-23,3.527
2023-07-24,3.45
2023-07-25,3.472
2023-07-26,3.301
2023-07-27,3.366
2023-07-28,3.332
2023-07-29,3.332
2023-07-30,3.332
2023-07-31,3.362
2023-08-01,3.405
2023-08-02,3.427
2023-08-03,3.383
2023-08-04,3.366
2023-08-05,3.366
2023-08-06,3.366
2023-08-07,3.326
2023-08-08,3.427
2023-08-09,3.457
2023-08-10,3.487
2023-08-11,3.464
2023-08-12,3.464
2023-08-13,3.464
2023-08-14,3.473
2023-08-15,3.614
2023-08-16,3.683
2023-08-17,3.676
2023-08-18,3.637
2023-08-19,3.637
2023-08-20,3.637
2023-08-21,3.718
2023-08-22,3.849
2023-08-23,3.847
2023-08-24,3.843
2023-08-25,3.882
2023-08-26,3.882
2023-08-27,3.882
2023-08-28,3.837
2023-08-29,3.802
2023-08-30,3.809
2023-08-31,3.805
2023-09-01,3.713
2023-09-02,3.713
2023-09-03,3.713
2023-09-04,3.713
2023-09-05,3.816
2023-09-06,3.926
2023-09-07,3.96
2023-09-08,3.935
2023-09-09,3.935
2023-09-10,3.935
2023-09-11,3.966
2023-09-12,3.968
2023-09-13,3.979
2023-09-14,3.875
2023-09-15,3.942
2023-09-16,3.942
2023-09-17,3.942
2023-09-18,3.919
