,TROW US Equity
2020-11-01,4.271
2020-11-02,4.195
2020-11-03,4.094
2020-11-04,3.983
2020-11-05,3.938
2020-11-06,4.045
2020-11-07,4.045
2020-11-08,4.045
2020-11-09,3.948
2020-11-10,3.952
2020-11-11,3.851
2020-11-12,3.934
2020-11-13,3.852
2020-11-14,3.852
2020-11-15,3.852
2020-11-16,3.761
2020-11-17,3.822
2020-11-18,3.87
2020-11-19,3.877
2020-11-20,3.936
2020-11-21,3.936
2020-11-22,3.936
2020-11-23,3.882
2020-11-24,3.758
2020-11-25,3.73
2020-11-26,3.73
2020-11-27,3.715
2020-11-28,3.715
2020-11-29,3.715
2020-11-30,3.772
2020-12-01,3.718
2020-12-02,3.692
2020-12-03,3.605
2020-12-04,3.547
2020-12-05,3.547
2020-12-06,3.547
2020-12-07,3.576
2020-12-08,3.532
2020-12-09,3.569
2020-12-10,3.622
2020-12-11,3.571
2020-12-12,3.571
2020-12-13,3.571
2020-12-14,3.637
2020-12-15,3.588
2020-12-16,3.575
2020-12-17,3.554
2020-12-18,3.575
2020-12-19,3.575
2020-12-20,3.575
2020-12-21,3.617
2020-12-22,3.648
2020-12-23,3.637
2020-12-24,3.627
2020-12-25,3.627
2020-12-26,3.627
2020-12-27,3.627
2020-12-28,3.632
2020-12-29,3.624
2020-12-30,3.595
2020-12-31,3.552
2021-01-01,3.552
2021-01-02,3.552
2021-01-03,3.552
2021-01-04,3.641
2021-01-05,3.607
2021-01-06,3.549
2021-01-07,3.48
2021-01-08,3.48
2021-01-09,3.48
2021-01-10,3.48
2021-01-11,3.461
2021-01-12,3.397
2021-01-13,3.421
2021-01-14,3.392
2021-01-15,3.438
2021-01-16,3.438
2021-01-17,3.438
2021-01-18,3.438
2021-01-19,3.393
2021-01-20,3.371
2021-01-21,3.433
2021-01-22,3.443
2021-01-23,3.443
2021-01-24,3.443
2021-01-25,3.425
2021-01-26,3.348
2021-01-27,3.436
2021-01-28,3.311
2021-01-29,3.311
2021-01-30,3.311
2021-01-31,3.311
2021-02-01,3.311
2021-02-02,3.311
2021-02-03,3.311
2021-02-04,3.311
2021-02-05,3.311
2021-02-06,3.311
2021-02-07,3.311
2021-02-08,3.311
2021-02-09,3.311
2021-02-10,3.311
2021-02-11,3.311
2021-02-12,3.311
2021-02-13,3.311
2021-02-14,3.311
2021-02-15,3.311
2021-02-16,3.311
2021-02-17,3.311
2021-02-18,3.311
2021-02-19,3.311
2021-02-20,3.311
2021-02-21,3.311
2021-02-22,3.311
2021-02-23,3.311
2021-02-24,3.311
2021-02-25,3.311
2021-02-26,3.311
2021-02-27,3.311
2021-02-28,3.311
2021-03-01,3.311
2021-03-02,3.311
2021-03-03,3.311
2021-03-04,3.311
2021-03-05,3.311
2021-03-06,3.311
2021-03-07,3.311
2021-03-08,3.311
2021-03-09,3.311
2021-03-10,3.311
2021-03-11,3.311
2021-03-12,3.311
2021-03-13,3.311
2021-03-14,3.311
2021-03-15,3.311
2021-03-16,3.311
2021-03-17,3.311
2021-03-18,3.311
2021-03-19,3.311
2021-03-20,3.311
2021-03-21,3.311
2021-03-22,3.311
2021-03-23,3.311
2021-03-24,3.311
2021-03-25,3.311
2021-03-26,3.311
2021-03-27,3.311
2021-03-28,3.311
2021-03-29,3.311
2021-03-30,3.311
2021-03-31,3.311
2021-04-01,3.311
2021-04-02,3.311
2021-04-03,3.311
2021-04-04,3.311
2021-04-05,3.311
2021-04-06,2.872
2021-04-07,2.866
2021-04-08,2.874
2021-04-09,2.825
2021-04-10,2.825
2021-04-11,2.825
2021-04-12,2.779
2021-04-13,2.866
2021-04-14,2.899
2021-04-15,2.86
2021-04-16,2.852
2021-04-17,2.852
2021-04-18,2.852
2021-04-19,2.865
2021-04-20,2.872
2021-04-21,2.83
2021-04-22,2.893
2021-04-23,2.84
2021-04-24,2.84
2021-04-25,2.84
2021-04-26,2.836
2021-04-27,2.835
2021-04-28,2.822
2021-04-29,2.789
2021-04-30,2.83
2021-05-01,2.83
2021-05-02,2.83
2021-05-03,2.776
2021-05-04,2.789
2021-05-05,2.736
2021-05-06,2.691
2021-05-07,2.68
2021-05-08,2.68
2021-05-09,2.68
2021-05-10,2.666
2021-05-11,2.745
2021-05-12,2.748
2021-05-13,2.686
2021-05-14,2.654
2021-05-15,2.654
2021-05-16,2.654
2021-05-17,2.649
2021-05-18,2.689
2021-05-19,2.7
2021-05-20,2.67
2021-05-21,2.639
2021-05-22,2.639
2021-05-23,2.639
2021-05-24,2.699
2021-05-25,2.706
2021-05-26,3.032
2021-05-27,2.989
2021-05-28,2.971
2021-05-29,2.971
2021-05-30,2.971
2021-05-31,2.971
2021-06-01,2.975
2021-06-02,2.948
2021-06-03,2.969
2021-06-04,2.924
2021-06-05,2.924
2021-06-06,2.924
2021-06-07,2.909
2021-06-08,2.901
2021-06-09,2.923
2021-06-10,2.965
2021-06-11,2.931
2021-06-12,2.931
2021-06-13,2.931
2021-06-14,2.935
2021-06-15,2.896
2021-06-16,2.886
2021-06-17,2.93
2021-06-18,2.975
2021-06-19,2.975
2021-06-20,2.975
2021-06-21,2.9
2021-06-22,2.884
2021-06-23,2.877
2021-06-24,2.853
2021-06-25,2.83
2021-06-26,2.83
2021-06-27,2.83
2021-06-28,2.823
2021-06-29,2.919
2021-06-30,2.916
2021-07-01,2.888
2021-07-02,2.836
2021-07-03,2.836
2021-07-04,2.836
2021-07-05,2.836
2021-07-06,2.835
2021-07-07,2.818
2021-07-08,2.895
2021-07-09,2.814
2021-07-10,2.814
2021-07-11,2.814
2021-07-12,2.735
2021-07-13,2.81
2021-07-14,2.834
2021-07-15,2.824
2021-07-16,2.838
2021-07-17,2.838
2021-07-18,2.838
2021-07-19,2.924
2021-07-20,2.826
2021-07-21,2.784
2021-07-22,2.811
2021-07-23,2.784
2021-07-24,2.784
2021-07-25,2.784
2021-07-26,2.799
2021-07-27,2.839
2021-07-28,2.846
2021-07-29,2.858
2021-07-30,2.855
2021-07-31,2.855
2021-08-01,2.855
2021-08-02,2.826
2021-08-03,2.78
2021-08-04,2.778
2021-08-05,2.746
2021-08-06,2.724
2021-08-07,2.724
2021-08-08,2.724
2021-08-09,2.704
2021-08-10,2.683
2021-08-11,2.684
2021-08-12,2.704
2021-08-13,2.713
2021-08-14,2.713
2021-08-15,2.713
2021-08-16,2.697
2021-08-17,2.739
2021-08-18,2.773
2021-08-19,2.743
2021-08-20,2.705
2021-08-21,2.705
2021-08-22,2.705
2021-08-23,2.703
2021-08-24,2.686
2021-08-25,2.658
2021-08-26,2.667
2021-08-27,2.618
2021-08-28,2.618
2021-08-29,2.618
2021-08-30,2.624
2021-08-31,2.604
2021-09-01,2.638
2021-09-02,2.633
2021-09-03,2.667
2021-09-04,2.667
2021-09-05,2.667
2021-09-06,2.667
2021-09-07,2.711
2021-09-08,2.685
2021-09-09,2.684
2021-09-10,2.691
2021-09-11,2.691
2021-09-12,2.691
2021-09-13,2.69
2021-09-14,2.725
2021-09-15,2.696
2021-09-16,2.697
2021-09-17,2.717
2021-09-18,2.717
2021-09-19,2.717
2021-09-20,2.822
2021-09-21,2.849
2021-09-22,2.803
2021-09-23,2.735
2021-09-24,2.746
2021-09-25,2.746
2021-09-26,2.746
2021-09-27,2.737
2021-09-28,2.872
2021-09-29,2.873
2021-09-30,2.949
2021-10-01,2.921
2021-10-02,2.921
2021-10-03,2.921
2021-10-04,2.996
2021-10-05,2.973
2021-10-06,2.993
2021-10-07,2.981
2021-10-08,2.969
2021-10-09,2.969
2021-10-10,2.969
2021-10-11,2.976
2021-10-12,3.077
2021-10-13,3.031
2021-10-14,2.938
2021-10-15,2.903
2021-10-16,2.903
2021-10-17,2.903
2021-10-18,2.898
2021-10-19,2.861
2021-10-20,2.835
2021-10-21,2.835
2021-10-22,2.805
2021-10-23,2.805
2021-10-24,2.805
2021-10-25,2.806
2021-10-26,2.774
2021-10-27,2.847
2021-10-28,2.694
2021-10-29,2.674
2021-10-30,2.674
2021-10-31,2.674
2021-11-01,2.687
2021-11-02,2.675
2021-11-03,2.643
2021-11-04,2.641
2021-11-05,2.624
2021-11-06,2.624
2021-11-07,2.624
2021-11-08,2.621
2021-11-09,2.64
2021-11-10,2.722
2021-11-11,2.709
2021-11-12,2.673
2021-11-13,2.673
2021-11-14,2.673
2021-11-15,2.686
2021-11-16,2.696
2021-11-17,2.748
2021-11-18,2.762
2021-11-19,2.755
2021-11-20,2.755
2021-11-21,2.755
2021-11-22,2.8
2021-11-23,2.784
2021-11-24,2.792
2021-11-25,2.792
2021-11-26,2.862
2021-11-27,2.862
2021-11-28,2.862
2021-11-29,2.802
2021-11-30,2.901
2021-12-01,2.959
2021-12-02,2.875
2021-12-03,2.965
2021-12-04,2.965
2021-12-05,2.965
2021-12-06,2.939
2021-12-07,2.84
2021-12-08,2.848
2021-12-09,2.909
2021-12-10,2.957
2021-12-11,2.957
2021-12-12,2.957
2021-12-13,2.988
2021-12-14,3.052
2021-12-15,2.977
2021-12-16,3.025
2021-12-17,2.733
2021-12-18,2.733
2021-12-19,2.733
2021-12-20,2.798
2021-12-21,2.773
2021-12-22,2.752
2021-12-23,2.706
2021-12-24,2.706
2021-12-25,2.706
2021-12-26,2.706
2021-12-27,2.651
2021-12-28,2.65
2021-12-29,2.675
2021-12-30,2.667
2021-12-31,2.687
2022-01-01,2.687
2022-01-02,2.687
2022-01-03,2.934
2022-01-04,2.926
2022-01-05,3.046
2022-01-06,3.005
2022-01-07,2.98
2022-01-08,2.98
2022-01-09,2.98
2022-01-10,3.018
2022-01-11,2.948
2022-01-12,3.17
2022-01-13,3.233
2022-01-14,3.276
2022-01-15,3.276
2022-01-16,3.276
2022-01-17,3.276
2022-01-18,3.357
2022-01-19,3.416
2022-01-20,3.478
2022-01-21,3.59
2022-01-22,3.59
2022-01-23,3.59
2022-01-24,3.598
2022-01-25,3.636
2022-01-26,3.66
2022-01-27,3.807
2022-01-28,4.31
2022-01-29,4.31
2022-01-30,4.31
2022-01-31,4.181
2022-02-01,4.146
2022-02-02,4.116
2022-02-03,4.363
2022-02-04,4.342
2022-02-05,4.342
2022-02-06,4.342
2022-02-07,4.252
2022-02-08,4.268
2022-02-09,4.213
2022-02-10,4.368
2022-02-11,4.476
2022-02-12,4.476
2022-02-13,4.476
2022-02-14,4.479
2022-02-15,4.405
2022-02-16,4.418
2022-02-17,4.502
2022-02-18,4.642
2022-02-19,4.642
2022-02-20,4.642
2022-02-21,4.642
2022-02-22,4.684
2022-02-23,4.768
2022-02-24,4.666
2022-02-25,4.585
2022-02-26,4.585
2022-02-27,4.585
2022-02-28,4.607
2022-03-01,4.772
2022-03-02,4.658
2022-03-03,4.66
2022-03-04,4.8
2022-03-05,4.8
2022-03-06,4.8
2022-03-07,4.953
2022-03-08,4.938
2022-03-09,4.796
2022-03-10,4.806
2022-03-11,4.886
2022-03-12,4.886
2022-03-13,4.886
2022-03-14,4.821
2022-03-15,4.736
2022-03-16,4.548
2022-03-17,4.491
2022-03-18,4.499
2022-03-19,4.499
2022-03-20,4.499
2022-03-21,4.532
2022-03-22,4.418
2022-03-23,4.509
2022-03-24,4.438
2022-03-25,4.433
2022-03-26,4.433
2022-03-27,4.433
2022-03-28,4.393
2022-03-29,4.259
2022-03-30,4.312
2022-03-31,4.367
2022-04-01,4.319
2022-04-02,4.319
2022-04-03,4.319
2022-04-04,4.238
2022-04-05,4.263
2022-04-06,3.996
2022-04-07,4.047
2022-04-08,4.057
2022-04-09,4.057
2022-04-10,4.057
2022-04-11,4.2
2022-04-12,4.177
2022-04-13,4.185
2022-04-14,4.324
2022-04-15,4.324
2022-04-16,4.324
2022-04-17,4.324
2022-04-18,4.313
2022-04-19,4.141
2022-04-20,4.19
2022-04-21,4.305
2022-04-22,4.505
2022-04-23,4.505
2022-04-24,4.505
2022-04-25,4.409
2022-04-26,4.601
2022-04-27,4.615
2022-04-28,4.518
2022-04-29,4.746
2022-04-30,4.746
2022-05-01,4.746
2022-05-02,4.661
2022-05-03,4.541
2022-05-04,4.346
2022-05-05,4.599
2022-05-06,4.655
2022-05-07,4.655
2022-05-08,4.655
2022-05-09,4.784
2022-05-10,4.759
2022-05-11,5.095
2022-05-12,4.905
2022-05-13,4.795
2022-05-14,4.795
2022-05-15,4.795
2022-05-16,4.83
2022-05-17,4.654
2022-05-18,4.821
2022-05-19,5.016
2022-05-20,4.948
2022-05-21,4.948
2022-05-22,4.948
2022-05-23,4.967
2022-05-24,5.007
2022-05-25,4.899
2022-05-26,4.717
2022-05-27,4.639
2022-05-28,4.639
2022-05-29,4.639
2022-05-30,4.639
2022-05-31,4.741
2022-06-01,4.863
2022-06-02,4.741
2022-06-03,4.818
2022-06-04,4.818
2022-06-05,4.818
2022-06-06,4.808
2022-06-07,4.778
2022-06-08,4.893
2022-06-09,4.971
2022-06-10,5.261
2022-06-11,5.261
2022-06-12,5.261
2022-06-13,5.6
2022-06-14,5.549
2022-06-15,5.429
2022-06-16,5.633
2022-06-17,5.601
2022-06-18,5.601
2022-06-19,5.601
2022-06-20,5.601
2022-06-21,5.438
2022-06-22,5.367
2022-06-23,5.196
2022-06-24,4.918
2022-06-25,4.918
2022-06-26,4.918
2022-06-27,4.959
2022-06-28,4.999
2022-06-29,5.102
2022-06-30,5.187
2022-07-01,5.11
2022-07-02,5.11
2022-07-03,5.11
2022-07-04,5.11
2022-07-05,5.033
2022-07-06,5.044
2022-07-07,4.955
2022-07-08,5.081
2022-07-09,5.081
2022-07-10,5.081
2022-07-11,5.176
2022-07-12,5.145
2022-07-13,5.221
2022-07-14,5.217
2022-07-15,5.047
2022-07-16,5.047
2022-07-17,5.047
2022-07-18,5.122
2022-07-19,4.891
2022-07-20,4.809
2022-07-21,4.747
2022-07-22,4.809
2022-07-23,4.809
2022-07-24,4.809
2022-07-25,4.843
2022-07-26,4.972
2022-07-27,4.835
2022-07-28,4.821
2022-07-29,4.716
2022-07-30,4.716
2022-07-31,4.716
2022-08-01,4.718
2022-08-02,4.748
2022-08-03,4.597
2022-08-04,4.653
2022-08-05,4.658
2022-08-06,4.658
2022-08-07,4.658
2022-08-08,4.559
2022-08-09,4.672
2022-08-10,4.485
2022-08-11,4.497
2022-08-12,4.404
2022-08-13,4.404
2022-08-14,4.404
2022-08-15,4.409
2022-08-16,4.408
2022-08-17,4.467
2022-08-18,4.42
2022-08-19,4.607
2022-08-20,4.607
2022-08-21,4.607
2022-08-22,4.706
2022-08-23,4.68
2022-08-24,4.666
2022-08-25,4.608
2022-08-26,4.867
2022-08-27,4.867
2022-08-28,4.867
2022-08-29,4.894
2022-08-30,4.877
2022-08-31,4.854
2022-09-01,4.894
2022-09-02,4.922
2022-09-03,4.922
2022-09-04,4.922
2022-09-05,4.922
2022-09-06,4.908
2022-09-07,4.803
2022-09-08,4.785
2022-09-09,4.682
2022-09-10,4.682
2022-09-11,4.682
2022-09-12,4.662
2022-09-13,5.013
2022-09-14,5.038
2022-09-15,5.143
2022-09-16,5.122
2022-09-17,5.122
2022-09-18,5.122
2022-09-19,4.952
2022-09-20,5.046
2022-09-21,5.126
2022-09-22,5.238
2022-09-23,5.256
2022-09-24,5.256
2022-09-25,5.256
2022-09-26,5.249
2022-09-27,5.284
2022-09-28,5.146
2022-09-29,5.253
2022-09-30,5.372
2022-10-01,5.372
2022-10-02,5.372
2022-10-03,5.189
2022-10-04,4.981
2022-10-05,5.058
2022-10-06,5.086
2022-10-07,5.312
2022-10-08,5.312
2022-10-09,5.312
2022-10-10,5.328
2022-10-11,5.457
2022-10-12,5.752
2022-10-13,5.533
2022-10-14,5.738
2022-10-15,5.738
2022-10-16,5.738
2022-10-17,5.488
2022-10-18,5.327
2022-10-19,5.483
2022-10-20,5.562
2022-10-21,5.41
2022-10-22,5.41
2022-10-23,5.41
2022-10-24,5.312
2022-10-25,5.103
2022-10-26,5.085
2022-10-27,5.201
2022-10-28,5.105
2022-10-29,5.105
2022-10-30,5.105
2022-10-31,5.224
2022-11-01,5.198
2022-11-02,5.299
2022-11-03,5.479
2022-11-04,5.394
2022-11-05,5.394
2022-11-06,5.394
2022-11-07,5.294
2022-11-08,5.084
2022-11-09,5.178
2022-11-10,4.449
2022-11-11,4.159
2022-11-12,4.159
2022-11-13,4.159
2022-11-14,4.419
2022-11-15,4.39
2022-11-16,4.477
2022-11-17,4.518
2022-11-18,4.543
2022-11-19,4.543
2022-11-20,4.543
2022-11-21,4.584
2022-11-22,4.457
2022-11-23,4.458
2022-11-24,4.458
2022-11-25,4.435
2022-11-26,4.435
2022-11-27,4.435
2022-11-28,4.579
2022-11-29,4.603
2022-11-30,4.44
2022-12-01,4.364
2022-12-02,4.401
2022-12-03,4.401
2022-12-04,4.401
2022-12-05,4.486
2022-12-06,4.571
2022-12-07,4.574
2022-12-08,4.536
2022-12-09,4.628
2022-12-10,4.628
2022-12-11,4.628
2022-12-12,4.584
2022-12-13,4.492
2022-12-14,4.714
2022-12-15,4.942
2022-12-16,5.007
2022-12-17,5.007
2022-12-18,5.007
2022-12-19,5.052
2022-12-20,5.062
2022-12-21,4.895
2022-12-22,5.018
2022-12-23,4.98
2022-12-24,4.98
2022-12-25,4.98
2022-12-26,4.98
2022-12-27,4.997
2022-12-28,5.12
2022-12-29,4.97
2022-12-30,5.074
2022-12-31,5.074
2023-01-01,5.074
2023-01-02,5.074
2023-01-03,5.07
2023-01-04,4.969
2023-01-05,5.114
2023-01-06,4.928
2023-01-07,4.928
2023-01-08,4.928
2023-01-09,4.818
2023-01-10,4.721
2023-01-11,4.637
2023-01-12,4.664
2023-01-13,4.706
2023-01-14,4.706
2023-01-15,4.706
2023-01-16,4.706
2023-01-17,4.701
2023-01-18,4.758
2023-01-19,4.892
2023-01-20,4.734
2023-01-21,4.734
2023-01-22,4.734
2023-01-23,4.699
2023-01-24,4.747
2023-01-25,4.781
2023-01-26,4.851
2023-01-27,4.769
2023-01-28,4.769
2023-01-29,4.769
2023-01-30,4.817
2023-01-31,4.732
2023-02-01,4.591
2023-02-02,4.281
2023-02-03,4.38
2023-02-04,4.38
2023-02-05,4.38
2023-02-06,4.516
2023-02-07,4.469
2023-02-08,4.599
2023-02-09,4.728
2023-02-10,4.705
2023-02-11,4.705
2023-02-12,4.705
2023-02-13,4.56
2023-02-14,4.577
2023-02-15,4.535
2023-02-16,4.647
2023-02-17,4.661
2023-02-18,4.661
2023-02-19,4.661
2023-02-20,4.661
2023-02-21,4.887
2023-02-22,4.93
2023-02-23,4.912
2023-02-24,5.023
2023-02-25,5.023
2023-02-26,5.023
2023-02-27,4.961
2023-02-28,4.928
2023-03-01,4.979
2023-03-02,4.978
2023-03-03,4.876
2023-03-04,4.876
2023-03-05,4.876
2023-03-06,4.829
2023-03-07,4.973
2023-03-08,4.912
2023-03-09,4.971
2023-03-10,5.268
2023-03-11,5.268
2023-03-12,5.268
2023-03-13,5.189
2023-03-14,5.133
2023-03-15,5.129
2023-03-16,5.058
2023-03-17,5.057
2023-03-18,5.057
2023-03-19,5.057
2023-03-20,5.085
2023-03-21,4.951
2023-03-22,5.059
2023-03-23,5.025
2023-03-24,4.966
2023-03-25,4.966
2023-03-26,4.966
2023-03-27,5.016
2023-03-28,5.036
2023-03-29,4.921
2023-03-30,4.933
2023-03-31,4.805
2023-04-01,4.805
2023-04-02,4.805
2023-04-03,4.829
2023-04-04,4.908
2023-04-05,4.953
2023-04-06,4.97
2023-04-07,4.97
2023-04-08,4.97
2023-04-09,4.97
2023-04-10,4.911
2023-04-11,4.808
2023-04-12,4.917
2023-04-13,4.811
2023-04-14,4.78
2023-04-15,4.78
2023-04-16,4.78
2023-04-17,4.755
2023-04-18,4.771
2023-04-19,4.799
2023-04-20,4.528
2023-04-21,4.536
2023-04-22,4.536
2023-04-23,4.536
2023-04-24,4.514
2023-04-25,4.644
2023-04-26,4.682
2023-04-27,4.582
2023-04-28,4.521
2023-04-29,4.521
2023-04-30,4.521
2023-05-01,4.562
2023-05-02,4.735
2023-05-03,4.739
2023-05-04,4.742
2023-05-05,4.663
2023-05-06,4.663
2023-05-07,4.663
2023-05-08,4.712
2023-05-09,4.765
2023-05-10,4.734
2023-05-11,4.725
2023-05-12,4.758
2023-05-13,4.758
2023-05-14,4.758
2023-05-15,4.715
2023-05-16,4.814
2023-05-17,4.753
2023-05-18,4.681
2023-05-19,4.729
2023-05-20,4.729
2023-05-21,4.729
2023-05-22,4.719
2023-05-23,4.755
2023-05-24,4.857
2023-05-25,4.843
2023-05-26,4.716
2023-05-27,4.716
2023-05-28,4.716
2023-05-29,4.716
2023-05-30,4.625
2023-05-31,4.693
2023-06-01,4.534
2023-06-02,4.43
2023-06-03,4.43
2023-06-04,4.43
2023-06-05,4.455
2023-06-06,4.387
2023-06-07,4.346
2023-06-08,4.315
2023-06-09,4.293
2023-06-10,4.293
2023-06-11,4.293
2023-06-12,4.44
2023-06-13,4.394
2023-06-14,4.373
2023-06-15,4.238
2023-06-16,4.257
2023-06-17,4.257
2023-06-18,4.257
2023-06-19,4.257
2023-06-20,4.322
2023-06-21,4.75
2023-06-22,4.914
2023-06-23,4.925
2023-06-24,4.925
2023-06-25,4.925
2023-06-26,4.893
2023-06-27,4.794
2023-06-28,4.741
2023-06-29,4.71
2023-06-30,4.675
2023-07-01,4.675
2023-07-02,4.675
2023-07-03,4.624
2023-07-04,4.624
2023-07-05,4.679
2023-07-06,4.761
2023-07-07,4.743
2023-07-08,4.743
2023-07-09,4.743
2023-07-10,4.63
2023-07-11,4.555
2023-07-12,4.493
2023-07-13,4.41
2023-07-14,4.493
2023-07-15,4.493
2023-07-16,4.493
2023-07-17,4.44
2023-07-18,4.372
2023-07-19,4.316
2023-07-20,4.352
2023-07-21,4.372
2023-07-22,4.372
2023-07-23,4.372
2023-07-24,4.336
2023-07-25,4.384
2023-07-26,4.405
2023-07-27,4.469
2023-07-28,4.141
2023-07-29,4.141
2023-07-30,4.141
2023-07-31,4.254
2023-08-01,4.33
2023-08-02,4.423
2023-08-03,4.48
2023-08-04,4.537
2023-08-05,4.537
2023-08-06,4.537
2023-08-07,4.496
2023-08-08,4.567
2023-08-09,4.639
2023-08-10,4.61
2023-08-11,4.667
2023-08-12,4.667
2023-08-13,4.667
2023-08-14,4.667
2023-08-15,4.776
2023-08-16,4.806
2023-08-17,4.825
2023-08-18,4.872
2023-08-19,4.872
2023-08-20,4.872
2023-08-21,4.878
2023-08-22,4.881
2023-08-23,4.75
2023-08-24,4.788
2023-08-25,4.779
2023-08-26,4.779
2023-08-27,4.779
2023-08-28,4.749
2023-08-29,4.692
2023-08-30,4.697
2023-08-31,4.672
2023-09-01,4.653
2023-09-02,4.653
2023-09-03,4.653
2023-09-04,4.653
2023-09-05,4.698
2023-09-06,4.711
2023-09-07,4.774
2023-09-08,4.809
2023-09-09,4.809
2023-09-10,4.809
2023-09-11,4.771
2023-09-12,4.764
2023-09-13,4.817
