,SOI US Equity
2020-10-03,7.682
2020-10-04,7.682
2020-10-05,7.428
2020-10-06,7.693
2020-10-07,7.717
2020-10-08,7.473
2020-10-09,7.634
2020-10-10,7.634
2020-10-11,7.634
2020-10-12,7.599
2020-10-13,7.742
2020-10-14,7.658
2020-10-15,7.564
2020-10-16,7.889
2020-10-17,7.889
2020-10-18,7.889
2020-10-19,7.978
2020-10-20,7.79
2020-10-21,8.189
2020-10-22,7.915
2020-10-23,7.864
2020-10-24,7.864
2020-10-25,7.864
2020-10-26,8.149
2020-10-27,8.258
2020-10-28,8.557
2020-10-29,8.542
2020-10-30,8.554
2020-10-31,8.554
2020-11-01,8.554
2020-11-02,8.208
2020-11-03,8.261
2020-11-04,8.511
2020-11-05,8.671
2020-11-06,8.54
2020-11-07,8.54
2020-11-08,8.54
2020-11-09,7.816
2020-11-10,7.438
2020-11-11,7.571
2020-11-12,7.877
2020-11-13,7.768
2020-11-14,7.768
2020-11-15,7.768
2020-11-16,7.299
2020-11-17,7.33
2020-11-18,7.384
2020-11-19,7.257
2020-11-20,7.362
2020-11-21,7.362
2020-11-22,7.362
2020-11-23,7.075
2020-11-24,6.809
2020-11-25,7.074
2020-11-26,7.074
2020-11-27,7.196
2020-11-28,7.196
2020-11-29,7.196
2020-11-30,7.442
2020-12-01,7.248
2020-12-02,6.994
2020-12-03,6.879
2020-12-04,6.537
2020-12-05,6.537
2020-12-06,6.537
2020-12-07,6.47
2020-12-08,6.091
2020-12-09,5.829
2020-12-10,5.466
2020-12-11,5.204
2020-12-12,5.204
2020-12-13,5.204
2020-12-14,5.156
2020-12-15,5.166
2020-12-16,5.161
2020-12-17,5.389
2020-12-18,5.722
2020-12-19,5.722
2020-12-20,5.722
2020-12-21,5.961
2020-12-22,6.159
2020-12-23,5.897
2020-12-24,6.025
2020-12-25,6.025
2020-12-26,6.025
2020-12-27,6.025
2020-12-28,6.099
2020-12-29,6.182
2020-12-30,6.069
2020-12-31,6.144
2021-01-01,6.144
2021-01-02,6.144
2021-01-03,6.144
2021-01-04,5.989
2021-01-05,5.722
2021-01-06,5.496
2021-01-07,5.46
2021-01-08,5.514
2021-01-09,5.514
2021-01-10,5.514
2021-01-11,5.514
2021-01-12,5.514
2021-01-13,5.514
2021-01-14,5.514
2021-01-15,5.514
2021-01-16,5.514
2021-01-17,5.514
2021-01-18,5.514
2021-01-19,5.514
2021-01-20,5.514
2021-01-21,5.514
2021-01-22,5.514
2021-01-23,5.514
2021-01-24,5.514
2021-01-25,5.514
2021-01-26,5.514
2021-01-27,5.514
2021-01-28,5.514
2021-01-29,5.514
2021-01-30,5.514
2021-01-31,5.514
2021-02-01,5.514
2021-02-02,5.514
2021-02-03,5.514
2021-02-04,5.514
2021-02-05,5.514
2021-02-06,5.514
2021-02-07,5.514
2021-02-08,5.514
2021-02-09,5.514
2021-02-10,5.514
2021-02-11,5.514
2021-02-12,5.514
2021-02-13,5.514
2021-02-14,5.514
2021-02-15,5.514
2021-02-16,5.514
2021-02-17,5.514
2021-02-18,5.514
2021-02-19,5.514
2021-02-20,5.514
2021-02-21,5.514
2021-02-22,5.514
2021-02-23,5.514
2021-02-24,5.514
2021-02-25,5.514
2021-02-26,5.514
2021-02-27,5.514
2021-02-28,5.514
2021-03-01,5.514
2021-03-02,5.514
2021-03-03,5.514
2021-03-04,5.514
2021-03-05,5.514
2021-03-06,5.514
2021-03-07,5.514
2021-03-08,5.514
2021-03-09,5.514
2021-03-10,5.514
2021-03-11,5.514
2021-03-12,5.514
2021-03-13,5.514
2021-03-14,5.514
2021-03-15,5.514
2021-03-16,5.514
2021-03-17,5.514
2021-03-18,5.514
2021-03-19,5.514
2021-03-20,5.514
2021-03-21,5.514
2021-03-22,5.514
2021-03-23,5.514
2021-03-24,5.514
2021-03-25,5.514
2021-03-26,5.514
2021-03-27,5.514
2021-03-28,5.514
2021-03-29,5.514
2021-03-30,5.514
2021-03-31,5.514
2021-04-01,5.514
2021-04-02,5.514
2021-04-03,5.514
2021-04-04,5.514
2021-04-05,5.514
2021-04-06,5.514
2021-04-07,5.514
2021-04-08,5.514
2021-04-09,5.514
2021-04-10,5.514
2021-04-11,5.514
2021-04-12,5.514
2021-04-13,5.514
2021-04-14,5.514
2021-04-15,5.514
2021-04-16,5.514
2021-04-17,5.514
2021-04-18,5.514
2021-04-19,5.514
2021-04-20,5.514
2021-04-21,5.514
2021-04-22,5.514
2021-04-23,5.514
2021-04-24,5.514
2021-04-25,5.514
2021-04-26,5.514
2021-04-27,5.514
2021-04-28,5.514
2021-04-29,5.514
2021-04-30,5.514
2021-05-01,5.514
2021-05-02,5.514
2021-05-03,5.514
2021-05-04,5.514
2021-05-05,5.514
2021-05-06,5.514
2021-05-07,5.514
2021-05-08,5.514
2021-05-09,5.514
2021-05-10,5.514
2021-05-11,5.514
2021-05-12,5.514
2021-05-13,5.514
2021-05-14,5.514
2021-05-15,5.514
2021-05-16,5.514
2021-05-17,5.514
2021-05-18,5.514
2021-05-19,5.514
2021-05-20,5.514
2021-05-21,5.514
2021-05-22,5.514
2021-05-23,5.514
2021-05-24,5.514
2021-05-25,5.514
2021-05-26,5.514
2021-05-27,5.514
2021-05-28,5.514
2021-05-29,5.514
2021-05-30,5.514
2021-05-31,5.514
2021-06-01,5.514
2021-06-02,5.514
2021-06-03,5.514
2021-06-04,5.514
2021-06-05,5.514
2021-06-06,5.514
2021-06-07,5.514
2021-06-08,5.514
2021-06-09,5.514
2021-06-10,5.514
2021-06-11,5.514
2021-06-12,5.514
2021-06-13,5.514
2021-06-14,5.514
2021-06-15,5.514
2021-06-16,5.514
2021-06-17,5.514
2021-06-18,5.514
2021-06-19,5.514
2021-06-20,5.514
2021-06-21,5.514
2021-06-22,5.514
2021-06-23,5.514
2021-06-24,5.514
2021-06-25,5.514
2021-06-26,5.514
2021-06-27,5.514
2021-06-28,5.514
2021-06-29,5.514
2021-06-30,5.514
2021-07-01,5.514
2021-07-02,5.514
2021-07-03,5.514
2021-07-04,5.514
2021-07-05,5.514
2021-07-06,5.514
2021-07-07,5.514
2021-07-08,5.514
2021-07-09,5.514
2021-07-10,5.514
2021-07-11,5.514
2021-07-12,5.514
2021-07-13,5.514
2021-07-14,5.514
2021-07-15,5.514
2021-07-16,5.514
2021-07-17,5.514
2021-07-18,5.514
2021-07-19,5.514
2021-07-20,5.514
2021-07-21,5.514
2021-07-22,5.514
2021-07-23,5.514
2021-07-24,5.514
2021-07-25,5.514
2021-07-26,5.514
2021-07-27,5.514
2021-07-28,5.514
2021-07-29,5.514
2021-07-30,5.514
2021-07-31,5.514
2021-08-01,5.514
2021-08-02,5.514
2021-08-03,5.514
2021-08-04,5.514
2021-08-05,5.514
2021-08-06,5.514
2021-08-07,5.514
2021-08-08,5.514
2021-08-09,5.514
2021-08-10,5.514
2021-08-11,5.514
2021-08-12,5.514
2021-08-13,5.514
2021-08-14,5.514
2021-08-15,5.514
2021-08-16,5.514
2021-08-17,5.514
2021-08-18,5.514
2021-08-19,5.514
2021-08-20,5.514
2021-08-21,5.514
2021-08-22,5.514
2021-08-23,5.514
2021-08-24,5.514
2021-08-25,5.514
2021-08-26,5.514
2021-08-27,5.514
2021-08-28,5.514
2021-08-29,5.514
2021-08-30,5.514
2021-08-31,5.514
2021-09-01,5.514
2021-09-02,5.514
2021-09-03,5.514
2021-09-04,5.514
2021-09-05,5.514
2021-09-06,5.514
2021-09-07,5.514
2021-09-08,5.514
2021-09-09,5.514
2021-09-10,5.514
2021-09-11,5.514
2021-09-12,5.514
2021-09-13,5.514
2021-09-14,5.514
2021-09-15,5.514
2021-09-16,5.514
2021-09-17,5.514
2021-09-18,5.514
2021-09-19,5.514
2021-09-20,5.514
2021-09-21,5.514
2021-09-22,5.514
2021-09-23,5.514
2021-09-24,5.514
2021-09-25,5.514
2021-09-26,5.514
2021-09-27,5.514
2021-09-28,5.514
2021-09-29,5.514
2021-09-30,5.514
2021-10-01,5.514
2021-10-02,5.514
2021-10-03,5.514
2021-10-04,5.514
2021-10-05,5.514
2021-10-06,5.514
2021-10-07,5.514
2021-10-08,5.514
2021-10-09,5.514
2021-10-10,5.514
2021-10-11,5.514
2021-10-12,5.514
2021-10-13,5.514
2021-10-14,5.514
2021-10-15,5.514
2021-10-16,5.514
2021-10-17,5.514
2021-10-18,5.514
2021-10-19,5.514
2021-10-20,5.514
2021-10-21,5.514
2021-10-22,5.514
2021-10-23,5.514
2021-10-24,5.514
2021-10-25,5.514
2021-10-26,5.514
2021-10-27,5.514
2021-10-28,5.514
2021-10-29,5.514
2021-10-30,5.514
2021-10-31,5.514
2021-11-01,5.514
2021-11-02,5.514
2021-11-03,5.514
2021-11-04,5.514
2021-11-05,5.514
2021-11-06,5.514
2021-11-07,5.514
2021-11-08,5.514
2021-11-09,5.514
2021-11-10,5.514
2021-11-11,5.514
2021-11-12,5.514
2021-11-13,5.514
2021-11-14,5.514
2021-11-15,5.514
2021-11-16,5.514
2021-11-17,5.514
2021-11-18,5.514
2021-11-19,5.514
2021-11-20,5.514
2021-11-21,5.514
2021-11-22,5.514
2021-11-23,5.514
2021-11-24,5.514
2021-11-25,5.514
2021-11-26,5.514
2021-11-27,5.514
2021-11-28,5.514
2021-11-29,5.514
2021-11-30,5.514
2021-12-01,5.514
2021-12-02,5.514
2021-12-03,5.514
2021-12-04,5.514
2021-12-05,5.514
2021-12-06,5.514
2021-12-07,5.514
2021-12-08,5.514
2021-12-09,5.514
2021-12-10,5.514
2021-12-11,5.514
2021-12-12,5.514
2021-12-13,5.514
2021-12-14,5.514
2021-12-15,5.514
2021-12-16,5.514
2021-12-17,5.514
2021-12-18,5.514
2021-12-19,5.514
2021-12-20,5.514
2021-12-21,5.514
2021-12-22,5.514
2021-12-23,5.514
2021-12-24,5.514
2021-12-25,5.514
2021-12-26,5.514
2021-12-27,5.514
2021-12-28,5.514
2021-12-29,5.514
2021-12-30,5.514
2021-12-31,5.514
2022-01-01,5.514
2022-01-02,5.514
2022-01-03,5.514
2022-01-04,5.514
2022-01-05,5.514
2022-01-06,5.514
2022-01-07,5.514
2022-01-08,5.514
2022-01-09,5.514
2022-01-10,5.514
2022-01-11,5.514
2022-01-12,5.514
2022-01-13,5.514
2022-01-14,5.514
2022-01-15,5.514
2022-01-16,5.514
2022-01-17,5.514
2022-01-18,5.514
2022-01-19,5.514
2022-01-20,5.514
2022-01-21,5.514
2022-01-22,5.514
2022-01-23,5.514
2022-01-24,5.514
2022-01-25,5.514
2022-01-26,5.514
2022-01-27,5.514
2022-01-28,5.514
2022-01-29,5.514
2022-01-30,5.514
2022-01-31,5.514
2022-02-01,5.514
2022-02-02,5.514
2022-02-03,5.514
2022-02-04,5.514
2022-02-05,5.514
2022-02-06,5.514
2022-02-07,5.514
2022-02-08,5.514
2022-02-09,5.514
2022-02-10,5.514
2022-02-11,5.514
2022-02-12,5.514
2022-02-13,5.514
2022-02-14,5.514
2022-02-15,5.514
2022-02-16,5.514
2022-02-17,5.514
2022-02-18,5.514
2022-02-19,5.514
2022-02-20,5.514
2022-02-21,5.514
2022-02-22,5.514
2022-02-23,5.514
2022-02-24,5.514
2022-02-25,5.514
2022-02-26,5.514
2022-02-27,5.514
2022-02-28,5.514
2022-03-01,5.514
2022-03-02,5.514
2022-03-03,5.514
2022-03-04,4.242
2022-03-05,4.242
2022-03-06,4.242
2022-03-07,4.138
2022-03-08,3.92
2022-03-09,4.039
2022-03-10,3.952
2022-03-11,4.095
2022-03-12,4.095
2022-03-13,4.095
2022-03-14,4.154
2022-03-15,4.165
2022-03-16,3.923
2022-03-17,3.875
2022-03-18,3.927
2022-03-19,3.927
2022-03-20,3.927
2022-03-21,3.772
2022-03-22,3.821
2022-03-23,3.68
2022-03-24,3.733
2022-03-25,3.661
2022-03-26,3.661
2022-03-27,3.661
2022-03-28,4.002
2022-03-29,3.988
2022-03-30,4.013
2022-03-31,3.885
2022-04-01,3.844
2022-04-02,3.844
2022-04-03,3.844
2022-04-04,3.858
2022-04-05,3.995
2022-04-06,4.069
2022-04-07,4.099
2022-04-08,3.977
2022-04-09,3.977
2022-04-10,3.977
2022-04-11,4.084
2022-04-12,3.959
2022-04-13,3.861
2022-04-14,3.851
2022-04-15,3.851
2022-04-16,3.851
2022-04-17,3.851
2022-04-18,3.858
2022-04-19,3.814
2022-04-20,3.743
2022-04-21,3.913
2022-04-22,4.035
2022-04-23,4.035
2022-04-24,4.035
2022-04-25,4.3
2022-04-26,4.267
2022-04-27,4.185
2022-04-28,4.111
2022-04-29,3.899
2022-04-30,3.899
2022-05-01,3.899
2022-05-02,3.749
2022-05-03,3.601
2022-05-04,3.489
2022-05-05,3.569
2022-05-06,3.578
2022-05-07,3.578
2022-05-08,3.578
2022-05-09,4.046
2022-05-10,3.723
2022-05-11,3.788
2022-05-12,3.775
2022-05-13,3.619
2022-05-14,3.619
2022-05-15,3.619
2022-05-16,3.459
2022-05-17,3.459
2022-05-18,3.509
2022-05-19,3.481
2022-05-20,3.467
2022-05-21,3.467
2022-05-22,3.467
2022-05-23,3.419
2022-05-24,3.411
2022-05-25,3.325
2022-05-26,3.172
2022-05-27,3.115
2022-05-28,3.115
2022-05-29,3.115
2022-05-30,3.115
2022-05-31,3.254
2022-06-01,3.12
2022-06-02,3.149
2022-06-03,3.135
2022-06-04,3.135
2022-06-05,3.135
2022-06-06,3.092
2022-06-07,3.055
2022-06-08,3.07
2022-06-09,3.268
2022-06-10,3.155
2022-06-11,3.155
2022-06-12,3.155
2022-06-13,3.447
2022-06-14,3.349
2022-06-15,3.326
2022-06-16,3.436
2022-06-17,3.979
2022-06-18,3.979
2022-06-19,3.979
2022-06-20,3.979
2022-06-21,3.634
2022-06-22,3.972
2022-06-23,4.122
2022-06-24,3.943
2022-06-25,3.943
2022-06-26,3.943
2022-06-27,3.802
2022-06-28,3.779
2022-06-29,3.853
2022-06-30,4.001
2022-07-01,3.947
2022-07-02,3.947
2022-07-03,3.947
2022-07-04,3.947
2022-07-05,4.371
2022-07-06,4.474
2022-07-07,4.442
2022-07-08,4.34
2022-07-09,4.34
2022-07-10,4.34
2022-07-11,4.456
2022-07-12,4.525
2022-07-13,4.371
2022-07-14,4.671
2022-07-15,4.578
2022-07-16,4.578
2022-07-17,4.578
2022-07-18,4.483
2022-07-19,4.336
2022-07-20,4.268
2022-07-21,4.592
2022-07-22,4.631
2022-07-23,4.631
2022-07-24,4.631
2022-07-25,4.332
2022-07-26,4.402
2022-07-27,4.158
2022-07-28,4.15
2022-07-29,3.925
2022-07-30,3.925
2022-07-31,3.925
2022-08-01,4.072
2022-08-02,3.836
2022-08-03,3.984
2022-08-04,4.159
2022-08-05,4.083
2022-08-06,4.083
2022-08-07,4.083
2022-08-08,4.218
2022-08-09,4.186
2022-08-10,4.266
2022-08-11,4.035
2022-08-12,4.035
2022-08-13,4.035
2022-08-14,4.035
2022-08-15,4.151
2022-08-16,4.32
2022-08-17,4.238
2022-08-18,4.143
2022-08-19,4.174
2022-08-20,4.174
2022-08-21,4.174
2022-08-22,4.174
2022-08-23,4.057
2022-08-24,3.959
2022-08-25,3.901
2022-08-26,4.053
2022-08-27,4.053
2022-08-28,4.053
2022-08-29,3.995
2022-08-30,4.23
2022-08-31,4.17
2022-09-01,4.358
2022-09-02,4.363
2022-09-03,4.363
2022-09-04,4.363
2022-09-05,4.363
2022-09-06,4.444
2022-09-07,4.359
2022-09-08,4.435
2022-09-09,4.317
2022-09-10,4.317
2022-09-11,4.317
2022-09-12,4.276
2022-09-13,4.47
2022-09-14,4.232
2022-09-15,4.388
2022-09-16,4.538
2022-09-17,4.538
2022-09-18,4.538
2022-09-19,4.216
2022-09-20,4.515
2022-09-21,4.506
2022-09-22,4.579
2022-09-23,4.961
2022-09-24,4.961
2022-09-25,4.961
2022-09-26,5.153
2022-09-27,5.021
2022-09-28,4.708
2022-09-29,4.849
2022-09-30,4.833
2022-10-01,4.833
2022-10-02,4.833
2022-10-03,4.584
2022-10-04,4.409
2022-10-05,4.264
2022-10-06,4.268
2022-10-07,4.288
2022-10-08,4.288
2022-10-09,4.288
2022-10-10,4.444
2022-10-11,4.484
2022-10-12,4.449
2022-10-13,4.216
2022-10-14,4.143
2022-10-15,4.143
2022-10-16,4.143
2022-10-17,4.004
2022-10-18,3.937
2022-10-19,3.792
2022-10-20,3.767
2022-10-21,3.736
2022-10-22,3.736
2022-10-23,3.736
2022-10-24,3.648
2022-10-25,3.628
2022-10-26,3.488
2022-10-27,3.562
2022-10-28,3.513
2022-10-29,3.513
2022-10-30,3.513
2022-10-31,3.322
2022-11-01,4.143
2022-11-02,3.767
2022-11-03,3.85
2022-11-04,3.717
2022-11-05,3.717
2022-11-06,3.717
2022-11-07,3.634
2022-11-08,3.672
2022-11-09,3.87
2022-11-10,3.828
2022-11-11,3.733
2022-11-12,3.733
2022-11-13,3.733
2022-11-14,3.914
2022-11-15,3.799
2022-11-16,3.986
2022-11-17,3.92
2022-11-18,3.944
2022-11-19,3.944
2022-11-20,3.944
2022-11-21,4.109
2022-11-22,3.99
2022-11-23,4.102
2022-11-24,4.102
2022-11-25,4.139
2022-11-26,4.139
2022-11-27,4.139
2022-11-28,4.212
2022-11-29,4.177
2022-11-30,4.124
2022-12-01,4.147
2022-12-02,4.091
2022-12-03,4.091
2022-12-04,4.091
2022-12-05,4.45
2022-12-06,4.463
2022-12-07,4.625
2022-12-08,4.687
2022-12-09,4.834
2022-12-10,4.834
2022-12-11,4.834
2022-12-12,4.634
2022-12-13,4.526
2022-12-14,4.596
2022-12-15,4.545
2022-12-16,4.707
2022-12-17,4.707
2022-12-18,4.707
2022-12-19,4.653
2022-12-20,4.545
2022-12-21,4.389
2022-12-22,4.649
2022-12-23,4.486
2022-12-24,4.486
2022-12-25,4.486
2022-12-26,4.486
2022-12-27,4.459
2022-12-28,4.673
2022-12-29,4.513
2022-12-30,4.513
2022-12-31,4.513
2023-01-01,4.513
2023-01-02,4.513
2023-01-03,4.834
2023-01-04,4.692
2023-01-05,4.653
2023-01-06,4.629
2023-01-07,4.629
2023-01-08,4.629
2023-01-09,4.49
2023-01-10,4.389
2023-01-11,4.342
2023-01-12,4.138
2023-01-13,4.18
2023-01-14,4.18
2023-01-15,4.18
2023-01-16,4.18
2023-01-17,4.184
2023-01-18,4.406
2023-01-19,4.363
2023-01-20,4.419
2023-01-21,4.419
2023-01-22,4.419
2023-01-23,4.385
2023-01-24,4.415
2023-01-25,4.296
2023-01-26,4.321
2023-01-27,4.424
2023-01-28,4.424
2023-01-29,4.424
2023-01-30,4.424
2023-01-31,4.232
2023-02-01,4.292
2023-02-02,4.406
2023-02-03,4.411
2023-02-04,4.411
2023-02-05,4.411
2023-02-06,4.389
2023-02-07,4.224
2023-02-08,4.232
2023-02-09,4.419
2023-02-10,4.228
2023-02-11,4.228
2023-02-12,4.228
2023-02-13,4.157
2023-02-14,4.317
2023-02-15,4.272
2023-02-16,4.292
2023-02-17,4.49
2023-02-18,4.49
2023-02-19,4.49
2023-02-20,4.49
2023-02-21,4.702
2023-02-22,4.717
2023-02-23,5.098
2023-02-24,4.871
2023-02-25,4.871
2023-02-26,4.871
2023-02-27,5.013
2023-02-28,5.018
2023-03-01,4.892
2023-03-02,4.727
2023-03-03,4.428
2023-03-04,4.428
2023-03-05,4.428
2023-03-06,4.49
2023-03-07,4.544
2023-03-08,4.53
2023-03-09,4.709
2023-03-10,4.809
2023-03-11,4.809
2023-03-12,4.809
2023-03-13,5.078
2023-03-14,4.939
2023-03-15,5.26
2023-03-16,5.371
2023-03-17,5.873
2023-03-18,5.873
2023-03-19,5.873
2023-03-20,5.649
2023-03-21,5.527
2023-03-22,5.698
2023-03-23,5.601
2023-03-24,5.621
2023-03-25,5.621
2023-03-26,5.621
2023-03-27,5.435
2023-03-28,5.384
2023-03-29,5.409
2023-03-30,5.454
2023-03-31,5.371
2023-04-01,5.371
2023-04-02,5.371
2023-04-03,5.171
2023-04-04,5.303
2023-04-05,5.397
2023-04-06,5.448
2023-04-07,5.448
2023-04-08,5.448
2023-04-09,5.448
2023-04-10,5.422
2023-04-11,5.441
2023-04-12,5.52
2023-04-13,5.507
2023-04-14,5.567
2023-04-15,5.567
2023-04-16,5.567
2023-04-17,5.601
2023-04-18,5.712
2023-04-19,5.727
2023-04-20,5.926
2023-04-21,5.926
2023-04-22,5.926
2023-04-23,5.926
2023-04-24,5.621
2023-04-25,5.95
2023-04-26,6.149
2023-04-27,6.157
2023-04-28,5.973
2023-04-29,5.973
2023-04-30,5.973
2023-05-01,5.755
2023-05-02,6.345
2023-05-03,6.373
2023-05-04,6.228
2023-05-05,6.057
2023-05-06,6.057
2023-05-07,6.057
2023-05-08,6.073
2023-05-09,6.065
2023-05-10,5.926
2023-05-11,6.113
2023-05-12,6.073
2023-05-13,6.073
2023-05-14,6.073
2023-05-15,6.026
2023-05-16,6.105
2023-05-17,5.814
2023-05-18,5.806
2023-05-19,5.777
2023-05-20,5.777
2023-05-21,5.777
2023-05-22,5.677
2023-05-23,5.527
2023-05-24,5.56
2023-05-25,5.734
2023-05-26,5.784
2023-05-27,5.784
2023-05-28,5.784
2023-05-29,5.784
2023-05-30,5.981
2023-05-31,6.258
2023-06-01,6.132
2023-06-02,5.628
2023-06-03,5.628
2023-06-04,5.628
2023-06-05,5.664
2023-06-06,5.552
2023-06-07,5.274
2023-06-08,5.28
2023-06-09,5.413
2023-06-10,5.413
2023-06-11,5.413
2023-06-12,5.505
2023-06-13,5.336
2023-06-14,5.445
2023-06-15,5.324
2023-06-16,5.44
2023-06-17,5.44
2023-06-18,5.44
2023-06-19,5.44
2023-06-20,5.507
2023-06-21,5.589
2023-06-22,5.527
2023-06-23,5.716
2023-06-24,5.716
2023-06-25,5.716
2023-06-26,5.595
2023-06-27,5.534
2023-06-28,5.602
2023-06-29,5.401
2023-06-30,5.407
2023-07-01,5.407
2023-07-02,5.407
2023-07-03,5.337
2023-07-04,5.337
2023-07-05,5.447
2023-07-06,5.513
2023-07-07,5.119
2023-07-08,5.119
2023-07-09,5.119
2023-07-10,5.107
2023-07-11,5.044
2023-07-12,4.977
2023-07-13,4.912
2023-07-14,4.928
2023-07-15,4.928
2023-07-16,4.928
2023-07-17,4.885
2023-07-18,4.802
2023-07-19,4.731
2023-07-20,4.731
2023-07-21,4.741
2023-07-22,4.741
2023-07-23,4.741
2023-07-24,4.682
2023-07-25,4.692
2023-07-26,4.746
2023-07-27,4.901
2023-07-28,4.365
2023-07-29,4.365
2023-07-30,4.365
2023-07-31,4.121
2023-08-01,4.225
2023-08-02,4.229
2023-08-03,4.132
2023-08-04,4.099
2023-08-05,4.099
2023-08-06,4.099
2023-08-07,4.121
2023-08-08,4.182
2023-08-09,4.095
2023-08-10,4.058
2023-08-11,4.117
2023-08-12,4.117
2023-08-13,4.117
2023-08-14,4.065
2023-08-15,4.136
