,MLKN US Equity
2023-06-23,5.335
2023-06-24,5.335
2023-06-25,5.335
2023-06-26,5.391
2023-06-27,5.28
2023-06-28,5.342
2023-06-29,5.237
2023-06-30,5.194
2023-07-01,5.194
2023-07-02,5.194
2023-07-03,5.064
2023-07-04,5.064
2023-07-05,5.084
2023-07-06,5.111
2023-07-07,5.001
2023-07-08,5.001
2023-07-09,5.001
2023-07-10,5.008
2023-07-11,4.822
2023-07-12,4.664
2023-07-13,4.392
2023-07-14,4.497
2023-07-15,4.497
2023-07-16,4.497
2023-07-17,4.545
2023-07-18,4.44
2023-07-19,4.298
2023-07-20,4.354
2023-07-21,4.197
2023-07-22,4.197
2023-07-23,4.197
2023-07-24,4.049
2023-07-25,4.009
2023-07-26,3.925
2023-07-27,3.994
2023-07-28,3.963
2023-07-29,3.963
2023-07-30,3.963
2023-07-31,3.923
2023-08-01,3.864
2023-08-02,3.883
2023-08-03,3.842
2023-08-04,3.891
2023-08-05,3.891
2023-08-06,3.891
2023-08-07,3.856
2023-08-08,3.885
2023-08-09,3.85
2023-08-10,3.825
2023-08-11,3.821
2023-08-12,3.821
2023-08-13,3.821
2023-08-14,3.825
2023-08-15,3.873
2023-08-16,3.933
2023-08-17,4.001
2023-08-18,4.03
2023-08-19,4.03
2023-08-20,4.03
2023-08-21,4.11
2023-08-22,4.152
2023-08-23,4.147
2023-08-24,4.211
2023-08-25,4.161
2023-08-26,4.161
2023-08-27,4.161
2023-08-28,4.11
2023-08-29,4.073
2023-08-30,3.988
2023-08-31,3.98
2023-09-01,3.925
2023-09-02,3.925
2023-09-03,3.925
2023-09-04,3.925
2023-09-05,4.094
2023-09-06,4.15
2023-09-07,4.382
2023-09-08,4.477
2023-09-09,4.477
2023-09-10,4.477
2023-09-11,4.552
2023-09-12,4.464
2023-09-13,4.372
2023-09-14,4.098
2023-09-15,4.182
2023-09-16,4.182
2023-09-17,4.182
2023-09-18,4.191
2023-09-19,3.999
2023-09-20,3.822
2023-09-21,3.736
2023-09-22,3.805
2023-09-23,3.805
2023-09-24,3.805
2023-09-25,3.849
2023-09-26,3.97
2023-09-27,3.102
2023-09-28,3.24
2023-09-29,3.109
2023-09-30,3.109
2023-10-01,3.109
2023-10-02,3.219
2023-10-03,3.214
2023-10-04,3.213
2023-10-05,3.224
2023-10-06,3.18
2023-10-07,3.18
2023-10-08,3.18
2023-10-09,3.109
2023-10-10,3.012
2023-10-11,2.978
2023-10-12,3.063
2023-10-13,3.103
2023-10-14,3.103
2023-10-15,3.103
2023-10-16,3.01
2023-10-17,2.933
2023-10-18,3.14
2023-10-19,3.228
2023-10-20,3.3
2023-10-21,3.3
2023-10-22,3.3
2023-10-23,3.32
2023-10-24,3.298
2023-10-25,3.318
2023-10-26,3.308
2023-10-27,3.362
2023-10-28,3.362
2023-10-29,3.362
2023-10-30,3.301
2023-10-31,3.235
2023-11-01,3.193
2023-11-02,3.125
2023-11-03,3.053
2023-11-04,3.053
2023-11-05,3.053
2023-11-06,3.094
2023-11-07,3.119
2023-11-08,3.103
2023-11-09,3.182
2023-11-10,3.143
2023-11-11,3.143
2023-11-12,3.143
2023-11-13,3.174
2023-11-14,2.973
2023-11-15,2.978
2023-11-16,3.069
2023-11-17,3.04
2023-11-18,3.04
2023-11-19,3.04
2023-11-20,2.947
2023-11-21,2.943
2023-11-22,2.958
2023-11-23,2.958
2023-11-24,2.971
2023-11-25,2.971
2023-11-26,2.971
2023-11-27,2.965
2023-11-28,2.997
2023-11-29,2.948
2023-11-30,2.925
2023-12-01,2.831
2023-12-02,2.831
2023-12-03,2.831
2023-12-04,2.778
2023-12-05,2.789
2023-12-06,2.765
2023-12-07,2.711
2023-12-08,2.713
2023-12-09,2.713
2023-12-10,2.713
2023-12-11,2.725
2023-12-12,2.731
2023-12-13,2.657
2023-12-14,2.549
2023-12-15,2.643
2023-12-16,2.643
2023-12-17,2.643
2023-12-18,2.62
2023-12-19,2.607
2023-12-20,2.602
2023-12-21,2.686
2023-12-22,2.695
2023-12-23,2.695
2023-12-24,2.695
2023-12-25,2.695
2023-12-26,2.737
2023-12-27,2.782
2023-12-28,2.821
2023-12-29,2.829
2023-12-30,2.829
2023-12-31,2.829
2024-01-01,2.829
2024-01-02,2.849
2024-01-03,2.853
2024-01-04,2.862
2024-01-05,2.905
2024-01-06,2.905
2024-01-07,2.905
2024-01-08,2.884
2024-01-09,2.915
2024-01-10,2.933
2024-01-11,2.924
2024-01-12,2.963
2024-01-13,2.963
2024-01-14,2.963
2024-01-15,2.963
2024-01-16,3.013
2024-01-17,3.049
2024-01-18,3.031
2024-01-19,2.967
2024-01-20,2.967
2024-01-21,2.967
2024-01-22,2.809
2024-01-23,2.795
2024-01-24,2.814
2024-01-25,2.774
2024-01-26,2.791
2024-01-27,2.791
2024-01-28,2.791
2024-01-29,2.752
2024-01-30,2.722
2024-01-31,2.838
2024-02-01,2.767
2024-02-02,2.803
2024-02-03,2.803
2024-02-04,2.803
2024-02-05,2.822
2024-02-06,2.822
2024-02-07,2.814
2024-02-08,2.764
2024-02-09,2.746
2024-02-10,2.746
2024-02-11,2.746
2024-02-12,2.638
2024-02-13,2.725
2024-02-14,2.607
2024-02-15,2.479
2024-02-16,2.511
2024-02-17,2.511
2024-02-18,2.511
2024-02-19,2.511
2024-02-20,2.631
2024-02-21,2.599
2024-02-22,2.568
2024-02-23,2.566
2024-02-24,2.566
2024-02-25,2.566
2024-02-26,2.571
2024-02-27,2.492
2024-02-28,2.503
2024-02-29,2.455
2024-03-01,2.527
2024-03-02,2.527
2024-03-03,2.527
2024-03-04,2.5
2024-03-05,2.489
2024-03-06,2.551
2024-03-07,2.536
2024-03-08,2.471
2024-03-09,2.471
2024-03-10,2.471
2024-03-11,2.534
2024-03-12,2.533
2024-03-13,2.484
2024-03-14,2.503
2024-03-15,2.464
2024-03-16,2.464
2024-03-17,2.464
2024-03-18,2.51
2024-03-19,2.488
2024-03-20,2.461
2024-03-21,2.51
2024-03-22,2.535
2024-03-23,2.535
2024-03-24,2.535
2024-03-25,2.51
2024-03-26,2.502
2024-03-27,2.457
2024-03-28,3.029
2024-03-29,3.029
2024-03-30,3.029
2024-03-31,3.029
2024-04-01,2.869
2024-04-02,2.887
2024-04-03,2.812
2024-04-04,2.789
2024-04-05,2.804
2024-04-06,2.804
2024-04-07,2.804
2024-04-08,2.756
