,LEA US Equity
2020-10-09,2.399
2020-10-10,2.399
2020-10-11,2.399
2020-10-12,2.405
2020-10-13,2.398
2020-10-14,2.416
2020-10-15,2.399
2020-10-16,2.377
2020-10-17,2.377
2020-10-18,2.377
2020-10-19,2.407
2020-10-20,2.36
2020-10-21,2.35
2020-10-22,2.362
2020-10-23,2.366
2020-10-24,2.366
2020-10-25,2.366
2020-10-26,2.429
2020-10-27,2.504
2020-10-28,2.6
2020-10-29,2.548
2020-10-30,2.631
2020-10-31,2.631
2020-11-01,2.631
2020-11-02,2.586
2020-11-03,2.511
2020-11-04,2.574
2020-11-05,2.439
2020-11-06,2.479
2020-11-07,2.479
2020-11-08,2.479
2020-11-09,2.345
2020-11-10,2.311
2020-11-11,2.332
2020-11-12,2.372
2020-11-13,2.301
2020-11-14,2.301
2020-11-15,2.301
2020-11-16,2.254
2020-11-17,2.248
2020-11-18,2.249
2020-11-19,2.267
2020-11-20,2.282
2020-11-21,2.282
2020-11-22,2.282
2020-11-23,2.212
2020-11-24,2.112
2020-11-25,2.174
2020-11-26,2.174
2020-11-27,2.166
2020-11-28,2.166
2020-11-29,2.166
2020-11-30,2.221
2020-12-01,2.163
2020-12-02,2.195
2020-12-03,2.131
2020-12-04,2.017
2020-12-05,2.017
2020-12-06,2.017
2020-12-07,2.045
2020-12-08,2.033
2020-12-09,2.027
2020-12-10,2.058
2020-12-11,2.075
2020-12-12,2.075
2020-12-13,2.075
2020-12-14,2.061
2020-12-15,2.007
2020-12-16,1.987
2020-12-17,1.977
2020-12-18,2.039
2020-12-19,2.039
2020-12-20,2.039
2020-12-21,2.054
2020-12-22,2.05
2020-12-23,2.011
2020-12-24,2.036
2020-12-25,2.036
2020-12-26,2.036
2020-12-27,2.036
2020-12-28,2.045
2020-12-29,2.05
2020-12-30,2.028
2020-12-31,2.047
2021-01-01,2.047
2021-01-02,2.047
2021-01-03,2.047
2021-01-04,2.068
2021-01-05,2.032
2021-01-06,1.965
2021-01-07,1.91
2021-01-08,1.962
2021-01-09,1.962
2021-01-10,1.962
2021-01-11,1.989
2021-01-12,1.953
2021-01-13,2.001
2021-01-14,1.973
2021-01-15,2.037
2021-01-16,2.037
2021-01-17,2.037
2021-01-18,2.037
2021-01-19,1.997
2021-01-20,1.943
2021-01-21,1.939
2021-01-22,1.948
2021-01-23,1.948
2021-01-24,1.948
2021-01-25,2.008
2021-01-26,2.088
2021-01-27,2.209
2021-01-28,2.121
2021-01-29,2.066
2021-01-30,2.066
2021-01-31,2.066
2021-02-01,1.986
2021-02-02,1.962
2021-02-03,1.945
2021-02-04,2.033
2021-02-05,2.001
2021-02-06,2.001
2021-02-07,2.001
2021-02-08,1.456
2021-02-09,1.438
2021-02-10,1.442
2021-02-11,1.455
2021-02-12,1.459
2021-02-13,1.459
2021-02-14,1.459
2021-02-15,1.459
2021-02-16,1.434
2021-02-17,1.427
2021-02-18,1.44
2021-02-19,1.39
2021-02-20,1.39
2021-02-21,1.39
2021-02-22,1.372
2021-02-23,1.372
2021-02-24,1.385
2021-02-25,1.424
2021-02-26,1.403
2021-02-27,1.403
2021-02-28,1.403
2021-03-01,1.369
2021-03-02,1.372
2021-03-03,1.36
2021-03-04,1.403
2021-03-05,1.316
2021-03-06,1.316
2021-03-07,1.316
2021-03-08,1.29
2021-03-09,1.3
2021-03-10,1.267
2021-03-11,1.251
2021-03-12,1.232
2021-03-13,1.232
2021-03-14,1.232
2021-03-15,1.227
2021-03-16,1.233
2021-03-17,1.198
2021-03-18,1.235
2021-03-19,1.268
2021-03-20,1.268
2021-03-21,1.268
2021-03-22,1.299
2021-03-23,1.368
2021-03-24,1.362
2021-03-25,1.338
2021-03-26,1.303
2021-03-27,1.303
2021-03-28,1.303
2021-03-29,1.344
2021-03-30,1.31
2021-03-31,1.284
2021-04-01,1.292
2021-04-02,1.292
2021-04-03,1.292
2021-04-04,1.292
2021-04-05,1.281
2021-04-06,1.284
2021-04-07,1.299
2021-04-08,1.3
2021-04-09,1.3
2021-04-10,1.3
2021-04-11,1.3
2021-04-12,1.291
2021-04-13,1.315
2021-04-14,1.293
2021-04-15,1.281
2021-04-16,1.277
2021-04-17,1.277
2021-04-18,1.277
2021-04-19,1.29
2021-04-20,1.352
2021-04-21,1.289
2021-04-22,0.936
2021-04-23,0.904
2021-04-24,0.904
2021-04-25,0.904
2021-04-26,0.895
2021-04-27,1.727
2021-04-28,1.716
2021-04-29,1.771
2021-04-30,1.822
2021-05-01,1.822
2021-05-02,1.822
2021-05-03,1.805
2021-05-04,1.832
2021-05-05,1.781
2021-05-06,1.742
2021-05-07,0.706
2021-05-08,0.706
2021-05-09,0.706
2021-05-10,0.723
2021-05-11,0.738
2021-05-12,0.769
2021-05-13,0.755
2021-05-14,0.74
2021-05-15,0.74
2021-05-16,0.74
2021-05-17,0.745
2021-05-18,0.748
2021-05-19,0.75
2021-05-20,0.762
2021-05-21,0.732
2021-05-22,0.732
2021-05-23,0.732
2021-05-24,0.737
2021-05-25,0.741
2021-05-26,0.733
2021-05-27,0.716
2021-05-28,0.713
2021-05-29,0.713
2021-05-30,0.713
2021-05-31,0.713
2021-06-01,0.693
2021-06-02,0.695
2021-06-03,0.678
2021-06-04,0.684
2021-06-05,0.684
2021-06-06,0.684
2021-06-07,0.699
2021-06-08,0.697
2021-06-09,0.709
2021-06-10,0.724
2021-06-11,0.714
2021-06-12,0.714
2021-06-13,0.714
2021-06-14,0.734
2021-06-15,0.736
2021-06-16,0.757
2021-06-17,0.79
2021-06-18,0.812
2021-06-19,0.812
2021-06-20,0.812
2021-06-21,0.791
2021-06-22,0.781
2021-06-23,1.132
2021-06-24,1.124
2021-06-25,1.126
2021-06-26,1.126
2021-06-27,1.126
2021-06-28,1.145
2021-06-29,1.142
2021-06-30,1.143
2021-07-01,1.128
2021-07-02,1.131
2021-07-03,1.131
2021-07-04,1.131
2021-07-05,1.131
2021-07-06,1.163
2021-07-07,1.196
2021-07-08,1.19
2021-07-09,1.151
2021-07-10,1.151
2021-07-11,1.151
2021-07-12,1.16
2021-07-13,1.177
2021-07-14,1.177
2021-07-15,1.187
2021-07-16,1.771
2021-07-17,1.771
2021-07-18,1.771
2021-07-19,1.789
2021-07-20,1.725
2021-07-21,1.708
2021-07-22,1.739
2021-07-23,1.735
2021-07-24,1.735
2021-07-25,1.735
2021-07-26,1.717
2021-07-27,1.726
2021-07-28,1.705
2021-07-29,1.641
2021-07-30,1.656
2021-07-31,1.656
2021-08-01,1.656
2021-08-02,1.681
2021-08-03,1.669
2021-08-04,1.738
2021-08-05,1.711
2021-08-06,1.897
2021-08-07,1.897
2021-08-08,1.897
2021-08-09,1.965
2021-08-10,1.931
2021-08-11,1.909
2021-08-12,1.921
2021-08-13,1.902
2021-08-14,1.902
2021-08-15,1.902
2021-08-16,2.031
2021-08-17,2.114
2021-08-18,2.132
2021-08-19,2.23
2021-08-20,2.216
2021-08-21,2.216
2021-08-22,2.216
2021-08-23,2.174
2021-08-24,2.134
2021-08-25,2.126
2021-08-26,2.152
2021-08-27,2.096
2021-08-28,2.096
2021-08-29,2.096
2021-08-30,2.144
2021-08-31,2.156
2021-09-01,2.172
2021-09-02,2.151
2021-09-03,2.157
2021-09-04,2.157
2021-09-05,2.157
2021-09-06,2.157
2021-09-07,2.182
2021-09-08,2.188
2021-09-09,2.194
2021-09-10,2.221
2021-09-11,2.221
2021-09-12,2.221
2021-09-13,2.187
2021-09-14,2.183
2021-09-15,2.14
2021-09-16,2.218
2021-09-17,2.246
2021-09-18,2.246
2021-09-19,2.246
2021-09-20,2.336
2021-09-21,2.352
2021-09-22,2.294
2021-09-23,2.221
2021-09-24,2.21
2021-09-25,2.21
2021-09-26,2.21
2021-09-27,2.147
2021-09-28,2.151
2021-09-29,2.169
2021-09-30,2.197
2021-10-01,2.16
2021-10-02,2.16
2021-10-03,2.16
2021-10-04,2.153
2021-10-05,2.138
2021-10-06,2.188
2021-10-07,2.085
2021-10-08,2.043
2021-10-09,2.043
2021-10-10,2.043
2021-10-11,2.145
2021-10-12,2.086
2021-10-13,2.098
2021-10-14,2.044
2021-10-15,2.009
2021-10-16,2.009
2021-10-17,2.009
2021-10-18,2.059
2021-10-19,2.084
2021-10-20,2.109
2021-10-21,2.126
2021-10-22,2.178
2021-10-23,2.178
2021-10-24,2.178
2021-10-25,2.189
2021-10-26,2.257
2021-10-27,2.214
2021-10-28,2.178
2021-10-29,2.15
2021-10-30,2.15
2021-10-31,2.15
2021-11-01,2.097
2021-11-02,2.128
2021-11-03,2.096
2021-11-04,2.121
2021-11-05,2.111
2021-11-06,2.111
2021-11-07,2.111
2021-11-08,2.107
2021-11-09,2.089
2021-11-10,2.12
2021-11-11,2.116
2021-11-12,2.05
2021-11-13,2.05
2021-11-14,2.05
2021-11-15,2.013
2021-11-16,2.013
2021-11-17,2.079
2021-11-18,2.066
2021-11-19,2.121
2021-11-20,2.121
2021-11-21,2.121
2021-11-22,2.106
2021-11-23,2.078
2021-11-24,2.1
2021-11-25,2.1
2021-11-26,2.197
2021-11-27,2.197
2021-11-28,2.197
2021-11-29,2.227
2021-11-30,2.243
2021-12-01,2.217
2021-12-02,2.14
2021-12-03,2.153
2021-12-04,2.153
2021-12-05,2.153
2021-12-06,2.103
2021-12-07,2.045
2021-12-08,2.002
2021-12-09,2.038
2021-12-10,1.997
2021-12-11,1.997
2021-12-12,1.997
2021-12-13,2.039
2021-12-14,2.054
2021-12-15,2.055
2021-12-16,2.182
2021-12-17,2.222
2021-12-18,2.222
2021-12-19,2.222
2021-12-20,2.31
2021-12-21,2.27
2021-12-22,2.224
2021-12-23,2.153
2021-12-24,2.153
2021-12-25,2.153
2021-12-26,2.153
2021-12-27,2.102
2021-12-28,2.121
2021-12-29,2.129
2021-12-30,2.133
2021-12-31,2.118
2022-01-01,2.118
2022-01-02,2.118
2022-01-03,2.092
2022-01-04,2.01
2022-01-05,2.056
2022-01-06,2.032
2022-01-07,2.07
2022-01-08,2.07
2022-01-09,2.07
2022-01-10,2.082
2022-01-11,2.072
2022-01-12,2.089
2022-01-13,2.032
2022-01-14,2.177
2022-01-15,2.177
2022-01-16,2.177
2022-01-17,2.177
2022-01-18,2.215
2022-01-19,2.326
2022-01-20,2.428
2022-01-21,2.438
2022-01-22,2.438
2022-01-23,2.438
2022-01-24,2.278
2022-01-25,2.313
2022-01-26,2.31
2022-01-27,2.293
2022-01-28,2.342
2022-01-29,2.342
2022-01-30,2.342
2022-01-31,2.292
2022-02-01,2.247
2022-02-02,2.23
2022-02-03,2.303
2022-02-04,2.288
2022-02-05,2.288
2022-02-06,2.288
2022-02-07,2.25
2022-02-08,2.186
2022-02-09,2.154
2022-02-10,2.232
2022-02-11,2.317
2022-02-12,2.317
2022-02-13,2.317
2022-02-14,2.223
2022-02-15,2.087
2022-02-16,2.082
2022-02-17,2.121
2022-02-18,2.128
2022-02-19,2.128
2022-02-20,2.128
2022-02-21,2.128
2022-02-22,2.225
2022-02-23,2.232
2022-02-24,2.251
2022-02-25,2.191
2022-02-26,2.191
2022-02-27,2.191
2022-02-28,2.294
2022-03-01,2.506
2022-03-02,2.362
2022-03-03,2.389
2022-03-04,2.521
2022-03-05,2.521
2022-03-06,2.521
2022-03-07,2.795
2022-03-08,2.706
2022-03-09,2.555
2022-03-10,2.598
2022-03-11,2.643
2022-03-12,2.643
2022-03-13,2.643
2022-03-14,2.63
2022-03-15,2.599
2022-03-16,2.427
2022-03-17,2.445
2022-03-18,2.487
2022-03-19,2.487
2022-03-20,2.487
2022-03-21,2.509
2022-03-22,2.532
2022-03-23,2.568
2022-03-24,2.514
2022-03-25,2.504
2022-03-26,2.504
2022-03-27,2.504
2022-03-28,2.512
2022-03-29,2.395
2022-03-30,2.464
2022-03-31,2.517
2022-04-01,2.52
2022-04-02,2.52
2022-04-03,2.52
2022-04-04,2.518
2022-04-05,2.69
2022-04-06,2.743
2022-04-07,2.848
2022-04-08,2.81
2022-04-09,2.81
2022-04-10,2.81
2022-04-11,2.761
2022-04-12,2.761
2022-04-13,2.796
2022-04-14,2.801
2022-04-15,2.801
2022-04-16,2.801
2022-04-17,2.801
2022-04-18,2.794
2022-04-19,2.729
2022-04-20,2.691
2022-04-21,2.69
2022-04-22,2.78
2022-04-23,2.78
2022-04-24,2.78
2022-04-25,2.707
2022-04-26,2.805
2022-04-27,2.779
2022-04-28,2.689
2022-04-29,2.739
2022-04-30,2.739
2022-05-01,2.739
2022-05-02,2.699
2022-05-03,2.611
2022-05-04,2.603
2022-05-05,2.734
2022-05-06,2.73
2022-05-07,2.73
2022-05-08,2.73
2022-05-09,2.828
2022-05-10,2.803
2022-05-11,2.907
2022-05-12,2.864
2022-05-13,2.725
2022-05-14,2.725
2022-05-15,2.725
2022-05-16,2.822
2022-05-17,2.684
2022-05-18,2.779
2022-05-19,2.709
2022-05-20,2.722
2022-05-21,2.722
2022-05-22,2.722
2022-05-23,2.725
2022-05-24,2.825
2022-05-25,2.787
2022-05-26,2.68
2022-05-27,2.647
2022-05-28,2.647
2022-05-29,2.647
2022-05-30,2.647
2022-05-31,2.564
2022-06-01,2.561
2022-06-02,2.525
2022-06-03,2.582
2022-06-04,2.582
2022-06-05,2.582
2022-06-06,2.535
2022-06-07,2.51
2022-06-08,2.493
2022-06-09,2.521
2022-06-10,2.657
2022-06-11,2.657
2022-06-12,2.657
2022-06-13,2.794
2022-06-14,2.811
2022-06-15,2.691
2022-06-16,2.956
2022-06-17,2.911
2022-06-18,2.911
2022-06-19,2.911
2022-06-20,2.911
2022-06-21,2.765
2022-06-22,2.723
2022-06-23,2.755
2022-06-24,2.646
2022-06-25,2.646
2022-06-26,2.646
2022-06-27,2.65
2022-06-28,2.635
2022-06-29,2.722
2022-06-30,2.821
2022-07-01,2.802
2022-07-02,2.802
2022-07-03,2.802
2022-07-04,2.802
2022-07-05,2.804
2022-07-06,2.853
2022-07-07,2.72
2022-07-08,2.77
2022-07-09,2.77
2022-07-10,2.77
2022-07-11,2.831
2022-07-12,2.715
2022-07-13,2.762
2022-07-14,2.832
2022-07-15,2.747
2022-07-16,2.747
2022-07-17,2.747
2022-07-18,2.647
2022-07-19,2.473
2022-07-20,2.45
2022-07-21,2.4
2022-07-22,2.429
2022-07-23,2.429
2022-07-24,2.429
2022-07-25,2.401
2022-07-26,2.434
2022-07-27,2.366
2022-07-28,2.286
2022-07-29,2.269
2022-07-30,2.269
2022-07-31,2.269
2022-08-01,2.266
2022-08-02,2.214
2022-08-03,2.198
2022-08-04,2.32
2022-08-05,2.396
2022-08-06,2.396
2022-08-07,2.396
2022-08-08,2.323
2022-08-09,2.396
2022-08-10,2.322
2022-08-11,2.265
2022-08-12,2.241
2022-08-13,2.241
2022-08-14,2.241
2022-08-15,2.266
2022-08-16,2.077
2022-08-17,2.15
2022-08-18,2.115
2022-08-19,2.165
2022-08-20,2.165
2022-08-21,2.165
2022-08-22,2.307
2022-08-23,2.277
2022-08-24,2.249
2022-08-25,2.167
2022-08-26,2.258
2022-08-27,2.258
2022-08-28,2.258
2022-08-29,2.24
2022-08-30,2.243
2022-08-31,2.255
2022-09-01,2.253
2022-09-02,2.289
2022-09-03,2.289
2022-09-04,2.289
2022-09-05,2.289
2022-09-06,2.339
2022-09-07,2.259
2022-09-08,2.274
2022-09-09,2.222
2022-09-10,2.222
2022-09-11,2.222
2022-09-12,2.163
2022-09-13,2.242
2022-09-14,2.268
2022-09-15,2.266
2022-09-16,2.293
2022-09-17,2.293
2022-09-18,2.293
2022-09-19,2.252
2022-09-20,2.346
2022-09-21,2.448
2022-09-22,2.455
2022-09-23,2.536
2022-09-24,2.536
2022-09-25,2.536
2022-09-26,2.514
2022-09-27,2.48
2022-09-28,2.442
2022-09-29,2.559
2022-09-30,2.612
2022-10-01,2.612
2022-10-02,2.612
2022-10-03,2.539
2022-10-04,2.407
2022-10-05,2.44
2022-10-06,2.417
2022-10-07,2.508
2022-10-08,2.508
2022-10-09,2.508
2022-10-10,2.555
2022-10-11,2.562
2022-10-12,2.592
2022-10-13,2.425
2022-10-14,2.563
2022-10-15,2.563
2022-10-16,2.563
2022-10-17,2.45
2022-10-18,2.439
2022-10-19,2.465
2022-10-20,2.53
2022-10-21,2.422
2022-10-22,2.422
2022-10-23,2.422
2022-10-24,2.373
2022-10-25,2.3
2022-10-26,2.319
2022-10-27,2.306
2022-10-28,2.261
2022-10-29,2.261
2022-10-30,2.261
2022-10-31,2.258
2022-11-01,2.242
2022-11-02,2.433
2022-11-03,2.437
2022-11-04,2.497
2022-11-05,2.497
2022-11-06,2.497
2022-11-07,2.521
2022-11-08,2.518
2022-11-09,2.51
2022-11-10,2.368
2022-11-11,2.272
2022-11-12,2.272
2022-11-13,2.272
2022-11-14,2.326
2022-11-15,2.3
2022-11-16,2.411
2022-11-17,2.388
2022-11-18,2.341
2022-11-19,2.341
2022-11-20,2.341
2022-11-21,2.376
2022-11-22,2.355
2022-11-23,2.376
2022-11-24,2.376
2022-11-25,2.371
2022-11-26,2.371
2022-11-27,2.371
2022-11-28,2.435
2022-11-29,2.433
2022-11-30,2.364
2022-12-01,2.422
2022-12-02,2.461
2022-12-03,2.461
2022-12-04,2.461
2022-12-05,2.527
2022-12-06,2.511
2022-12-07,2.587
2022-12-08,2.591
2022-12-09,2.58
2022-12-10,2.58
2022-12-11,2.58
2022-12-12,2.54
2022-12-13,2.545
2022-12-14,2.596
2022-12-15,2.633
2022-12-16,2.698
2022-12-17,2.698
2022-12-18,2.698
2022-12-19,2.726
2022-12-20,2.707
2022-12-21,2.68
2022-12-22,2.772
2022-12-23,2.759
2022-12-24,2.759
2022-12-25,2.759
2022-12-26,2.759
2022-12-27,2.729
2022-12-28,2.781
2022-12-29,2.689
2022-12-30,2.713
2022-12-31,2.713
2023-01-01,2.713
2023-01-02,2.713
2023-01-03,2.673
2023-01-04,2.599
2023-01-05,2.622
2023-01-06,2.568
2023-01-07,2.568
2023-01-08,2.568
2023-01-09,2.564
2023-01-10,2.493
2023-01-11,2.474
2023-01-12,2.45
2023-01-13,2.442
2023-01-14,2.442
2023-01-15,2.442
2023-01-16,2.442
2023-01-17,2.459
2023-01-18,2.471
2023-01-19,2.505
2023-01-20,2.466
2023-01-21,2.466
2023-01-22,2.466
2023-01-23,2.427
2023-01-24,2.493
2023-01-25,2.497
2023-01-26,2.469
2023-01-27,2.395
2023-01-28,2.395
2023-01-29,2.395
2023-01-30,2.412
2023-01-31,2.312
2023-02-01,2.255
2023-02-02,2.241
2023-02-03,2.388
2023-02-04,2.388
2023-02-05,2.388
2023-02-06,2.4
2023-02-07,2.382
2023-02-08,2.407
2023-02-09,2.44
2023-02-10,2.456
2023-02-11,2.456
2023-02-12,2.456
2023-02-13,2.4
2023-02-14,2.375
2023-02-15,2.348
2023-02-16,2.372
2023-02-17,2.36
2023-02-18,2.36
2023-02-19,2.36
2023-02-20,2.36
2023-02-21,2.389
2023-02-22,2.365
2023-02-23,2.408
2023-02-24,2.421
2023-02-25,2.421
2023-02-26,2.421
2023-02-27,2.403
2023-02-28,2.429
2023-03-01,2.4
2023-03-02,2.419
2023-03-03,2.378
2023-03-04,2.378
2023-03-05,2.378
2023-03-06,2.404
2023-03-07,2.416
2023-03-08,2.421
2023-03-09,2.452
2023-03-10,2.498
2023-03-11,2.498
2023-03-12,2.498
2023-03-13,2.669
2023-03-14,2.444
2023-03-15,2.622
2023-03-16,2.55
2023-03-17,2.622
2023-03-18,2.622
2023-03-19,2.622
2023-03-20,2.598
2023-03-21,2.528
2023-03-22,2.582
2023-03-23,2.578
2023-03-24,2.552
2023-03-25,2.552
2023-03-26,2.552
2023-03-27,2.571
2023-03-28,2.577
2023-03-29,2.569
2023-03-30,2.548
2023-03-31,2.524
2023-04-01,2.524
2023-04-02,2.524
2023-04-03,2.551
2023-04-04,2.589
2023-04-05,2.639
2023-04-06,2.673
2023-04-07,2.673
2023-04-08,2.673
2023-04-09,2.673
2023-04-10,2.623
2023-04-11,2.603
2023-04-12,2.618
2023-04-13,2.603
2023-04-14,2.602
2023-04-15,2.602
2023-04-16,2.602
2023-04-17,2.616
2023-04-18,2.572
2023-04-19,2.563
2023-04-20,2.568
2023-04-21,2.629
2023-04-22,2.629
2023-04-23,2.629
2023-04-24,2.602
2023-04-25,2.647
2023-04-26,2.638
2023-04-27,2.696
2023-04-28,2.707
2023-04-29,2.707
2023-04-30,2.707
2023-05-01,2.723
2023-05-02,2.77
2023-05-03,2.833
2023-05-04,2.905
2023-05-05,2.796
2023-05-06,2.796
2023-05-07,2.796
2023-05-08,2.712
2023-05-09,2.762
2023-05-10,2.78
2023-05-11,2.752
2023-05-12,2.804
2023-05-13,2.804
2023-05-14,2.804
2023-05-15,2.815
2023-05-16,2.867
2023-05-17,2.834
2023-05-18,2.802
2023-05-19,2.785
2023-05-20,2.785
2023-05-21,2.785
2023-05-22,2.761
2023-05-23,2.772
2023-05-24,2.806
2023-05-25,2.801
2023-05-26,2.729
2023-05-27,2.729
2023-05-28,2.729
2023-05-29,2.729
2023-05-30,2.727
2023-05-31,2.839
2023-06-01,2.771
2023-06-02,2.657
2023-06-03,2.657
2023-06-04,2.657
2023-06-05,2.673
2023-06-06,2.598
2023-06-07,2.527
2023-06-08,2.549
2023-06-09,2.488
2023-06-10,2.488
2023-06-11,2.488
2023-06-12,2.424
2023-06-13,2.404
2023-06-14,2.375
2023-06-15,2.397
2023-06-16,2.402
2023-06-17,2.402
2023-06-18,2.402
2023-06-19,2.402
2023-06-20,2.409
2023-06-21,2.435
2023-06-22,2.497
2023-06-23,2.519
2023-06-24,2.519
2023-06-25,2.519
2023-06-26,2.476
2023-06-27,2.444
2023-06-28,2.434
2023-06-29,2.412
2023-06-30,2.393
2023-07-01,2.393
2023-07-02,2.393
2023-07-03,2.367
2023-07-04,2.367
2023-07-05,2.39
2023-07-06,2.362
2023-07-07,2.314
2023-07-08,2.314
2023-07-09,2.314
2023-07-10,2.34
2023-07-11,2.29
2023-07-12,2.246
2023-07-13,2.237
2023-07-14,2.29
2023-07-15,2.29
2023-07-16,2.29
2023-07-17,2.321
2023-07-18,2.314
2023-07-19,2.307
2023-07-20,2.312
2023-07-21,2.294
2023-07-22,2.294
2023-07-23,2.294
2023-07-24,2.273
2023-07-25,2.292
2023-07-26,2.259
2023-07-27,2.258
2023-07-28,2.226
2023-07-29,2.226
2023-07-30,2.226
2023-07-31,2.222
2023-08-01,2.227
2023-08-02,2.264
2023-08-03,2.232
2023-08-04,2.248
2023-08-05,2.248
2023-08-06,2.248
2023-08-07,2.211
2023-08-08,2.235
2023-08-09,2.271
2023-08-10,2.328
2023-08-11,2.424
2023-08-12,2.424
2023-08-13,2.424
2023-08-14,2.394
2023-08-15,2.418
2023-08-16,2.45
2023-08-17,2.454
2023-08-18,2.438
2023-08-19,2.438
2023-08-20,2.438
2023-08-21,2.443
